host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
0.267538,1777158551.570588,60400,,BS2DCE,,0,ok,3042,3042,75,3,1
0.269851,1777158551.572902,60400,,BS2DCE,,1,ok,2974,2974,100,4,0
0.269851,1777158551.572902,60400,,BS2DCE,,2,ok,2911,2911,100,4,0
0.269851,1777158551.572902,60400,,BS2DCE,,3,ok,2934,2934,75,3,1
0.271875,1777158551.574926,60400,,BS2DCE,,4,ok,2863,2863,100,4,0
0.271875,1777158551.574926,60400,,BS2DCE,,5,ok,2866,2866,100,4,0
0.271875,1777158551.574926,60400,,BS2DCE,,6,ok,2555,2555,100,4,0
0.417625,1777158551.720676,60401,,BS2DCE,,0,reject,3921,3042,60,3,2
0.417625,1777158551.720676,60401,,BS2DCE,,1,reject,2167,2974,80,4,1
0.420377,1777158551.723428,60401,,BS2DCE,,2,ok,2885,2885,100,5,0
0.420377,1777158551.723428,60401,,BS2DCE,,3,reject,3499,2934,60,3,2
0.420377,1777158551.723428,60401,,BS2DCE,,4,ok,3143,3143,100,5,0
0.422802,1777158551.725853,60401,,BS2DCE,,5,reject,1977,2866,80,4,1
0.422802,1777158551.725853,60401,,BS2DCE,,6,ok,2597,2597,100,5,0
0.422802,1777158551.725853,60401,,BS2DCE,,7,reject,3520,2910,80,4,1
0.627927,1777158551.930977,60402,,BS2DCE,,0,reject,3525,3042,50,3,3
0.627927,1777158551.930977,60402,,BS2DCE,,1,reject,2044,2974,66,4,2
0.627927,1777158551.930977,60402,,BS2DCE,,2,ok,2976,2976,100,6,0
0.629889,1777158551.932939,60402,,BS2DCE,,3,reject,3613,2934,50,3,3
0.629889,1777158551.932939,60402,,BS2DCE,,4,ok,3029,3029,100,6,0
0.629889,1777158551.932939,60402,,BS2DCE,,5,reject,1975,2866,66,4,2
0.882581,1777158552.185631,60403,,BS2DCE,,0,ok,3145,3145,57,4,3
0.88499,1777158552.188041,60403,,BS2DCE,,1,reject,1983,2974,57,4,3
0.88499,1777158552.188041,60403,,BS2DCE,,2,ok,3088,3088,100,7,0
0.88499,1777158552.188041,60403,,BS2DCE,,3,reject,3726,2934,42,3,4
0.886858,1777158552.189908,60403,,BS2DCE,,4,ok,3025,3025,100,7,0
0.886858,1777158552.189908,60403,,BS2DCE,,5,ok,2607,2607,71,5,2
0.886858,1777158552.189908,60403,,BS2DCE,,6,ok,2869,2869,100,7,0
1.085173,1777158552.388224,60404,,BS2DCE,,0,ok,3009,3009,62,5,3
1.085173,1777158552.388224,60404,,BS2DCE,,1,reject,2247,2974,50,4,4
1.08762,1777158552.39067,60404,,BS2DCE,,2,ok,2893,2893,100,8,0
1.08762,1777158552.39067,60404,,BS2DCE,,3,reject,3575,2934,37,3,5
1.08762,1777158552.39067,60404,,BS2DCE,,4,ok,2894,2894,100,8,0
1.09034,1777158552.393391,60404,,BS2DCE,,5,ok,2380,2380,75,6,2
1.09034,1777158552.393391,60404,,BS2DCE,,6,ok,3013,3013,100,8,0
1.09034,1777158552.393391,60404,,BS2DCE,,7,reject,3764,2910,50,4,4
1.295367,1777158552.598418,60405,,BS2DCE,,0,ok,2849,2849,66,6,3
1.295367,1777158552.598418,60405,,BS2DCE,,1,reject,2184,2974,44,4,5
1.295367,1777158552.598418,60405,,BS2DCE,,2,ok,3083,3083,100,9,0
1.297412,1777158552.600463,60405,,BS2DCE,,3,reject,3467,2934,33,3,6
1.297412,1777158552.600463,60405,,BS2DCE,,4,ok,3040,3040,100,9,0
1.297412,1777158552.600463,60405,,BS2DCE,,5,ok,2331,2331,77,7,2
1.550039,1777158552.853089,60406,,BS2DCE,,0,ok,2539,2539,70,7,3
1.552409,1777158552.85546,60406,,BS2DCE,,1,ok,2615,2615,50,5,5
1.552409,1777158552.85546,60406,,BS2DCE,,2,ok,3291,3291,100,10,0
1.552409,1777158552.85546,60406,,BS2DCE,,3,ok,3348,3348,40,4,6
1.554473,1777158552.857524,60406,,BS2DCE,,4,ok,2875,2875,100,10,0
1.554473,1777158552.857524,60406,,BS2DCE,,5,ok,2411,2411,80,8,2
1.554473,1777158552.857524,60406,,BS2DCE,,6,ok,3237,3237,100,10,0
1.782767,1777158553.085817,60407,,BS2DCE,,0,ok,2550,2550,72,8,3
1.782767,1777158553.085817,60407,,BS2DCE,,1,ok,2781,2781,54,6,5
1.835315,1777158553.138365,60407,,BS2DCE,,2,ok,3083,3083,100,11,0
1.835315,1777158553.138365,60407,,BS2DCE,,3,ok,3209,3209,45,5,6
1.835315,1777158553.138365,60407,,BS2DCE,,4,ok,2682,2682,100,11,0
1.837272,1777158553.140323,60407,,BS2DCE,,5,ok,2311,2311,81,9,2
1.837272,1777158553.140323,60407,,BS2DCE,,6,ok,3196,3196,100,11,0
1.837272,1777158553.140323,60407,,BS2DCE,,7,reject,3383,2910,36,4,7
2.346397,1777158553.649448,60408,,BS2DCE,,0,ok,2711,2711,75,9,3
2.346397,1777158553.649448,60408,,BS2DCE,,1,ok,2561,2561,58,7,5
2.346397,1777158553.649448,60408,,BS2DCE,,2,ok,3137,3137,100,12,0
2.353422,1777158553.656473,60408,,BS2DCE,,3,ok,2979,2979,50,6,6
2.353422,1777158553.656473,60408,,BS2DCE,,4,ok,2557,2557,100,12,0
2.353422,1777158553.656473,60408,,BS2DCE,,5,ok,2436,2436,83,10,2
2.502541,1777158553.805591,60409,,BS2DCE,,0,ok,2690,2690,76,10,3
2.50489,1777158553.807941,60409,,BS2DCE,,2,ok,2974,2974,100,13,0
2.50489,1777158553.807941,60409,,BS2DCE,,4,ok,3083,3083,100,13,0
2.50489,1777158553.807941,60409,,BS2DCE,,6,ok,3001,3001,100,13,0
