s,d_tag_mm,median_3d_mm,rmse_3d_mm,p95_3d_mm,signed_vertical_slope,n_positions,n_frames
0.98,18.0,137.501014321567,164.94620008265076,273.9198334789419,239.28685789102764,24,28818
0.98,20.0,133.69301945547755,161.74787675461374,267.3713721507272,233.86636866567292,24,28818
0.98,22.0,129.89913574182538,158.57260429182733,260.8470158396614,228.46372855789969,24,28818
0.98,24.0,126.11957578750648,155.4144336819543,254.30277523124914,223.0680508981958,24,28818
0.98,26.0,122.35714840462089,152.27155832612294,247.75044882134745,217.67178209073228,24,28818
0.98,28.0,118.61184370111563,149.14444695025136,241.16674238497401,212.2786662640496,24,28818
0.98,30.0,114.88118642292116,146.03920701110087,234.5807722466944,206.8983597967526,24,28818
0.98,32.0,112.40430187884786,142.96116751672923,228.02806838724118,201.53833192400415,24,28818
0.98,34.0,110.18896608856564,139.9120965216593,221.52535989055778,196.19766446009515,24,28818
0.98,36.0,107.98337808745069,136.8939655470696,215.08312135276597,190.87921416886059,24,28818
0.98,38.0,105.78759207458563,133.91055811793677,208.72465789213246,185.5872034856402,24,28818
0.98,40.0,103.59414310242146,130.9671340797237,203.84820168982085,180.32993143407674,24,28818
0.98,42.0,101.3987902797073,128.0644927214886,200.28488802835676,175.10435950337916,24,28818
0.98,44.0,99.20190834829958,125.2031064783543,196.72567163810922,169.90867920951968,24,28818
0.98,46.0,96.99481477941876,122.38558608172323,193.17111387474918,164.74427227179012,24,28818
0.98,48.0,94.77916949048705,119.61431382568688,190.12525986598513,159.6124318179936,24,28818
0.98,50.0,91.73917163683427,116.89305117753062,187.10536436365268,154.51823940347282,24,28818
0.98,52.0,88.14044254964449,114.22418227449502,184.06212284987643,149.4623895000158,24,28818
0.98,54.0,85.37238068010927,111.61147724336676,181.18644168742648,144.44333924917493,24,28818
0.98,56.0,82.63553597812083,109.0567634808358,178.2763030262839,139.4618383659009,24,28818
0.98,58.0,80.04396574722912,106.56700477050246,175.3531680954296,134.5250904718439,24,28818
0.98,60.0,78.91012454296647,104.14103617435723,172.3830151922984,129.6289153680186,24,28818
0.98,62.0,77.28798009732925,101.78247650022563,169.35628312691108,124.7743141333252,24,28818
0.98,64.0,75.3882393041979,99.49408953903705,167.29881926130003,119.96192139004296,24,28818
0.98,66.0,73.68535281592838,97.2782131000491,165.96566483203807,115.18789448361454,24,28818
0.98,68.0,72.19962023767502,95.13845240417034,164.64874908998252,110.45518614760996,24,28818
0.98,70.0,71.15602642738199,93.0776292343664,163.34054068565425,105.76263988293324,24,28818
0.98,72.0,72.47381195424211,91.10212311029964,162.03925414264407,101.11006449766946,24,28818
0.98,74.0,72.87210521869113,89.21408957944497,160.7791847133027,96.4995549246568,24,28818
0.98,76.0,73.2719780387826,87.41904958198943,159.74744065391494,91.93371203090726,24,28818
0.98,78.0,71.69654917206248,85.72060019025439,158.7320923159178,87.41285968622049,24,28818
0.98,80.0,69.52456853710092,84.1208044332726,155.08838883376438,82.93451321161439,24,28818
0.98,82.0,67.5799397646306,82.62061600998454,151.50479054367472,78.49697393001314,24,28818
0.98,84.0,68.62128393996483,81.22504767902319,147.98618236867455,74.09557650362703,24,28818
0.98,86.0,69.67630166260257,79.93461698791756,144.5395051992466,69.73176289364555,24,28818
0.98,88.0,68.84421395458608,78.75205241031227,141.16885073452093,65.41100270760231,24,28818
0.98,90.0,67.13442893574646,77.67745221555154,137.87450954711616,61.130466231571646,24,28818
0.98,92.0,65.36040366721413,76.71379448459716,134.6540353446811,56.89186208783864,24,28818
0.98,94.0,62.138734161947546,75.8613655343525,131.51384936534004,52.696128197944844,24,28818
0.98,96.0,61.03880416544675,75.12261718611974,128.44198205237205,48.54222198430592,24,28818
0.98,98.0,60.08010329600355,74.49440346434191,125.443286429475,44.430288184100775,24,28818
0.98,100.0,58.15053075324255,73.97963374922453,122.51057008592323,40.35564184327748,24,28818
0.98,102.0,57.12402674385007,73.57976285934566,120.4877803293547,36.319459656042355,24,28818
0.98,104.0,57.328447443500345,73.28984946698685,119.18592865823149,32.31858748731648,24,28818
0.98,106.0,56.28139655633193,73.11225750115574,121.45076654856715,28.354094843258444,24,28818
0.98,108.0,55.297088609372054,73.04690717861544,123.64060917982619,24.423278871781285,24,28818
0.98,110.0,56.239840990252375,73.09027003598828,125.74448468950999,20.5247075310456,24,28818
0.98,112.0,57.7143118022189,73.24073286387308,127.75166668307861,16.65663899641566,24,28818
0.98,114.0,60.15345895835827,73.48966605044602,129.6090888585719,12.819713368716249,24,28818
0.98,116.0,59.09005456031983,73.83722766863374,131.86978871650044,9.013395785221595,24,28818
0.98,118.0,58.37325274798225,74.28111858634917,134.10472451654167,5.23813729749184,24,28818
0.98,120.0,57.93952068237823,74.8175584783032,136.19454474868445,1.4943791438450387,24,28818
0.985,0.0,154.7429586852296,180.4509424393859,304.8616890777567,265.0907424442965,24,28818
0.985,2.0,150.91508055116975,177.1990226445771,298.7114372976664,259.6814174883585,24,28818
0.985,4.0,147.08727423125654,173.95897896522706,292.48597456377166,254.2653221614547,24,28818
0.985,6.0,143.2647859842121,170.72764239057818,286.15445078197854,248.8428847485497,24,28818
0.985,8.0,139.44716091751212,167.50588836425447,279.710927717079,243.4152786440169,24,28818
0.985,10.0,135.64240721938592,164.29651253345398,273.17596676049465,237.98964433139128,24,28818
0.985,12.0,131.85025297976904,161.10749447099803,266.6052600829168,232.5801343215867,24,28818
0.985,14.0,128.07264748487415,157.94088307146444,260.06477995674595,227.18592782860154,24,28818
0.985,16.0,124.30967437188579,154.78888194215443,253.50567448197793,221.7930934291228,24,28818
0.985,18.0,120.56366794794788,151.6544628892124,246.93490066263757,216.40436855616198,24,28818
0.985,20.0,116.83660615848595,148.53506378031554,240.32996323620372,211.01967288168706,24,28818
0.985,22.0,113.91613834003769,145.44087383421976,233.7294043021282,205.65289680122052,24,28818
0.985,24.0,111.69155452876225,142.3732778720509,227.15969631255106,200.30621095003738,24,28818
0.985,26.0,109.47497326863888,139.3356966134951,220.65301278013854,194.98041908647605,24,28818
0.985,28.0,107.26906528044546,136.33006750188568,214.20875607688694,189.67801750105116,24,28818
0.985,30.0,105.06704993744415,133.36050797118028,207.85361862629182,184.4051335276925,24,28818
0.985,32.0,102.86628462997332,130.4318871157337,202.58008818513386,179.16596357838205,24,28818
0.985,34.0,100.66418254430351,127.54526416172449,199.02744686229568,173.96152093307944,24,28818
0.985,36.0,98.45425198378028,124.70034332347376,195.48547805036287,168.78809322530506,24,28818
0.985,38.0,96.23630829515122,121.90006369285828,192.0829941683903,163.64544008288442,24,28818
0.985,40.0,94.00598868271821,119.14642838247852,189.09225839393014,158.53763437046112,24,28818
0.985,42.0,90.7526119473885,116.44521861132571,186.09122166719143,153.47021169442763,24,28818
0.985,44.0,87.64149405501936,113.79709466440504,183.05936456200092,148.4406182856132,24,28818
0.985,46.0,84.89370211636214,111.20492873440541,180.06842181917798,143.44639150055716,24,28818
0.985,48.0,82.18463698279224,108.6742277174815,177.19004287236413,138.49521213701684,24,28818
0.985,50.0,79.52691423609538,106.20734258693716,174.28416371522513,133.58709985979908,24,28818
0.985,52.0,78.07080917607482,103.80528906911856,171.3279141728,128.7201858891742,24,28818
0.985,54.0,76.06414243622285,101.47084345926977,168.31204324569606,123.89562313908299,24,28818
0.985,56.0,74.24437862348282,99.20744520298858,166.93476050466842,119.11178287807174,24,28818
0.985,58.0,72.63137436773584,97.01740079507756,165.6204153243687,114.3674190012829,24,28818
0.985,60.0,71.23757694371176,94.90436755718402,164.32349486460873,109.66441612344393,24,28818
0.985,62.0,71.70495716805996,92.87221428622662,163.03548071424208,105.00123970830062,24,28818
0.985,64.0,72.87496276729692,90.92560580586596,161.7779112730984,100.37850763926633,24,28818
0.985,66.0,73.2683795915521,89.06724036267426,160.7457124182043,95.79895397737079,24,28818
0.985,68.0,73.66898399278159,87.30212523637525,159.73087911971598,91.26432217259558,24,28818
0.985,70.0,71.63342521287703,85.63447087544873,158.73210874905536,86.77323080913526,24,28818
0.985,72.0,69.47720743344111,84.06470136902337,155.5127792130494,82.32476456514176,24,28818
0.985,74.0,67.68783666843206,82.59579338445698,151.91722056999038,77.91537837342169,24,28818
0.985,76.0,68.73267706493878,81.23093790537077,148.3902808196515,73.5418918772759,24,28818
0.985,78.0,69.65948214000503,79.9709847881264,144.93215085513492,69.20667375065818,24,28818
0.985,80.0,68.19554285268805,78.81792241643404,141.5511233581634,64.91392024266499,24,28818
0.985,82.0,66.54600928978658,77.77287651408167,138.24927991647806,60.66023081951313,24,28818
0.985,84.0,64.97988438428982,76.83786810941453,135.0216772634813,56.44903993422926,24,28818
0.985,86.0,62.19153610365984,76.01566168931522,131.87498524505745,52.28107052710627,24,28818
0.985,88.0,60.79971533358109,75.3042235104162,128.79775285595184,48.15521937276686,24,28818
0.985,90.0,59.874756930459526,74.70453462395031,125.79650232508308,44.06919789468609,24,28818
0.985,92.0,58.27876132078487,74.21806547022886,122.86490367993433,40.02164636598629,24,28818
0.985,94.0,58.053335041503836,73.84498416019149,120.82157432970978,36.01038100482863,24,28818
0.985,96.0,57.89537371363291,73.58103015664125,120.264958079136,32.03481206475617,24,28818
0.985,98.0,56.535931429616156,73.43031120995079,122.53205510788976,28.093826918525103,24,28818
0.985,100.0,55.45677401303949,73.39010501747309,124.71586164889014,24.185841534294607,24,28818
0.985,102.0,56.47608388342978,73.45856336813026,126.81601943233153,20.308147860047054,24,28818
0.985,104.0,58.28879178804407,73.63078937083027,128.79560209683908,16.463816548877023,24,28818
0.985,106.0,59.96780086389979,73.9007154355192,130.624789612001,12.649452870148737,24,28818
0.985,108.0,58.898574661894855,74.26884424624131,132.9314071799107,8.864499016221552,24,28818
0.985,110.0,58.46499503099713,74.73097901618229,135.13995551819644,5.110189761660267,24,28818
0.985,112.0,58.073260278849496,75.28502767699405,137.20708284696175,1.3867943881642808,24,28818
0.985,114.0,57.8374206532904,75.9246863000905,139.1277390354159,-2.30812464885623,24,28818
0.985,116.0,57.91634557119538,76.6484024707704,140.9349020284997,-5.976381369346679,24,28818
0.985,118.0,58.48795947096627,77.45067004465726,142.60326956030912,-9.61960873914606,24,28818
0.985,120.0,59.268560936622464,78.33112969926852,144.1324690056714,-13.239025367929461,24,28818
0.99,0.0,137.57190397611737,166.827329439804,278.8391025396949,242.06944123564784,24,28818
0.99,2.0,133.78399989318063,163.62923218149263,272.2983567144352,236.65691525976231,24,28818
0.99,4.0,130.0077364592596,160.44944483498566,265.70681592044457,231.25778151924604,24,28818
0.99,6.0,126.2464468554127,157.28925615181558,259.1513668207324,225.86666607946322,24,28818
0.99,8.0,122.50122506689766,154.14593273139684,252.58444289721257,220.4802594849354,24,28818
0.99,10.0,118.77244290767777,151.01939017902015,245.99365398570026,215.1002876070614,24,28818
0.99,12.0,115.43447445548027,147.91014225601336,239.37109304050142,209.7268917618227,24,28818
0.99,14.0,113.19962147857225,144.82663713641307,232.75805927858912,204.37476940572063,24,28818
0.99,16.0,110.97295033177832,141.7701535385399,226.17708067816247,199.0418482906162,24,28818
0.99,18.0,108.754506129042,138.74554055153203,219.672145178273,193.7328194480297,24,28818
0.99,20.0,106.54570267779461,135.75311207467055,213.2310120937405,188.44803496741108,24,28818
0.99,22.0,104.33837653510041,132.79821270814887,206.88066125021598,183.19404550011234,24,28818
0.99,24.0,102.12910396654662,129.88511492554127,201.25717133299528,177.97550833768125,24,28818
0.99,26.0,99.91780848059078,127.01527252489386,197.72136290104913,172.7932774059571,24,28818
0.99,28.0,97.69422788420307,124.18783553698997,194.19106484439556,167.6424275545061,24,28818
0.99,30.0,95.46342600986353,121.40522344661015,190.99415970899705,162.52409126576558,24,28818
0.99,32.0,93.22121135275725,118.67126963825528,188.01751707785522,157.44264287480647,24,28818
0.99,34.0,89.8985831867823,115.99030234981993,185.0262432067878,152.4015707432582,24,28818
0.99,36.0,87.13880027077477,113.36291180689585,182.00246078453438,147.39708446284598,24,28818
0.99,38.0,84.41398679699591,110.79286242699649,178.9363237782784,142.43104163225516,24,28818
0.99,40.0,81.73212912550386,108.28635985786615,176.05002668367484,137.51077507192835,24,28818
0.99,42.0,78.98122958960158,105.84253493116758,173.15780059057056,132.6316940991728,24,28818
0.99,44.0,76.80320999211952,103.46539523504902,170.2119660597311,127.79518508757376,24,28818
0.99,46.0,74.87452637355617,101.15579485632112,167.8644898018315,123.00125414311259,24,28818
0.99,48.0,73.1401100033709,98.9186976321025,166.5572464710548,118.2473714758645,24,28818
0.99,50.0,71.61791541838966,96.75450776921794,165.26118631922571,113.53324081876308,24,28818
0.99,52.0,70.97673539302633,94.66897100672752,163.98444349215237,108.85982059772192,24,28818
0.99,54.0,72.29116940656513,92.66700501579008,162.7562187339884,104.22749942688179,24,28818
0.99,56.0,73.26798599561239,90.74959979498867,161.72167792581905,99.63649726085505,24,28818
0.99,58.0,73.65817648128612,88.9216679294095,160.7074417120729,95.08867372540409,24,28818
0.99,60.0,73.74981767348808,87.18764474899332,159.70873847542802,90.58564725886237,24,28818
0.99,62.0,71.56865103028403,85.55108655564256,158.72499496687414,86.12553602207203,24,28818
0.99,64.0,69.42703159149728,84.01243422906138,155.90136254108702,81.70722556272779,24,28818
0.99,66.0,67.80260663619855,82.57497552747934,152.2962118832951,77.3259734816749,24,28818
0.99,68.0,68.85171847837432,81.24146435305391,148.76139629178292,72.98174459311495,24,28818
0.99,70.0,69.16578329074517,80.0120240678401,145.29351574763157,68.67632821480017,24,28818
0.99,72.0,67.57443543423983,78.88934958776562,141.90395842064092,64.41180332419812,24,28818
0.99,74.0,65.9819354153662,77.87437193583219,138.59532324869664,60.186208499533194,24,28818
0.99,76.0,64.31693030720406,76.96890565343938,135.3649691023191,56.00345037005571,24,28818
0.99,78.0,62.33581958648971,76.1764895203339,132.2117761430522,51.86349607705997,24,28818
0.99,80.0,60.59097263198002,75.4934288441865,129.13089843001407,47.76431654426305,24,28818
0.99,82.0,59.293606537535936,74.92215354896757,126.12609788657885,43.70523938507561,24,28818
0.99,84.0,58.22720271781408,74.46505916218585,123.19878893376234,39.684816488563975,24,28818
0.99,86.0,58.908626696522646,74.11856097278827,121.14083163630076,35.69904002531284,24,28818
0.99,88.0,58.11460604876278,73.88204879610278,121.36851340784614,31.748285945758493,24,28818
0.99,90.0,56.82853391733388,73.7583145030377,123.63443566984726,27.83085529775968,24,28818
0.99,92.0,55.72130592724612,73.74399016338634,125.81205739811904,23.944218774234766,24,28818
0.99,94.0,56.7423218478549,73.8374202036408,127.89898775491618,20.09011950489811,24,28818
0.99,96.0,58.871485219407624,74.03142076365086,129.84950534276456,16.269051261552832,24,28818
0.99,98.0,59.74668744349573,74.3225330729767,131.66872283360593,12.475892291641046,24,28818
0.99,100.0,58.92265727858407,74.71113931084817,134.0024729834663,8.712426614722963,24,28818
0.99,102.0,58.580429891805665,75.1926379867518,136.1893072472749,4.97892074406154,24,28818
0.99,104.0,58.22846536389453,75.76379170667617,138.23077596177012,1.2758967145139812,24,28818
0.99,106.0,58.028928528858174,76.4197045633164,140.12848145081742,-2.400165061257901,24,28818
0.99,108.0,58.21015557246503,77.15795770843516,141.91823538868593,-6.049610429457253,24,28818
0.99,110.0,58.768509828225945,77.97613046077639,143.56280228592,-9.675325476579662,24,28818
0.99,112.0,60.03821442443932,78.87063931351013,145.07355760564164,-13.276308186629116,24,28818
0.99,114.0,61.72904970974204,79.83886361113204,145.50795965408903,-16.852065676667994,24,28818
0.99,116.0,63.42729861759368,80.87609307757816,145.8259635274716,-20.404997571560003,24,28818
0.99,118.0,65.14113079261759,81.9803734075315,146.17502566548836,-23.935502216613944,24,28818
0.99,120.0,66.86597666106833,83.15170066647339,146.55443634286596,-27.443121099045978,24,28818
0.995,0.0,120.69318019693566,153.48554067491816,251.53222384621998,219.13207849754488,24,28818
0.995,2.0,116.98352392853475,150.367395416994,244.92300092191547,213.7607915009149,24,28818
0.995,4.0,114.71225939433657,147.26934109199112,238.28882541743428,208.40214569462057,24,28818
0.995,6.0,112.47464026198818,144.1967315010324,231.66434471940414,203.06392370573232,24,28818
0.995,8.0,110.24560770488839,141.152051436235,225.07555863781957,197.74613332991188,24,28818
0.995,10.0,108.02850343310361,138.1413929670668,218.58140844571125,192.4544698662534,24,28818
0.995,12.0,105.81294663100172,135.16345252633363,212.14988089744034,187.1897686332515,24,28818
0.995,14.0,103.59770547285149,132.2236634910027,205.81050512991004,181.95546754423185,24,28818
0.995,16.0,101.38164267764392,129.32712006571998,199.87992741525983,176.75893420035356,24,28818
0.995,18.0,99.1556597787689,126.47534755696458,196.3623675997644,171.60157548503062,24,28818
0.995,20.0,96.92292891687511,123.66604918261153,192.8458887876063,166.47390809496594,24,28818
0.995,22.0,94.67758298984512,120.9020651769478,189.86546292142899,161.38143960788534,24,28818
0.995,24.0,92.42223306892042,118.18823829516056,186.89566404596238,156.32688651085036,24,28818
0.995,26.0,89.36712367919773,115.52803775349055,183.90909352278786,151.31186953790913,24,28818
0.995,28.0,86.62997803255953,112.9219306340309,180.8895224895903,146.33390513672177,24,28818
0.995,30.0,83.93540656420774,110.37737137311487,177.85049434158395,141.40025081309182,24,28818
0.995,32.0,81.27716566250638,107.89365654753063,174.85841079527327,136.50958216136132,24,28818
0.995,34.0,77.7386771318983,105.47405127079742,171.9750751008689,131.6603207019828,24,28818
0.995,36.0,75.56990478969664,103.12186188378888,169.04116110303258,126.85611023273141,24,28818
0.995,38.0,73.72168186164367,100.83880120715807,167.45719615038496,122.09258377953842,24,28818
0.995,40.0,72.07470521836494,98.62740883218984,166.16650760267459,117.3694494621244,24,28818
0.995,42.0,70.64710586450013,96.49022255263813,164.88910860139958,112.68614132387944,24,28818
0.995,44.0,71.52203165285326,94.43431238803154,163.71844307453605,108.04398964545018,24,28818
0.995,46.0,72.91035577242313,92.46090245644008,162.67864475601186,103.4422850456305,24,28818
0.995,48.0,73.6564814374093,90.57461940290118,161.66019563754762,98.88451552933644,24,28818
0.995,50.0,74.04932718108645,88.7780041442106,160.6640712610758,94.37004332907463,24,28818
0.995,52.0,73.6690931233527,87.07576996687811,159.68150637924913,89.89841646733832,24,28818
0.995,54.0,71.50258380030196,85.47054180625001,158.71259053850693,85.47010572721719,24,28818
0.995,56.0,69.37329607127546,83.96399284575168,156.25416128606375,81.08172521588503,24,28818
0.995,58.0,67.92143307468046,82.55847693179682,152.64188928915067,76.72956440013655,24,28818
0.995,60.0,68.97574637451707,81.25615291102028,149.09957823991732,72.41541396756482,24,28818
0.995,62.0,68.6115489651223,80.05797982279799,145.6241013181929,68.14029920035112,24,28818
0.995,64.0,66.97672642608833,78.96638629617362,142.2266623362344,63.90413878475685,24,28818
0.995,66.0,65.40254294830632,77.98118883561995,138.91341145615803,59.7090645775055,24,28818
0.995,68.0,63.77468666402327,77.1071114154765,135.68130503628535,55.5546389272918,24,28818
0.995,70.0,62.48475983659033,76.34371060174973,132.52419729591762,51.44259383732735,24,28818
0.995,72.0,60.35953425397459,75.69035878562914,129.44073662738523,47.37119516320262,24,28818
0.995,74.0,58.74486125825415,75.149207167739,126.43382314310675,43.33995209480757,24,28818
0.995,76.0,58.46894165095708,74.72035844305077,123.51014692163444,39.34485184072681,24,28818
0.995,78.0,59.16610704070679,74.40128201231843,121.4455306287265,35.38490182115339,24,28818
0.995,80.0,58.37300109141765,74.19368850305169,122.50021920391306,31.45925552635239,24,28818
0.995,82.0,57.165938045137494,74.09649419753362,124.75806939301121,27.564139857602484,24,28818
0.995,84.0,56.14848817902923,74.10867289916071,126.92593480600371,23.700467781469765,24,28818
0.995,86.0,57.05715982292516,74.22628451889386,128.9916317679114,19.870029713002953,24,28818
0.995,88.0,59.46393365779902,74.44229179880304,130.9092660636598,16.070781308298255,24,28818
0.995,90.0,59.503502715372775,74.75599311798129,132.78119631554043,12.29882159219156,24,28818
0.995,92.0,59.120201985140795,75.1647508307686,135.0876865934652,8.556622173832297,24,28818
0.995,94.0,58.71911407002956,75.6654167270426,137.25090176024025,4.844107967391532,24,28818
0.995,96.0,58.40398951117823,76.25355830928751,139.25950939056972,1.1602726707179674,24,28818
0.995,98.0,58.24525070064023,76.92636648649462,141.14663800906743,-2.496437801764833,24,28818
0.995,100.0,58.50140355606567,77.68102599779782,142.91351774510312,-6.1273387048287935,24,28818
0.995,102.0,59.12501056575065,78.51429299383818,144.53302092965237,-9.735468055223958,24,28818
0.995,104.0,60.80713073217255,79.42261127799578,145.55996559366687,-13.318219494889584,24,28818
0.995,106.0,62.49470361572729,80.40430184735614,145.8602701357261,-16.876564688109717,24,28818
0.995,108.0,64.19481817528262,81.45399004514704,146.18939304685378,-20.41336658822037,24,28818
0.995,110.0,65.90671605837778,82.57010818728808,146.5486732254362,-23.927359324451896,24,28818
0.995,112.0,67.62968080706169,83.75348759433854,146.93933518876673,-27.419457225485807,24,28818
0.995,114.0,69.37594927467774,85.00137241359236,148.44851680704247,-30.893079291289013,24,28818
0.995,116.0,71.05541739747022,86.30860635173696,150.8100748563022,-34.34664932860576,24,28818
0.995,118.0,72.55930306243516,87.67314003973635,152.37865550064762,-37.779851878890476,24,28818
0.995,120.0,74.12406605641205,89.09143843676377,152.72378732068978,-41.19210637302199,24,28818
1.0,0.0,109.51537928451557,140.5199951638537,223.85943877996434,196.4196482751764,24,28818
1.0,2.0,107.29219418329939,137.52359036054716,217.37993947774544,191.14826700931206,24,28818
1.0,4.0,105.07034963035235,134.5611401716675,210.9631397812508,185.90304466753037,24,28818
1.0,6.0,102.847242858155,131.63719344430524,204.64373223079758,180.6903100334916,24,28818
1.0,8.0,100.62065712038827,128.75944937084307,198.45889166933014,175.5200304276745,24,28818
1.0,10.0,98.38249073205753,125.92592961251347,194.95221521802313,170.38565098937931,24,28818
1.0,12.0,96.13715260616226,123.1350970462269,191.64485636823844,165.28381027613622,24,28818
1.0,14.0,93.87836757641873,120.39121438116072,188.69395596154854,160.21898227271967,24,28818
1.0,16.0,91.0990404910358,117.69856840950806,185.7281678850353,155.19159389852854,24,28818
1.0,18.0,88.79260972362044,115.05929300266274,182.74334120029675,150.20262433297364,24,28818
1.0,20.0,86.1237916811437,112.47616761431708,179.7306810096912,145.25433456351263,24,28818
1.0,22.0,83.45559279012544,109.95692324208252,176.7125439580731,140.35342558801617,24,28818
1.0,24.0,80.13065185991242,107.49756103674474,173.65156877976975,135.4938136335418,24,28818
1.0,26.0,76.51539478286759,105.10236625906461,170.74275823294636,130.67574305178417,24,28818
1.0,28.0,74.37133007108665,102.77554255021927,168.32800492557578,125.90286098793545,24,28818
1.0,30.0,72.60796470109511,100.51914834964876,167.03693942932546,121.17041475862393,24,28818
1.0,32.0,71.05095496350063,98.33445438027894,165.76459415237417,116.47925359988669,24,28818
1.0,34.0,70.84043297288267,96.22578838884795,164.66411760116281,111.82760248619284,24,28818
1.0,36.0,72.10200706546027,94.19949720324999,163.6203653270438,107.21715767598995,24,28818
1.0,38.0,73.56654766976482,92.2562363567726,162.59687649407294,102.64869202856696,24,28818
1.0,40.0,74.03893722657315,90.40085291619755,161.5944582745308,98.12399470108122,24,28818
1.0,42.0,74.44216585155854,88.6369547573812,160.61668459968587,93.64345895744431,24,28818
1.0,44.0,73.58578273828431,86.96737600380577,159.65010647029268,89.20487175518994,24,28818
1.0,46.0,71.43272660387275,85.39397009182952,158.69555709440442,84.80777648836178,24,28818
1.0,48.0,69.31459150053402,83.92008291712185,156.5734009111889,80.44920598257094,24,28818
1.0,50.0,68.04692158649715,82.54616474190911,152.95476644283647,76.12653262657957,24,28818
1.0,52.0,69.10773451116125,81.27551317779158,149.40471743460512,71.84333131466353,24,28818
1.0,54.0,67.98280804803129,80.1091708960955,145.92450826661027,67.5988494985149,24,28818
1.0,56.0,66.40493157757993,79.04885524279649,142.52004883938915,63.39259637192361,24,28818
1.0,58.0,64.6343882645026,78.09515654835573,139.20242063833768,59.22791301525417,24,28818
1.0,60.0,63.51051673425064,77.25203213147361,135.96995229262754,55.10275210752693,24,28818
1.0,62.0,62.64242848224241,76.51841444837164,132.81180231407805,51.01933856034361,24,28818
1.0,64.0,60.09946574030981,75.89558781256562,129.72611258634075,46.9765965755,24,28818
1.0,66.0,58.22917985221241,75.38443652273126,126.71934932211677,42.9723980606552,24,28818
1.0,68.0,58.7187334362195,74.98492796548437,123.79903091639031,39.00330007359512,24,28818
1.0,70.0,59.43855384696427,74.69461711461875,121.80104986011789,35.06874543104926,24,28818
1.0,72.0,58.669311376880174,74.51507562130097,123.64889976737483,31.166801263232205,24,28818
1.0,74.0,57.55575016839912,74.44567077149979,125.89735655127734,27.294576385479754,24,28818
1.0,76.0,56.61920830126448,74.48425619296654,128.05436599617215,23.454103451167203,24,28818
1.0,78.0,57.6570027519746,74.62617477513275,130.0953229647455,19.646997844084503,24,28818
1.0,80.0,60.065426857740505,74.86438880779039,131.97801789069533,15.868853391161224,24,28818
1.0,82.0,59.24197386664973,75.20045071744393,133.90458433491145,12.11891382352956,24,28818
1.0,84.0,59.30355451749663,75.62982721237596,136.18515126489152,8.397876871020715,24,28818
1.0,86.0,58.878267988359696,76.1495532296863,138.31955224100668,4.705214912796442,24,28818
1.0,88.0,58.60276105051939,76.75531512147026,140.30362592928083,1.0413194187852257,24,28818
1.0,90.0,58.4849613141654,77.4455278455784,142.17970604650003,-2.5957857124824417,24,28818
1.0,92.0,58.788957902297426,78.21651428533862,143.91492126279314,-6.209629213217022,24,28818
1.0,94.0,59.90151936151429,79.06483410003608,145.50920475741128,-9.799596013897572,24,28818
1.0,96.0,61.57762000928273,79.98764491343117,145.90400184129962,-13.363558403811771,24,28818
1.0,98.0,63.26316643912528,80.98275254785503,146.21522408448533,-16.905273458786603,24,28818
1.0,100.0,64.9633984469081,82.04468665222069,146.55529985018566,-20.426081003067388,24,28818
1.0,102.0,66.67690827440629,83.17323574271845,146.92498413139145,-23.923698349334778,24,28818
1.0,104.0,68.40405522395434,84.36940001594911,147.32710085743662,-27.401679220231806,24,28818
1.0,106.0,70.14644473984627,85.62776979887232,149.34139633363907,-30.859877985576617,24,28818
1.0,108.0,71.62054651621699,86.94540487088271,151.70744638292183,-34.29787481078928,24,28818
1.0,110.0,73.15193166829293,88.31934467678886,153.0960237224964,-37.715186199891804,24,28818
1.0,112.0,74.74306448199773,89.7449927266204,153.42443849206794,-41.11448369683693,24,28818
1.0,114.0,76.39477180791877,91.21930540224105,153.71713260271642,-44.493752856142926,24,28818
1.0,116.0,77.02201198860675,92.74441496454119,153.98401490442382,-47.85349534770604,24,28818
1.0,118.0,78.67715589126956,94.31313915710139,154.22715849319843,-51.1929456720695,24,28818
1.0,120.0,80.4940704467285,95.92279798770822,154.4525138358736,-54.511889169663334,24,28818
1.005,0.0,99.84497384007241,128.1818964498839,197.22356149993084,174.25800945161538,24,28818
1.005,2.0,97.59782097998779,125.36734038360146,193.48894112167585,169.14842764443708,24,28818
1.005,4.0,95.3379562203626,122.59576329383285,190.42142407516175,164.07382992000944,24,28818
1.005,6.0,92.79957207932341,119.87314922653567,187.47796239135053,159.03709159455573,24,28818
1.005,8.0,89.79150893117932,117.20224099727174,184.5155510558035,154.03691343413314,24,28818
1.005,10.0,87.58905844733444,114.58490042702638,181.52783879107506,149.0765797281016,24,28818
1.005,12.0,85.40492346324021,112.02756606020544,178.5365651456737,144.16103794652187,24,28818
1.005,14.0,82.50308645308985,109.53237567796062,175.52420617281334,139.29235643823742,24,28818
1.005,16.0,78.86893886476554,107.09823757155378,172.47329662871718,134.4645985264499,24,28818
1.005,18.0,75.31586845980404,104.72791412029365,169.4607002318845,129.6784624498688,24,28818
1.005,20.0,73.21093377360846,102.42711335988504,167.87736932211288,124.93625048765009,24,28818
1.005,22.0,71.53342447589085,100.19700636242476,166.71050012767395,120.23624337558594,24,28818
1.005,24.0,70.2462494282552,98.04054889549236,165.61241990210118,115.57786500926983,24,28818
