marker_name,s,d_tag_mm,median_3d_mm,source,nearest_grid_s
V5_LOO,1.0,49.621,67.84873089032392,exact_transfer_matrix,
V4_equiv,0.9489840436280192,0.0,274.8186711344389,nearest_grid,0.95
global_min,0.98,108.0,55.297088609372054,grid,
