row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L14:I7:T6,simulate_imu_prior,0.5664497879915871,,,,
R4:L14:I7:T6,cpu_golden,20.317646055002115,,,,
R4:L14:I7:T6,torch_gpu,2.3818393090041354,0,1,2.3818393090041354,2.3818393090041354
R4:L14:I7:T8,simulate_imu_prior,0.5953732670022873,,,,
R4:L14:I7:T8,cpu_golden,20.648451914006728,,,,
R4:L14:I7:T8,torch_gpu,2.4168442470108857,0,1,2.4168442470108857,2.4168442470108857
R4:L14:I8:T6,simulate_imu_prior,0.5488832389964955,,,,
R4:L14:I8:T6,cpu_golden,20.77854680699238,,,,
R4:L14:I8:T6,torch_gpu,2.4603603489958914,0,1,2.4603603489958914,2.4603603489958914
R4:L14:I8:T8,simulate_imu_prior,0.57128016500792,,,,
R4:L14:I8:T8,cpu_golden,20.963302598000155,,,,
R4:L14:I8:T8,torch_gpu,2.194335227992269,0,1,2.194335227992269,2.194335227992269
