host_elapsed_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
3.207846,59481,,BS2DCE,,cal_roto,5,B,ok,ok,3145,3145,0,0,90,90
3.210288,59481,,BS2DCE,,cal_roto,5,C,ok,ok,2905,2905,0,0,100,100
3.210383,59481,,BS2DCE,,cal_roto,5,D,reject,raw_outlier,2779,3571,0,0,50,50
3.212113,59481,,BS2DCE,,cal_roto,5,E,ok,ok,2742,2742,0,0,80,80
3.229241,59481,,BS2DCE,,cal_roto,5,F,ok,ok,2838,2838,0,0,100,100
3.230973,59481,,BS2DCE,,cal_roto,5,G,ok,ok,2842,2842,0,0,50,50
3.61892,59482,,BS2DCE,,cal_roto,5,A,ok,ok,3008,3008,0,0,100,100
3.620259,59482,,BS2DCE,,cal_roto,5,B,ok,ok,3516,3516,0,0,90,90
3.623171,59482,,BS2DCE,,cal_roto,5,C,ok,ok,2895,2895,0,0,100,100
3.623385,59482,,BS2DCE,,cal_roto,5,D,reject,raw_outlier,2808,3571,0,0,45,45
3.624718,59482,,BS2DCE,,cal_roto,5,E,ok,ok,2769,2769,0,0,81,81
3.641739,59482,,BS2DCE,,cal_roto,5,F,ok,ok,3024,3024,0,0,100,100
3.643452,59482,,BS2DCE,,cal_roto,5,G,ok,ok,2576,2576,0,0,54,54
3.697994,59483,,BS2DCE,,cal_roto,5,A,ok,ok,3240,3240,0,0,100,100
3.698065,59483,,BS2DCE,,cal_roto,5,C,ok,ok,2707,2707,0,0,100,100
3.700086,59483,,BS2DCE,,cal_roto,5,F,ok,ok,2699,2699,0,0,100,100
3.718029,59483,,BS2DCE,,cal_roto,5,H,ok,ok,2999,2999,0,0,91,91
3.801978,59484,,BS2DCE,,cal_roto,5,C,ok,ok,2661,2661,0,0,100,100
3.803503,59484,,BS2DCE,,cal_roto,5,A,ok,ok,3141,3141,0,0,100,100
3.80475,59484,,BS2DCE,,cal_roto,5,F,ok,ok,2676,2676,0,0,100,100
3.82233,59484,,BS2DCE,,cal_roto,5,H,ok,ok,3095,3095,0,0,92,92
4.007571,59485,,BS2DCE,,cal_roto,5,C,ok,ok,2703,2703,0,0,100,100
4.007637,59485,,BS2DCE,,cal_roto,5,A,ok,ok,3215,3215,0,0,100,100
4.024802,59485,,BS2DCE,,cal_roto,5,F,ok,ok,2463,2463,0,0,100,100
4.027102,59485,,BS2DCE,,cal_roto,5,H,ok,ok,3278,3278,0,0,92,92
4.207932,59486,,BS2DCE,,cal_roto,5,A,ok,ok,3683,3683,0,0,100,100
4.207994,59486,,BS2DCE,,cal_roto,5,C,ok,ok,2798,2798,0,0,100,100
4.209566,59486,,BS2DCE,,cal_roto,5,F,ok,ok,2227,2227,0,0,100,100
4.235378,59486,,BS2DCE,,cal_roto,5,H,ok,ok,3339,3339,0,0,93,93
4.418015,59487,,BS2DCE,,cal_roto,5,A,ok,ok,3182,3182,0,0,100,100
4.418854,59487,,BS2DCE,,cal_roto,5,C,ok,ok,2928,2928,0,0,100,100
4.4198,59487,,BS2DCE,,cal_roto,5,F,ok,ok,2056,2056,0,0,100,100
4.437459,59487,,BS2DCE,,cal_roto,5,H,ok,ok,3539,3539,0,0,93,93
4.621418,59488,,BS2DCE,,cal_roto,5,A,ok,ok,3235,3235,0,0,100,100
4.621756,59488,,BS2DCE,,cal_roto,5,C,ok,ok,2879,2879,0,0,100,100
4.622576,59488,,BS2DCE,,cal_roto,5,F,ok,ok,1963,1963,0,0,100,100
4.647863,59488,,BS2DCE,,cal_roto,5,H,ok,ok,3572,3572,0,0,94,94
4.852988,59489,,BS2DCE,,cal_roto,5,A,ok,ok,3085,3085,0,0,100,100
4.853056,59489,,BS2DCE,,cal_roto,5,C,ok,ok,3116,3116,0,0,100,100
4.854803,59489,,BS2DCE,,cal_roto,5,H,ok,ok,3575,3575,0,0,94,94
4.879922,59489,,BS2DCE,,cal_roto,5,F,ok,ok,1995,1995,0,0,100,100
5.010246,59490,,BS2DCE,,cal_roto,5,A,ok,ok,3018,3018,0,0,100,100
5.010299,59490,,BS2DCE,,cal_roto,5,C,ok,ok,2936,2936,0,0,100,100
5.012264,59490,,BS2DCE,,cal_roto,5,H,ok,ok,3729,3729,0,0,94,94
5.029942,59490,,BS2DCE,,cal_roto,5,F,ok,ok,2599,2599,0,0,100,100
5.214375,59491,,BS2DCE,,cal_roto,5,A,ok,ok,2872,2872,0,0,100,100
5.215739,59491,,BS2DCE,,cal_roto,5,C,ok,ok,3038,3038,0,0,100,100
5.239729,59491,,BS2DCE,,cal_roto,5,F,ok,ok,2371,2371,0,0,100,100
5.241973,59491,,BS2DCE,,cal_roto,5,H,ok,ok,3588,3588,0,0,95,95
5.42328,59492,,BS2DCE,,cal_roto,5,C,ok,ok,3125,3125,0,0,100,100
5.423462,59492,,BS2DCE,,cal_roto,5,A,ok,ok,2753,2753,0,0,100,100
5.424598,59492,,BS2DCE,,cal_roto,5,F,ok,ok,2754,2754,0,0,100,100
5.442213,59492,,BS2DCE,,cal_roto,5,H,ok,ok,3501,3501,0,0,95,95
5.602703,59493,,BS2DCE,,cal_roto,5,C,ok,ok,3132,3132,0,0,100,100
5.603573,59493,,BS2DCE,,cal_roto,5,A,ok,ok,2550,2550,0,0,100,100
5.604927,59493,,BS2DCE,,cal_roto,5,F,ok,ok,2270,2270,0,0,100,100
5.622458,59493,,BS2DCE,,cal_roto,5,H,ok,ok,3464,3464,0,0,95,95
5.807567,59494,,BS2DCE,,cal_roto,5,A,ok,ok,2543,2543,0,0,100,100
5.807626,59494,,BS2DCE,,cal_roto,5,C,ok,ok,3143,3143,0,0,100,100
5.824628,59494,,BS2DCE,,cal_roto,5,F,ok,ok,2307,2307,0,0,100,100
5.826897,59494,,BS2DCE,,cal_roto,5,H,ok,ok,3349,3349,0,0,95,95
6.00805,59495,,BS2DCE,,cal_roto,5,A,ok,ok,2724,2724,0,0,100,100
6.008105,59495,,BS2DCE,,cal_roto,5,C,ok,ok,3088,3088,0,0,100,100
6.009768,59495,,BS2DCE,,cal_roto,5,F,ok,ok,2449,2449,0,0,100,100
6.087219,59495,,BS2DCE,,cal_roto,5,H,ok,ok,3152,3152,0,0,95,95
6.214697,59496,,BS2DCE,,cal_roto,5,A,ok,ok,2724,2724,0,0,100,100
6.216215,59496,,BS2DCE,,cal_roto,5,C,ok,ok,3060,3060,0,0,100,100
6.219139,59496,,BS2DCE,,cal_roto,5,F,ok,ok,2531,2531,0,0,100,100
6.219332,59496,,BS2DCE,,cal_roto,5,H,ok,ok,3117,3117,0,0,96,96
6.421617,59497,,BS2DCE,,cal_roto,5,A,ok,ok,2614,2614,0,0,100,100
6.42402,59497,,BS2DCE,,cal_roto,5,C,ok,ok,3031,3031,0,0,100,100
6.44721,59497,,BS2DCE,,cal_roto,5,H,ok,ok,2932,2932,0,0,96,96
6.449306,59497,,BS2DCE,,cal_roto,5,F,ok,ok,2672,2672,0,0,100,100
6.653504,59498,,BS2DCE,,cal_roto,5,A,ok,ok,2649,2649,0,0,100,100
6.653783,59498,,BS2DCE,,cal_roto,5,C,ok,ok,2966,2966,0,0,100,100
6.654661,59498,,BS2DCE,,cal_roto,5,H,ok,ok,2772,2772,0,0,96,96
6.679952,59498,,BS2DCE,,cal_roto,5,F,ok,ok,2712,2712,0,0,100,100
6.810527,59499,,BS2DCE,,cal_roto,5,A,ok,ok,2710,2710,0,0,100,100
6.81058,59499,,BS2DCE,,cal_roto,5,C,ok,ok,2919,2919,0,0,100,100
6.812055,59499,,BS2DCE,,cal_roto,5,F,ok,ok,2839,2839,0,0,100,100
6.829983,59499,,BS2DCE,,cal_roto,5,H,ok,ok,2741,2741,0,0,96,96
7.015347,59500,,BS2DCE,,cal_roto,5,C,ok,ok,2958,2958,0,0,100,100
7.015399,59500,,BS2DCE,,cal_roto,5,A,ok,ok,2768,2768,0,0,100,100
7.039796,59500,,BS2DCE,,cal_roto,5,F,ok,ok,2871,2871,0,0,100,100
7.041928,59500,,BS2DCE,,cal_roto,5,H,ok,ok,2791,2791,0,0,96,96
7.22313,59501,,BS2DCE,,cal_roto,5,C,ok,ok,2969,2969,0,0,100,100
7.223243,59501,,BS2DCE,,cal_roto,5,A,ok,ok,2868,2868,0,0,100,100
7.224837,59501,,BS2DCE,,cal_roto,5,F,ok,ok,2840,2840,0,0,100,100
7.242357,59501,,BS2DCE,,cal_roto,5,H,ok,ok,2774,2774,0,0,96,96
7.424601,59502,,BS2DCE,,cal_roto,5,A,ok,ok,2976,2976,0,0,100,100
7.424676,59502,,BS2DCE,,cal_roto,5,C,ok,ok,2852,2852,0,0,100,100
7.426808,59502,,BS2DCE,,cal_roto,5,F,ok,ok,3195,3195,0,0,100,100
7.444293,59502,,BS2DCE,,cal_roto,5,H,ok,ok,2990,2990,0,0,96,96
7.607711,59503,,BS2DCE,,cal_roto,5,A,ok,ok,2995,2995,0,0,100,100
7.607775,59503,,BS2DCE,,cal_roto,5,C,ok,ok,2932,2932,0,0,100,100
7.624867,59503,,BS2DCE,,cal_roto,5,F,ok,ok,3075,3075,0,0,100,100
7.627229,59503,,BS2DCE,,cal_roto,5,H,ok,ok,2916,2916,0,0,96,96
7.805073,59504,,BS2DCE,,cal_roto,5,A,ok,ok,3061,3061,0,0,100,100
7.807426,59504,,BS2DCE,,cal_roto,5,C,ok,ok,2897,2897,0,0,100,100
7.807487,59504,,BS2DCE,,cal_roto,5,F,ok,ok,2748,2748,0,0,100,100
7.834313,59504,,BS2DCE,,cal_roto,5,H,ok,ok,2939,2939,0,0,100,100
8.017179,59505,,BS2DCE,,cal_roto,5,A,ok,ok,3174,3174,0,0,100,100
8.018345,59505,,BS2DCE,,cal_roto,5,C,ok,ok,2680,2680,0,0,100,100
8.020145,59505,,BS2DCE,,cal_roto,5,H,ok,ok,3038,3038,0,0,100,100
8.038134,59505,,BS2DCE,,cal_roto,5,F,ok,ok,2722,2722,0,0,100,100
8.222802,59506,,BS2DCE,,cal_roto,5,A,ok,ok,3246,3246,0,0,100,100
8.222902,59506,,BS2DCE,,cal_roto,5,C,ok,ok,2651,2651,0,0,100,100
8.247577,59506,,BS2DCE,,cal_roto,5,H,ok,ok,3146,3146,0,0,100,100
8.249677,59506,,BS2DCE,,cal_roto,5,F,ok,ok,2442,2442,0,0,100,100
8.400591,59507,,BS2DCE,,cal_roto,5,A,ok,ok,3538,3538,0,0,100,100
8.400698,59507,,BS2DCE,,cal_roto,5,C,ok,ok,2638,2638,0,0,100,100
8.402681,59507,,BS2DCE,,cal_roto,5,F,ok,ok,2272,2272,0,0,100,100
8.450015,59507,,BS2DCE,,cal_roto,5,H,ok,ok,3326,3326,0,0,100,100
8.610088,59508,,BS2DCE,,cal_roto,5,C,ok,ok,2887,2887,0,0,100,100
8.611213,59508,,BS2DCE,,cal_roto,5,A,ok,ok,3318,3318,0,0,100,100
8.612386,59508,,BS2DCE,,cal_roto,5,F,ok,ok,2124,2124,0,0,100,100
8.630044,59508,,BS2DCE,,cal_roto,5,H,ok,ok,3448,3448,0,0,100,100
8.815432,59509,,BS2DCE,,cal_roto,5,C,ok,ok,2927,2927,0,0,100,100
8.81551,59509,,BS2DCE,,cal_roto,5,A,ok,ok,3273,3273,0,0,100,100
8.839828,59509,,BS2DCE,,cal_roto,5,F,ok,ok,1967,1967,0,0,100,100
8.842233,59509,,BS2DCE,,cal_roto,5,H,ok,ok,3588,3588,0,0,100,100
9.067149,59510,,BS2DCE,,cal_roto,5,A,ok,ok,3167,3167,0,0,100,100
9.067211,59510,,BS2DCE,,cal_roto,5,C,ok,ok,2953,2953,0,0,100,100
9.068833,59510,,BS2DCE,,cal_roto,5,F,ok,ok,1901,1901,0,0,100,100
9.070731,59510,,BS2DCE,,cal_roto,5,H,ok,ok,3548,3548,0,0,100,100
9.224701,59511,,BS2DCE,,cal_roto,5,A,ok,ok,3040,3040,0,0,100,100
9.225907,59511,,BS2DCE,,cal_roto,5,C,ok,ok,3045,3045,0,0,100,100
9.227319,59511,,BS2DCE,,cal_roto,5,F,ok,ok,2629,2629,0,0,100,100
9.244991,59511,,BS2DCE,,cal_roto,5,H,ok,ok,3705,3705,0,0,100,100
9.405661,59512,,BS2DCE,,cal_roto,5,A,ok,ok,2909,2909,0,0,100,100
9.405782,59512,,BS2DCE,,cal_roto,5,C,ok,ok,2885,2885,0,0,100,100
9.407729,59512,,BS2DCE,,cal_roto,5,F,ok,ok,2658,2658,0,0,100,100
9.425465,59512,,BS2DCE,,cal_roto,5,H,ok,ok,3747,3747,0,0,100,100
9.609368,59513,,BS2DCE,,cal_roto,5,A,ok,ok,2856,2856,0,0,100,100
9.609578,59513,,BS2DCE,,cal_roto,5,C,ok,ok,3049,3049,0,0,100,100
9.610117,59513,,BS2DCE,,cal_roto,5,H,ok,ok,3605,3605,0,0,100,100
9.636112,59513,,BS2DCE,,cal_roto,5,F,ok,ok,2604,2604,0,0,100,100
9.817016,59514,,BS2DCE,,cal_roto,5,A,ok,ok,2563,2563,0,0,100,100
9.818533,59514,,BS2DCE,,cal_roto,5,C,ok,ok,3156,3156,0,0,100,100
9.819854,59514,,BS2DCE,,cal_roto,5,H,ok,ok,3487,3487,0,0,100,100
9.83779,59514,,BS2DCE,,cal_roto,5,F,ok,ok,2226,2226,0,0,100,100
10.052118,59515,,BS2DCE,,cal_roto,5,A,ok,ok,2550,2550,0,0,100,100
10.052174,59515,,BS2DCE,,cal_roto,5,C,ok,ok,3130,3130,0,0,100,100
10.069541,59515,,BS2DCE,,cal_roto,5,F,ok,ok,2212,2212,0,0,100,100
10.072528,59515,,BS2DCE,,cal_roto,5,H,ok,ok,3413,3413,0,0,100,100
10.253101,59516,,BS2DCE,,cal_roto,5,C,ok,ok,3088,3088,0,0,100,100
10.253141,59516,,BS2DCE,,cal_roto,5,A,ok,ok,2693,2693,0,0,100,100
10.255311,59516,,BS2DCE,,cal_roto,5,F,ok,ok,2433,2433,0,0,100,100
10.280027,59516,,BS2DCE,,cal_roto,5,H,ok,ok,3235,3235,0,0,100,100
10.409746,59517,,BS2DCE,,cal_roto,5,C,ok,ok,3057,3057,0,0,100,100
10.411078,59517,,BS2DCE,,cal_roto,5,A,ok,ok,2704,2704,0,0,100,100
10.412366,59517,,BS2DCE,,cal_roto,5,F,ok,ok,2510,2510,0,0,100,100
10.430071,59517,,BS2DCE,,cal_roto,5,H,ok,ok,3092,3092,0,0,100,100
10.61518,59518,,BS2DCE,,cal_roto,5,A,ok,ok,2634,2634,0,0,100,100
10.615227,59518,,BS2DCE,,cal_roto,5,C,ok,ok,3023,3023,0,0,100,100
10.640521,59518,,BS2DCE,,cal_roto,5,F,ok,ok,2662,2662,0,0,100,100
10.642456,59518,,BS2DCE,,cal_roto,5,H,ok,ok,2918,2918,0,0,100,100
10.823796,59519,,BS2DCE,,cal_roto,5,A,ok,ok,2670,2670,0,0,100,100
10.824106,59519,,BS2DCE,,cal_roto,5,C,ok,ok,2913,2913,0,0,100,100
10.824811,59519,,BS2DCE,,cal_roto,5,F,ok,ok,2720,2720,0,0,100,100
10.842761,59519,,BS2DCE,,cal_roto,5,H,ok,ok,2789,2789,0,0,100,100
11.000015,59520,,BS2DCE,,cal_roto,5,A,ok,ok,2771,2771,0,0,100,100
11.002631,59520,,BS2DCE,,cal_roto,5,C,ok,ok,2875,2875,0,0,100,100
11.002677,59520,,BS2DCE,,cal_roto,5,F,ok,ok,2752,2752,0,0,100,100
11.004925,59520,,BS2DCE,,cal_roto,5,H,ok,ok,2741,2741,0,0,100,100
11.208017,59521,,BS2DCE,,cal_roto,5,A,ok,ok,2875,2875,0,0,100,100
11.208104,59521,,BS2DCE,,cal_roto,5,C,ok,ok,2952,2952,0,0,100,100
11.224939,59521,,BS2DCE,,cal_roto,5,H,ok,ok,2750,2750,0,0,100,100
11.227288,59521,,BS2DCE,,cal_roto,5,F,ok,ok,2886,2886,0,0,100,100
11.408218,59522,,BS2DCE,,cal_roto,5,A,ok,ok,2898,2898,0,0,100,100
11.40829,59522,,BS2DCE,,cal_roto,5,C,ok,ok,2901,2901,0,0,100,100
11.409964,59522,,BS2DCE,,cal_roto,5,H,ok,ok,2858,2858,0,0,100,100
11.435066,59522,,BS2DCE,,cal_roto,5,F,ok,ok,2941,2941,0,0,100,100
11.617184,59523,,BS2DCE,,cal_roto,5,A,ok,ok,2948,2948,0,0,100,100
11.619411,59523,,BS2DCE,,cal_roto,5,C,ok,ok,2871,2871,0,0,100,100
11.620005,59523,,BS2DCE,,cal_roto,5,F,ok,ok,3035,3035,0,0,100,100
11.637806,59523,,BS2DCE,,cal_roto,5,H,ok,ok,2859,2859,0,0,100,100
11.821751,59524,,BS2DCE,,cal_roto,5,C,ok,ok,2848,2848,0,0,100,100
11.823869,59524,,BS2DCE,,cal_roto,5,A,ok,ok,3042,3042,0,0,100,100
11.847552,59524,,BS2DCE,,cal_roto,5,F,ok,ok,2881,2881,0,0,100,100
11.849903,59524,,BS2DCE,,cal_roto,5,H,ok,ok,2903,2903,0,0,100,100
12.053146,59525,,BS2DCE,,cal_roto,5,C,ok,ok,2706,2706,0,0,100,100
12.053197,59525,,BS2DCE,,cal_roto,5,A,ok,ok,3246,3246,0,0,100,100
12.055001,59525,,BS2DCE,,cal_roto,5,F,ok,ok,2706,2706,0,0,100,100
12.080154,59525,,BS2DCE,,cal_roto,5,H,ok,ok,2977,2977,0,0,100,100
12.210645,59526,,BS2DCE,,cal_roto,5,A,ok,ok,3241,3241,0,0,100,100
12.210809,59526,,BS2DCE,,cal_roto,5,C,ok,ok,2628,2628,0,0,100,100
12.212648,59526,,BS2DCE,,cal_roto,5,F,ok,ok,2522,2522,0,0,100,100
12.230166,59526,,BS2DCE,,cal_roto,5,H,ok,ok,3175,3175,0,0,100,100
12.415284,59527,,BS2DCE,,cal_roto,5,A,ok,ok,3217,3217,0,0,100,100
12.415341,59527,,BS2DCE,,cal_roto,5,C,ok,ok,2703,2703,0,0,100,100
12.446944,59527,,BS2DCE,,cal_roto,5,F,ok,ok,2318,2318,0,0,100,100
12.447095,59527,,BS2DCE,,cal_roto,5,H,ok,ok,3260,3260,0,0,100,100
12.620114,59528,,BS2DCE,,cal_roto,5,A,ok,ok,3372,3372,0,0,100,100
12.622595,59528,,BS2DCE,,cal_roto,5,C,ok,ok,2853,2853,0,0,100,100
12.622687,59528,,BS2DCE,,cal_roto,5,F,ok,ok,2093,2093,0,0,100,100
12.6253,59528,,BS2DCE,,cal_roto,5,H,ok,ok,3361,3361,0,0,100,100
12.803558,59529,,BS2DCE,,cal_roto,5,A,ok,ok,3170,3170,0,0,100,100
12.803618,59529,,BS2DCE,,cal_roto,5,C,ok,ok,2947,2947,0,0,100,100
12.804962,59529,,BS2DCE,,cal_roto,5,H,ok,ok,3527,3527,0,0,100,100
12.845021,59529,,BS2DCE,,cal_roto,5,F,ok,ok,1960,1960,0,0,100,100
13.008584,59530,,BS2DCE,,cal_roto,5,A,ok,ok,3184,3184,0,0,100,100
13.009017,59530,,BS2DCE,,cal_roto,5,C,ok,ok,2892,2892,0,0,100,100
13.025522,59530,,BS2DCE,,cal_roto,5,H,ok,ok,3532,3532,0,0,100,100
13.027463,59530,,BS2DCE,,cal_roto,5,F,ok,ok,1981,1981,0,0,100,100
13.208426,59531,,BS2DCE,,cal_roto,5,A,ok,ok,3037,3037,0,0,100,100
13.208617,59531,,BS2DCE,,cal_roto,5,C,ok,ok,3087,3087,0,0,100,100
13.210333,59531,,BS2DCE,,cal_roto,5,F,ok,ok,2268,2268,0,0,100,100
13.235244,59531,,BS2DCE,,cal_roto,5,H,ok,ok,3672,3672,0,0,100,100
13.417287,59532,,BS2DCE,,cal_roto,5,C,ok,ok,2917,2917,0,0,100,100
13.41973,59532,,BS2DCE,,cal_roto,5,A,ok,ok,3029,3029,0,0,100,100
13.419834,59532,,BS2DCE,,cal_roto,5,F,ok,ok,2422,2422,0,0,100,100
13.437549,59532,,BS2DCE,,cal_roto,5,H,ok,ok,3799,3799,0,0,100,100
13.623056,59533,,BS2DCE,,cal_roto,5,C,ok,ok,3055,3055,0,0,100,100
13.623228,59533,,BS2DCE,,cal_roto,5,A,ok,ok,2816,2816,0,0,100,100
13.647661,59533,,BS2DCE,,cal_roto,5,F,ok,ok,2394,2394,0,0,100,100
13.650323,59533,,BS2DCE,,cal_roto,5,H,ok,ok,3522,3522,0,0,100,100
13.853273,59534,,BS2DCE,,cal_roto,5,A,ok,ok,2666,2666,0,0,100,100
13.853341,59534,,BS2DCE,,cal_roto,5,C,ok,ok,3304,3304,0,0,100,100
13.855035,59534,,BS2DCE,,cal_roto,5,F,ok,ok,2434,2434,0,0,100,100
13.880121,59534,,BS2DCE,,cal_roto,5,H,ok,ok,3498,3498,0,0,100,100
14.01014,59535,,BS2DCE,,cal_roto,5,A,ok,ok,2499,2499,0,0,100,100
14.01126,59535,,BS2DCE,,cal_roto,5,C,ok,ok,3079,3079,0,0,100,100
14.012509,59535,,BS2DCE,,cal_roto,5,F,ok,ok,2608,2608,0,0,100,100
14.030401,59535,,BS2DCE,,cal_roto,5,H,ok,ok,3379,3379,0,0,100,100
14.2133,59536,,BS2DCE,,cal_roto,5,A,ok,ok,2631,2631,0,0,100,100
14.213359,59536,,BS2DCE,,cal_roto,5,C,ok,ok,3186,3186,0,0,100,100
14.214946,59536,,BS2DCE,,cal_roto,5,F,ok,ok,2472,2472,0,0,100,100
14.24027,59536,,BS2DCE,,cal_roto,5,H,ok,ok,3265,3265,0,0,100,100
14.44538,59537,,BS2DCE,,cal_roto,5,A,ok,ok,2780,2780,0,0,100,100
14.445492,59537,,BS2DCE,,cal_roto,5,C,ok,ok,3096,3096,0,0,100,100
14.447028,59537,,BS2DCE,,cal_roto,5,H,ok,ok,3158,3158,0,0,100,100
14.464679,59537,,BS2DCE,,cal_roto,5,F,ok,ok,2569,2569,0,0,100,100
14.60301,59538,,BS2DCE,,cal_roto,5,A,ok,ok,2516,2516,0,0,100,100
14.603201,59538,,BS2DCE,,cal_roto,5,C,ok,ok,3051,3051,0,0,100,100
14.605145,59538,,BS2DCE,,cal_roto,5,H,ok,ok,2987,2987,0,0,100,100
14.622938,59538,,BS2DCE,,cal_roto,5,F,ok,ok,2736,2736,0,0,100,100
14.806554,59539,,BS2DCE,,cal_roto,5,A,ok,ok,2598,2598,0,0,100,100
14.808185,59539,,BS2DCE,,cal_roto,5,C,ok,ok,3050,3050,0,0,100,100
