x_span_mm,y_span_mm,z_span_mm,upper_z_mean_mm,lower_z_mean_mm,layer_separation_mm
3167.2485543331886,4775.802246356816,1744.356678663388,1488.4840108371582,-17.726267983306286,1506.2102788204645
