oracle_mean_d_i_mm,raw_per_link_bias_2x_oracle_mean_mm,production_delay_sum_mm,production_per_link_absorbed_sum_over_4_mm,raw_minus_production_absorbed_mm,measured_phase1_mean_pair_delta_mm,closure_difference_mm,oracle_A_mm,phase1_delta_A_mm,oracle_A_minus_delta_A_mm
94.62209121443273,189.24418242886546,275.2906438072314,68.82266095180785,120.42152147705761,120.53003459009854,-0.10851311304092803,148.21526428758088,145.6064541713352,2.608810116245678
