layout,tag_method,capture_id,tag,status,n_overlap,uwb_duration_s,overlap_duration_s,beta_s,layout_anchor_fit_det,layout_anchor_rms_3d_mm,residual_rms_median_mm,residual_rms_p95_mm,anchors_input_median,anchors_used_median,pct_frames_ge7_anchors_input,pct_frames_ge8_anchors_input,err3d_mean_mm,err3d_rmse_mm,err3d_p50_mm,err3d_p90_mm,err3d_p95_mm,err3d_max_mm,err_horizontal_xz_mean_mm,err_horizontal_xz_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p90_mm,err_horizontal_xz_p95_mm,err_horizontal_xz_max_mm,err_vertical_y_mean_mm,err_vertical_y_rmse_mm,err_vertical_y_p50_mm,err_vertical_y_p90_mm,err_vertical_y_p95_mm,err_vertical_y_max_mm,signed_bias_x_mm,signed_bias_y_vertical_mm,signed_bias_z_mm,signed_std_x_mm,signed_std_y_vertical_mm,signed_std_z_mm,turn_center_abs_error_3d_mm,turn_center_abs_error_horizontal_xz_mm,turn_center_abs_error_vertical_y_mm,radius_uwb_mm,radius_opti_mm,radius_error_mm,axis_angle_abs_deg,uwb_circle_thickness_rms_mm,opti_circle_thickness_rms_mm,opti_marker,time_offset_source,d_tag_track_median_mm,d_tag_track_iqr_mm
production_v4io,T4_joint_dtag,R01,BS2DCE,ok,1201,119.96293800000001,119.96293800000001,37.69795600000013,-1.0000000000000009,105.41990950811795,76.65286193995263,175.62068771176786,8.0,8.0,99.91673605328893,95.42048293089093,137.76699949110284,163.5035218674841,116.13726523959022,237.27633605821333,357.97967254512,521.37523476137,71.94202961711996,82.65654884121038,64.75380587284194,126.6449769129841,151.38023755548085,331.8148066742757,106.89368044773244,141.07195538706995,84.17716591841054,214.66188927547728,330.90194511369407,486.75450074663354,16.984061482405682,-71.49561257637323,14.871787556940012,53.263948414468594,121.66346496535631,59.08212239426267,78.59405254857067,31.888450891301446,71.83419656236538,449.8168391965311,426.4816810852269,23.335158111304168,4.167409808828493,132.21787761028705,0.8719758972767763,WandBantenna,capture-level joint-dtag trajectory fit for same layout,89.12465460364928,60.92773528469833
production_v4io,T4_joint_dtag,R01,BSDC91,ok,1200,119.927195,119.927195,37.69795600000013,-1.0000000000000009,105.41990950811795,80.26619078817768,210.47614567787681,8.0,8.0,99.66666666666667,94.16666666666667,114.36997811598478,133.25266743907386,102.8557874981779,188.82480526005162,234.83270899749783,817.0155830613821,73.22155708420449,87.17509554229392,64.53907125255097,130.1927521205707,152.0916581484252,599.6932094651592,77.20408987453554,100.78083199110999,65.99633604145208,148.44754145833926,198.23180832717694,554.8716225276862,3.489273575179469,-55.62114108000853,15.364724174244644,58.960690828697786,84.07708105111954,62.29779763085476,60.34689004885515,22.945935333132898,55.814256156078045,597.7307432616035,553.5382496101736,44.19249365142991,1.213465300371364,96.93740742952778,0.8435102396349743,WandCantenna,capture-level joint-dtag trajectory fit for same layout,31.057191643431004,52.486356354668374
production_v4io,T4_joint_dtag,R02,BS2DCE,ok,1201,119.991077,119.991077,46.51735800000014,-1.0000000000000009,105.41990950811795,71.37278315771843,276.505033067898,8.0,8.0,99.83347210657784,91.59034138218152,118.09564845691379,130.3167199288382,111.16676965053134,182.41788446325577,213.97954742956102,598.534596543027,75.19881219185095,85.75478318328072,68.6600096425026,128.55499633554024,146.74802494723048,487.8146135460471,78.87675147964337,98.12524982999926,68.99167413035366,154.4965310683575,186.64292257659713,373.5815395068005,-6.669797581453934,-38.90122836902926,3.2630151983162725,61.579964045575586,90.12226029946794,59.26837006479482,41.76298830429711,7.176391363933664,41.14178653263025,444.4913835329836,426.58933563211406,17.902047900869547,8.179981368494275,90.86619403028533,1.3147642616513375,WandBantenna,capture-level joint-dtag trajectory fit for same layout,90.5790065998399,58.569862580462484
production_v4io,T4_joint_dtag,R02,BSDC91,ok,1200,119.90881399999999,119.90881399999999,46.51735800000014,-1.0000000000000009,105.41990950811795,77.30236180949859,199.81137560683183,8.0,8.0,100.0,95.0,123.13422021689762,135.03511892617496,117.23720181152265,189.30903360663925,221.6010441961871,412.54132006409554,79.20961088315894,89.44393597344231,75.53710114260022,133.3330254123945,150.65397977378984,249.4841354301522,82.02592622303011,101.16454745109559,73.31979784464721,162.92377420546129,185.7382434553377,375.5052015604779,-14.256499380260172,-55.426452215079756,-0.7688265684928706,61.52933247896659,84.66491311100796,63.379984689603624,51.574625292280565,7.523036315499851,51.022993822734634,572.485796949246,553.7581293201835,18.72766762906258,6.041643857467696,88.26702291965921,1.554959776586631,WandCantenna,capture-level joint-dtag trajectory fit for same layout,43.75052371372346,54.48590086048902
production_v4io,T4_joint_dtag,R03,BS2DCE,ok,1051,119.904371,105.00841799999999,46.36758200000014,-1.0000000000000009,105.41990950811795,64.20029593535743,234.9499338037331,8.0,8.0,100.0,95.6232159847764,119.75917677678142,135.03717580786483,108.76057674581503,199.25597252354336,245.70278018466607,384.06217959212813,71.62534651381402,81.87537417809547,65.43088249431904,120.74580226351456,140.84329571442933,272.1423322321332,85.72536486513593,107.38464486769536,75.84715048703993,170.47075661027736,209.583642920417,339.89117037451865,17.301311933818106,-71.986583137623,25.49251173556724,62.19651947766672,79.72101882970946,43.49076531882583,97.25128439864376,52.37128613980558,81.94547397659312,448.7639028005142,426.5778943227994,22.18600847771478,2.989928839066673,92.40492058236427,1.2695635013170736,WandBantenna,capture-level joint-dtag trajectory fit for same layout,77.80102442851145,57.95851644454173
production_v4io,T4_joint_dtag,R03,BSDC91,ok,1200,119.9044,119.9044,46.36758200000014,-1.0000000000000009,105.41990950811795,79.18670268644459,178.93688287868727,8.0,8.0,100.0,94.0,114.3280683758439,128.78522284272057,103.83714855491073,194.2207070573228,234.52645969233706,594.0635219928639,69.07883815380106,82.49393818003958,61.19472035678018,122.17974447383301,146.21485054489503,591.433270805374,82.17485687059795,98.8958228955956,74.95257468641415,152.87372048238558,180.19279667339293,339.53226586558833,4.357153455252219,-67.79927390607007,25.830454810485712,62.932090355893706,72.02753326770642,46.5156760820723,86.91630674932493,45.193098419477224,74.24303492038962,572.4866603933856,553.54660836083,18.940052032555627,0.5543970545665817,86.74133086683979,1.367666764443921,WandCantenna,capture-level joint-dtag trajectory fit for same layout,35.746449236409724,53.63710247767801
production_v4io,T4_joint_dtag,R04,BS2DCE,ok,1200,119.895568,119.895568,47.308211000000135,-1.0000000000000009,105.41990950811795,55.11925718133804,159.27371767992616,8.0,8.0,99.75,91.91666666666667,107.90623425713358,116.57657613595191,102.99405627750252,164.00269919132927,187.556588238091,302.74556327374626,69.16398592985178,78.64023873104013,63.38789270834069,121.26251942279735,137.11577046325831,242.16482096278892,71.39241143167447,86.05702153750387,64.56641066833083,134.80729555183143,159.06572682990893,275.3754451103355,27.114198269582563,-45.296693601124886,13.127617847941005,44.62624006750542,73.20167969136307,57.35566864142638,76.36278023349595,54.96019405207313,53.01557577493304,453.6443779270012,426.4361908585823,27.20818706841891,2.288100617016032,83.3166774980054,1.0162784600133838,WandBantenna,capture-level joint-dtag trajectory fit for same layout,69.33947982694689,65.47673078657851
production_v4io,T4_joint_dtag,R04,BSDC91,ok,1200,119.895374,119.895374,47.308211000000135,-1.0000000000000009,105.41990950811795,55.55705477018314,146.58396655695714,8.0,8.0,99.91666666666667,92.66666666666666,111.33751793217301,123.38564284169242,102.62631878016009,177.05463069523827,203.2723726889826,633.417814087749,78.99078655834258,90.7563861218165,74.10719811391559,138.91753422473872,153.02041789627577,468.9264436005176,67.00375380860947,83.59004269388453,58.230412159077446,134.00318630443863,163.26775508899465,425.82404546464113,27.16270244942601,-47.96559676459404,21.245884577957913,49.940835525950654,68.48726537963917,67.52268052937457,73.47883139667036,52.13769506921737,51.77643688290664,589.0420065290621,553.4728660465972,35.56914048246483,3.168248477959341,82.1882531383966,1.331715946138043,WandCantenna,capture-level joint-dtag trajectory fit for same layout,29.653186030122207,50.47348432888333
production_v4io,T4_joint_dtag,R05,BS2DCE,ok,1200,119.90137,119.90137,48.70257800000013,-1.0000000000000009,105.41990950811795,63.46322510426651,367.95505670408363,8.0,8.0,100.0,96.91666666666666,111.75853427858117,121.4952880288414,104.35768986485532,175.20721550222657,200.52594735981612,335.10349912595007,76.91400993906034,89.29358338871569,67.64458715485993,138.40875159107264,168.89865264739925,277.7177614789006,66.69002630434552,82.38786912412296,56.69286682782905,133.56440503691596,160.34928058412189,311.56162465913326,45.90067256991166,-46.642053550770406,-17.693834045067174,61.519072785316745,67.94208262586815,42.1121823937731,88.5683861254288,72.35367310343175,51.08135676844131,460.47261344849665,426.4908337551262,33.98177969337047,5.859120092049971,74.57140981019218,1.2315121849645048,WandBantenna,capture-level joint-dtag trajectory fit for same layout,80.67384051090494,53.04092508452402
production_v4io,T4_joint_dtag,R05,BSDC91,ok,1201,119.996744,119.996744,48.70257800000013,-1.0000000000000009,105.41990950811795,67.62494353189926,220.48929489037855,8.0,8.0,99.83347210657784,93.67194004995837,109.97680815371658,118.5290333099486,105.39016687736536,166.67855404067612,191.57298689401162,271.52901703865666,76.26594074745708,88.6156972480104,69.86085428069045,136.1314610538438,160.04869301337374,270.394740096277,65.53139428130459,78.71715148962053,60.433718783316635,126.04387055683605,146.69098391062653,254.6108882947185,33.75046819357567,-50.76501256206502,-6.418666928086887,66.4228523279441,60.18570863927548,47.60266245313559,82.34253011324677,61.49352536915164,54.76165266976932,598.4468925791787,553.5314134827563,44.91547909642236,3.4573605250702006,72.92404264056958,1.3645748347125801,WandCantenna,capture-level joint-dtag trajectory fit for same layout,40.38510094819953,39.0616584643209
