layout_name,tag_method,tracks_ok,captures_ok,n_overlap_total,err3d_p50_track_median_mm,err3d_p95_track_median_mm,err3d_rmse_track_median_mm,err_horizontal_xz_p50_track_median_mm,err_vertical_y_p50_track_median_mm,d_tag_track_median_p50_mm,d_tag_track_median_iqr_mm
production_v4io,T4_joint_dtag,34,17,40662,102.92492188784021,202.88223104616276,122.94959214626601,64.04711079261324,63.78934212025979,56.617104306331775,45.321973045922114
phase1c_common_mode,T4_joint_dtag,34,17,40662,106.65506932278174,209.9774198625143,125.57988542102879,64.79428865794111,69.71522493398379,74.0187156108058,43.59771658261892
