capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,seed_id,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.00044147733506369474,0.0007640099303992065,0.0011140457727715583,1.0,1.0,R2:L12:I3:T6,S02,R2,L12,I3,T6,97.70800000000001,1.0,False
R01,BSDC91,1200,1200,0.00045253248989717,0.000810238267398693,0.0013301017784112066,1.0,1.0,R2:L12:I3:T6,S02,R2,L12,I3,T6,97.70800000000001,1.0,False
R02,BS2DCE,1201,1201,0.00037313462357387397,0.0006823767220233202,0.0009054049335228238,1.0,1.0,R2:L12:I3:T6,S02,R2,L12,I3,T6,97.70800000000001,1.0,False
R02,BSDC91,1200,1200,0.0003963188959164776,0.0007049879905904272,0.0010074397915579428,1.0,1.0,R2:L12:I3:T6,S02,R2,L12,I3,T6,97.70800000000001,1.0,False
R03,BS2DCE,1200,1200,0.00038664591081237276,0.0006911263718425773,0.0010149534349403809,1.0,1.0,R2:L12:I3:T6,S02,R2,L12,I3,T6,97.70800000000001,1.0,False
R03,BSDC91,1200,1200,0.0004487435624330351,0.0008599298978152333,0.0011324100008000624,1.0,1.0,R2:L12:I3:T6,S02,R2,L12,I3,T6,97.70800000000001,1.0,False
R04,BS2DCE,1200,1200,0.00038194929720649105,0.0006325699476995699,0.0009873286886005366,1.0,1.0,R2:L12:I3:T6,S02,R2,L12,I3,T6,97.70800000000001,1.0,False
R04,BSDC91,1200,1200,0.000387323012758181,0.0006862456969359504,0.0010148236270008115,1.0,1.0,R2:L12:I3:T6,S02,R2,L12,I3,T6,97.70800000000001,1.0,False
R05,BS2DCE,1200,1200,0.0003990740037551321,0.0006750992236711299,0.0008539933227713215,1.0,1.0,R2:L12:I3:T6,S02,R2,L12,I3,T6,97.70800000000001,1.0,False
R05,BSDC91,1201,1201,0.00039866375376212737,0.0007205090402365405,0.0010367950870957012,1.0,1.0,R2:L12:I3:T6,S02,R2,L12,I3,T6,97.70800000000001,1.0,False
R06,BS2DCE,1200,1200,0.0004661067199797806,0.0009048498458492636,0.0013791594288724313,1.0,1.0,R2:L12:I3:T6,S02,R2,L12,I3,T6,97.70800000000001,1.0,False
R06,BSDC91,1201,1201,0.00044335653174868854,0.0008403587635651312,0.0013853663358896029,1.0,1.0,R2:L12:I3:T6,S02,R2,L12,I3,T6,97.70800000000001,1.0,False
R07,BS2DCE,1200,1200,0.000428927737660351,0.0007165750564346316,0.0011431047593643909,1.0,1.0,R2:L12:I3:T6,S02,R2,L12,I3,T6,97.70800000000001,1.0,False
R07,BSDC91,1201,1201,0.00044637183181192016,0.0007923639418628082,0.0016356984933833096,1.0,1.0,R2:L12:I3:T6,S02,R2,L12,I3,T6,97.70800000000001,1.0,False
