version,solver,solver_family,eval_set,n_sessions,frames_solved_total,frames_input_total,err_3d_mean_mm,err_3d_median_mm,err_3d_p75_mm,err_3d_p90_mm,err_3d_p95_mm,err_3d_p99_mm,err_3d_max_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,d3_std_median_mm,radial_p95_median_mm,residual_rms_median_mm,filter_rejections_total
v1-old,T2+F4,external_position_filter,all8,24,28818,28818,166.61655204646914,159.561645291751,231.57149091150546,264.92051113011087,321.9916299327386,388.58237250436105,405.83130719165655,190.42927169261537,53.09741704132725,143.36842350629013,25.809361744804526,47.625906195840415,88.67017000425598,2
v1-old,T2+F5,external_position_filter,all8,24,28818,28818,166.236086881006,159.83747552839714,231.68027788215562,263.77805698273403,321.52283877330956,386.8999308056929,403.7419166112596,190.0640775970259,52.88973652673268,143.7721090678342,23.109696195779442,41.96939575778198,88.67017000425598,0
v1-old,T3+F0,external_position_filter,all8,24,28818,28818,149.4076553834368,121.62909508848006,188.4760232351312,257.94076532851005,318.7330831661761,335.5222030484947,337.79688036299734,168.69728612243895,55.54658864814978,96.51172187687064,64.45682832770855,115.05873572875399,92.88965388054052,0
v1-old,T3+F1,external_position_filter,all8,24,28818,28818,146.0681649577836,117.60038782940703,190.43067761493916,256.44759747560425,306.48208996571134,330.79103101751866,335.87507377100087,165.77027528231383,52.70073980728473,97.38766342738893,35.980718724456956,64.12990225614384,92.88965388054052,0
v1-old,T3+F2,external_position_filter,all8,24,28818,28818,146.0681649577836,117.60038782940703,190.43067761493916,256.44759747560425,306.48208996571134,330.79103101751866,335.87507377100087,165.77027528231383,52.70073980728473,97.38766342738893,35.980718724456956,64.12990225614384,92.88965388054052,0
v1-old,T3+F3,external_position_filter,all8,24,28818,28818,146.68151932664657,117.51591584960806,192.10033768635918,257.56368735955647,309.3819060484985,331.80832574422175,336.2544359699541,166.40170643585387,53.04022331164862,96.86343563569734,42.02677686066717,73.20158516219523,92.88965388054052,0
v1-old,T3+F4,external_position_filter,all8,24,28818,28818,145.70544855562002,117.40248869003607,190.16939766984672,255.37194731549306,305.14234617538585,330.8383308917645,336.340058682275,165.4342575631247,52.627647167004504,97.53460979861381,26.811802925662533,47.83843398070884,92.88965388054052,0
v1-old,T3+F5,external_position_filter,all8,24,28818,28818,145.1845199105322,116.70615881770155,191.24966682294033,255.2466097638923,303.67548919863214,329.9496706647309,335.7275447276296,165.02121537125836,53.112012061729864,97.13763976664052,22.95783089938631,40.74333070088473,92.88965388054052,0
v1-old,T4+F0,external_position_filter,all8,24,28818,28818,144.2588948585874,132.94628338061534,193.19205294154324,227.67428511748375,236.7650412737068,302.54491824211607,321.8954297769793,160.24748573165138,49.94624622874579,120.81352007782996,68.00019629367785,124.94892715785558,89.47006206162368,0
v1-old,T4+F1,external_position_filter,all8,24,28818,28818,143.58290342109447,133.13136195206587,193.53334025830037,232.66271468992377,237.4650312753069,301.7225255002084,320.87173710440385,160.6202545422501,45.51310189776838,121.68369943872734,30.716665499513766,54.101438959199754,89.47006206162368,0
v1-old,T4+F2,external_position_filter,all8,24,28818,28818,143.58290342109447,133.13136195206587,193.53334025830037,232.66271468992377,237.4650312753069,301.7225255002084,320.87173710440385,160.6202545422501,45.51310189776838,121.68369943872734,30.716665499513766,54.101438959199754,89.47006206162368,0
v1-old,T4+F3,external_position_filter,all8,24,28818,28818,143.9830781739838,133.1739371879292,193.48882549527497,233.25121915978832,237.94891669896754,301.49916145678367,320.4666211995119,160.83681647955322,46.18795070028049,121.85392376248741,36.15598147499732,65.63639121552129,89.47006206162368,0
v1-old,T4+F4,external_position_filter,all8,24,28818,28818,143.33967424749264,132.92744763850447,193.14828986953185,231.3577871352256,237.2782524851649,301.31948716095116,320.3093456546044,160.33947350096233,45.4848165842464,121.23809826563739,22.04909906471361,41.69905783005639,89.47006206162368,0
v1-old,T4+F5,external_position_filter,all8,24,28818,28818,143.06899030534444,132.531687756025,193.1753494238892,230.69852325243141,236.7482089293593,300.91988217296773,319.9431694941652,160.17698223938675,45.22925168354151,121.83233733045151,19.18753319387028,35.86605653410813,89.47006206162368,0
v1-old,T5a,native_range_filter,all8,24,28818,28818,176.8494614246168,201.33223234759913,226.5257151099987,306.69435570840756,322.5685406223534,326.2142062619514,326.5033750928662,201.41806207042455,38.9027045421133,185.95892084945262,44.37559182081323,94.64950022503908,90.69185657777325,0
v1-old,T5b,native_range_filter,all8,24,28818,28818,149.04336712654592,132.29996450329077,202.02660929108666,250.89515949903551,299.88465801119577,362.84364169051787,379.583381008886,172.07753963113146,44.330462040078224,128.8641832929299,35.70881422990244,66.04360260849371,85.72904751093007,6633
v1-old,T5c,native_range_filter,all8,24,28818,28818,149.04336712654592,132.29996450329077,202.02660929108666,250.89515949903551,299.88465801119577,362.84364169051787,379.583381008886,172.07753963113146,44.330462040078224,128.8641832929299,35.70881422990244,66.04360260849371,85.72904751093007,6633
v1-old,T5d,native_range_filter,all8,24,28818,28818,176.53890504068366,200.98011747818322,226.07546568864407,306.2230325773283,322.16206649224966,325.85240938815497,326.14957414886203,201.09182142858415,38.88490199794477,185.54376268871397,44.37958338323444,94.75345028981772,90.588355023189,0
v1-old,T5e,native_range_filter,all8,24,28818,28818,123.22958355217729,105.54882031032412,172.66329943599047,260.4983653573969,284.1295697937047,367.1711248787963,391.7288352307134,155.29269390189884,35.499811922219536,83.4313193788962,44.228467293047856,91.88569939469963,83.06768593288955,0
v2,T1+F0,external_position_filter,all8,24,28818,28818,109.62648669106788,81.58399405513643,143.93483914700406,182.04223331243918,247.48140660665908,346.8896786378643,373.68110649694927,134.68235133117662,43.45284868152223,74.04672919472546,61.88953842442238,112.86189478598925,86.1888769600641,0
v2,T1+F1,external_position_filter,all8,24,28818,28818,108.64962806976627,73.08344599315731,142.4853795358009,186.60028980985783,245.88368034195048,343.7205084645975,370.3626679664807,133.78486230168878,43.89251645018672,66.05134426772875,32.138830329780575,59.52281491983103,86.1888769600641,0
v2,T1+F2,external_position_filter,all8,24,28818,28818,108.64962806976627,73.08344599315731,142.4853795358009,186.60028980985783,245.88368034195048,343.7205084645975,370.3626679664807,133.78486230168878,43.89251645018672,66.05134426772875,32.138830329780575,59.52281491983103,86.1888769600641,0
v2,T1+F3,external_position_filter,all8,24,28818,28818,108.92429899692117,73.79624310796348,142.69117021385603,187.61114956810658,245.77404563566265,343.89742639161557,370.6789732771014,134.03554161311857,43.6306424375652,66.42953888179056,37.017208833394434,70.22346960036536,86.1888769600641,1
v2,T1+F4,external_position_filter,all8,24,28818,28818,108.41561615405594,72.93937150138258,142.6992516453768,183.25183222759813,245.23228322988749,343.43796573264285,370.0071768134442,133.43840277487928,43.540922146304375,65.8740974862854,21.511316250670838,40.58591105399842,86.1888769600641,0
v2,T1+F5,external_position_filter,all8,24,28818,28818,108.12336770879767,72.4429021027816,142.45962863730654,182.40570837283408,244.55278051299445,342.5172746892864,368.9464962413373,133.10850204033682,42.92900345875307,65.60307892270484,18.929752594000878,36.19188105699267,86.1888769600641,0
v2,T2+F0,external_position_filter,all8,24,28818,28818,109.40120553287782,81.16658813937607,142.3723324028899,180.10100979621075,246.42223869878816,346.7282093574891,373.7066333453144,134.32992100711795,44.386719025784735,73.34951099521425,61.77174039600267,113.30662243833542,86.17937672196726,0
v2,T2+F1,external_position_filter,all8,24,28818,28818,108.55270878278525,72.8952049729672,141.80227762236274,184.7622786124947,245.17311435953133,343.58083942039286,370.2905491927165,133.58186787002498,44.12249301694861,65.69866657723577,32.60580653346558,60.14394384177381,86.17937672196726,0
v2,T2+F2,external_position_filter,all8,24,28818,28818,108.55270878278525,72.8952049729672,141.80227762236274,184.7622786124947,245.17311435953133,343.58083942039286,370.2905491927165,133.58186787002498,44.12249301694861,65.69866657723577,32.60580653346558,60.14394384177381,86.17937672196726,0
v2,T2+F3,external_position_filter,all8,24,28818,28818,108.68560403218413,73.88761228465047,141.14462576771814,184.85359037017253,245.0360812220776,343.8408064826553,370.6369183272111,133.6826507687868,44.43495999896,66.25919552596395,38.515999438876534,70.9819108571636,86.17937672196726,1
v2,T2+F4,external_position_filter,all8,24,28818,28818,108.39126616243031,72.80647765624343,143.0859633767662,180.7763336568437,244.38055479730053,343.4959934718188,370.185716474866,133.34234455235892,43.80129471249117,65.62933491675642,22.594582406609977,41.2184207785383,86.17937672196726,0
v2,T2+F5,external_position_filter,all8,24,28818,28818,108.09705468654691,72.38140420054,142.5554039062544,180.25361994753163,243.71628479577666,342.5136733090285,369.072389398684,133.00433092610365,43.24025835149903,65.30727654699785,20.38629023829835,36.85289668274558,86.17937672196726,0
v2,T3+F0,external_position_filter,all8,24,28818,28818,87.89151386325962,73.99061023337329,110.24065705012303,149.2576741128042,205.32257463017135,244.21768026873988,252.90126126989472,106.16767673311105,48.967065575875196,60.058804135561445,63.25918576507351,108.63894686531556,87.46925845396942,0
v2,T3+F1,external_position_filter,all8,24,28818,28818,86.00844620998778,73.06553438243608,110.80787885047042,148.90227892706613,201.00039495257045,242.14040408135617,251.79452628183265,104.04929083854786,45.90692441257842,56.2575341122149,33.08563400305033,59.5154425996514,87.46925845396942,0
v2,T3+F2,external_position_filter,all8,24,28818,28818,86.00844620998778,73.06553438243608,110.80787885047042,148.90227892706613,201.00039495257045,242.14040408135617,251.79452628183265,104.04929083854786,45.90692441257842,56.2575341122149,33.08563400305033,59.5154425996514,87.46925845396942,0
v2,T3+F3,external_position_filter,all8,24,28818,28818,86.1587778840832,74.11143928307838,110.8617808268259,148.72858772986,202.02940372116922,242.52213586690021,251.89074402561445,104.31328714158508,46.262618301360135,56.21455419374513,38.235451933982674,69.31820412944597,87.46925845396942,0
v2,T3+F4,external_position_filter,all8,24,28818,28818,85.85839028503528,73.19759988990897,111.39689472376745,147.95719276129537,200.94793683196752,242.96070702376986,252.82052832551724,103.99813318804873,45.493537280582174,54.373578953265564,24.572590438326785,43.83622444388983,87.46925845396942,0
v2,T3+F5,external_position_filter,all8,24,28818,28818,85.6389194838268,72.41992657568218,111.80977944526764,148.08454983943875,202.51988789884948,243.05694995404272,252.4037681435303,103.8914367194311,45.014472976964875,53.63687592234476,20.75369582423682,37.85765109664729,87.46925845396942,0
v2,T4+F0,external_position_filter,all8,24,28818,28818,91.06020670676862,76.54077562798277,120.0783667785512,154.72488878455442,168.21967577495647,226.54575171001588,243.39847471838775,104.90767433894406,42.624082284041684,66.02032165843468,62.73922750446413,115.80100050069376,86.73068579015987,0
v2,T4+F1,external_position_filter,all8,24,28818,28818,90.70698620781724,73.79951380870082,121.21822810428432,156.82375045065194,174.82069335972523,228.25939365409138,243.3798449977722,105.06091083397243,40.166078801942646,60.38363645562595,30.51011477052172,55.10743313047102,86.73068579015987,0
v2,T4+F2,external_position_filter,all8,24,28818,28818,90.70698620781724,73.79951380870082,121.21822810428432,156.82375045065194,174.82069335972523,228.25939365409138,243.3798449977722,105.06091083397243,40.166078801942646,60.38363645562595,30.51011477052172,55.10743313047102,86.73068579015987,0
v2,T4+F3,external_position_filter,all8,24,28818,28818,90.96306366502279,74.4857604891188,121.39870182924538,156.85392973284556,175.5933549238764,228.44417699896087,243.32241750129413,105.35082549217078,40.03672727163341,61.458666858362676,35.789822546692335,64.62118911203004,86.73068579015987,0
v2,T4+F4,external_position_filter,all8,24,28818,28818,90.47213351312861,73.66514187765847,121.1349869234277,156.42308509872544,173.65308722421432,227.3231921045701,242.5756032349526,104.74294659769927,40.3132246244913,60.90981747076046,21.764824232573524,38.95614849020856,86.73068579015987,0
v2,T4+F5,external_position_filter,all8,24,28818,28818,90.2366703864527,73.13473370506227,121.01947917681277,156.45507377573776,173.27770669752258,227.03662997160288,242.29533043756769,104.57095983610901,40.134423283872394,60.05210027302337,18.67270682703935,33.869841176501794,86.73068579015987,0
v2,T5a,native_range_filter,all8,24,28818,28818,127.9461424546363,126.54084638523557,166.66398202848336,237.3880288424447,251.0652612157361,266.22118400786593,270.4287902445758,145.24736038184142,38.202086595174606,101.14732362426867,43.706309002176816,93.95463545882069,90.93452581455395,0
v2,T5b,native_range_filter,all8,24,28818,28818,94.72245740750425,74.38085190880693,112.3871540183394,192.57315248610334,227.06963935615593,318.32753905138435,344.5438997374304,120.63584147674565,34.290202291481975,63.378175807615094,35.20342769123111,62.43733807377793,76.61425999523607,6269
v2,T5c,native_range_filter,all8,24,28818,28818,94.72245740750425,74.38085190880693,112.3871540183394,192.57315248610334,227.06963935615593,318.32753905138435,344.5438997374304,120.63584147674565,34.290202291481975,63.378175807615094,35.20342769123111,62.43733807377793,76.61425999523607,6269
v2,T5d,native_range_filter,all8,24,28818,28818,127.71965969902247,126.1183450044075,166.38186587287532,236.96146439208056,250.67209538052612,265.90403822442,270.1318754922423,144.98965813806592,38.20472614093448,100.77846759272268,43.70325279928838,93.9693144582491,90.9267786220575,0
v2,T5e,native_range_filter,all8,24,28818,28818,105.23110613132776,77.41363028076242,129.1004319282781,194.5751905271061,234.80050873645118,324.12368206949424,348.88133964026946,129.69785842758068,39.19682499359046,55.76222018851445,43.760360593990484,92.41701163194455,81.18684013631803,0
v3-full,T1+F0,external_position_filter,all8,24,28818,28818,139.07613675172757,116.22856150375847,174.22094285474324,238.1471412029642,291.5686173252453,346.99605029544927,361.23908561599,160.23648404982853,48.79371675337597,109.67715565513456,64.49394894570466,116.35738815531042,92.3134415353276,0
v3-full,T1+F1,external_position_filter,all8,24,28818,28818,138.66444840451572,121.70059369730058,171.8722034416101,235.61265286644763,289.02289288233413,342.9667300321474,356.7988545084156,159.70950946117296,48.45814620105371,115.4779642428112,33.596970254107234,59.321499187620724,92.3134415353276,0
v3-full,T1+F2,external_position_filter,all8,24,28818,28818,138.66444840451572,121.70059369730058,171.8722034416101,235.61265286644763,289.02289288233413,342.9667300321474,356.7988545084156,159.70950946117296,48.45814620105371,115.4779642428112,33.596970254107234,59.321499187620724,92.3134415353276,0
v3-full,T1+F3,external_position_filter,all8,24,28818,28818,138.44038319139173,120.93273166411629,172.38374392586218,234.91415442571602,288.6179034393161,344.1395110335004,358.421759764619,159.51014763159498,48.38776789980877,114.87537443451927,38.854311709637926,69.19515171233769,92.3134415353276,0
v3-full,T1+F4,external_position_filter,all8,24,28818,28818,138.50334915728533,121.40219250107891,171.92902819722462,236.1356284594129,289.01688258647374,342.38241808646666,356.0762476057121,159.61226576786797,47.81236260027684,115.33712927141582,24.393981905306845,41.672676991303064,92.3134415353276,0
v3-full,T1+F5,external_position_filter,all8,24,28818,28818,138.56379924584735,122.72415844401567,171.58913339659625,235.7479170203115,289.718940667547,342.18172914472524,355.5465410610944,159.72548804331083,47.74258731810316,116.21665317052891,21.20246339398018,39.7291267836564,92.3134415353276,0
v3-full,T2+F0,external_position_filter,all8,24,28818,28818,138.82817465825107,116.82194649622153,173.9138275374277,235.46520225110322,291.6223136828984,347.16241995693696,361.2669008840378,159.8156859424805,47.49406436336284,110.00397793429084,65.34747323398756,117.91185306516488,91.94620975964995,0
v3-full,T2+F1,external_position_filter,all8,24,28818,28818,138.74175143598316,122.94594397112144,171.9434830305239,235.09764634501545,289.21373531732775,343.9048348926926,357.9168672802299,159.7460146148863,47.66638002544382,115.9055276666464,34.8026925896931,61.8126955252525,91.94620975964995,0
v3-full,T2+F2,external_position_filter,all8,24,28818,28818,138.74175143598316,122.94594397112144,171.9434830305239,235.09764634501545,289.21373531732775,343.9048348926926,357.9168672802299,159.7460146148863,47.66638002544382,115.9055276666464,34.8026925896931,61.8126955252525,91.94620975964995,0
v3-full,T2+F3,external_position_filter,all8,24,28818,28818,138.5815985855548,122.72270323121215,172.50107211611044,234.53411663969408,288.68118483208895,344.6553481435028,359.04780212292013,159.58608468949663,47.23502043618555,114.98928096649593,40.67842231978668,71.579446341378,91.94620975964995,0
v3-full,T2+F4,external_position_filter,all8,24,28818,28818,138.61898303691535,122.25493054940506,171.9889647955589,235.59423978349392,288.76528635558105,342.931491312162,356.8421660865397,159.65285540529405,47.72784486258473,116.08832571699747,26.656489258029623,48.18156848682724,91.94620975964995,0
v3-full,T2+F5,external_position_filter,all8,24,28818,28818,138.63903019782865,122.94944381346684,171.62392472045826,234.8480294088932,289.32819002029635,342.6636904012099,356.24887752909973,159.69693945441588,47.71189599803711,116.37776285569024,24.87534981887859,46.882324060136796,91.94620975964995,0
v3-full,T3+F0,external_position_filter,all8,24,28818,28818,110.198383641168,89.77745368040542,147.49732876070698,187.02750952231992,250.332182166471,287.6183406956149,295.66524662940714,129.36107220657058,46.22441284073341,70.37143265276075,56.171709308240395,99.21996815958678,95.07043926596731,0
v3-full,T3+F1,external_position_filter,all8,24,28818,28818,108.73000667543516,88.25857951887085,149.26651568710994,174.1931575110543,248.4465917328974,286.1594814579016,293.5960234024284,127.28722269336085,45.98942659638512,71.18055929309048,33.886427277608966,58.45740122427345,95.07043926596731,0
v3-full,T3+F2,external_position_filter,all8,24,28818,28818,108.73000667543516,88.25857951887085,149.26651568710994,174.1931575110543,248.4465917328974,286.1594814579016,293.5960234024284,127.28722269336085,45.98942659638512,71.18055929309048,33.886427277608966,58.45740122427345,95.07043926596731,0
v3-full,T3+F3,external_position_filter,all8,24,28818,28818,108.97225894202444,88.18147224855817,148.92458042311105,174.07695875135786,247.52494929942466,286.68102724514,294.5862260201222,127.55530941416659,45.90165454320634,71.11387515302408,37.17910071076626,65.22935143569518,95.07043926596731,0
v3-full,T3+F4,external_position_filter,all8,24,28818,28818,108.59743442189124,88.33844671456129,149.34792556354114,174.91623222416644,250.19052197453684,285.56915121576895,292.2802374772745,127.26127886522583,45.796106455353524,71.09932180852991,25.012767776946497,46.97056885820285,95.07043926596731,0
v3-full,T3+F5,external_position_filter,all8,24,28818,28818,108.77118066694072,88.85702670640003,148.72095972068308,173.79546932161398,249.79771560445482,286.0902492739252,293.0124884816383,127.4001257955075,46.10462275937759,71.4215482121665,22.390051395303736,43.38368306254762,95.07043926596731,0
v3-full,T4+F0,external_position_filter,all8,24,28818,28818,116.93178080626127,98.24510598090657,152.14372207214916,189.21892201597694,237.02330033420088,278.56112689109443,288.8618174590571,132.87371797039862,40.819523738330574,89.4201305547787,61.549326097345514,120.34519050965524,91.68198605583908,0
v3-full,T4+F1,external_position_filter,all8,24,28818,28818,117.06188517898754,99.55033388215395,155.21247961262534,187.96760376190406,235.3671230472111,278.4128051311189,289.15987757414103,133.13659346244154,42.183926642575926,87.77173016031409,30.47275430067718,53.00360684395738,91.68198605583908,0
v3-full,T4+F2,external_position_filter,all8,24,28818,28818,117.06188517898754,99.55033388215395,155.21247961262534,187.96760376190406,235.3671230472111,278.4128051311189,289.15987757414103,133.13659346244154,42.183926642575926,87.77173016031409,30.47275430067718,53.00360684395738,91.68198605583908,0
v3-full,T4+F3,external_position_filter,all8,24,28818,28818,116.81801801264498,99.35436276020722,153.06243326701724,188.37285350226756,235.12052135771003,278.1130551226371,288.89275837717923,132.85984522097274,41.55000833562717,88.18387548313751,35.74385016205413,63.58551128226658,91.68198605583908,0
v3-full,T4+F4,external_position_filter,all8,24,28818,28818,116.87257623417271,99.9176017125007,155.48008642196265,187.7295975959943,235.8225697596286,278.40854441043507,288.98921726495894,133.01538325267697,42.18121721275408,87.0268542274992,21.93511983975965,37.21365746341867,91.68198605583908,0
v3-full,T4+F5,external_position_filter,all8,24,28818,28818,116.84982746386872,100.1012856054061,155.86386657325144,187.9695656633238,235.56242792578973,278.84145421312024,289.6611580279665,133.0984330052967,42.55481904426438,86.20561944827803,19.141252451940616,34.33713974900492,91.68198605583908,0
v3-full,T5a,native_range_filter,all8,24,28818,28818,154.98639258395656,168.12149373149384,210.0858739144527,272.0171875455494,290.3840265771792,301.29520054903594,303.866319108158,175.95332124941993,47.236608484130684,150.01308303877022,45.22787719375651,95.55501770142979,91.2229329656423,0
v3-full,T5b,native_range_filter,all8,24,28818,28818,124.324745838836,107.22357524869838,165.8895973556423,225.43366270371706,277.44891796920086,304.63669668866095,310.79611633262687,144.46362010076172,51.05904439867798,82.44473327393028,32.19213649603131,55.98774652776336,79.59619829465218,7265
v3-full,T5c,native_range_filter,all8,24,28818,28818,124.324745838836,107.22357524869838,165.8895973556423,225.43366270371706,277.44891796920086,304.63669668866095,310.79611633262687,144.46362010076172,51.05904439867798,82.44473327393028,32.19213649603131,55.98774652776336,79.59619829465218,7265
v3-full,T5d,native_range_filter,all8,24,28818,28818,154.71943008901357,167.7408541013558,209.77280519101419,271.5700093603008,289.7951156068535,300.8831464782362,303.51704695254983,175.6370714543842,47.2296530857999,149.53945542170436,45.227808564938485,95.4484522273022,91.13650228752395,0
v3-full,T5e,native_range_filter,all8,24,28818,28818,132.86834027755063,92.38857502475733,174.8825203473498,238.60394770035668,331.8098216547996,417.85108574192304,438.8609719857265,166.7997142760299,47.94970032236129,64.40451757255789,44.955404163318136,96.51659968066403,78.20762768482177,0
v3-lite,T1+F0,external_position_filter,all8,24,28818,28818,109.84216226686415,82.26570091482928,144.08489744825695,182.29502270890765,247.94241515020016,347.0939169417628,373.7936475445045,134.86221962279532,43.768029812877806,74.62678491556471,62.09870861840126,113.21491896636475,86.0651864856452,0
v3-lite,T1+F1,external_position_filter,all8,24,28818,28818,108.88994595828093,73.52972486812385,141.96244342805187,186.82710844718827,246.22900654966696,344.1437180133471,370.8032346248405,133.99666312883454,44.00942152952184,66.15940146902327,32.219764015629224,59.77668690622198,86.0651864856452,0
v3-lite,T1+F2,external_position_filter,all8,24,28818,28818,108.88994595828093,73.52972486812385,141.96244342805187,186.82710844718827,246.22900654966696,344.1437180133471,370.8032346248405,133.99666312883454,44.00942152952184,66.15940146902327,32.219764015629224,59.77668690622198,86.0651864856452,0
v3-lite,T1+F3,external_position_filter,all8,24,28818,28818,109.13474853764909,74.02959398305653,142.36188867239343,187.84899844734537,246.40975962888976,344.2294519863363,370.8999194020225,134.22776940549716,43.966426243117965,66.57819089228803,37.098370334514286,69.90123904714241,86.0651864856452,1
v3-lite,T1+F4,external_position_filter,all8,24,28818,28818,108.65948510899334,73.3245695366337,142.27856522226497,183.52806451937636,245.7537788922113,343.9772550475567,370.54154350364,133.67557936656453,43.745159819022426,65.96159742187821,21.50076393359289,40.85037219359887,86.0651864856452,0
v3-lite,T1+F5,external_position_filter,all8,24,28818,28818,108.32917893125243,72.85094788972802,142.06662498959707,182.5631086431009,245.08681867372596,342.80403302940147,369.137433554415,133.28967683280496,43.09593641041086,65.68104487763024,18.91399916671049,36.450192004184046,86.0651864856452,0
v3-lite,T2+F0,external_position_filter,all8,24,28818,28818,109.6588504075092,81.99451069228374,142.79484000700086,180.24464039535303,247.0174271565729,346.9791192565619,373.83125792662656,134.53135386762244,44.70361654818319,74.0708769506432,61.987853201847315,113.36720058737123,86.08062218037091,0
v3-lite,T2+F1,external_position_filter,all8,24,28818,28818,108.7797782417627,73.22876206927472,141.44350484939707,185.12758328816824,245.74697071116717,344.1349516214284,370.8303988681656,133.81402633671757,44.31271299617455,65.64315167204825,32.58047964107034,60.06530755996364,86.08062218037091,0
v3-lite,T2+F2,external_position_filter,all8,24,28818,28818,108.7797782417627,73.22876206927472,141.44350484939707,185.12758328816824,245.74697071116717,344.1349516214284,370.8303988681656,133.81402633671757,44.31271299617455,65.64315167204825,32.58047964107034,60.06530755996364,86.08062218037091,0
v3-lite,T2+F3,external_position_filter,all8,24,28818,28818,108.9236690818861,74.2342493560441,141.27191770108618,184.91089429440802,245.57482641143397,344.251748917283,370.9826424137416,133.8970184978532,44.66551496208574,66.41183372211196,38.60913800471917,70.66954006969794,86.08062218037091,1
v3-lite,T2+F4,external_position_filter,all8,24,28818,28818,108.6215738841327,73.09007335736145,142.67181046847563,180.9051153157015,244.90504005014728,343.9523812036484,370.5990769895788,133.55313236317735,43.99985781415125,65.78684211606038,22.580209529822657,41.297615896669264,86.08062218037091,0
v3-lite,T2+F5,external_position_filter,all8,24,28818,28818,108.2971338561667,72.63290117679068,142.00666915748286,180.4375175572709,244.21504479750826,342.90938010639036,369.4210455470586,133.18988054739137,43.40119968568514,65.54439232988534,20.36253437285139,36.904300814645836,86.08062218037091,0
v3-lite,T3+F0,external_position_filter,all8,24,28818,28818,87.85313760022889,74.66058637553428,110.55395848496791,148.77070089181484,205.25335995326816,244.4949554693883,253.24235928838416,106.20174183230253,49.179717793844304,64.0583758855181,63.146798924587955,108.79661971860033,87.44535939984192,0
v3-lite,T3+F1,external_position_filter,all8,24,28818,28818,86.1070329624414,73.52919572695112,111.05461386625082,148.2303178121297,200.97864315636966,242.63368041557067,252.386106373174,104.21072228810405,46.15702740343457,63.05384600409968,33.007888361676024,59.5715259385547,87.44535939984192,0
