version,solver,solver_family,eval_set,n_positions,location,n,median_3d_mm,p95_3d_mm,rms_3d_mm
v4-io,T4+F2,external_position_filter,all8,24,edge,12,126.99325639185295,221.5207609231477,137.01125634222046
v4-io,T4+F3,external_position_filter,all8,24,center,12,58.86262387843517,122.51723277807484,73.66308851117157
v4-io,T4+F3,external_position_filter,all8,24,edge,12,127.4975557902626,221.39480273379993,137.28099991483563
v4-io,T4+F4,external_position_filter,all8,24,center,12,59.13735600756238,122.03706626102056,73.08048440379356
v4-io,T4+F4,external_position_filter,all8,24,edge,12,126.47378052200195,221.02597356383114,136.68233449069314
v4-io,T4+F5,external_position_filter,all8,24,center,12,58.940134565246964,123.05188824469086,73.20489323367569
v4-io,T4+F5,external_position_filter,all8,24,edge,12,126.05085478393006,220.7421847689457,136.50973655243862
v4-io,T5a,native_range_filter,all8,24,center,12,99.5429570481831,250.3463281702503,141.11446446264432
v4-io,T5a,native_range_filter,all8,24,edge,12,148.07664216699885,257.23025444481704,163.3969275940699
v4-io,T5b,native_range_filter,all8,24,center,12,56.309091211747884,99.30876670909512,67.35578197039823
v4-io,T5b,native_range_filter,all8,24,edge,12,127.05059564987701,292.63916833849305,160.23365761862138
v4-io,T5c,native_range_filter,all8,24,center,12,56.309091211747884,99.30876670909512,67.35578197039823
v4-io,T5c,native_range_filter,all8,24,edge,12,127.05059564987701,292.63916833849305,160.23365761862138
v4-io,T5d,native_range_filter,all8,24,center,12,99.22576366992507,250.03916317628875,140.91291031697662
v4-io,T5d,native_range_filter,all8,24,edge,12,147.72655761455303,256.85115183295784,163.10525860819538
v4-io,T5e,native_range_filter,all8,24,center,12,76.84165635513952,258.23283740199344,134.80482259199866
v4-io,T5e,native_range_filter,all8,24,edge,12,93.40817487960385,230.5706030591366,129.97465838341319
