row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L4:I0:T6,S00,simulate_imu_prior,L4:I0,1.6520060190014192,,,,
R2:L4:I0:T6,S00,build_track_tensors,L4:I0,15.206553013002122,,,,
R2:L4:I0:T6,S00,torch_gpu,,4.193198120996385,0,1,4.193198120996385,4.193198120996385
R2:L4:I0:T8,S00,torch_gpu,,14.562669912000274,0,1,14.562669912000274,14.562669912000274
R2:L4:I1:T6,S00,simulate_imu_prior,L4:I1,0.6097573389997706,,,,
R2:L4:I1:T6,S00,build_track_tensors,L4:I1,11.310575838997465,,,,
R2:L4:I1:T6,S00,torch_gpu,,9.693684331999975,0,1,9.693684331999975,9.693684331999975
R2:L4:I1:T8,S00,torch_gpu,,4.518668299999263,0,1,4.518668299999263,4.518668299999263
R2:L4:I3:T6,S00,simulate_imu_prior,L4:I3,0.6426044969994109,,,,
R2:L4:I3:T6,S00,build_track_tensors,L4:I3,14.476037507000001,,,,
R2:L4:I3:T6,S00,torch_gpu,,16.878998952000984,0,1,16.878998952000984,16.878998952000984
R2:L4:I3:T8,S00,torch_gpu,,10.369611620997603,0,1,10.369611620997603,10.369611620997603
R2:L4:I4:T6,S00,simulate_imu_prior,L4:I4,0.579765802998736,,,,
R2:L4:I4:T6,S00,build_track_tensors,L4:I4,15.215179651000653,,,,
R2:L4:I4:T6,S00,torch_gpu,,14.374965226001223,0,1,14.374965226001223,14.374965226001223
R2:L4:I4:T8,S00,torch_gpu,,14.2526761980007,0,1,14.2526761980007,14.2526761980007
