experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,U,P,T,kind,delta_vs_B0_trackmedian_err3d_p50_mm,delta_vs_B0_trackmedian_err3d_p95_mm,delta_vs_B0_sample_err3d_rmse_mm,delta_vs_B0_legacy_deltaR_error_rms_mm,delta_vs_B0_trackmedian_radius_error_abs_mm,verdict,screening_score,L,I,rank,R
X_A0_U4_P2_L3_I1+I3+I7_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,82.44803462656917,140.51902040699093,160.4677981800075,96.50015824040211,40661,57.98141804038278,111.68522905737392,132.37477082727523,73.7380624533746,40661,42.51780197975859,101.91027431791798,121.70609187047148,62.24932679190093,83.36684829160632,143.23908184659138,91.74198871889105,110.60031027337453,106.46156972144533,66.9511303577699,63.87455512460612,20.457763464540562,24.883954198445338,75.31580818920708,125.11624544809473,nan,nan,nan,1.0,0.7547600540561699,3.2537925934205307,nan,nan,17,345.35847380382256,31.10806226038818,955.9222879907265,A0,U4,P2,T2,position_fusion,-22.470998916818573,-88.56305614888635,-44.765826607562175,265.2791198968084,-34.848212567074086,FUSION_HURTS_GEOMETRY,387.69343569981174,L3,I1+I3+I7,354,
X_A0_U4_P2_L3_I1+I3+I7_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,88.00438269009979,152.5132816104815,177.1817573075036,104.23999803293353,40661,59.42322862083036,117.52454268426727,139.52324266139428,76.47596790873524,40661,49.04678120360995,114.55771305406915,137.91752567083995,70.83363270599696,90.19776045392331,163.57492839230702,103.1779826773941,130.896644129867,119.91946240496205,75.46663909037332,70.3634345206355,25.564085914302268,45.86263788710713,77.8580036497952,131.96096613845046,nan,nan,nan,1.0,0.25136669794887223,0.9951901726264134,nan,nan,17,268.2205777096102,26.822570594039576,741.8941349241729,A0,U4,P2,T3,position_fusion,-15.640086754501581,-68.2272096031707,-37.02598681503076,188.1412238025961,-13.869528878412297,FUSION_HURTS_GEOMETRY,358.13470873151147,L3,I1+I3+I7,290,
X_A0_U4_P2_L3_I1+I3+I7_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,91.15784173259784,159.94741729920588,188.6101725348874,109.13492665169368,40661,60.6662007139825,122.14253446730947,145.26514079700684,79.32785698763476,40661,51.40037607367617,121.25131807577714,146.38809872930267,74.95013889927037,93.2587614816185,177.36709313103694,105.70923178104616,136.0155484054181,128.97803608123687,79.2177501764001,68.3772197801037,31.69231319993804,49.10213144161432,81.1290711017451,139.39929070224932,nan,nan,nan,1.0,0.17737319054699852,0.7818206901821474,nan,nan,17,221.08156263998762,26.395087618109017,591.1290119284247,A0,U4,P2,T5,position_fusion,-12.579085726806383,-54.43504486444078,-32.131058196270615,141.00220873297351,-10.630035323905105,FUSION_HURTS_GEOMETRY,334.64540364627993,L3,I1+I3+I7,236,
X_A0_U4_P2_L3_I1+I2+I3+I8_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,83.84710950169963,140.8939666552415,158.99911311559472,96.60491815710108,40661,57.780814220186784,111.49825488017913,130.9515322126236,73.08858712999636,40661,45.2033219499383,101.81717496294289,122.24383619634415,63.170947780456245,86.23454434916607,138.1143687302225,91.91571389761026,112.53654242454246,102.4107245150906,74.51543004002043,61.86951000127486,34.746946503791946,21.676938768572597,73.11835703563756,123.35935328385385,nan,nan,nan,1.0,0.8300029661272776,3.1634940088460572,nan,nan,17,235.61893922174806,30.74981118467872,586.8079412241013,A0,U4,P2,T2,position_fusion,-19.603302859258818,-93.68776926525521,-44.66106669086321,155.53958531473396,-38.055227996946826,FUSION_HURTS_GEOMETRY,310.34630024425394,L3,I1+I2+I3+I8,153,
X_A0_U4_P2_L3_I1+I2+I3+I8_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,88.60890428556282,149.62957541025088,173.51989073313482,103.3530927089903,40661,58.856018874306486,115.28653895895586,135.84010984732464,75.41932445896744,40661,50.53671169990116,113.61924338790777,136.22709714334042,70.6667338332977,90.54856415517914,157.36424326584475,99.39571903156869,125.62858234279986,115.17255696189673,76.82406440513518,68.51862387690599,29.606634441623044,44.60884076024749,77.25162971272321,125.8143926430754,nan,nan,nan,1.0,0.27642946397861085,1.0412877217640804,nan,nan,17,262.0798656601353,27.475937245283433,677.1727620830791,A0,U4,P2,T3,position_fusion,-15.289283053245754,-74.43789472963297,-37.91289213897399,182.00051175312117,-15.123326005271934,FUSION_HURTS_GEOMETRY,351.3863756404432,L3,I1+I2+I3+I8,277,
X_A0_U4_P2_L3_I1+I2+I3+I8_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,91.10115985253216,158.20692237661956,185.853664771471,108.31266224101944,40661,60.31268620056138,120.7437753090708,143.04897956092478,78.53670090918398,40661,51.97032027919602,120.23428589369774,145.5976296919307,74.58967362871711,92.90280851714729,170.26265176431423,104.5596638626755,132.18542537048285,128.48637275631955,79.30018660730892,69.33616241909269,28.772619313986638,48.49095404331439,79.3627862428512,136.41263605347046,nan,nan,nan,1.0,0.2052679231728507,0.8455481096551924,nan,nan,17,225.9210544436287,26.682383229484117,620.5160568140435,A0,U4,P2,T5,position_fusion,-12.935038691277597,-61.539486231163494,-32.95332260694485,145.84170053661458,-11.241212722205034,FUSION_HURTS_GEOMETRY,334.88495176685456,L3,I1+I2+I3+I8,238,
X_A0_U4_P2_L4_I0_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,98.79280660458863,173.01104565126803,202.07101520258695,117.59248363479159,40661,67.06359960511499,133.12216529487327,159.71922677853226,87.07264005771793,40661,54.6556964942406,127.70121711264756,154.0249912185991,79.03383807444648,101.17087618534956,189.8535638016225,115.02896288562877,141.4273035489435,141.47931917892458,90.48726295688652,73.40260576070582,36.32340744406821,50.74941559113802,85.1541569264001,142.62742199908172,nan,nan,nan,1.0,0.44528910358196394,1.982126953467545,nan,nan,17,137.81793202019105,26.14188858606343,361.3556949462676,A0,U4,P2,T2,position_fusion,-4.666971023075334,-41.94857419385522,-23.6735012131727,57.73857811317694,-8.982751174381406,FUSION_HURTS_GEOMETRY,289.46688372562016,L4,I0,80,
X_A0_U4_P2_L4_I0_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,95.82854933858663,172.21444596924317,202.53679729484088,116.28937818227557,40661,63.46916359202649,129.71031580558832,155.4538709701954,84.03390024084322,40661,54.56703323477154,130.12243802820808,158.6380037992152,80.38359962288527,98.2719279938452,191.52794100557884,114.77577076910575,144.74471781425348,146.13544571878475,82.780226209331,68.05297108972118,38.28407016468827,51.71160529267493,84.74516534565733,143.72161498993023,nan,nan,nan,1.0,0.04643475632405831,0.22164574748773874,nan,nan,17,160.48108552979699,24.378919966292756,376.4671891696944,A0,U4,P2,T3,position_fusion,-7.565919214579694,-40.27419698989888,-24.97660666568872,80.40173162278288,-8.020561472844491,FUSION_HURTS_GEOMETRY,303.4992698629931,L4,I0,117,
X_A0_U4_P2_L4_I0_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,95.93257725026139,172.7980250750589,203.20766352050657,116.54976631395171,40661,63.53632609668981,130.0695031802259,155.7737184088418,84.13701010186426,40661,54.60423116714105,130.5131113770555,159.11701946042137,80.65241198473572,98.48712493577025,191.66762522529655,114.62369065918836,145.49528042933838,145.63065275272135,82.21439190672993,67.87636480233243,38.18706904063299,51.80685344727709,84.9240670029424,143.69949057442804,nan,nan,nan,1.0,0.02067557485671047,0.09991377587483952,nan,nan,17,159.93440819539975,24.364405350451023,370.5050126903088,A0,U4,P2,T5,position_fusion,-7.350722272654636,-40.134512770181175,-24.716218534012583,79.85505428838565,-7.925313318242331,FUSION_HURTS_GEOMETRY,303.42830622504243,L4,I0,116,
X_A0_U4_P2_L4_I1_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,107.60235324034477,189.23928653360304,216.69714266869684,127.05584154233878,40661,76.26129038988911,156.0819839724838,182.7408769553628,99.30259401316106,40661,53.53677695809665,130.0501415420963,155.0424709413561,79.26021506587787,113.95153024759776,204.25368324596542,127.82808259069438,165.4226445780042,138.7053161077606,104.53987222360965,88.6181976310732,27.251362968364333,48.336969468420904,85.92240309599379,154.01654451252784,nan,nan,nan,1.0,1.0116576450945756,4.227284203130497,nan,nan,17,195.81539873043505,28.338795896332613,375.1838483045971,A0,U4,P2,T2,position_fusion,8.11368303917287,-27.548454749512302,-14.210143305625508,115.73604482342094,-11.39519729709852,FUSION_HURTS_GEOMETRY,346.6795832292006,L4,I1,270,
X_A0_U4_P2_L4_I1_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,95.02370772582314,168.94869434321308,199.3360892767378,114.50551781912203,40661,62.94214291737384,129.23984936819826,154.12274086090443,83.25170701454952,40661,53.78815549502747,126.63419828592635,154.19558336860882,78.617217517468,97.95064353086397,185.58934064024572,112.34137565020208,144.06759336022697,142.83662530394176,81.40998147961815,67.45448601222839,32.14844478378711,51.173159942200925,83.23570190976353,142.8713252415826,nan,nan,nan,1.0,0.12012105334233061,0.5938982158295969,nan,nan,17,177.87996450883472,24.6302791639593,440.64037858438843,A0,U4,P2,T3,position_fusion,-7.887203677560919,-46.212797355232,-26.760467028842257,97.80061060182061,-8.559006823318498,FUSION_HURTS_GEOMETRY,313.00946788223473,L4,I1,160,
X_A0_U4_P2_L4_I1_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,95.43107151610332,171.18065027252106,201.3371360500748,115.60607509698609,40661,63.057520714270176,129.77014385088515,154.60245532291842,83.61038179770667,40661,54.231276503101526,128.7835522546568,157.38435831632785,79.83776459152466,98.0058438065995,190.45399807807127,112.92198282810435,145.95614045952863,144.90387817295323,81.79158264941212,67.6535167969376,36.46237010737707,51.584381391726,84.22514648989181,143.32091346167795,nan,nan,nan,1.0,0.05858871242978862,0.29800326797647114,nan,nan,17,167.13581593719798,24.438708385890095,398.74807542156276,A0,U4,P2,T5,position_fusion,-7.832003401825389,-41.348139917406456,-25.6599097509782,87.05646203018387,-8.147785373793425,FUSION_HURTS_GEOMETRY,307.452004985826,L4,I1,142,
X_A0_U4_P2_L4_I3_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,100.59517610242591,178.54637385201625,205.83694793156903,120.43535523344444,40661,68.96450996089764,144.07775860225908,171.75373151754303,92.60255254946475,40661,53.182976982555374,126.59292777342284,150.13523835160038,77.00287041097607,105.483218693053,193.22568656356054,121.54773142097541,152.66889797865042,141.58203703083154,92.80701672717642,80.27119383106601,32.44230954566899,45.00144852883224,84.80555234498212,145.92677398777988,nan,nan,nan,1.0,0.6113123991033984,2.823295074888889,nan,nan,17,219.45767579080731,30.531118487083234,583.5033196799973,A0,U4,P2,T2,position_fusion,-0.35462851537188556,-38.57645143191718,-20.83062961451985,139.3783218837932,-14.730718236687181,FUSION_HURTS_GEOMETRY,349.2333063082805,L4,I3,275,
X_A0_U4_P2_L4_I3_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,94.59847649485356,167.53386285648958,197.0847009412717,113.85773692913716,40661,62.69442003260535,128.07150771800406,151.84412017082607,82.68962297170323,40661,53.122540997060696,126.77235969521416,153.71745171060843,78.26883486690073,97.86978550255796,186.5172028045796,112.09666611360402,139.48351790400235,137.30125336943183,77.7004857784008,70.43518143902799,33.36774957214112,50.55655422303977,82.56363695529267,141.0928886806443,nan,nan,nan,1.0,0.11409065457093141,0.49252044704209585,nan,nan,17,187.6262474081794,24.70509095955225,475.7134600138854,A0,U4,P2,T3,position_fusion,-7.96806170586693,-45.284935190898125,-27.40824791882713,107.5468935011653,-9.175612542479655,FUSION_HURTS_GEOMETRY,319.7674567814063,L4,I3,186,
X_A0_U4_P2_L4_I3_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,95.20077280123887,170.1916965719991,200.66961631268572,115.25776201514637,40661,62.99808735848743,128.90295463066713,153.55570879620495,83.33288411409058,40661,53.94191724551956,128.96404873894267,156.73912720192607,79.62400473455018,97.7683300457357,188.5588674522434,112.64452617362011,144.8266722404432,141.75539473907276,79.63428080912138,68.5812370918957,35.1408885620159,51.33061115253258,83.80105004761761,142.55070059326755,nan,nan,nan,1.0,0.06007361398434702,0.2677987721508689,nan,nan,17,171.8113724613956,24.48375327674688,413.8796544625152,A0,U4,P2,T5,position_fusion,-8.069517162689195,-43.24327054323433,-26.00822283281792,91.73201855438148,-8.40155561298684,FUSION_HURTS_GEOMETRY,309.6971999532641,L4,I3,150,
X_A0_U4_P2_L4_I4_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,104.94121051083945,180.89666258757975,206.9720680669404,123.13360437928738,40661,73.77448436316212,145.68292446130536,172.84519116698203,94.20741886177977,40661,57.161642744669734,127.40988951586507,153.30074446281492,79.2896384077771,104.62147967001692,193.87290124753804,121.33540183214251,152.00797517932494,138.00923228694705,90.07424806875565,83.50024678849888,36.57456362280527,45.2238922059023,86.3085514858862,147.73122363176265,nan,nan,nan,1.0,0.8197990838137194,3.517824285835715,nan,nan,17,304.05753206438953,28.03158754110865,858.9314792842395,A0,U4,P2,T2,position_fusion,-1.2163675384079653,-37.92923674793968,-18.132380468676914,223.97817815737542,-14.50827455961712,FUSION_HURTS_GEOMETRY,407.9292136546791,L4,I4,360,
X_A0_U4_P2_L4_I4_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,94.60471985030746,166.3333998251619,196.39554608290578,113.48782169699308,40661,62.70586122014115,126.70193523862936,150.3612742973596,82.13333139997856,40661,54.20858002972591,125.82958703315717,152.88093091358724,78.31731319874162,96.36423682853288,185.49866637861743,111.92480636009935,141.9066191871931,136.69939075657754,75.71846190583868,71.36872050425882,33.162884544836686,50.75140721673583,82.4068144769326,141.53857983161507,nan,nan,nan,1.0,0.1325996407442067,0.5709670900569225,nan,nan,17,193.59576589159747,24.7719989701082,485.5988008995647,A0,U4,P2,T3,position_fusion,-9.473610379892008,-46.30347161686029,-27.77816315097121,113.51641198458336,-8.980759548783595,FUSION_HURTS_GEOMETRY,322.1815097935351,L4,I4,195,
X_A0_U4_P2_L4_I4_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,95.12732273130405,169.6775132366159,200.15020267398427,115.03148449203643,40661,62.83356449302264,128.4738939748785,152.94666148681904,83.03829559644805,40661,54.38347210933762,128.38352760420958,156.52296805386163,79.60454691082998,97.28366904794265,188.52633834719143,113.60483859339477,145.0887977750706,142.09011134133095,78.69419955695952,69.70766041275894,35.59116236539472,51.380383995199225,83.70881099505618,142.48130145087578,nan,nan,nan,1.0,0.06614740579520288,0.29230702332608516,nan,nan,17,173.76150565571578,24.49891993613238,416.61554128235684,A0,U4,P2,T5,position_fusion,-8.554178160482238,-43.275799648286295,-26.234500355927864,93.68215174870167,-8.351782770320199,FUSION_HURTS_GEOMETRY,310.5911334260603,L4,I4,154,
X_A0_U4_P2_L4_I7_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,110.08517003750765,191.2398273824518,220.24111268830669,131.2370675454035,40661,77.4035644818456,150.005602388124,176.25699915747518,98.15544741705668,40661,59.71681912262784,138.78431176991,165.8688866731818,87.11300729669608,115.40178056151098,202.47468704065983,128.2430510257081,154.52848088308656,146.15526248847135,106.29095805221671,86.70800113411994,40.62518458191613,46.818760284629036,85.04700126147716,150.1097575315356,nan,nan,nan,1.0,0.928967202516779,3.8274134502989132,nan,nan,17,244.02640366075715,28.715688005611128,458.8176964618526,A0,U4,P2,T2,position_fusion,9.563933353086085,-29.32745095481789,-10.028917302560785,163.94704975374304,-12.913406480890387,FUSION_HURTS_GEOMETRY,380.49578373058637,L4,I7,347,
X_A0_U4_P2_L4_I7_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,95.21284229577257,168.98885827114827,199.72611721059639,115.09204157926735,40661,63.326162970644354,128.35908155299833,152.3574702430366,83.0668512319919,40661,54.59379503407166,128.39466010941464,155.71483947147976,79.6622637218271,96.37315335031136,188.14249534946364,111.31793705098119,143.19129418391145,141.42988647838507,77.46020031712544,64.18683336436024,34.2139408202554,51.034181644766335,83.06143066570391,143.0355838355683,nan,nan,nan,1.0,0.13701426834500444,0.5742259498755775,nan,nan,17,180.50987827331056,26.349477549854043,448.5888965931328,A0,U4,P2,T3,position_fusion,-9.464693858113534,-43.65964264601408,-26.173943268696945,100.43052436629645,-8.697985120753088,FUSION_HURTS_GEOMETRY,314.09703233632416,L4,I7,165,
X_A0_U4_P2_L4_I7_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,95.57300618648668,170.9815087935545,201.54163388738954,115.78748397163952,40661,63.08728841645318,129.26825480461557,153.86441015636817,83.51487085529065,40661,54.618212602379344,129.4331115364057,157.84854353001947,80.1997991924344,98.31571504432074,190.70509644137252,114.13361882934014,144.4580399209932,145.2231556154931,80.42595788687814,66.81785737284167,36.77713659724225,51.53408483152066,84.09680797663363,143.4495244804432,nan,nan,nan,1.0,0.06757536172309964,0.29031656424593727,nan,nan,17,168.20822491551982,24.49674389356261,400.03526308559975,A0,U4,P2,T5,position_fusion,-7.52213216410415,-41.0970415541052,-25.478500876324773,88.12887100850571,-8.198081933998765,FUSION_HURTS_GEOMETRY,308.57529865542534,L4,I7,146,
X_A0_U4_P2_L4_I8_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,107.3340124354971,195.4357081964064,229.47539625509157,131.99446664629053,40661,76.93394179409181,159.3746286355169,187.24133163832073,103.14938415123794,40661,54.61206466056865,135.16257630700886,165.38775409333334,82.35741481165522,108.10650395250181,198.96407219507267,121.61613166301171,163.2801819903396,137.40882936128014,98.12738683932184,79.76747652994379,50.61819082839452,44.169837560171686,87.22103518036056,150.52284647454883,nan,nan,nan,1.0,1.183379411838547,4.693104385606782,nan,nan,17,195.2111981292527,29.78627657493456,551.4288528690689,A0,U4,P2,T2,position_fusion,2.268656744076921,-32.83806580040505,-9.271518201673757,115.13184422223858,-15.562329205347737,FUSION_HURTS_GEOMETRY,336.47668669134,L4,I8,241,
X_A0_U4_P2_L4_I8_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,93.31696905505602,166.92026075352175,195.66762983541685,112.88477786803396,40661,62.804499703336724,128.00419360542156,151.6262229049643,82.38106740957596,40661,52.10719602715676,124.6749305030985,151.9967563041772,77.17728167520718,95.31398492015299,182.88873099600423,110.93131977002432,144.4173778969996,134.6554721433447,83.2608626516599,70.91253552658362,31.971595806937557,50.51519195560073,82.22827968796366,140.86206411466728,nan,nan,nan,1.0,0.17141271639497604,0.7356288599715658,nan,nan,17,180.32220033804413,26.2794785880169,407.0734005038862,A0,U4,P2,T3,position_fusion,-10.5238622882719,-48.913406999473494,-28.381206979930326,100.24284643103002,-9.216974809918696,FUSION_HURTS_GEOMETRY,310.80817698318566,L4,I8,156,
X_A0_U4_P2_L4_I8_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,94.34284972368967,169.54398908562288,199.47942499631222,114.53864943548561,40661,62.76769464699416,128.7787432048145,153.06733574448074,82.95116395598956,40661,53.50615724424836,127.71661980545457,155.8775080723591,78.98231835576622,96.0891825103472,187.431939583016,112.4331816120328,146.54626879523687,140.7294663194932,79.74458405511061,70.20453114378354,33.94816819498925,51.308734841432994,83.51248576898706,142.80845745891406,nan,nan,nan,1.0,0.0910166445311048,0.3824736632764375,nan,nan,17,171.21597271888695,24.548201400263224,402.6029210959151,A0,U4,P2,T5,position_fusion,-9.74866469807769,-44.37019841246172,-26.72733541247868,91.13661881187284,-8.42343192408643,FUSION_HURTS_GEOMETRY,307.1959096883401,L4,I8,137,
X_A0_U4_P2_L4_I1+I3+I7_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,104.538506802465,183.8553244260257,209.94727568289338,123.30424541607617,40661,77.49463376013017,155.34608189748624,183.85894931359493,99.68466538843872,40661,50.27116517551099,118.45930171676719,143.37775944403666,72.5734415886621,105.32788247365903,198.26276028804187,123.38065616643235,166.83900187658404,123.69988507977135,97.41370823649845,86.53070691317498,33.22643425110084,34.20629481568403,87.9702120593491,157.53443118378036,nan,nan,nan,1.0,1.09416583532061,4.748496666414591,nan,nan,17,151.10328544057404,29.07875037560558,420.0081145992581,A0,U4,P2,T2,position_fusion,-0.5099647347658589,-33.53937770743585,-17.96173943188812,71.02393153355993,-25.52587194983539,FUSION_HURTS_GEOMETRY,297.59529579071756,L4,I1+I3+I7,96,
X_A0_U4_P2_L4_I1+I3+I7_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,91.95021366466693,160.08231781100304,188.2954320035635,109.42001684212187,40661,61.91290896050384,124.30091544516924,147.86521338099968,80.78913858874661,40661,50.942123506474616,118.73972927712578,144.5066369004919,73.7960376430776,94.43034226205285,170.24805268225182,108.12573416185363,139.70717267991608,125.69106828094593,82.90931496360977,78.03141862906725,29.565371537382475,48.62490990002115,82.97781119722728,140.15767615991683,nan,nan,nan,1.0,0.24253978073702778,1.005552369773083,nan,nan,17,213.71219485900087,26.62701806239852,535.5013573125158,A0,U4,P2,T3,position_fusion,-11.407504946372043,-61.5540853132259,-31.845968005842423,133.63284095198676,-11.107256865498272,FUSION_HURTS_GEOMETRY,327.92815205215214,L4,I1+I3+I7,214,
X_A0_U4_P2_L4_I1+I3+I7_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,93.13999964175888,165.06578520002702,194.7912313135441,112.22692540613944,40661,61.96154665792719,126.3687242797662,150.217295480301,81.67850897343673,40661,52.642846736160664,124.3285860734602,150.95217771862622,76.96430314107575,96.4877600056585,178.6732653403384,110.08592777891596,140.18488955748575,136.66284689034393,81.36218268518617,72.81478079498365,32.822202392725444,50.42302080410519,82.1422371706904,140.84220771019343,nan,nan,nan,1.0,0.15026487639817804,0.6058437218142594,nan,nan,17,188.51763508027162,26.359873441045124,472.94511119520354,A0,U4,P2,T5,position_fusion,-9.350087202766389,-53.12887265513933,-29.039059441824847,108.43828117325751,-9.309145961414231,FUSION_HURTS_GEOMETRY,316.19725783301965,L4,I1+I3+I7,176,
X_A0_U4_P2_L4_I1+I2+I3+I8_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,103.1160373864983,193.98404065024482,228.74770697416216,129.16124442601466,40661,66.78174604297766,143.8481212982877,174.91594874638517,91.47666188626286,40661,63.30206770374798,142.5420045809101,170.05227552670135,91.18468836281151,110.18199204821313,179.7660495583916,119.88955598115322,128.46733541948754,140.59574802667927,98.93333748948329,72.83078204293815,47.284778158997426,33.54189817777802,83.69285078322133,150.4590797462085,nan,nan,nan,1.0,1.1579443505539626,4.693999398194962,nan,nan,17,280.40611783780486,29.58637343264388,688.3462042367491,A0,U4,P2,T2,position_fusion,4.3441448397882425,-52.036088437086136,-12.104740421949629,200.32676393079075,-26.1902685877414,FUSION_HURTS_GEOMETRY,386.1553409690026,L4,I1+I2+I3+I8,351,
X_A0_U4_P2_L4_I1+I2+I3+I8_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,92.24649141145919,158.9962259602457,186.5223902389158,109.20158017120788,40661,59.961584578340144,118.77557932574209,141.53913043220246,77.67979251087408,40661,54.818751452544234,122.98132404326259,146.90879385703045,76.75177488082144,95.07740674950085,174.79828354784212,105.69635922955332,128.05029031486973,129.30086159657986,77.85155474890651,67.35431067220776,36.670195620938784,47.72270192729806,79.84285499690998,135.7618794786538,nan,nan,nan,1.0,0.2675176610117463,1.1102893466268644,nan,nan,17,217.79317823750094,26.167643063951175,590.7292011874267,A0,U4,P2,T3,position_fusion,-10.760440458924037,-57.003854447635604,-32.06440467675641,137.71382433048683,-12.009464838221362,FUSION_HURTS_GEOMETRY,332.57338172114527,L4,I1+I2+I3+I8,230,
X_A0_U4_P2_L4_I1+I2+I3+I8_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,93.12129622503632,163.60107937714722,193.43288949819154,111.65641161926901,40661,61.02655932656613,123.12262910504566,146.33152703498777,79.97168417806893,40661,54.241752538930086,125.25651079429485,151.46027493839915,77.92101119348253,96.08460812013945,182.20961049429982,108.87668980173471,136.19558536945513,134.8619497872016,79.53953132303559,69.72788530577438,35.64898079033736,49.98894908179048,82.6774415618852,141.88699911770885,nan,nan,nan,1.0,0.17442144659736347,0.7504206829821833,nan,nan,17,197.98959483836785,25.065138340451767,517.794082722213,A0,U4,P2,T5,position_fusion,-9.75323908828544,-49.5925275011779,-29.609573228695282,117.91024093135374,-9.743217683728943,FUSION_HURTS_GEOMETRY,323.4451627208971,L4,I1+I2+I3+I8,199,
X_A0_U4_P2_L5_I0_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,93.12558349938973,158.8897034152402,183.61496277610692,108.6415571692282,40661,61.76828894878644,121.32682451895553,144.60678633160316,79.08261611840703,40661,53.38596662741065,119.30865666283626,142.97244212279668,74.4911254581601,97.85280838401027,174.15379398672573,107.64155181832422,129.93105414006968,122.85993088336943,75.61949839055647,67.05540634825581,34.221029101009776,46.34893916388168,78.0900807203202,133.14508484531996,nan,nan,nan,1.0,0.3099908370327591,1.3508312544037167,nan,nan,17,267.01967900843056,27.04718908490588,731.1085009168975,A0,U4,P2,T2,position_fusion,-7.985038824414616,-57.64834400875199,-32.6244276787361,186.94032510141645,-13.383227601637742,FUSION_HURTS_GEOMETRY,368.8948811672065,L5,I0,334,
X_A0_U4_P2_L5_I0_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,94.30529213549657,167.8175931544806,197.6310166079947,113.87108417468431,40661,62.15322432273083,127.44863219280342,151.2498683388352,82.1699317574803,40661,54.065932316729686,127.01097113138576,154.56143040533175,78.83353427374085,96.56436763771046,186.57957444875785,111.07632415027027,140.33207845850256,139.71894706979293,79.25655240012921,67.4831693929948,36.36196213026642,50.94971333303309,83.01026959304576,141.71882175474525,nan,nan,nan,1.0,0.06625579251939608,0.28111576852305864,nan,nan,17,183.840641513499,24.61982638879988,453.7666532470573,A0,U4,P2,T3,position_fusion,-9.273479570714429,-45.22256354671987,-27.394900673279977,103.7612876064849,-8.782453432486335,FUSION_HURTS_GEOMETRY,316.0305244207416,L5,I0,175,
