method,tag_method,layout,keep_k,repeats,elapsed_s,repeat_batch,roto_tracks_ok,solved_total,turn_center_rms_3d_mm_median,turn_center_p95_3d_mm_median,circle_thickness_rms_mm_median,radius_mm_median,turn_count_median
T1_CUDA_REPLAY,T1,v3-full,8,1,5.475316886000201,1000,34.0,38457.0,13.945005458392274,24.497130636749063,83.35031770507985,577.0421740104455,23.0
T1_CUDA_REPLAY,T1,v3-full,7,5000,118.47679130500046,1000,34.0,40811.0,22.50562199850261,37.34529466668558,116.16052298379236,579.6607700337436,23.0
T1_CUDA_REPLAY,T1,v3-full,6,5000,122.47159071899932,1000,34.0,40811.0,34.475713620299125,57.46990071779996,145.71908776314476,584.2917603528468,23.0
T1_CUDA_REPLAY,T1,v3-full,5,5000,124.02855363399885,1000,34.0,40811.0,48.96940337206992,82.66865702432523,183.63184546915488,594.0637473779466,23.0
T1_CUDA_REPLAY,T1,v3-full,4,5000,128.55421620800007,1000,34.0,40811.0,78.47049468878237,133.24147226561342,244.74808621190306,621.1161741255548,23.0
