row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L17:I1+I3+I7:T6,simulate_imu_prior,0.6349612110061571,,,,
R4:L17:I1+I3+I7:T6,cpu_golden,22.779908215001342,,,,
R4:L17:I1+I3+I7:T6,torch_gpu,2.5782375409908127,0,1,2.5782375409908127,2.5782375409908127
R4:L17:I1+I3+I7:T8,simulate_imu_prior,0.8519929139874876,,,,
R4:L17:I1+I3+I7:T8,cpu_golden,20.602584369000397,,,,
R4:L17:I1+I3+I7:T8,torch_gpu,1.9781596719985828,0,1,1.9781596719985828,1.9781596719985828
R4:L17:I1+I2+I3+I8:T6,simulate_imu_prior,0.5728815480106277,,,,
R4:L17:I1+I2+I3+I8:T6,cpu_golden,20.246434707005392,,,,
R4:L17:I1+I2+I3+I8:T6,torch_gpu,2.018571085995063,0,1,2.018571085995063,2.018571085995063
R4:L17:I1+I2+I3+I8:T8,simulate_imu_prior,0.5542098699952476,,,,
R4:L17:I1+I2+I3+I8:T8,cpu_golden,20.584763029997703,,,,
R4:L17:I1+I2+I3+I8:T8,torch_gpu,2.2467861119948793,0,1,2.2467861119948793,2.2467861119948793
