config,mean_signed_error_x,mean_signed_error_y,mean_signed_error_z,mean_signed_error_magnitude,structured_bias_index,mean_error_direction_resultant,median_3d,rmse_3d
V4+C_V4,23.462414748778546,-23.41258087218146,-1.0726134466196593,33.16299667620536,1.323985542382701,0.48568163688274696,57.920957094097346,74.37189349158585
V5+C_V5,17.383448646433582,-19.553889464168602,5.428714572524288,26.72096221938976,1.3543333635874528,0.3442830569778508,67.84873089032392,82.79872650778267
