config,metric,slope,intercept,r2,p_value
V4+C_V4,vert_vs_height,31.953508822931187,-54.70949980538235,0.10530267132565756,0.12184353147158138
V4+C_V4,horiz_vs_centroid,18.187222791547995,24.631469964798853,0.07800649771591071,0.186265176445373
V5+C_V5,vert_vs_height,76.94273729548732,-94.91558526351399,0.4133355941954716,0.0007031539039861287
V5+C_V5,horiz_vs_centroid,15.435145281243171,25.031641334003083,0.0520130849986908,0.2837916106785079
