sweep,conn_id,peer_name,tag_id,plan,pmode,quality_flag_percent,targets,statuses,qualities
94,,BSDC91,,cal_roto,5,81,"A,C,E,G","ok,ok,ok,ok","50,100,75,100"
95,,BSDC91,,cal_roto,5,82,"C,A,E,G","ok,ok,ok,ok","100,52,76,100"
96,,BSDC91,,cal_roto,5,83,"C,A,E,G","ok,ok,ok,ok","100,55,77,100"
97,,BSDC91,,cal_roto,5,83,"A,C,E,G","ok,ok,ok,ok","57,100,78,100"
98,,BSDC91,,cal_roto,5,85,"A,C,E,G","ok,ok,ok,ok","60,100,80,100"
99,,BSDC91,,cal_roto,5,85,"A,C,G,E","ok,ok,ok,ok","61,100,100,80"
100,,BSDC91,,cal_roto,5,86,"A,C,G,E","ok,ok,ok,ok","63,100,100,81"
101,,BSDC91,,cal_roto,5,86,"A,C,E,G","ok,ok,ok,ok","65,100,82,100"
102,,BSDC91,,cal_roto,5,87,"A,C,E,G","ok,ok,ok,ok","66,100,83,100"
103,,BSDC91,,cal_roto,5,88,"C,A,E,G","ok,ok,ok,ok","100,68,84,100"
104,,BSDC91,,cal_roto,5,88,"C,A,E,G","ok,ok,ok,ok","100,69,84,100"
105,,BSDC91,,cal_roto,5,88,"A,C,E,G","ok,ok,ok,ok","70,100,85,100"
106,,BSDC91,,cal_roto,5,89,"A,C,E,G","ok,ok,ok,ok","71,100,85,100"
107,,BSDC91,,cal_roto,5,89,"A,C,G,E","ok,ok,ok,ok","72,100,100,86"
108,,BSDC91,,cal_roto,5,89,"A,C,G,E","ok,ok,ok,ok","73,100,100,86"
109,,BSDC91,,cal_roto,5,90,"A,C,E,G","ok,ok,ok,ok","74,100,87,100"
110,,BSDC91,,cal_roto,5,90,"A,C,E,G","ok,ok,ok,ok","75,100,87,100"
111,,BSDC91,,cal_roto,5,91,"C,A,E,G","ok,ok,ok,ok","100,76,88,100"
112,,BSDC91,,cal_roto,5,91,"C,A,E,G","ok,ok,ok,ok","100,77,88,100"
113,,BSDC91,,cal_roto,5,91,"A,C,E,G","ok,ok,ok,ok","78,100,89,100"
114,,BSDC91,,cal_roto,5,92,"A,C,E,G","ok,ok,ok,ok","80,100,90,100"
115,,BSDC91,,cal_roto,5,92,"A,C,G,E","ok,ok,ok,ok","80,100,100,90"
116,,BSDC91,,cal_roto,5,91,"A,C,G,E","ok,ok,ok,timeout","81,100,100,86"
117,,BSDC91,,cal_roto,5,90,"A,C,E,G","ok,ok,ok,timeout","82,100,86,95"
118,,BSDC91,,cal_roto,5,91,"A,C,E,G","ok,ok,ok,ok","83,100,87,95"
119,,BSDC91,,cal_roto,5,92,"C,A,E,G","ok,ok,ok,ok","100,84,88,96"
120,,BSDC91,,cal_roto,5,92,"C,A,E,G","ok,ok,ok,ok","100,84,88,96"
121,,BSDC91,,cal_roto,5,92,"A,C,E,G","ok,ok,ok,ok","85,100,88,96"
122,,BSDC91,,cal_roto,5,92,"A,C,E,G","ok,ok,ok,ok","85,100,89,96"
123,,BSDC91,,cal_roto,5,92,"A,C,G,E","ok,ok,ok,ok","86,100,96,89"
124,,BSDC91,,cal_roto,5,93,"A,C,G,E","ok,ok,ok,ok","86,100,96,90"
125,,BSDC91,,cal_roto,5,93,"A,C,E,G","ok,ok,ok,ok","87,100,90,96"
126,,BSDC91,,cal_roto,5,93,"A,C,E,G","ok,ok,ok,ok","87,100,90,96"
127,,BSDC91,,cal_roto,5,95,"C,A,E,G","ok,ok,ok,ok","100,88,94,100"
128,,BSDC91,,cal_roto,5,95,"C,A,E,G","ok,ok,ok,ok","100,88,94,100"
129,,BSDC91,,cal_roto,5,95,"A,C,E,G","ok,ok,ok,ok","89,100,94,100"
130,,BSDC91,,cal_roto,5,96,"A,C,E,G","ok,ok,ok,ok","90,100,95,100"
131,,BSDC91,,cal_roto,5,96,"A,C,G,E","ok,ok,ok,ok","90,100,100,95"
132,,BSDC91,,cal_roto,5,96,"A,C,G,E","ok,ok,ok,ok","90,100,100,95"
133,,BSDC91,,cal_roto,5,96,"A,C,E,G","ok,ok,ok,ok","91,100,95,100"
134,,BSDC91,,cal_roto,5,96,"A,C,E,G","ok,ok,ok,ok","91,100,95,100"
135,,BSDC91,,cal_roto,5,97,"C,A,E,G","ok,ok,ok,ok","100,92,96,100"
136,,BSDC91,,cal_roto,5,97,"C,A,E,G","ok,ok,ok,ok","100,92,96,100"
137,,BSDC91,,cal_roto,5,97,"A,C,E,G","ok,ok,ok,ok","92,100,96,100"
138,,BSDC91,,cal_roto,5,97,"A,C,E,G","ok,ok,ok,ok","92,100,96,100"
139,,BSDC91,,cal_roto,5,97,"A,C,G,E","ok,ok,ok,ok","93,100,100,96"
140,,BSDC91,,cal_roto,5,97,"A,C,G,E","ok,ok,ok,ok","93,100,100,96"
141,,BSDC91,,cal_roto,5,97,"A,C,E,G","ok,ok,ok,ok","93,100,96,100"
142,,BSDC91,,cal_roto,5,96,"A,C,E,G","ok,ok,timeout,ok","93,100,93,100"
143,,BSDC91,,cal_roto,5,95,"C,A,E,G","ok,ok,ok,timeout","100,94,94,94"
144,,BSDC91,,cal_roto,5,95,"C,A,E,G","ok,ok,ok,ok","100,94,94,94"
145,,BSDC91,,cal_roto,5,95,"A,C,E,G","ok,ok,ok,ok","94,100,94,94"
146,,BSDC91,,cal_roto,5,96,"A,C,E,G","ok,ok,ok,ok","95,100,95,95"
147,,BSDC91,,cal_roto,5,96,"A,C,G,E","ok,ok,ok,ok","95,100,95,95"
148,,BSDC91,,cal_roto,5,96,"A,C,G,E","ok,ok,ok,ok","95,100,95,95"
149,,BSDC91,,cal_roto,5,96,"A,C,E,G","ok,ok,ok,ok","95,100,95,95"
150,,BSDC91,,cal_roto,5,96,"A,C,E,G","ok,ok,ok,ok","95,100,95,95"
151,,BSDC91,,cal_roto,5,97,"C,A,E,G","ok,ok,ok,ok","100,96,96,96"
152,,BSDC91,,cal_roto,5,97,"C,A,E,G","ok,ok,ok,ok","100,96,96,96"
