peer_name,sweep,x_mm,y_mm,z_mm,used_anchors,median_abs_residual_mm,p80_abs_residual_mm,rms_residual_mm,median_quality_percent
BS9336,10522,1377.0676178008873,2292.3520840226815,897.5832432651107,8,28.81669426658368,50.219330478733916,56.07762791814643,100.0
BS9336,10523,1493.8343738017836,2216.829171777572,883.9139720171786,8,24.157092431609954,58.295528594601194,64.008904245099,100.0
BS9336,10524,1442.5742328634847,2234.187658240781,945.367542399514,8,48.977022165764765,63.148188361398574,75.29989468406806,100.0
BS9336,10525,1442.5883667318442,2260.6723451461344,999.5194474920133,8,25.15668972096637,70.14760730510955,52.54535002865977,100.0
BS9336,10526,1347.3708713181388,2278.848502509501,905.0518959169444,8,35.689690667112245,62.8587373282475,46.9339414766522,100.0
BS9336,10527,1364.474594145506,2293.5403114136984,923.8708291551728,8,37.23204987000304,46.20853079832596,35.158069977520874,100.0
BS9336,10528,1442.6035836138885,2231.2222969000477,957.2681199735509,8,22.76644272646513,54.8569754240879,55.804103704064055,100.0
BS9336,10529,1344.8048800464956,2284.004103834924,822.2191083573509,8,29.131555267551903,57.02508075675706,50.52384507941647,100.0
BS9336,10530,1412.6739254404256,2266.3701704663895,946.2509041812198,8,23.728785168302466,34.15757582607739,28.718497634362745,100.0
BS9336,10531,1353.5488028205243,2277.923650678786,943.099398688968,8,21.67589442034432,37.310732275100975,27.542466112357033,100.0
BS9336,10532,1407.816482620066,2270.9580831212206,974.5240108288175,8,41.127942794171986,55.782298957468726,62.2932083957468,100.0
BS9336,10533,1368.2680881258073,2289.4942309576127,772.0948751089827,8,38.49738477996061,112.15892565962461,90.85463750953085,100.0
BS9336,10534,1336.718117176589,2261.2601893503947,847.0573475383702,8,39.142270439839194,54.615932245609116,50.07817476966248,100.0
BS9336,10535,1348.4803091111703,2284.72550817218,851.9573026854549,8,33.87759450145404,53.584532858874994,71.08845043411192,100.0
BS9336,10536,1449.6643176234734,2235.902859430995,947.394440130685,8,39.33651515596216,53.77992288073957,53.82538054068657,100.0
BS9336,10537,1423.4099777119318,2253.3753043451234,1050.4525514247866,8,38.980920233330835,69.99857426034343,63.04104481313661,100.0
BS9336,10538,1377.9715959181947,2263.65313371215,823.0190168396484,8,37.595595741458055,78.30605390790879,57.391096220117106,100.0
BS9336,10539,1421.5696220422453,2293.0911644070266,921.6205241948406,8,32.38472068512692,50.37121839736001,37.71134702856479,100.0
BS9336,10540,1409.3346293955774,2259.4920540214644,899.7186487200788,8,29.12474078724972,83.66622026824007,58.918496213567096,100.0
BS9336,10541,1384.518780327961,2268.0986964823255,912.7314423267235,8,31.38784101578767,54.07957299679148,47.073936051185825,100.0
BS9336,10542,1354.3172159383244,2228.0747841464663,846.4141669642355,8,30.685035799529714,54.12996986936679,62.29347014153796,100.0
BS9336,10543,1377.2974907611417,2277.5493232976773,855.0256443470394,8,36.23724752272142,68.71918999036562,52.68670911419488,100.0
BS9336,10544,1405.8902954905382,2283.6441694469722,883.3524743645552,8,25.136617293233257,81.31142021986855,62.015529708237736,100.0
BS9336,10545,1409.2288548766217,2243.2567349383503,951.8660232183524,8,22.022908250319233,52.12773553244743,48.85834226225612,100.0
BS9336,10546,1396.6458718712167,2222.8592551591896,808.684998843313,8,33.93717638345015,125.24451679491524,91.42594265829683,100.0
BS9336,10547,1423.651950858189,2223.9651796118837,941.5635437323787,8,26.11590610991925,62.184999537539184,51.12710969522214,100.0
BS9336,10548,1486.4625629547813,2230.9199984959832,970.263402073832,8,44.053268854370344,64.63401710853806,50.002526247813705,100.0
BS9336,10549,1404.9535881860977,2247.0664239716534,855.2525413190301,8,38.224615155723086,80.2567901719269,57.72628903037356,100.0
BS9336,10550,1422.40620230463,2235.5953426433707,888.0625278526021,8,40.519818652066306,64.40329452635343,60.25929682720373,100.0
BS9336,10551,1457.2794100513602,2198.7026578198847,830.0203884283992,8,29.924951925642745,106.37084659359826,77.10120279576502,100.0
BS9336,10552,1337.672019786431,2250.4557240029003,970.176542121794,8,24.550070377654947,43.085888553390134,59.07156439393838,100.0
BS9336,10553,1381.860569177861,2276.8398163230636,1002.6306426394057,8,9.522930864809268,25.95655714662272,40.073202702306226,100.0
BS9336,10554,1342.9168369360111,2250.9819602204343,997.8404818619482,8,33.36908244123924,74.55846264917066,67.03138272053558,100.0
BS9336,10555,1374.6148293229342,2265.2579364922744,844.8496458073685,8,29.01127349554031,61.36457008567797,51.48766264658911,100.0
BS9336,10556,1367.6404932546156,2244.838078443108,973.4370475393156,8,29.21852657504928,50.10568444368492,50.40594101047215,100.0
BS9336,10557,1411.4711058450239,2266.218400383513,911.1911236705491,8,35.41278061110938,80.62161325918372,78.25766436293048,100.0
BS9336,10558,1430.6903402669307,2260.5513994240296,942.7856204834204,8,15.010921606443844,42.55270167987675,38.863277009021914,100.0
BS9336,10559,1382.5958712453519,2288.5833210524265,870.0793531472228,8,19.632988643224508,35.47177480896044,38.29498398342966,100.0
BS9336,10560,1401.0069882483724,2267.367814338789,964.4436611964869,8,30.835180034481027,56.80583327900442,45.74889204731439,100.0
BS9336,10561,1424.9362119008445,2255.2913433259955,943.3096874702723,8,38.04330511655053,67.08542806467132,50.68699371310034,100.0
BS9336,10562,1475.2578373856827,2227.401931674885,911.6971774888653,8,42.92203885482809,73.16835467316025,58.47146190568661,100.0
BS9336,10563,1373.9039697751903,2251.0842478733753,806.2878735165339,8,56.7287196826519,89.41166015081872,73.29864539546038,100.0
BS9336,10564,1397.537525097366,2276.182005654104,939.6644011378363,8,35.28248069134747,86.4868461161843,72.71615130610573,100.0
BS9336,10565,1373.0180288046784,2258.4587579766317,920.1203492770844,8,34.1729396230387,56.93925961704709,50.12788169259951,100.0
BS9336,10566,1439.3976615504112,2282.935343636662,916.5859408742984,8,14.027330912934076,33.72859391324209,28.35300528061362,100.0
BS9336,10567,1381.2721674979387,2250.413820295505,925.5280753297293,8,23.366717486462903,38.97593742784539,46.19424688897044,100.0
BS9336,10568,1423.3489985459978,2241.330236255911,939.5256162023554,8,35.57306231444363,50.44989624240034,39.02376519845749,100.0
BS9336,10569,1397.260773044749,2274.724104860243,838.8702968303812,8,31.981187042452575,72.95559775931791,52.65832442282495,100.0
BS9336,10570,1400.469078205826,2252.0172785251693,943.5372959799382,8,34.436851829412944,57.580589613147474,49.90824567743989,100.0
BS9336,10571,1422.6439112728256,2253.387269752386,951.1255805716531,8,30.268286432983587,37.966278215416246,37.655954104619575,100.0
BS9336,10572,1331.6767905891277,2271.0604356127146,869.8063300800343,8,57.791770686922064,79.1608108429702,62.377741822398015,100.0
BS9336,10573,1395.1132751375055,2236.5987058877527,706.5313010599718,8,26.961344498141216,78.40807937458258,80.19229053603969,100.0
BS9336,10574,1406.8017285202152,2264.089264721429,1033.6192071343446,8,21.692967977371154,79.03364591323866,92.52726735052595,100.0
BS9336,10575,1412.8814160342438,2249.479559396256,859.8109564343631,8,44.06679359424811,87.387840611652,64.80662695358922,100.0
BS9336,10576,1506.403805335268,2207.6384758659465,798.6301155411834,8,33.97813908299145,121.82836527356162,97.02730905237024,100.0
BS9336,10577,1470.4939554496011,2204.888849208503,1297.280714587921,8,46.08036987812193,162.50412085061762,106.81990224906568,100.0
BS9336,10578,1533.1380868757553,2130.1386374064314,1375.21123971091,8,36.137026913100954,76.51679001360408,176.41936420978763,100.0
BS9336,10579,1414.2349494569685,1954.7417674254423,1572.1920668260964,8,34.49142799564743,96.10272163084777,88.1208179976772,100.0
BS9336,10580,1420.8752465913803,1952.1773589128943,1467.018847180891,8,14.486453015752204,26.025919089340643,19.523905238191603,100.0
BS9336,10581,1390.448048979123,1853.0128444800437,1627.4153229508702,7,18.918448515001728,51.62593545843102,48.58155010326431,100.0
BS9336,10582,1259.5977336942904,1875.9653090965446,1563.732546786046,8,51.58093818230441,98.83773312220859,76.37026833399013,100.0
BS9336,10583,1203.6875440245608,1807.8606626149995,1624.375578531441,8,18.711209065983212,148.39804205975744,100.85955536299565,100.0
BS9336,10584,1260.398054427254,1698.1794200682732,1519.8726447665954,8,19.445699994730376,61.016404263048386,72.81541240126981,100.0
BS9336,10585,1304.231045325917,1593.7734480656059,1504.8702192786577,8,49.92934343039997,95.70280887621661,75.28975901781436,100.0
BS9336,10586,1223.8172020503896,1497.4552997552282,1510.210238125017,8,25.47684495762303,32.99832930555031,27.129385290209964,100.0
BS9336,10587,1255.9278655794674,1534.4960698491589,1884.6803427259824,8,21.61082360910791,196.2806418504038,132.77027530532803,100.0
BS9336,10588,1251.5508513071738,1386.9408664782732,2111.239995042713,7,193.73151411258732,277.3909271673571,221.3840760778443,100.0
BS9336,10589,1444.542374329889,1488.6499957103613,1858.8543077126037,8,51.5657029716408,250.88868914431674,227.89976072805774,100.0
BS9336,10590,1708.4240924676355,1357.4612393301002,1878.6431516908115,8,79.84512016915323,136.68176225473417,122.64964969549112,100.0
BS9336,10591,1812.0357487347646,1326.7613451617765,1877.2530627347023,8,22.875364468338603,117.45511629275792,86.22085280361829,100.0
BS9336,10592,2039.8237190474981,1397.1213907565157,1921.8070684045174,8,35.73551023084838,57.53836148072669,55.169535005452566,100.0
BS9336,10593,2415.5496507064863,1508.5538062253727,1938.3629284317967,8,20.432118083566706,69.77430200128167,88.21525157138711,100.0
BS9336,10594,2488.011784289315,1645.69423731085,1573.6757741823258,8,22.351215805392485,79.17344324499567,60.65190065791828,100.0
BS9336,10595,2590.735113461975,1640.5073326138704,1400.2253641396064,8,34.5457117030835,88.69449464150068,73.00177730276341,100.0
BS9336,10596,2783.5522777661295,1778.869766143372,1239.71149709185,8,30.33636682331303,112.08685852157454,110.90530566645589,100.0
BS9336,10597,3038.8869677865105,1983.9708921581118,954.6780870812264,8,53.59248168830459,217.7469718554734,164.44486737230477,100.0
BS9336,10598,2737.9980349094403,2132.3187527582827,1802.3827652124655,8,55.29060012932382,271.6910909208323,211.0794412282118,100.0
BS9336,10599,2869.248354333604,2081.6480704691144,1329.6999699874937,7,18.633926009316838,113.4374836466897,75.99753415542739,100.0
BS9336,10600,2822.528922022669,2175.253366942029,1198.8589950839994,8,22.60913565976125,44.18690885732722,40.24249684463359,100.0
BS9336,10601,2730.1826113746765,2125.766097570512,1127.5983439182282,8,48.56904966958746,121.8938817547201,97.54331776292169,100.0
BS9336,10602,2746.0642310127914,2051.4255111200273,1304.45416029211,8,37.40762565832733,76.29838994322483,55.45991476420707,100.0
BS9336,10603,2639.6401686011336,2011.6620121777582,1108.8954938685933,8,44.92770506982242,73.57086871633156,90.44361557486756,100.0
BS9336,10604,2638.9249334079664,1924.4215591807417,1331.1435422621635,8,18.866265473302292,41.38901437590057,29.377399425817245,100.0
BS9336,10605,2696.4358561265744,1828.313042140275,1580.3956641462655,8,46.64103658921704,137.02113826435803,102.24691327553947,100.0
BS9336,10606,2662.3055119258966,1807.7860847262848,1597.929465715084,8,27.068314815563554,56.548081227167586,65.71897012060478,100.0
BS9336,10607,2521.0553089035716,1767.7151709825346,1772.3644831543734,8,30.500921798195122,62.20402406444356,50.62133529625654,100.0
BS9336,10608,2445.5139062062735,1706.9354735712761,1947.4021322778672,7,17.918177168576676,42.471769183695784,43.60233535440034,100.0
BS9336,10609,2120.3213863895244,1800.2831082430139,1999.9300035362398,8,46.204219620992944,71.93930563210425,65.75099398333532,100.0
BS9336,10610,2005.6477512871004,1830.8238774376987,2034.308530480383,8,45.88159417854581,84.8630448456816,73.50892952396478,100.0
BS9336,10611,1797.1260139207402,1914.2543567266002,1872.6508053153284,8,44.292799888532045,142.1364517452655,120.56982643150411,100.0
BS9336,10612,1689.3988827150042,2046.3076905696466,1939.2542048484102,8,36.65836824153075,68.70188622618318,55.01104828177661,100.0
BS9336,10613,1479.7332047640973,2108.5889147094244,1873.8843489577935,8,35.307490882916,99.77360231011474,87.10615532544453,100.0
BS9336,10614,1509.407715209538,2113.8152943713985,1679.368622921536,8,39.78051764231191,71.38680850904939,61.586432420087775,100.0
BS9336,10615,1590.9599517694846,2120.795608946636,1772.46747281833,8,25.601068755130427,90.04212883018336,86.68607401959387,100.0
BS9336,10616,1510.4811529134477,2181.8505292068244,1752.712090870531,7,55.026650822419924,110.92809695819417,82.24297072134452,100.0
BS9336,10617,1485.3470218612545,2168.0486700575593,1673.8304147025024,8,36.02094445529019,98.97247188702234,87.22816447018664,100.0
BS9336,10618,1541.697120202707,2111.319194081044,1838.33587670708,8,28.625226578999445,136.47852987013226,101.46406277370035,100.0
BS9336,10619,1387.8713772201315,2010.1282479160109,1742.2439203260355,8,45.88012501890921,93.37761068438579,72.81805400820431,100.0
BS9336,10620,1442.4216193177665,1954.1253192816935,1743.7890170013152,8,44.66404158336559,69.94946799942737,51.952534770388425,100.0
BS9336,10621,1290.4907652007582,1881.6731089224766,1726.1997695813852,7,38.617645664290194,71.17451697690824,50.35806377125353,100.0
BS9336,10622,1270.6224450449351,1788.4480467197156,1771.2053310910355,8,46.53346138914685,107.56446393765795,92.89797930381476,100.0
BS9336,10623,1170.1324502999823,1864.0440560718316,1712.2697984867941,8,19.859696670858966,28.51819872652641,49.33468676728307,100.0
BS9336,10624,1011.937197659336,1895.3719362966347,1725.9851834527744,7,37.448030724171076,41.05240033541841,38.988493454345665,100.0
BS9336,10625,1023.729827600675,1890.1519275150397,1853.5103405489172,8,25.251005878207025,37.17242627118176,51.692081916796326,100.0
BS9336,10626,827.5116769961639,1944.2425951593448,1899.4824534354825,8,34.28078790388918,46.26473666241218,53.18931476123506,100.0
BS9336,10627,826.7937331688565,1824.2322119808157,2128.9775061446617,7,33.05148923852266,188.84100540983525,123.36608857027336,100.0
BS9336,10628,900.6242443751254,1570.4511905405636,2229.0631928556236,8,75.8292988081613,107.9240448077896,146.90745549282144,100.0
BS9336,10629,991.1507225322264,1441.7278240561755,2236.444830214516,8,52.344633649243974,99.78331042674218,69.21601191590644,100.0
BS9336,10630,1026.7705406243651,1237.608134853599,2242.8711073815234,7,43.16827378301468,66.0631198290559,51.576723284246995,100.0
BS9336,10631,1133.215631896665,1208.508220439388,2081.757740976464,8,14.843921151981021,89.69173693827119,77.61668782226141,100.0
BS9336,10632,1343.4702221673695,947.4929322117534,1976.9572811438252,8,23.618258253757404,58.791095055879495,73.72633009588682,100.0
BS9336,10633,1339.1944585749052,977.7664416942517,1776.2589191065322,8,40.54689533846022,113.34081710169953,91.1077778067706,100.0
BS9336,10634,1367.3698091828287,887.2775559517202,1598.2423659047809,8,25.30557096730729,61.936940020699716,44.79048720945025,100.0
BS9336,10635,1488.061309286279,866.9993626123061,1623.7353467366547,7,62.896691114464375,158.78894880265426,240.66475355163945,100.0
BS9336,10636,1413.068225839663,764.5853747694528,1125.0780372348681,8,59.568177482791725,208.3566527331219,163.68253294372784,100.0
BS9336,10637,1361.0873719076712,788.1091210569639,976.0049941978276,8,66.55588138292023,169.8864779845234,125.05209761510339,100.0
BS9336,10638,1431.4043200418257,726.2658782636526,912.4762314153913,8,40.36483553343635,93.96338407112421,99.31869399664465,100.0
BS9336,10639,1517.1904863899774,710.0829689905046,1164.7427091901804,8,37.54423560632483,43.86874660590761,100.81633379874908,100.0
BS9336,10640,1506.0596366891748,632.1809318735343,1540.4982557846965,8,38.723270548812025,65.95737328245457,75.4309788891657,100.0
BS9336,10641,1516.5844215695995,609.9435268868077,1729.2912550610426,8,37.82161910994887,88.56708807623801,88.41717854708014,100.0
BS9336,10642,1460.8066774894014,680.2080404225879,2017.7811354844102,8,44.44172433550284,99.13905608603508,86.28534146110357,100.0
BS9336,10643,1096.3143066599425,772.3038257396761,2207.1964172345733,8,43.91136425593322,127.89841642592086,96.42815135941402,100.0
BS9336,10644,785.8614656987644,870.4681203630802,2104.0660465043134,8,16.55365263460385,72.87151920325798,49.21697685586104,100.0
BS9336,10645,553.0509307082411,862.9709799710319,1905.1441523642034,8,23.064674970880105,67.86697020028951,105.09236710688401,100.0
BS9336,10646,465.2950150934928,857.9421415481028,1640.2142086194453,8,52.377032923637216,113.21286635160124,84.86932117141622,100.0
BS9336,10647,559.3048233280999,832.5332092746938,1355.7478912303293,8,31.343820741569743,62.881223187195204,72.97055474409555,100.0
BS9336,10648,675.4380405279081,831.7207503548939,1252.4534790515363,8,34.330456198776346,73.56640517054532,62.284171264210556,100.0
BS9336,10649,713.7096658881482,856.6234772803132,1270.6769363498124,8,16.25473593069546,100.05130126354263,82.32648653872772,100.0
BS9336,10650,628.6363937983242,980.7905870458893,1273.2776993131406,8,16.72104280693702,29.76726819343776,81.11046598513249,100.0
BS9336,10651,739.8460175821866,1007.2741127777222,1124.0439446535797,8,41.23272905974659,167.03089846374982,129.22788925302117,100.0
BS9336,10652,663.8234959412508,1140.5990678059422,1255.975100528442,8,28.400876239193735,156.40304118083543,134.3794821387705,100.0
BS9336,10653,435.3142440469597,1206.8261136783171,963.4951354763688,8,33.91652044264265,126.08525037434208,183.75849470437242,100.0
BS9336,10654,507.6081943524653,1011.7951797187566,516.680351973725,8,73.78730152161256,155.9571854125806,209.0109220502101,100.0
BS9336,10655,841.9962118236616,1058.8657567181906,631.6541977651437,8,114.71440156690801,280.7111921643331,220.58369121956255,100.0
BS9336,10656,942.0423242898146,1424.4185225959272,1296.4850763575364,8,40.549789592723755,238.71761283967786,187.48060402194918,100.0
BS9336,10657,879.9136921867112,1269.45168563671,1303.3950632102499,8,44.27705358099058,203.99711661098655,159.17336220736814,100.0
BS9336,10658,881.5487690673765,1318.6381449165945,1807.0305332887847,8,36.30322762000333,151.60358749329896,123.85682614348929,100.0
BS9336,10659,843.2032841634782,1269.4315639604688,1911.8007647647232,8,70.51029611445324,163.62432091275306,111.02432093719318,100.0
BS9336,10660,760.1944263599623,1161.4069677229122,1911.4219188567818,7,20.761846597994918,30.762546331207894,49.12538183297201,100.0
BS9336,10661,435.3895572254114,1234.559207340136,1877.6783886136577,8,22.74402256355529,41.375284252442455,35.97281043279375,100.0
BS9336,10662,277.0953264128979,1202.2531723289665,1766.0169406463524,8,33.476056487904316,90.32136443345766,84.0885895342016,100.0
BS9336,10663,76.82353209304823,1350.03416790134,1591.764660044309,8,44.7950263637606,54.52893953004887,44.527157818639395,100.0
BS9336,10664,141.1752088326126,1573.8844651380816,1350.9715673028882,8,46.2363721625743,68.01766223169236,57.89050750811322,100.0
