peer_name,sweep,host_elapsed_s,x_mm,y_mm,z_mm,used_anchors
BS9336,11077,55.485995,771.7461858101218,2610.7951880644177,1100.007028411986,8
BS9336,11078,55.747125,582.3075289675505,2506.7441546144087,1030.4760443261969,8
BS9336,11079,55.767532,461.83550939610933,2469.0730343026967,1085.8466938038891,8
BS9336,11080,55.800895,489.8374879428528,2300.4772462236024,884.785604671891,8
BS9336,11081,55.897506,440.71951383969116,2332.952867815292,1264.889899488499,7
BS9336,11082,56.003539,467.40928991874455,2307.663166339645,1071.3213143009855,8
BS9336,11083,56.127961,552.1219754727153,2403.2057035169814,1239.07410284652,8
BS9336,11084,56.183471,578.6615401101524,2442.865135084253,1270.3015321422322,8
BS9336,11085,56.288494,480.34336260004306,2563.8669209840023,1125.2495794326485,8
BS9336,11086,56.386014,535.5211718068466,2601.0441803171097,875.3846963776967,8
BS9336,11087,56.49099,400.0641358593391,2663.3246275433703,863.2434538185692,7
BS9336,11088,56.64685,751.4737931583954,2632.6923140373524,453.69030038648856,8
BS9336,11089,56.723421,722.5999110100689,2621.5474776300794,1098.7060239252778,8
BS9336,11090,56.798502,850.2421841483447,2612.84343486738,835.1822640159273,7
BS9336,11091,56.92442,943.1414258318214,2406.812643437824,935.2386278139189,8
BS9336,11092,57.00882,919.8116978167745,2202.8078727168304,935.6783800112962,8
BS9336,11093,57.155487,629.2572037043303,2054.2850521209994,1158.0935249609026,7
BS9336,11094,57.188439,569.7224986661367,1846.6209230688455,1262.8713079752479,8
BS9336,11095,57.286052,500.91774382876474,1792.5737091472504,1615.8431633929495,8
BS9336,11096,57.401003,675.290985615617,1971.2317025380407,1881.5459245282832,7
BS9336,11097,57.495945,725.917405660826,2220.67802960725,2171.7494913314176,8
BS9336,11098,57.644342,568.9320027863727,2524.320356712464,1941.4035450405631,8
BS9336,11099,57.696409,540.1673562088987,2809.1296311105457,1953.597277784691,7
BS9336,11100,57.803532,540.9325936845622,3012.8911855144656,1884.669753278824,8
BS9336,11101,57.878571,467.6865716366985,3262.3534549293036,1568.046775756944,7
BS9336,11102,57.983244,527.5482392244425,3399.215011594517,1286.054369577475,7
BS9336,11103,58.159826,464.78835205583374,3365.6131084178473,1127.6356937449239,8
BS9336,11104,58.185908,768.3038366400466,3361.466334002071,762.6727372245846,8
BS9336,11105,58.290935,1226.0449778575887,3456.34919726137,650.2327189077864,7
BS9336,11106,58.396262,1576.9862771383944,3552.8170112485823,846.1348058407799,8
BS9336,11107,58.523557,1289.731529959611,3741.507886130933,1624.215254470298,8
BS9336,11108,58.679932,1424.3227885680406,3868.9814408905913,1381.0280381018326,7
BS9336,11109,58.699831,1285.2471433398396,3966.6129270338747,1056.3689395516044,7
BS9336,11110,58.808483,1236.7191267036476,3913.7786360918394,605.7758257094581,8
BS9336,11111,58.883098,1015.688171533959,3531.6757662924715,964.628200747421,7
BS9336,11112,58.988294,976.8134817255066,3114.7847153528023,697.050730984101,8
BS9336,11113,59.135358,815.0060342657702,2792.315347353208,934.6292047949435,8
BS9336,11114,59.191031,680.4300898384977,2625.760005312195,1285.2807118775254,7
BS9336,11115,59.295777,747.8792731684096,2492.9205872535194,1555.1577979675371,8
BS9336,11116,59.400855,923.1242817209588,2591.31466800366,1736.14318960637,8
BS9336,11117,59.484599,832.1935934289644,2720.903191329828,1831.241430317535,7
BS9336,11118,59.624385,565.094445968146,2857.342378228164,1710.739822547997,8
BS9336,11119,59.678368,502.4684303425326,3134.4470240836595,1593.8757097767598,8
BS9336,11120,59.806109,423.27398267238374,3321.3480148456606,1415.3970527977208,8
BS9336,11121,59.889527,389.8706093574613,3524.020312492688,1124.761811032443,8
BS9336,11122,60.014269,424.9506162606994,3578.947881866571,966.0674924685816,8
BS9336,11123,60.117282,460.1371955080327,3624.4273239298477,758.7810709209976,7
BS9336,11124,60.214254,953.7948602499736,3716.707198162411,563.159842249809,8
BS9336,11125,60.32339,1181.109871626984,3846.8887874541665,521.5524821736515,8
BS9336,11126,60.375802,1261.5143257393056,4006.126559729128,658.4003768652408,7
BS9336,11127,60.480818,1174.6295349969605,4140.76877756276,1020.3293060146275,8
BS9336,11128,60.629922,1320.579747703723,4311.7071647937155,940.8640465897892,8
BS9336,11129,60.701632,1214.260095685787,4241.720951097904,1009.9168001224213,7
BS9336,11130,60.788588,1098.9315113879336,3928.5681654174327,939.2471936863401,8
BS9336,11131,60.915345,1053.7320920145737,3620.4221562399252,916.4973287912383,8
BS9336,11132,61.043286,870.5724480774783,3352.1269625049213,1052.7449142501323,7
BS9336,11133,61.121584,848.8647660694229,3235.0175246555414,1410.2144825754658,8
BS9336,11134,61.200634,1046.9827359683459,3192.848859160136,1486.7344712891709,8
BS9336,11135,61.294054,1007.7144848126553,3403.392119541832,1699.3990766240645,7
BS9336,11136,61.421693,950.1575574755173,3607.149417707262,1749.6032821515287,8
BS9336,11137,61.478417,980.4976625893906,3939.309323992268,1692.8482384664085,8
BS9336,11138,61.641295,948.2665772681414,4261.498986459171,1414.4892985496963,8
BS9336,11139,61.687961,1116.621743079005,4650.169443896752,1222.7603898956786,7
BS9336,11140,61.785741,1436.2946182100509,4779.2292413428695,829.7196635142338,8
BS9336,11141,61.891091,1755.4517639293572,4795.709196770362,626.4606127860109,8
BS9336,11142,61.995769,2100.729046359341,4729.085451916698,835.6471943779301,8
BS9336,11143,62.147225,2227.589861177693,4918.291803406054,786.2397004953458,8
BS9336,11144,62.175787,2405.619182646944,4631.2628003111895,675.5297976298516,7
BS9336,11145,62.280669,2396.6207492646527,4165.307877187211,563.2878453465769,8
BS9336,11146,62.378435,2442.9434722841283,3878.4249280606336,517.157664028348,8
BS9336,11147,62.483198,2597.2710052072375,3676.3198188103975,1114.6095684523175,7
BS9336,11148,62.639123,2680.7648351273465,3526.598458343487,1239.5370964677493,8
BS9336,11149,62.685814,2737.5977056090164,3477.7778748122773,1318.0756420569107,8
BS9336,11150,62.790963,2529.856567226432,3525.9885261785917,1348.7593279777007,7
BS9336,11151,62.914065,2603.223692829601,3428.0190673739107,905.3636835557371,8
BS9336,11152,63.00083,2422.1430127159283,3709.0077928473947,840.9293335582897,8
BS9336,11153,63.124748,2486.714363530809,3789.8801147592853,1053.3388261369942,7
BS9336,11154,63.203262,2355.747500099286,3880.824336507201,1237.0320042747258,8
BS9336,11155,63.278284,2302.5632814568617,3787.011752232062,1360.0060993100892,8
BS9336,11156,63.383163,2356.059966602086,3834.390361688783,1099.7726529343522,8
BS9336,11157,63.488592,2551.235188740528,3595.798038063049,912.1402987503569,8
BS9336,11158,63.637565,2563.408044121497,3445.3801692762277,953.4437222349102,8
BS9336,11159,63.690734,2591.7043422503093,3354.326975232887,597.5543275116837,8
BS9336,11160,63.816606,2603.0558405069687,3242.918364016515,401.4242031963192,8
BS9336,11161,63.9232,2524.5240721303303,3089.6012377578627,275.42541991123403,8
BS9336,11162,63.975656,2590.3553857645593,2748.488408182932,745.5926915878363,7
BS9336,11163,64.122811,2488.348369565239,2449.3420682595106,670.222258224808,8
BS9336,11164,64.178181,2257.5239719813026,2239.361117296793,1045.5633864049016,8
BS9336,11165,64.283135,2098.6683524687237,2078.6517043375616,1071.875073648161,8
BS9336,11166,64.410821,2081.9620782971815,2041.8022239170914,1219.9539430610866,8
BS9336,11167,64.51156,2118.1351765581317,1981.8108990768312,1420.8303376205695,8
BS9336,11168,64.664997,2181.2005266703713,2041.4030308029392,1485.7187058009563,8
BS9336,11169,64.695536,2205.3238676287274,2027.0642838216893,1500.0207607733246,8
BS9336,11170,64.800612,2225.3219903880263,2049.777784554981,1427.7929622706592,8
BS9336,11171,64.898029,2352.2044657408073,2106.8051057145176,1322.114428379823,8
BS9336,11172,65.003158,2379.1147879279783,2269.7760595469513,1230.6962615420412,8
BS9336,11173,65.127488,2444.263225024251,2429.972618101861,1373.7210287303851,6
BS9336,11174,65.18311,2660.717949082845,2506.292831322727,1343.5774799478313,8
BS9336,11175,65.28816,2490.5420929841703,2476.321933416784,1624.75266283792,8
BS9336,11176,65.385714,2352.3259689745305,2449.5107575825477,1778.3936956946568,8
BS9336,11177,65.490553,2334.82258584119,2122.968534286671,1698.2222788364356,8
BS9336,11178,65.646543,2210.568154205498,1932.7343341066442,1800.6728099593424,8
BS9336,11179,65.723021,2229.787177273304,1580.6000755139025,1492.36462303068,8
BS9336,11180,65.798152,2186.6589871699125,1662.38311738301,786.5165063438806,8
BS9336,11181,65.901554,2345.1626979156804,1519.9064553690189,1199.3665215409792,8
BS9336,11182,65.978223,1502.039420615425,1710.0981738475061,476.01730105618753,8
