version,solver,solver_family,eval_set,n_positions,facing,n,median_3d_mm,p95_3d_mm,rms_3d_mm
v1-old,T1+F5,external_position_filter,all8,24,BCGF,6,118.43333240633058,307.60142340095854,184.08878043226758
v1-old,T1+F5,external_position_filter,all8,24,CDHG,6,160.33676591272607,265.16275369101743,187.8137204014708
v1-old,T2+F0,external_position_filter,all8,24,ABEF,6,136.06177128617554,359.4952878401995,206.89782370169416
v1-old,T2+F0,external_position_filter,all8,24,ADHE,6,190.4818063538254,230.0249471261661,184.75682701407365
v1-old,T2+F0,external_position_filter,all8,24,BCGF,6,118.06034015467264,310.3673675695299,185.76516654524147
v1-old,T2+F0,external_position_filter,all8,24,CDHG,6,165.294395793138,281.8139699774436,194.03765785664112
v1-old,T2+F1,external_position_filter,all8,24,ABEF,6,139.9959630153453,355.7755408785903,204.83531176180168
v1-old,T2+F1,external_position_filter,all8,24,ADHE,6,189.17535643895104,227.49045219626427,183.72319651215105
v1-old,T2+F1,external_position_filter,all8,24,BCGF,6,120.06925429033075,308.2536119644012,184.83579910305872
v1-old,T2+F1,external_position_filter,all8,24,CDHG,6,161.09409581747533,268.0672473227752,189.46928223480353
v1-old,T2+F2,external_position_filter,all8,24,ABEF,6,139.9959630153453,355.7755408785903,204.83531176180168
v1-old,T2+F2,external_position_filter,all8,24,ADHE,6,189.17535643895104,227.62611005364843,183.76162901927484
v1-old,T2+F2,external_position_filter,all8,24,BCGF,6,120.06925429033075,308.2536119644012,184.83579910305872
v1-old,T2+F2,external_position_filter,all8,24,CDHG,6,161.09409581747533,268.0672473227752,189.46928223480353
v1-old,T2+F3,external_position_filter,all8,24,ABEF,6,139.17523117204934,356.3547648110568,205.08594160032789
v1-old,T2+F3,external_position_filter,all8,24,ADHE,6,189.36046453087923,226.99435852111353,183.6647215712202
v1-old,T2+F3,external_position_filter,all8,24,BCGF,6,119.88760763895112,308.22934131647736,184.89905380834475
v1-old,T2+F3,external_position_filter,all8,24,CDHG,6,163.1553126318401,271.0200793108165,191.17408727144252
v1-old,T2+F4,external_position_filter,all8,24,ABEF,6,139.16583425288104,355.3362467947924,204.46842447008513
v1-old,T2+F4,external_position_filter,all8,24,ADHE,6,188.69344642997876,229.62725389454525,184.21628779078668
v1-old,T2+F4,external_position_filter,all8,24,BCGF,6,119.68011987042408,307.7644378931288,184.53919625157457
v1-old,T2+F4,external_position_filter,all8,24,CDHG,6,160.15679584282617,266.1774248385484,187.86392117147668
v1-old,T2+F5,external_position_filter,all8,24,ABEF,6,139.8835904059581,353.7478581873088,203.80186825854608
v1-old,T2+F5,external_position_filter,all8,24,ADHE,6,188.39824580022818,229.73550954651262,184.28664187652188
v1-old,T2+F5,external_position_filter,all8,24,BCGF,6,119.18434754804599,307.31496754494333,184.20657117972596
v1-old,T2+F5,external_position_filter,all8,24,CDHG,6,160.27203825041133,264.7776079594406,187.24335182507718
v1-old,T3+F0,external_position_filter,all8,24,ABEF,6,93.24235773029773,186.56261807646217,119.8264367126459
v1-old,T3+F0,external_position_filter,all8,24,ADHE,6,154.2778358883881,195.86779969571523,152.232160863639
v1-old,T3+F0,external_position_filter,all8,24,BCGF,6,101.39833144813211,312.6447961538455,182.77944331618147
v1-old,T3+F0,external_position_filter,all8,24,CDHG,6,164.61712091362938,312.2474616948899,206.77357793629358
v1-old,T3+F1,external_position_filter,all8,24,ABEF,6,81.67094195042225,187.35904590938898,116.62210195309362
v1-old,T3+F1,external_position_filter,all8,24,ADHE,6,154.2715145600473,193.93226203147526,150.6135436616802
v1-old,T3+F1,external_position_filter,all8,24,BCGF,6,101.18780621339656,310.8202029021165,182.10874593973855
v1-old,T3+F1,external_position_filter,all8,24,CDHG,6,160.7901812643822,301.47846323133695,200.96857524960208
v1-old,T3+F2,external_position_filter,all8,24,ABEF,6,81.67094195042225,187.35904590938898,116.62210195309362
v1-old,T3+F2,external_position_filter,all8,24,ADHE,6,154.2715145600473,193.93226203147526,150.6135436616802
v1-old,T3+F2,external_position_filter,all8,24,BCGF,6,101.18780621339656,310.8202029021165,182.10874593973855
v1-old,T3+F2,external_position_filter,all8,24,CDHG,6,160.7901812643822,301.47846323133695,200.96857524960208
v1-old,T3+F3,external_position_filter,all8,24,ABEF,6,81.25519953124095,186.32628141835934,116.54750234536338
v1-old,T3+F3,external_position_filter,all8,24,ADHE,6,154.5448189485639,194.27251728541842,150.79617831950065
v1-old,T3+F3,external_position_filter,all8,24,BCGF,6,100.96924703994051,311.11584894289865,182.22113358245073
v1-old,T3+F3,external_position_filter,all8,24,CDHG,6,162.1514715773527,304.2222527261274,202.77617182581994
v1-old,T3+F4,external_position_filter,all8,24,ABEF,6,81.73163686328581,186.20896689746837,116.18158901855898
v1-old,T3+F4,external_position_filter,all8,24,ADHE,6,154.60195563206878,193.79314562454155,150.36807483452696
v1-old,T3+F4,external_position_filter,all8,24,BCGF,6,101.08746939410538,311.0698035781045,182.08285763273113
v1-old,T3+F4,external_position_filter,all8,24,CDHG,6,161.14338061068113,300.37548629330615,200.37563686461925
v1-old,T3+F5,external_position_filter,all8,24,ABEF,6,82.63534360984218,186.28554966139518,115.97660603117428
v1-old,T3+F5,external_position_filter,all8,24,ADHE,6,155.01697239311795,193.6571761800597,150.12143956885356
v1-old,T3+F5,external_position_filter,all8,24,BCGF,6,100.84681669514475,310.47542405953914,181.59114810031411
v1-old,T3+F5,external_position_filter,all8,24,CDHG,6,161.05336328455138,298.91861423951036,199.81858120528915
v1-old,T4+F0,external_position_filter,all8,24,ABEF,6,107.30115265979833,213.97170702042848,141.4868828413226
v1-old,T4+F0,external_position_filter,all8,24,ADHE,6,167.91404582676427,186.77301059172729,158.22029834778238
v1-old,T4+F0,external_position_filter,all8,24,BCGF,6,110.52104400613482,300.95595926420543,179.8832458943047
v1-old,T4+F0,external_position_filter,all8,24,CDHG,6,134.9212346081951,228.12831248639424,159.36960516331723
v1-old,T4+F1,external_position_filter,all8,24,ABEF,6,110.77492145548607,217.45331418482485,141.55233909686868
v1-old,T4+F1,external_position_filter,all8,24,ADHE,6,166.73112787794383,187.59248234347075,158.48372374053108
v1-old,T4+F1,external_position_filter,all8,24,BCGF,6,110.38414576136378,300.1279434061153,179.2543335266905
v1-old,T4+F1,external_position_filter,all8,24,CDHG,6,131.93985107005344,232.32749691766855,160.99124158147274
v1-old,T4+F2,external_position_filter,all8,24,ABEF,6,110.77492145548607,217.45331418482485,141.55233909686868
v1-old,T4+F2,external_position_filter,all8,24,ADHE,6,166.73112787794383,187.59248234347075,158.48372374053108
v1-old,T4+F2,external_position_filter,all8,24,BCGF,6,110.38414576136378,300.1279434061153,179.2543335266905
v1-old,T4+F2,external_position_filter,all8,24,CDHG,6,131.93985107005344,232.32749691766855,160.99124158147274
v1-old,T4+F3,external_position_filter,all8,24,ABEF,6,110.34362647295217,216.8484800527658,141.51187604732445
v1-old,T4+F3,external_position_filter,all8,24,ADHE,6,166.8182240852526,187.5910872812645,158.61846777355225
v1-old,T4+F3,external_position_filter,all8,24,BCGF,6,110.4820818701277,299.7015264334127,179.14265829705175
v1-old,T4+F3,external_position_filter,all8,24,CDHG,6,132.26140482373194,233.364313139175,161.6551671868325
v1-old,T4+F4,external_position_filter,all8,24,ABEF,6,109.45680539458857,217.64628857113618,141.27160496636017
v1-old,T4+F4,external_position_filter,all8,24,ADHE,6,166.68889746404912,187.31499403125088,158.32508928804737
v1-old,T4+F4,external_position_filter,all8,24,BCGF,6,111.13862119471253,299.6443908794308,179.18653136359265
v1-old,T4+F4,external_position_filter,all8,24,CDHG,6,131.43999934728882,230.47476666013048,160.23092904660123
v1-old,T4+F5,external_position_filter,all8,24,ABEF,6,110.38180266520183,217.24158345721068,141.0911418209244
v1-old,T4+F5,external_position_filter,all8,24,ADHE,6,166.51228217819005,187.18897057224115,157.956089679997
v1-old,T4+F5,external_position_filter,all8,24,BCGF,6,111.52310600025237,299.1277192445856,179.02684813463475
v1-old,T4+F5,external_position_filter,all8,24,CDHG,6,130.2755487778689,230.61029064065133,160.24705790774257
v1-old,T5a,native_range_filter,all8,24,ABEF,6,158.45278745784643,299.0137939898467,186.65726767997424
v1-old,T5a,native_range_filter,all8,24,ADHE,6,192.29764795025739,286.16833553466853,195.4579701298471
v1-old,T5a,native_range_filter,all8,24,BCGF,6,217.92546271404467,286.8014004987238,204.3483039645767
v1-old,T5a,native_range_filter,all8,24,CDHG,6,211.0801814773755,304.0263495767068,217.71746480126902
v1-old,T5b,native_range_filter,all8,24,ABEF,6,130.3319972433472,338.73413843932417,194.64378459524798
v1-old,T5b,native_range_filter,all8,24,ADHE,6,155.29113230658493,191.237099430042,153.34608852372395
v1-old,T5b,native_range_filter,all8,24,BCGF,6,112.50095377066586,287.13282416493536,173.9958516197993
v1-old,T5b,native_range_filter,all8,24,CDHG,6,130.22784310271908,249.61748713300005,163.92751173722883
v1-old,T5c,native_range_filter,all8,24,ABEF,6,130.3319972433472,338.73413843932417,194.64378459524798
v1-old,T5c,native_range_filter,all8,24,ADHE,6,155.29113230658493,191.237099430042,153.34608852372395
v1-old,T5c,native_range_filter,all8,24,BCGF,6,112.50095377066586,287.13282416493536,173.9958516197993
v1-old,T5c,native_range_filter,all8,24,CDHG,6,130.22784310271908,249.61748713300005,163.92751173722883
v1-old,T5d,native_range_filter,all8,24,ABEF,6,158.0776718032094,298.593710192666,186.3504127046835
v1-old,T5d,native_range_filter,all8,24,ADHE,6,191.78802592979952,285.7911196637997,195.08940256648427
v1-old,T5d,native_range_filter,all8,24,BCGF,6,217.5595093824585,286.36618607631453,204.00731241145942
v1-old,T5d,native_range_filter,all8,24,CDHG,6,210.78363240834517,303.7301468630404,217.43810584491922
v1-old,T5e,native_range_filter,all8,24,ABEF,6,110.66654090462106,255.04354729493446,150.4280796505823
v1-old,T5e,native_range_filter,all8,24,ADHE,6,84.02105636214344,202.34775809464227,125.46060597949086
v1-old,T5e,native_range_filter,all8,24,BCGF,6,89.48758339143023,194.53005618546317,118.39986546405787
v1-old,T5e,native_range_filter,all8,24,CDHG,6,120.23721893215205,363.91197221373227,209.92353688070142
v2,T1+F0,external_position_filter,all8,24,ABEF,6,81.3737316511191,317.017641296044,173.09816886530996
v2,T1+F0,external_position_filter,all8,24,ADHE,6,90.14688666162485,144.4442071446149,102.83352517434906
v2,T1+F0,external_position_filter,all8,24,BCGF,6,58.83609240054,228.3370691016808,126.64055956607729
v2,T1+F0,external_position_filter,all8,24,CDHG,6,109.47020191723183,183.89078916791763,126.26883762495623
v2,T1+F1,external_position_filter,all8,24,ABEF,6,70.09990121404797,315.0668876040287,171.2245086381938
v2,T1+F1,external_position_filter,all8,24,ADHE,6,90.68701230398398,142.79469163057936,101.7830541327128
v2,T1+F1,external_position_filter,all8,24,BCGF,6,59.79860206845834,226.36588515992304,125.75197287912685
v2,T1+F1,external_position_filter,all8,24,CDHG,6,104.58205933981012,188.42300039181222,126.98094938229677
v2,T1+F2,external_position_filter,all8,24,ABEF,6,70.09990121404797,315.0668876040287,171.2245086381938
v2,T1+F2,external_position_filter,all8,24,ADHE,6,90.68701230398398,142.79469163057936,101.7830541327128
v2,T1+F2,external_position_filter,all8,24,BCGF,6,59.79860206845834,226.36588515992304,125.75197287912685
v2,T1+F2,external_position_filter,all8,24,CDHG,6,104.58205933981012,188.42300039181222,126.98094938229677
v2,T1+F3,external_position_filter,all8,24,ABEF,6,71.93522294654866,315.17334804261304,171.4563203086821
v2,T1+F3,external_position_filter,all8,24,ADHE,6,90.47683392266524,142.36625436923873,101.83478669089659
v2,T1+F3,external_position_filter,all8,24,BCGF,6,59.573335234667326,226.34330116972166,125.72811203428635
v2,T1+F3,external_position_filter,all8,24,CDHG,6,104.91181039441328,189.14269411828104,127.42917655536444
v2,T1+F4,external_position_filter,all8,24,ABEF,6,69.7947948725766,314.6921891845874,170.9381838196972
v2,T1+F4,external_position_filter,all8,24,ADHE,6,91.41126356804968,143.49573051780254,102.02492420006304
v2,T1+F4,external_position_filter,all8,24,BCGF,6,59.9466383857079,226.29050776180594,125.72337018347578
v2,T1+F4,external_position_filter,all8,24,CDHG,6,105.0024437550724,184.79710114269193,125.6238998745439
v2,T1+F5,external_position_filter,all8,24,ABEF,6,68.85250358980511,313.82999089161046,170.45219897242325
v2,T1+F5,external_position_filter,all8,24,ADHE,6,91.03593213340713,143.17040559561997,101.7136416217399
v2,T1+F5,external_position_filter,all8,24,BCGF,6,59.811419865253534,225.91747871058558,125.53574100962456
v2,T1+F5,external_position_filter,all8,24,CDHG,6,104.44614832905485,183.85840433819692,125.33026001573148
v2,T2+F0,external_position_filter,all8,24,ABEF,6,81.16003663031563,317.2298730783267,173.2793749618019
v2,T2+F0,external_position_filter,all8,24,ADHE,6,90.3350292421973,143.00049487343767,102.24381664511773
v2,T2+F0,external_position_filter,all8,24,BCGF,6,59.136970948634996,227.7724809812247,126.42748836276544
v2,T2+F0,external_position_filter,all8,24,CDHG,6,109.42393111783217,181.7768416799023,125.49089300446992
v2,T2+F1,external_position_filter,all8,24,ABEF,6,69.7925260726488,315.0544657026704,171.2118523300299
v2,T2+F1,external_position_filter,all8,24,ADHE,6,90.29647164238452,142.46865620009413,101.5511634600885
v2,T2+F1,external_position_filter,all8,24,BCGF,6,60.06700583908735,226.00584422510337,125.60888095786514
v2,T2+F1,external_position_filter,all8,24,CDHG,6,105.0946254461457,186.2042254238406,126.3753055047182
v2,T2+F2,external_position_filter,all8,24,ABEF,6,69.7925260726488,315.0544657026704,171.2118523300299
v2,T2+F2,external_position_filter,all8,24,ADHE,6,90.29647164238452,142.46865620009413,101.5511634600885
v2,T2+F2,external_position_filter,all8,24,BCGF,6,60.06700583908735,226.00584422510337,125.60888095786514
v2,T2+F2,external_position_filter,all8,24,CDHG,6,105.0946254461457,186.2042254238406,126.3753055047182
v2,T2+F3,external_position_filter,all8,24,ABEF,6,71.8815059168084,315.1685748660585,171.46578953725384
v2,T2+F3,external_position_filter,all8,24,ADHE,6,90.2305403106093,140.97122582427463,101.33977197834815
v2,T2+F3,external_position_filter,all8,24,BCGF,6,59.74246376978614,225.95096594867584,125.5097903290595
v2,T2+F3,external_position_filter,all8,24,CDHG,6,104.930193202038,186.27367342264665,126.61134771970761
v2,T2+F4,external_position_filter,all8,24,ABEF,6,69.77049817873186,314.7549534604118,170.9999389675007
v2,T2+F4,external_position_filter,all8,24,ADHE,6,90.71725083442219,144.7509793264064,102.2294140586596
v2,T2+F4,external_position_filter,all8,24,BCGF,6,60.00438425093307,226.0490617274428,125.64838156790363
v2,T2+F4,external_position_filter,all8,24,CDHG,6,105.55065851231826,182.19381712938213,125.00251094290888
v2,T2+F5,external_position_filter,all8,24,ABEF,6,68.7432433289496,313.8827119172709,170.44620379465198
v2,T2+F5,external_position_filter,all8,24,ADHE,6,90.68484101753634,144.73787142628402,102.10059706116624
v2,T2+F5,external_position_filter,all8,24,BCGF,6,59.81835116734698,225.49855281160532,125.34610216284408
v2,T2+F5,external_position_filter,all8,24,CDHG,6,104.84334651361112,181.56082387503693,124.71471044947155
v2,T3+F0,external_position_filter,all8,24,ABEF,6,78.52185520438553,134.46434285974263,89.37090921052778
v2,T3+F0,external_position_filter,all8,24,ADHE,6,51.130559752432816,138.49587085483844,82.66184668601127
v2,T3+F0,external_position_filter,all8,24,BCGF,6,58.74867265148447,215.93130909945813,119.41480816568904
v2,T3+F0,external_position_filter,all8,24,CDHG,6,108.55244552264665,197.1143992980367,126.28799190336792
v2,T3+F1,external_position_filter,all8,24,ABEF,6,74.85775627220784,133.05527257243483,86.2228742789345
v2,T3+F1,external_position_filter,all8,24,ADHE,6,49.44231014631744,135.12457001735143,80.98550739064397
v2,T3+F1,external_position_filter,all8,24,BCGF,6,58.38500284019008,215.9852270864074,119.35342642836781
v2,T3+F1,external_position_filter,all8,24,CDHG,6,104.71240463273392,191.32984868195717,122.7262263499831
v2,T3+F2,external_position_filter,all8,24,ABEF,6,74.85775627220784,133.05527257243483,86.2228742789345
v2,T3+F2,external_position_filter,all8,24,ADHE,6,49.44231014631744,135.12457001735143,80.98550739064397
v2,T3+F2,external_position_filter,all8,24,BCGF,6,58.38500284019008,215.9852270864074,119.35342642836781
v2,T3+F2,external_position_filter,all8,24,CDHG,6,104.71240463273392,191.32984868195717,122.7262263499831
v2,T3+F3,external_position_filter,all8,24,ABEF,6,75.21267476111645,132.3732542927384,86.20267275248857
v2,T3+F3,external_position_filter,all8,24,ADHE,6,49.36636100664358,135.8641265345919,81.23811866270793
v2,T3+F3,external_position_filter,all8,24,BCGF,6,58.16158323742706,215.73744421926764,119.1481437671191
v2,T3+F3,external_position_filter,all8,24,CDHG,6,106.11596209518848,192.5078869963652,123.57224746864878
v2,T3+F4,external_position_filter,all8,24,ABEF,6,74.17276249765601,131.76209083454754,85.43949974085567
v2,T3+F4,external_position_filter,all8,24,ADHE,6,48.85288115567305,134.4740950753048,80.62717909671407
v2,T3+F4,external_position_filter,all8,24,BCGF,6,58.14106261999752,217.02190793219677,119.86293725927563
v2,T3+F4,external_position_filter,all8,24,CDHG,6,104.68966979007844,191.5998725066347,122.83746076273097
v2,T3+F5,external_position_filter,all8,24,ABEF,6,73.27480423792727,131.8261160596472,85.0804378380766
v2,T3+F5,external_position_filter,all8,24,ADHE,6,48.75574304760282,134.42877512407293,80.56009721771257
v2,T3+F5,external_position_filter,all8,24,BCGF,6,58.2119903501767,216.70200661809642,119.73159561995176
v2,T3+F5,external_position_filter,all8,24,CDHG,6,104.64532854191344,192.46460110550993,122.8937804772982
v2,T4+F0,external_position_filter,all8,24,ABEF,6,82.10690315083392,154.20357060734457,102.62593293337243
v2,T4+F0,external_position_filter,all8,24,ADHE,6,76.72384991364578,124.6578897509973,85.40986417227612
v2,T4+F0,external_position_filter,all8,24,BCGF,6,58.97604461835665,211.70961890772944,117.43037051722541
v2,T4+F0,external_position_filter,all8,24,CDHG,6,87.43526660096151,164.79883964343125,111.41466002543731
v2,T4+F1,external_position_filter,all8,24,ABEF,6,70.59354836560355,155.58806025531976,100.92857461159187
v2,T4+F1,external_position_filter,all8,24,ADHE,6,76.19896314045613,123.96221661598082,85.52395955403534
v2,T4+F1,external_position_filter,all8,24,BCGF,6,59.315531090240235,212.1905041685689,117.72668559971575
v2,T4+F1,external_position_filter,all8,24,CDHG,6,84.82802296067317,171.16703147692076,113.03458404325431
v2,T4+F2,external_position_filter,all8,24,ABEF,6,70.59354836560355,155.58806025531976,100.92857461159187
v2,T4+F2,external_position_filter,all8,24,ADHE,6,76.19896314045613,123.96221661598082,85.52395955403534
v2,T4+F2,external_position_filter,all8,24,BCGF,6,59.315531090240235,212.1905041685689,117.72668559971575
v2,T4+F2,external_position_filter,all8,24,CDHG,6,84.82802296067317,171.16703147692076,113.03458404325431
v2,T4+F3,external_position_filter,all8,24,ABEF,6,72.46989757408436,155.34684196276217,101.33939136375743
v2,T4+F3,external_position_filter,all8,24,ADHE,6,76.47170300600351,124.30209336193005,85.59644763453151
v2,T4+F3,external_position_filter,all8,24,BCGF,6,59.2364958088878,212.12631829229346,117.66013458407217
v2,T4+F3,external_position_filter,all8,24,CDHG,6,85.19942571169622,172.32567988095437,113.74580888483648
v2,T4+F4,external_position_filter,all8,24,ABEF,6,70.61099959336826,155.65534333016663,100.84425569341614
v2,T4+F4,external_position_filter,all8,24,ADHE,6,75.73795484015531,123.35700555249245,85.19793904936344
v2,T4+F4,external_position_filter,all8,24,BCGF,6,59.672905690478686,211.55905894274065,117.49953389173734
v2,T4+F4,external_position_filter,all8,24,CDHG,6,85.13044463563932,169.86832622660486,112.47663011290759
v2,T4+F5,external_position_filter,all8,24,ABEF,6,69.40959491673846,155.25650718552083,100.59925796775498
v2,T4+F5,external_position_filter,all8,24,ADHE,6,75.02471249709859,123.16997850257994,84.82155771274415
v2,T4+F5,external_position_filter,all8,24,BCGF,6,59.75965784879142,211.3108566816055,117.38754764123013
v2,T4+F5,external_position_filter,all8,24,CDHG,6,84.14923138300762,170.1265343352335,112.40972009074137
v2,T5a,native_range_filter,all8,24,ABEF,6,88.06463045587073,230.26307028669788,138.0031333231273
v2,T5a,native_range_filter,all8,24,ADHE,6,121.0639802522624,207.33762441669833,134.55145962616936
v2,T5a,native_range_filter,all8,24,BCGF,6,128.57136140772988,223.4942584102,145.32961577762313
v2,T5a,native_range_filter,all8,24,CDHG,6,139.30760448148993,248.7444977860426,161.480871104941
v2,T5b,native_range_filter,all8,24,ABEF,6,74.481339724109,297.8300647950159,163.6949489943703
v2,T5b,native_range_filter,all8,24,ADHE,6,71.38380794953304,125.320466206045,82.19659761530447
v2,T5b,native_range_filter,all8,24,BCGF,6,57.343729708640716,205.52108505785878,114.42242955741195
v2,T5b,native_range_filter,all8,24,CDHG,6,75.45874970476393,180.11563382781787,107.325815923565
v2,T5c,native_range_filter,all8,24,ABEF,6,74.481339724109,297.8300647950159,163.6949489943703
v2,T5c,native_range_filter,all8,24,ADHE,6,71.38380794953304,125.320466206045,82.19659761530447
v2,T5c,native_range_filter,all8,24,BCGF,6,57.343729708640716,205.52108505785878,114.42242955741195
v2,T5c,native_range_filter,all8,24,CDHG,6,75.45874970476393,180.11563382781787,107.325815923565
v2,T5d,native_range_filter,all8,24,ABEF,6,87.79053853089084,229.89546319196484,137.77611197956944
v2,T5d,native_range_filter,all8,24,ADHE,6,120.71977811339808,206.9425315409588,134.24729000637092
v2,T5d,native_range_filter,all8,24,BCGF,6,128.19935770705297,223.1443201420908,145.07354124957905
v2,T5d,native_range_filter,all8,24,CDHG,6,139.09169049833224,248.407655563456,161.2312591689515
v2,T5e,native_range_filter,all8,24,ABEF,6,83.76375935226733,184.24897886070883,114.85802810909554
v2,T5e,native_range_filter,all8,24,ADHE,6,56.31096608163391,164.43794347687964,96.43395201811973
v2,T5e,native_range_filter,all8,24,BCGF,6,79.90153589026093,167.72223989943635,103.66782293602729
v2,T5e,native_range_filter,all8,24,CDHG,6,92.46134952072603,321.98525362958156,184.4721150136805
v3-full,T1+F0,external_position_filter,all8,24,ABEF,6,121.77865624554367,310.38337716950645,180.674610581153
v3-full,T1+F0,external_position_filter,all8,24,ADHE,6,167.74570271996015,184.1089237701568,148.8871298795925
v3-full,T1+F0,external_position_filter,all8,24,BCGF,6,97.35483165728954,278.5751226605059,164.19142339987093
v3-full,T1+F0,external_position_filter,all8,24,CDHG,6,113.22769495934533,226.4496054318249,144.66745057316155
v3-full,T1+F1,external_position_filter,all8,24,ABEF,6,122.49618770976936,309.26669257567823,180.5298945297806
v3-full,T1+F1,external_position_filter,all8,24,ADHE,6,167.5406421772975,187.8266520866315,149.275222000322
v3-full,T1+F1,external_position_filter,all8,24,BCGF,6,101.34134183533065,275.4090044764564,163.15201083823152
v3-full,T1+F1,external_position_filter,all8,24,CDHG,6,108.18935452363155,225.77660494858821,143.3459640895506
v3-full,T1+F2,external_position_filter,all8,24,ABEF,6,122.49618770976936,309.26669257567823,180.5298945297806
v3-full,T1+F2,external_position_filter,all8,24,ADHE,6,167.5406421772975,187.8266520866315,149.275222000322
v3-full,T1+F2,external_position_filter,all8,24,BCGF,6,101.34134183533065,275.4090044764564,163.15201083823152
v3-full,T1+F2,external_position_filter,all8,24,CDHG,6,108.18935452363155,225.77660494858821,143.3459640895506
v3-full,T1+F3,external_position_filter,all8,24,ABEF,6,121.84425504364023,309.607880933126,180.37821638579547
v3-full,T1+F3,external_position_filter,all8,24,ADHE,6,167.6244300346013,186.9937215566973,149.12485745747495
v3-full,T1+F3,external_position_filter,all8,24,BCGF,6,100.2245866827332,275.2042625098652,162.76460607163992
v3-full,T1+F3,external_position_filter,all8,24,CDHG,6,110.01384133193457,224.64124047648113,143.2570831448928
v3-full,T1+F4,external_position_filter,all8,24,ABEF,6,122.32351265269457,308.63401279197353,180.1372976625087
v3-full,T1+F4,external_position_filter,all8,24,ADHE,6,167.13543262766834,188.0532243167806,149.29310571200855
v3-full,T1+F4,external_position_filter,all8,24,BCGF,6,101.3528518227985,275.35101642282893,163.13294923717893
v3-full,T1+F4,external_position_filter,all8,24,CDHG,6,107.41861887201262,226.50124555101468,143.41492712300243
v3-full,T1+F5,external_position_filter,all8,24,ABEF,6,122.67503035932565,308.63342620104146,180.30752619296047
v3-full,T1+F5,external_position_filter,all8,24,ADHE,6,167.02438201906813,188.2386761416218,149.19698717066655
v3-full,T1+F5,external_position_filter,all8,24,BCGF,6,101.0182448263146,276.0617405333145,163.34495622010343
v3-full,T1+F5,external_position_filter,all8,24,CDHG,6,108.21299797415605,226.34407696110887,143.6768176573291
v3-full,T2+F0,external_position_filter,all8,24,ABEF,6,121.54819341190844,310.3908317509786,180.5845478773473
v3-full,T2+F0,external_position_filter,all8,24,ADHE,6,167.55701194506597,181.0939373246983,147.7995289860508
v3-full,T2+F0,external_position_filter,all8,24,BCGF,6,99.6675275023215,278.6460973506978,164.46701260948933
v3-full,T2+F0,external_position_filter,all8,24,CDHG,6,113.03809606000863,223.74554754695106,143.55013057631012
v3-full,T2+F1,external_position_filter,all8,24,ABEF,6,122.91892043138613,309.8117380027962,180.79948405642625
v3-full,T2+F1,external_position_filter,all8,24,ADHE,6,167.0855405553366,185.48083001503278,148.4891590246781
v3-full,T2+F1,external_position_filter,all8,24,BCGF,6,103.10703167027444,275.5060443464019,163.5606947006983
