version,solver,solver_family,eval_set,median_radial_signed_mm,median_tangential_mm,radially_outward_fraction,radial_slope_mm_per_m,radial_r2
v1-old,T4+F3,external_position_filter,all8,106.72620888977177,50.9674458836858,0.875,236.94259037458613,0.6414940726694927
v1-old,T4+F4,external_position_filter,all8,106.59992929821371,49.780989861411896,0.875,235.96467444521264,0.646540102919324
v1-old,T4+F5,external_position_filter,all8,107.30830124534981,49.75942886697075,0.875,234.42908834013207,0.6460094200670061
v1-old,T5a,native_range_filter,all8,154.5992501196317,79.92340006404947,0.875,217.84880512223685,0.40709137461528977
v1-old,T5b,native_range_filter,all8,124.60585282859508,52.275690639992504,0.875,213.38649735667994,0.45331481037727983
v1-old,T5c,native_range_filter,all8,124.60585282859508,52.275690639992504,0.875,213.38649735667994,0.45331481037727983
v1-old,T5d,native_range_filter,all8,154.3024442167212,79.7099685074437,0.875,217.72999151302528,0.4069989931485303
v1-old,T5e,native_range_filter,all8,74.15067466568661,35.389704816020895,0.7916666666666666,183.35858685861945,0.24520605956447705
v2,T1+F0,external_position_filter,all8,49.63819563667876,44.56221094544355,0.75,238.29106895312069,0.501064723192977
v2,T1+F1,external_position_filter,all8,57.170719441103884,44.31925421708857,0.75,229.7676155971768,0.49104073046726593
v2,T1+F2,external_position_filter,all8,57.170719441103884,44.31925421708857,0.75,229.7676155971768,0.49104073046726593
v2,T1+F3,external_position_filter,all8,56.09639640565586,44.17140586659734,0.75,231.18142267709482,0.4929544145051956
v2,T1+F4,external_position_filter,all8,57.157251054193466,44.05875711186942,0.75,228.94410813101769,0.49048558846527635
v2,T1+F5,external_position_filter,all8,57.257627083244586,43.62728492518036,0.75,227.90605537240003,0.4897445472327179
v2,T2+F0,external_position_filter,all8,50.53167353669398,44.40000131709711,0.75,237.6566112217536,0.5006347806779978
v2,T2+F1,external_position_filter,all8,57.85685287975767,43.62068065595606,0.75,228.8730259715185,0.48924788651715445
v2,T2+F2,external_position_filter,all8,57.85685287975767,43.62068065595606,0.75,228.8730259715185,0.48924788651715445
v2,T2+F3,external_position_filter,all8,56.53472638712917,43.882573673090775,0.75,230.4254550587899,0.4918830328747904
v2,T2+F4,external_position_filter,all8,57.56118419411351,43.739113758616256,0.75,228.25213246330424,0.4881841450710407
v2,T2+F5,external_position_filter,all8,57.38298436522392,43.526662332706465,0.75,227.1647643167364,0.48738780670475823
v2,T3+F0,external_position_filter,all8,19.53919803753209,38.63978478859808,0.6666666666666666,219.8309618552625,0.6971759897576428
v2,T3+F1,external_position_filter,all8,20.42097309464767,38.665375572418036,0.6666666666666666,211.26633182383407,0.6893637688113072
v2,T3+F2,external_position_filter,all8,20.42097309464767,38.665375572418036,0.6666666666666666,211.26633182383407,0.6893637688113072
v2,T3+F3,external_position_filter,all8,20.356202122569982,38.40140623923294,0.6666666666666666,212.1033516728908,0.6874459241063196
v2,T3+F4,external_position_filter,all8,21.152623913754272,38.11421475044571,0.6666666666666666,210.51631105468513,0.6881144512819641
v2,T3+F5,external_position_filter,all8,21.414509568296857,38.17222121558004,0.6666666666666666,209.90054959545452,0.6854403566337242
v2,T4+F0,external_position_filter,all8,43.529134925776525,45.88887977318863,0.7083333333333334,215.64385468539635,0.706132141599837
v2,T4+F1,external_position_filter,all8,46.794273606877844,44.3873251074651,0.75,209.52366830599223,0.6992937412845606
v2,T4+F2,external_position_filter,all8,46.794273606877844,44.3873251074651,0.75,209.52366830599223,0.6992937412845606
v2,T4+F3,external_position_filter,all8,46.34920263800993,44.3827323395739,0.7083333333333334,210.6779169609384,0.6981800043078564
v2,T4+F4,external_position_filter,all8,46.98091603912478,44.05003695343608,0.75,208.88592794201944,0.7007821939169406
v2,T4+F5,external_position_filter,all8,47.480938455671605,43.45393278681577,0.75,208.1568037519985,0.6999126114317471
v2,T5a,native_range_filter,all8,102.68961148599794,49.475111266176114,0.7916666666666666,218.08250393366282,0.4595248242954514
v2,T5b,native_range_filter,all8,46.88361599133411,36.32969482228468,0.8333333333333334,213.07291132359782,0.5060160278443633
v2,T5c,native_range_filter,all8,46.88361599133411,36.32969482228468,0.8333333333333334,213.07291132359782,0.5060160278443633
v2,T5d,native_range_filter,all8,102.39565911464169,49.50854371407996,0.7916666666666666,217.7932043589232,0.4592563341175002
v2,T5e,native_range_filter,all8,29.14777674479838,40.046615585334614,0.625,184.23326471309187,0.26527346958623466
v3-full,T1+F0,external_position_filter,all8,102.33299282909684,65.07458876821613,0.8333333333333334,244.91660200714918,0.5365256607806002
v3-full,T1+F1,external_position_filter,all8,106.24781430490938,65.56913251119248,0.8333333333333334,241.62845290148948,0.5300809149148584
v3-full,T1+F2,external_position_filter,all8,106.24781430490938,65.56913251119248,0.8333333333333334,241.62845290148948,0.5300809149148584
v3-full,T1+F3,external_position_filter,all8,105.11930743156827,65.68095148932302,0.8333333333333334,241.42345363390672,0.5300399986122906
v3-full,T1+F4,external_position_filter,all8,106.49164360129325,65.07880589578663,0.8333333333333334,241.42579354905868,0.5308638555211305
v3-full,T1+F5,external_position_filter,all8,107.29351084183227,64.72329572153212,0.8333333333333334,241.4351330656158,0.5318336230290042
v3-full,T2+F0,external_position_filter,all8,102.1444553185793,65.41135755660409,0.8333333333333334,243.78272308046306,0.5376330118335678
v3-full,T2+F1,external_position_filter,all8,106.3858015338292,65.63518074378766,0.8333333333333334,240.93509402849938,0.5298004172026117
v3-full,T2+F2,external_position_filter,all8,106.3858015338292,65.63518074378766,0.8333333333333334,240.93509402849938,0.5298004172026117
v3-full,T2+F3,external_position_filter,all8,104.86957782706443,65.5398881255801,0.8333333333333334,240.80952827980605,0.5295898909190393
v3-full,T2+F4,external_position_filter,all8,106.53203503825489,65.32100405940392,0.8333333333333334,240.96843381981483,0.5309045378524527
v3-full,T2+F5,external_position_filter,all8,107.26943027339499,65.2188106436544,0.8333333333333334,240.7143019057464,0.531382270118137
v3-full,T3+F0,external_position_filter,all8,35.90241790131209,58.12619240993728,0.7916666666666666,223.5871333366465,0.6852177977059217
v3-full,T3+F1,external_position_filter,all8,39.41754614338244,56.55470907020096,0.7916666666666666,220.51930089308576,0.6751094542246454
v3-full,T3+F2,external_position_filter,all8,39.41754614338244,56.55470907020096,0.7916666666666666,220.51930089308576,0.6751094542246454
v3-full,T3+F3,external_position_filter,all8,39.585074381900405,56.37089588316519,0.8333333333333334,221.21128910998362,0.6792946139520571
v3-full,T3+F4,external_position_filter,all8,38.74909325246353,55.684464564899976,0.8333333333333334,220.4689299574142,0.6724907997764761
v3-full,T3+F5,external_position_filter,all8,39.198473825191996,55.77602954483507,0.8333333333333334,220.43006043385566,0.674001443396546
v3-full,T4+F0,external_position_filter,all8,73.61606509151895,59.00869328596764,0.7916666666666666,231.47952909702892,0.7240259288747022
v3-full,T4+F1,external_position_filter,all8,77.44214718941186,59.64842931770147,0.8333333333333334,229.35422401056988,0.7210560127818125
v3-full,T4+F2,external_position_filter,all8,77.44214718941186,59.64842931770147,0.8333333333333334,229.35422401056988,0.7210560127818125
v3-full,T4+F3,external_position_filter,all8,76.95587761807059,59.125731714264276,0.8333333333333334,228.65028680290362,0.7221022119001168
v3-full,T4+F4,external_position_filter,all8,77.065706128048,59.44382870941024,0.7916666666666666,229.34999067172723,0.7218809641237982
v3-full,T4+F5,external_position_filter,all8,77.62828764290073,59.54993524470626,0.8333333333333334,228.82443620841337,0.722220459498563
v3-full,T5a,native_range_filter,all8,135.91097565124522,58.89617154706073,0.8333333333333334,232.8829373607392,0.45670910605942516
v3-full,T5b,native_range_filter,all8,75.56267758657114,73.12565003586522,0.7916666666666666,226.94731728940852,0.5876458043911212
v3-full,T5c,native_range_filter,all8,75.56267758657114,73.12565003586522,0.7916666666666666,226.94731728940852,0.5876458043911212
v3-full,T5d,native_range_filter,all8,135.5762019268561,58.780798755304666,0.8333333333333334,232.67520851359788,0.45661227030935225
v3-full,T5e,native_range_filter,all8,58.343178019083,52.651192851230945,0.7083333333333334,230.98628975619067,0.2771350848748132
v3-lite,T1+F0,external_position_filter,all8,49.65164699380894,44.809235774131274,0.75,238.80621273118777,0.5012490544148378
v3-lite,T1+F1,external_position_filter,all8,57.0874930204087,44.467231116791346,0.75,230.12301445851654,0.49080446692833646
v3-lite,T1+F2,external_position_filter,all8,57.0874930204087,44.467231116791346,0.75,230.12301445851654,0.49080446692833646
v3-lite,T1+F3,external_position_filter,all8,56.044301927039236,44.38897164185498,0.75,231.54515452450102,0.49300507450074815
v3-lite,T1+F4,external_position_filter,all8,57.10091695841621,44.26205830859124,0.75,229.3153584496336,0.4901456021608396
v3-lite,T1+F5,external_position_filter,all8,57.206642733779006,43.79359285189429,0.75,228.28129987138723,0.4898166242606192
v3-lite,T2+F0,external_position_filter,all8,50.587521122862384,44.53286832701971,0.75,237.9594420833878,0.5003492589435645
v3-lite,T2+F1,external_position_filter,all8,57.73273891645459,43.836060841064985,0.75,229.25560708720073,0.4890058621983354
v3-lite,T2+F2,external_position_filter,all8,57.73273891645459,43.836060841064985,0.75,229.25560708720073,0.4890058621983354
v3-lite,T2+F3,external_position_filter,all8,56.49850354329535,44.070591419032745,0.75,230.87818009696065,0.4919849620152198
v3-lite,T2+F4,external_position_filter,all8,57.53122526597407,43.90723648829007,0.75,228.5978727686485,0.4878334785850226
v3-lite,T2+F5,external_position_filter,all8,57.3513649149227,43.71136628289412,0.75,227.47988626202533,0.4871455228717967
v3-lite,T3+F0,external_position_filter,all8,19.709311513268325,38.587739877785665,0.6666666666666666,220.42417907361894,0.6961802848247426
v3-lite,T3+F1,external_position_filter,all8,20.13222345597919,38.595529526057476,0.6666666666666666,212.10778928141121,0.6887389443785983
v3-lite,T3+F2,external_position_filter,all8,20.13222345597919,38.595529526057476,0.6666666666666666,212.10778928141121,0.6887389443785983
v3-lite,T3+F3,external_position_filter,all8,20.258310578121986,38.35184633700412,0.6666666666666666,213.28180382880566,0.6881704818836699
v3-lite,T3+F4,external_position_filter,all8,20.888179248038988,38.06620304599289,0.6666666666666666,210.9338397073227,0.6867552726800392
v3-lite,T3+F5,external_position_filter,all8,20.981038827385916,38.11307218376048,0.6666666666666666,210.2936890244231,0.6839724737483388
v3-lite,T4+F0,external_position_filter,all8,43.44241744793829,46.552496237706606,0.7083333333333334,216.1330384957309,0.7072355909178998
v3-lite,T4+F1,external_position_filter,all8,46.668079700778534,44.5478715755846,0.75,209.75792244839053,0.7004780305202177
v3-lite,T4+F2,external_position_filter,all8,46.668079700778534,44.5478715755846,0.75,209.75792244839053,0.7004780305202177
v3-lite,T4+F3,external_position_filter,all8,46.3317230415892,44.63371625189873,0.7083333333333334,210.94344901876912,0.6992220675842309
v3-lite,T4+F4,external_position_filter,all8,46.45359933758554,44.26373475371375,0.75,209.13220527979897,0.7022091148374203
v3-lite,T4+F5,external_position_filter,all8,47.03689065371306,43.641788040416024,0.75,208.3995962059795,0.7010403798386802
v3-lite,T5a,native_range_filter,all8,102.68136771647102,49.51699389049183,0.7916666666666666,218.27046066199793,0.45995260558615336
v3-lite,T5b,native_range_filter,all8,46.925004275391856,36.36560116061853,0.8333333333333334,213.34509848983316,0.5060380892664227
v3-lite,T5c,native_range_filter,all8,46.925004275391856,36.36560116061853,0.8333333333333334,213.34509848983316,0.5060380892664227
v3-lite,T5d,native_range_filter,all8,102.37869036099306,49.54461581246879,0.7916666666666666,218.00262580718666,0.45970171864761655
v3-lite,T5e,native_range_filter,all8,28.527195814987234,40.04641582459435,0.625,183.83971178517032,0.26539274672998725
v4-io,T1+F0,external_position_filter,all8,52.70912150921764,40.03803251186511,0.7916666666666666,233.17528456395192,0.509007619991054
v4-io,T1+F1,external_position_filter,all8,57.055519864250456,38.872205204344894,0.7916666666666666,225.9037149835339,0.502825479137563
v4-io,T1+F2,external_position_filter,all8,57.055519864250456,38.872205204344894,0.7916666666666666,225.89038145047274,0.5029054964057238
v4-io,T1+F3,external_position_filter,all8,56.180818499229474,39.11947364336153,0.7916666666666666,227.67953181150637,0.5048747219974883
v4-io,T1+F4,external_position_filter,all8,57.679780718209955,39.24899694432126,0.7916666666666666,225.86879623584466,0.5038619456910469
v4-io,T1+F5,external_position_filter,all8,58.61915335636359,38.89464957075319,0.7916666666666666,224.4669900511387,0.5034779216496639
v4-io,T2+F0,external_position_filter,all8,53.21801355985702,40.03687776873736,0.7916666666666666,232.78525935830032,0.5100273010299676
v4-io,T2+F1,external_position_filter,all8,57.80823648034881,38.777601042839564,0.7916666666666666,225.5252187014979,0.5021549159983405
v4-io,T2+F2,external_position_filter,all8,57.80823648034881,38.777601042839564,0.7916666666666666,225.5240338660449,0.5021620076944706
v4-io,T2+F3,external_position_filter,all8,57.002364784635695,39.10210526689012,0.7916666666666666,227.05999432480695,0.5043785201361767
v4-io,T2+F4,external_position_filter,all8,58.026336382606715,39.07106595848296,0.7916666666666666,225.0727497738379,0.5014608863201989
v4-io,T2+F5,external_position_filter,all8,58.919846405459495,38.62835397315959,0.7916666666666666,223.71692126733024,0.5008562519562194
v4-io,T3+F0,external_position_filter,all8,32.138357472995736,41.1298707149334,0.7916666666666666,202.52862530850203,0.6848926920393182
v4-io,T3+F1,external_position_filter,all8,35.481105521138495,39.54561798576394,0.7916666666666666,194.01048466249574,0.6683926823431046
v4-io,T3+F2,external_position_filter,all8,35.481105521138495,39.54561798576394,0.7916666666666666,194.01048466249574,0.6683926823431046
v4-io,T3+F3,external_position_filter,all8,34.96667748732095,39.57562255337521,0.7916666666666666,195.87275836292395,0.6711845230138803
v4-io,T3+F4,external_position_filter,all8,35.54842415615729,39.63407131367429,0.7916666666666666,193.66423317868023,0.6663505457537071
v4-io,T3+F5,external_position_filter,all8,35.27089243132443,39.58798611291308,0.7916666666666666,192.5637688421095,0.6633766261271927
v4-io,T4+F0,external_position_filter,all8,44.75919690996032,39.935153618458315,0.7916666666666666,206.64718185663594,0.7001389474888176
v4-io,T4+F1,external_position_filter,all8,49.60304098519879,38.27672029597586,0.7916666666666666,201.82983231241838,0.691163788576433
v4-io,T4+F2,external_position_filter,all8,49.60304098519879,38.27672029597586,0.7916666666666666,201.82983231241838,0.691163788576433
v4-io,T4+F3,external_position_filter,all8,49.03785360624814,38.56233428316169,0.7916666666666666,203.1357382721711,0.6914608730408678
v4-io,T4+F4,external_position_filter,all8,49.195077723764044,38.39385434335667,0.7916666666666666,201.4129057865112,0.6936801099284984
v4-io,T4+F5,external_position_filter,all8,49.86183679990859,38.07107236436519,0.7916666666666666,200.65312096733606,0.692279024816141
v4-io,T5a,native_range_filter,all8,112.02313335890025,47.36273672841495,0.7916666666666666,213.27663459707136,0.4478447181922287
v4-io,T5b,native_range_filter,all8,60.35056991829816,34.408814839505865,0.8333333333333334,201.70855494788924,0.5191906919651956
v4-io,T5c,native_range_filter,all8,60.35056991829816,34.408814839505865,0.8333333333333334,201.70855494788924,0.5191906919651956
v4-io,T5d,native_range_filter,all8,111.63886014852653,47.382176305049754,0.7916666666666666,213.03981225580918,0.4475169144612081
v4-io,T5e,native_range_filter,all8,37.00840617333561,42.59944380490173,0.7083333333333334,180.82705097871252,0.2625203658546178
