version,tag_method,eval_set,method,n_tags,err_3d_median_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,range_median_min_mm,range_median_max_mm,range_p95_min_mm,range_p95_max_mm,det,scale,note
v4-io-commonmode,T4,all8,A_tag_cloud_fit_WRONG_circular,24,56.63196713643701,147.26088354791537,83.41554220028915,31.825522928400865,49.74759730359483,,,,,-1.0000000000000009,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io-commonmode,T4,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,210.8196332246925,1543.0816202463075,526.2589699067415,2156.668053944217,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io-commonmode,T4,all8,C_anchor_locked_OFFICIAL,24,1098.6907706538814,3126.916198429156,1883.8301209137455,191.97634121215955,1082.379708026098,,,,,,1.0,"CORRECT: transform fitted from anchors only; height-preserving 2D horizontal alignment plus F/G/H vertical shift, no scale."
