row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L11:I7:T6,S02,load_imu_prior_cache,L11:I7,0.004096321000361058,,,,
R4:L11:I7:T6,S02,load_track_tensors_cache,L11:I7,1.8000000636675395e-06,,,,
R4:L11:I7:T6,S02,torch_gpu,,9.799187613999948,0,1,9.799187613999948,9.799187613999948
R4:L11:I7:T8,S02,torch_gpu,,8.53489327699981,0,1,8.53489327699981,8.53489327699981
R4:L11:I8:T6,S02,load_imu_prior_cache,L11:I8,0.004237302000092313,,,,
R4:L11:I8:T6,S02,load_track_tensors_cache,L11:I8,1.2300001799303573e-06,,,,
R4:L11:I8:T6,S02,torch_gpu,,10.09238948400025,0,1,10.09238948400025,10.09238948400025
R4:L11:I8:T8,S02,torch_gpu,,10.648775380000188,0,1,10.648775380000188,10.648775380000188
R4:L11:I1+I3+I7:T6,S02,load_imu_prior_cache,L11:I1+I3+I7,0.004531881999810139,,,,
R4:L11:I1+I3+I7:T6,S02,load_track_tensors_cache,L11:I1+I3+I7,1.5300001905416138e-06,,,,
R4:L11:I1+I3+I7:T6,S02,torch_gpu,,13.18747948400005,0,1,13.18747948400005,13.18747948400005
R4:L11:I1+I3+I7:T8,S02,torch_gpu,,12.187220009999692,0,1,12.187220009999692,12.187220009999692
R4:L11:I1+I2+I3+I8:T6,S02,load_imu_prior_cache,L11:I1+I2+I3+I8,0.010567319000074349,,,,
R4:L11:I1+I2+I3+I8:T6,S02,load_track_tensors_cache,L11:I1+I2+I3+I8,1.1299998732283711e-06,,,,
R4:L11:I1+I2+I3+I8:T6,S02,torch_gpu,,12.365213720000156,0,1,12.365213720000156,12.365213720000156
R4:L11:I1+I2+I3+I8:T8,S02,torch_gpu,,10.244942319999609,0,1,10.244942319999609,10.244942319999609
