row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L13:I3:T6,simulate_imu_prior,0.5602316099975724,,,,
R4:L13:I3:T6,cpu_golden,20.417287709002267,,,,
R4:L13:I3:T6,torch_gpu,2.315508529005456,0,1,2.315508529005456,2.315508529005456
R4:L13:I3:T8,simulate_imu_prior,0.5997492850001436,,,,
R4:L13:I3:T8,cpu_golden,20.758746354011237,,,,
R4:L13:I3:T8,torch_gpu,2.243492788998992,0,1,2.243492788998992,2.243492788998992
R4:L13:I4:T6,simulate_imu_prior,0.5772234559990466,,,,
R4:L13:I4:T6,cpu_golden,20.30018464900786,,,,
R4:L13:I4:T6,torch_gpu,2.2277344559988705,0,1,2.2277344559988705,2.2277344559988705
R4:L13:I4:T8,simulate_imu_prior,0.7082976160018006,,,,
R4:L13:I4:T8,cpu_golden,21.307930776005378,,,,
R4:L13:I4:T8,torch_gpu,2.4439787739975145,0,1,2.4439787739975145,2.4439787739975145
