capture_id,tag,n_samples,opti_circle_radius_mm,angular_speed_deg_s_median,angular_speed_deg_s_p95,abs_radius_error_p50_mm,abs_radius_error_p95_mm
R01,BS2DCE,1201,426.48582848840823,95.00996679269068,99.12082074644721,43.82943889802516,136.73180439116146
R01,BSDC91,1200,553.5374362567889,94.99786640531997,99.20681637168391,40.28383070386212,134.86493424676706
R02,BS2DCE,1201,426.5872672453299,86.01727343481309,98.42872008061893,44.84772600723477,129.7510577729965
R02,BSDC91,1200,553.7579522299013,86.28914456975616,97.52563148139856,51.17980212480472,131.83270284818056
R03,BS2DCE,1050,426.572346201647,87.70762700590748,98.16628361717784,63.172071624906295,148.27911243004374
R03,BSDC91,1200,553.5575033917082,87.95108822634577,97.5376237718197,52.06254843768761,135.8227021288022
R04,BS2DCE,1200,426.43337333690476,86.6805473605806,98.41673313480067,56.288138202075174,152.55823545979985
R04,BSDC91,1200,553.4706845883857,86.59369199793035,97.26347013008463,59.110568831956186,145.73481889568345
R05,BS2DCE,1200,426.4908337551261,87.61553983746961,98.40646762272841,54.43180367383687,211.2871379290316
R05,BSDC91,1201,553.5314134827562,87.51664641584217,97.4254564365186,49.88444493419172,166.5434213088447
R06,BS2DCE,1200,426.6440400664725,72.11910922305408,98.6240660312769,45.33226704130405,127.67504423725764
R06,BSDC91,1201,553.9352277035896,73.06448008325974,95.90846243158424,46.926805228955686,156.70319848772016
R07,BS2DCE,1200,426.63347228151616,70.32161357659481,98.09277554118707,60.87314770964048,146.56128466999496
R07,BSDC91,1201,553.7100883386518,71.2544064030481,95.0788945596194,66.9583637542778,130.78309275710558
R08,BS2DCE,1201,426.4998438737726,71.30998719446376,97.34807111489826,44.530066738316975,143.38537077795996
R08,BSDC91,1200,553.6862544616728,72.07390415052595,94.70867622018294,31.19860160937276,101.82291553049143
R09,BS2DCE,1200,426.5535566940207,71.56600705843792,98.51331249082314,58.370050350261096,189.71129264938736
R09,BSDC91,1200,553.6949651923159,72.54475130470767,96.10701609836559,59.07438685549738,159.94972543102438
R10,BS2DCE,1200,426.71442181080937,69.42136088988983,90.72244373312014,59.71730115217562,143.62140148526973
R10,BSDC91,1200,553.8753944619384,68.568130666506,91.88016697658696,49.64275787280866,134.04761264732403
R11,BS2DCE,1201,426.8423177244342,69.6301303216274,90.67506327060373,66.04164114166872,151.01425683626098
R11,BSDC91,1200,553.6302994130274,69.00278158213155,91.63729274059453,60.451251457044435,149.29026228274853
R12,BS2DCE,1200,426.60555995623395,70.5409437315242,89.92102805842677,49.203607736215105,161.0823162663679
R12,BSDC91,1200,553.7074846405563,69.81452678026,90.9438175594106,42.258794315661106,125.95364497130373
R13,BS2DCE,1201,426.619674136456,69.51390854614834,91.0413643869908,38.078526673465944,117.37382250104099
R13,BSDC91,1200,553.772122596342,68.58887381882454,92.23183897368914,45.62197408717384,126.36875283512545
R14,BS2DCE,1201,426.68697811414734,68.5746070558491,90.57837282930886,48.57894457637366,134.12834094226878
R14,BSDC91,1200,553.6911689203672,67.86325211433314,91.85536087949228,41.81190958013457,116.41085551571267
R15,BS2DCE,1200,426.7388268270692,68.2662866574774,91.51219343396014,53.58480625366664,144.19698159429586
R15,BSDC91,1200,553.7239696599694,67.35468607927479,92.47236984990096,59.467746303212664,144.8067368425756
R16,BS2DCE,1201,426.7546691537481,68.615332604909,90.80536198612772,53.91355914315824,173.8510204417954
R16,BSDC91,1200,553.8570986645638,67.22652830681508,91.6619437262034,43.485184984136595,147.86861692751722
R17,BS2DCE,1201,426.77989847218157,68.87454490737977,91.01282263150316,44.700493850075986,121.57802696831783
R17,BSDC91,1200,553.9448837938895,67.81898199091333,92.28944565473574,57.05184665892614,136.39405284146343
