speed_bin,n_samples,err3d_mean_mm,err3d_rmse_mm,err3d_p50_mm,err3d_p90_mm,err3d_p95_mm,err3d_max_mm,err_horizontal_xz_mean_mm,err_horizontal_xz_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p90_mm,err_horizontal_xz_p95_mm,err_horizontal_xz_max_mm,err_vertical_y_mean_mm,err_vertical_y_rmse_mm,err_vertical_y_p50_mm,err_vertical_y_p90_mm,err_vertical_y_p95_mm,err_vertical_y_max_mm,abs_radius_mean_mm,abs_radius_rmse_mm,abs_radius_p50_mm,abs_radius_p90_mm,abs_radius_p95_mm,abs_radius_max_mm
fast > 84.1 deg/s,13554,114.21172107672284,131.97968756503496,103.85865632957905,181.2263870838478,214.69305193209516,780.2984891665983,71.23873986197944,84.16665121591032,62.759080350323565,127.78172416346553,153.3467825134124,586.4241367967544,77.30352564802574,101.65929742460129,64.86880412313474,149.65600867457474,179.14074711731328,742.0144089785439,54.81549313265515,70.54996107663284,45.15241489215754,113.24036121213399,137.24353845897917,478.8868713771627
mid 68.0-84.1 deg/s,13553,107.553943172127,119.41161897414717,101.3156618981424,174.51262266931568,199.36616151135894,504.677121975867,67.7431593129474,78.70081038721682,61.17076865219626,118.36236593611414,140.84151813791544,398.02467448852536,72.22015359648596,89.80711102369484,62.80277034988171,144.44803882813548,170.52148505213933,391.8824126460352,56.11638429439905,71.24779994025376,47.4812394733263,114.14705543697379,136.19839842836652,441.17471787658445
slow <= 68.0 deg/s,13554,113.68399456817977,124.47454448456446,108.43408708970867,179.57379199815054,205.38331863638334,485.03308247462337,67.232002683497,77.36406161205043,61.26883053653043,116.19871027362849,136.65794200877298,359.67514610448404,80.54348067894672,97.51263608131349,73.03516439182891,155.13197884850268,178.33223861876118,444.76298280244544,67.4634283835653,82.25748438845763,59.9244639574442,131.0598050336507,153.46075517307625,380.0683003359947
