ID,capture,sweep,selected,x4,y4,z4,res4_rms,res4_max_abs,anchors_seen,x8,y8,z8
ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,23307,BDEG,1702.830152659969,2548.1116815242794,-762.1980803158109,2.405365135867803,2.838359358540856,7,1654.9991322541798,2550.9474960797065,-826.1812057763217
ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,23308,BDEG,1692.316213156361,2568.0299187673295,-733.4725022235046,33.02097520919757,38.017592198440525,8,1673.027374741816,2549.3618047340556,-807.8974772085452
ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,23309,BDEG,1712.589252895711,2519.442653002888,-720.8508505142056,1.8768602492297353,2.1437753573172813,7,1669.6797320041985,2520.3721619347157,-832.6265760430803
ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,23310,BDEG,1624.7813440745524,2557.1008978646632,-777.5443300668802,1.0783837571912753,1.256402927795989,7,1623.7390332915936,2561.4439259877317,-881.0623859244446
ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,23311,BDEG,1692.009295220018,2555.8651681101364,-709.9324354166124,25.35690856227916,28.58516122551191,8,1656.743089491408,2566.2580523242323,-862.4290878365294
ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,23312,BDEG,1679.969944731809,2593.222641508603,-753.8547297007311,12.810646328681704,14.962863172004745,7,1658.3108812907926,2566.9419822961318,-829.0663834009796
ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,23313,BDEG,1698.469715801873,2559.6701816429086,-729.0328606363935,2.0903439025682897,2.4009254858224267,7,1683.6210402400623,2547.502946376932,-773.6148036127948
ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,23314,BDEG,1653.945255981299,2530.1754649114123,-687.8781901869678,5.140655805072135,5.591325134780163,8,1644.7542925503765,2533.561109221887,-792.8953109132665
ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,23315,BDEG,1618.2440168632136,2559.6525509668572,-779.001911096345,14.995951338816445,17.456499511584752,7,1615.4005514371488,2556.981165274333,-845.7212491054962
ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,23316,BDEG,1664.2120154318434,2531.5513763711047,-739.1709078606749,6.0044766945158425,6.860384196459108,7,1652.8966754232717,2542.131701339046,-823.8809540705433
ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,23317,BDEG,1700.443945076619,2565.3892824862155,-762.2755860192558,0.715634665699703,0.8449066197231332,8,1641.7971635156935,2562.370638238392,-866.1648337097832
ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,23318,BDEG,1726.098329467751,2585.8271197285444,-786.3216855729754,22.114856725955846,26.814198325671896,7,1723.3328290426045,2574.961075990018,-862.4325407537003
ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,23319,BDEG,1720.0604219122818,2534.2309102783465,-688.3230255148922,6.414295773052548,7.145599887068784,7,1688.6785973132858,2532.8973212463225,-814.1454083893217
ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,23320,BDEG,1724.911421450337,2510.5881494200103,-729.2571226017849,9.412033801395957,10.863689493284255,8,1686.8666728244466,2521.4702832089283,-809.2089548208218
ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,23321,BDEG,1687.4965336894775,2526.7197095483725,-752.712646564597,12.07738791971984,14.054877110815141,7,1674.956890318304,2544.199746657668,-830.5223912280879
ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,23322,BDEG,1697.558135933696,2546.89777018095,-801.1560344956488,1.9630773529893668,2.379446125207778,7,1671.9018208422488,2546.1832375470253,-876.416629764175
