host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
0.148285,1777218961.395674,20,,BSDC91,,0,ok,2364,2364,100,3,0
0.148285,1777218961.395674,20,,BSDC91,,1,ok,2530,2530,100,3,0
0.148285,1777218961.395674,20,,BSDC91,,2,ok,3199,3199,100,3,0
0.148376,1777218961.395765,20,,BSDC91,,3,ok,3313,3313,66,2,1
0.148376,1777218961.395765,20,,BSDC91,,4,ok,2640,2640,100,3,0
0.148376,1777218961.395765,20,,BSDC91,,5,ok,2458,2458,66,2,1
0.378954,1777218961.626343,21,,BSDC91,,0,timeout,0,2364,75,3,1
0.383242,1777218961.630631,21,,BSDC91,,1,ok,2815,2815,100,4,0
0.383242,1777218961.630631,21,,BSDC91,,2,ok,3046,3046,100,4,0
0.383242,1777218961.630631,21,,BSDC91,,3,ok,2401,2401,75,3,1
0.383754,1777218961.631143,21,,BSDC91,,4,ok,2798,2798,100,4,0
0.383754,1777218961.631143,21,,BSDC91,,5,ok,3118,3118,75,3,1
0.383754,1777218961.631143,21,,BSDC91,,6,ok,3060,3060,100,4,0
0.530589,1777218961.777978,22,,BSDC91,,0,ok,2805,2805,80,4,1
0.530589,1777218961.777978,22,,BSDC91,,1,timeout,0,2815,80,4,1
0.530746,1777218961.778135,22,,BSDC91,,2,ok,2833,2833,100,5,0
0.530746,1777218961.778135,22,,BSDC91,,3,ok,2403,2403,80,4,1
0.530746,1777218961.778135,22,,BSDC91,,4,timeout,0,2798,80,4,1
0.534205,1777218961.781594,22,,BSDC91,,5,ok,3395,3395,80,4,1
0.534205,1777218961.781594,22,,BSDC91,,6,ok,2938,2938,100,5,0
0.534205,1777218961.781594,22,,BSDC91,,7,reject,2411,3337,60,3,2
0.739745,1777218961.987134,23,,BSDC91,,0,ok,2836,2836,83,5,1
0.739745,1777218961.987134,23,,BSDC91,,1,ok,3188,3188,83,5,1
0.739745,1777218961.987134,23,,BSDC91,,2,ok,2823,2823,100,6,0
0.784015,1777218962.031404,23,,BSDC91,,3,ok,2550,2550,83,5,1
0.784015,1777218962.031404,23,,BSDC91,,4,ok,2849,2849,83,5,1
0.784015,1777218962.031404,23,,BSDC91,,5,timeout,0,3395,66,4,2
1.099471,1777218962.34686,24,,BSDC91,,0,timeout,0,2836,71,5,2
1.103245,1777218962.350634,24,,BSDC91,,1,ok,3453,3453,85,6,1
1.103245,1777218962.350634,24,,BSDC91,,2,ok,2813,2813,100,7,0
1.103245,1777218962.350634,24,,BSDC91,,3,ok,2485,2485,85,6,1
1.10335,1777218962.350739,24,,BSDC91,,4,ok,2784,2784,85,6,1
1.10335,1777218962.350739,24,,BSDC91,,5,ok,3405,3405,71,5,2
1.10335,1777218962.350739,24,,BSDC91,,6,ok,2527,2527,100,7,0
1.325553,1777218962.572942,25,,BSDC91,,0,ok,3193,3193,75,6,2
1.325553,1777218962.572942,25,,BSDC91,,1,ok,3211,3211,87,7,1
1.325646,1777218962.573035,25,,BSDC91,,2,timeout,0,2813,87,7,1
1.325646,1777218962.573035,25,,BSDC91,,3,ok,2650,2650,87,7,1
1.325646,1777218962.573035,25,,BSDC91,,4,ok,2999,2999,87,7,1
1.329147,1777218962.576536,25,,BSDC91,,5,timeout,0,3405,62,5,3
1.329147,1777218962.576536,25,,BSDC91,,6,ok,2384,2384,100,8,0
