mount,temporal_region_only,segment_id,point_index,hardware_s,raw_x_m,raw_y_m,raw_z_m,smoothed_x_m,smoothed_y_m,smoothed_z_m
A,vertical_original,A-vertical_original-04,4,2410.414737,2.8689947730131595,1.1767110302461834,1.0735386641535272,2.8665550399564554,1.1790948186252985,1.0409783741475507
A,vertical_original,A-vertical_original-04,5,2410.534412,2.794059032755207,1.1577237433690395,1.214282768077033,2.869143616840347,1.1641784789509229,1.1665738616345915
A,vertical_original,A-vertical_original-04,6,2410.654427,2.8383574594100196,1.0801816857501159,1.2297315079903586,2.8702061013355666,1.1502775297839027,1.258645686405869
A,vertical_original,A-vertical_original-04,7,2410.774446,2.961838538380689,1.1857149785782377,1.4832109600865924,2.8717669623898665,1.133473832679592,1.3169122701521114
A,vertical_original,A-vertical_original-04,8,2410.894432,2.913113115043203,1.1809602626200446,1.4313491281865982,2.874590714884487,1.1145698552133216,1.3430101098097904
A,vertical_original,A-vertical_original-05,0,2410.894432,2.913113115043203,1.1809602626200446,1.4313491281865982,2.874590714884487,1.1145698552133216,1.3430101098097904
A,vertical_original,A-vertical_original-05,1,2411.014420,2.8626424698417936,1.098332199333064,1.3277664020933166,2.8773289648727642,1.098774560941267,1.336786964718758
A,vertical_original,A-vertical_original-05,2,2411.134411,2.865220340975138,1.0839893475613245,1.311452644545924,2.8776935069360174,1.091841901909775,1.2957007221309718
A,vertical_original,A-vertical_original-05,3,2411.254425,2.888536352105309,1.0897902871521126,1.226165554588707,2.8747347773071974,1.0980562116793937,1.2164353403842119
A,vertical_original,A-vertical_original-05,4,2411.374445,2.9351914518812294,1.0817083236230522,1.1898415516438885,2.8689459481452504,1.119417157575241,1.0999010017988615
A,vertical_original,A-vertical_original-05,5,2411.494772,2.8380300432272674,1.1301849049176182,0.9492207835497021,2.8608745456832714,1.153021641101931,0.9583804729819656
A,vertical_original,A-vertical_original-05,6,2411.614666,2.844546740510685,1.2304761286022754,0.7692582986828647,2.8516051958902957,1.189500059652433,0.8166903684420127
A,vertical_original,A-vertical_original-05,7,2411.734438,2.88049754542508,1.257084719838038,0.7047685348240159,2.8437115074756316,1.2173654119069162,0.7027623624598025
A,vertical_original,A-vertical_original-05,8,2411.854454,2.7520028091023296,1.231056958166326,0.6005946199674584,2.840102778171155,1.2295799359977686,0.6381219106515342
A,vertical_original,A-vertical_original-05,9,2411.974471,2.839239768502114,1.255019499703231,0.5984189530528126,2.842649167141168,1.2248857680072724,0.6351679869643554
A,vertical_original,A-vertical_original-05,10,2412.094516,2.820283907310156,1.223074348693836,0.4504080669214964,2.85183644181967,1.2056294713936948,0.6941063976204648
A,vertical_original,A-vertical_original-05,11,2412.214472,2.974283602735368,1.1079839324743166,0.9001496596572597,2.866051188539091,1.1775159717120696,0.7996887871825451
A,vertical_original,A-vertical_original-05,12,2412.334462,2.902654425624523,1.1878265451545695,0.9428980205590037,2.8812832426781627,1.149589654650673,0.9287832817344909
A,vertical_original,A-vertical_original-05,13,2412.454448,2.8593616777918878,1.1134636854791256,1.0334503483824429,2.893286756094539,1.130316595846465,1.0636715623378388
A,vertical_original,A-vertical_original-05,14,2412.574747,2.900551670358783,1.1130935201974697,1.2560945159028098,2.90040645574691,1.1227255313622406,1.193723953182161
A,vertical_original,A-vertical_original-05,15,2412.694665,2.8615528417338796,1.1268550618908753,1.2101629722947331,2.9037231229222153,1.1245278622291353,1.3080502221857366
A,vertical_original,A-vertical_original-05,16,2412.814780,2.9632026564593854,1.2065613591551032,1.4868920414097082,2.905102678580721,1.1316410086360218,1.3919380587297177
A,vertical_original,A-vertical_original-05,17,2412.934961,2.923697146451317,1.2592322214028033,1.5658952403439996,2.905323322793056,1.1399699729364752,1.4303607222094583
A,vertical_original,A-vertical_original-06,0,2412.934961,2.923697146451317,1.2592322214028033,1.5658952403439996,2.905323322793056,1.1399699729364752,1.4303607222094583
A,vertical_original,A-vertical_original-06,1,2413.054610,2.890429848920872,1.1280607790843598,1.4523024161412088,2.903223964318582,1.1461526792878431,1.4155459556789483
A,vertical_original,A-vertical_original-06,2,2413.174466,2.8680581506101888,1.1401569589764888,1.3481242238130708,2.8971023260509785,1.14996748904347,1.3511477181466338
A,vertical_original,A-vertical_original-06,3,2413.294481,2.9320241447439694,1.183284579793833,1.2654830428810278,2.8874411769795794,1.1552609412391377,1.249960333188068
A,vertical_original,A-vertical_original-06,4,2413.414468,2.903914581964084,1.0653438794363776,1.0903638020582893,2.87743640066072,1.1661621679024363,1.1290578106521223
A,vertical_original,A-vertical_original-06,5,2413.534486,2.8427523881543038,1.148230876442216,1.0685118590663845,2.87083754947352,1.1827730300548986,1.00613801051249
A,vertical_original,A-vertical_original-06,6,2413.654784,2.865235830000638,1.213706850627921,0.7037227197872358,2.8698101730860848,1.2010577594874299,0.8994021034707135
A,vertical_original,A-vertical_original-06,7,2413.774646,2.85972666972058,1.229219098496907,0.8434928870187849,2.874177038923678,1.2155966565310194,0.8262425340106636
A,vertical_original,A-vertical_original-06,8,2413.894492,2.891088833098435,1.2083854234214615,0.7567050719997341,2.881659034903998,1.2216598121682978,0.7962875141454728
A,vertical_original,A-vertical_original-07,0,2413.894492,2.891088833098435,1.2083854234214615,0.7567050719997341,2.881659034903998,1.2216598121682978,0.7962875141454728
A,vertical_original,A-vertical_original-07,1,2414.014459,2.89853829803799,1.2677299426890154,0.7819668855087425,2.88918982315756,1.216037893509875,0.8081396370269668
A,vertical_original,A-vertical_original-07,2,2414.134446,2.8969694973856117,1.2436942304059018,0.8500440447099199,2.894916815137739,1.1981759542427521,0.8558969932967166
A,vertical_original,A-vertical_original-07,3,2414.254466,2.964684221245551,1.176572295004859,0.8555530516879336,2.899030550772499,1.171290997452604,0.9338745293580148
A,vertical_original,A-vertical_original-07,4,2414.374483,2.8909151150504027,1.091588643017328,1.0666326767542826,2.902827879854482,1.1418479740269276,1.03180631031641
A,vertical_original,A-vertical_original-07,5,2414.494470,2.94388461781949,1.1314038228601193,1.2114503933416287,2.90722698563909,1.1170103575553423,1.1328131648831834
A,vertical_original,A-vertical_original-07,6,2414.614795,2.857204189670687,1.1015165254357087,1.182274317199886,2.911561782434594,1.1014084135145747,1.2219123395308715
A,vertical_original,A-vertical_original-07,7,2414.734789,2.9022083465167268,1.0743405881492563,1.2966124722486387,2.913662136325639,1.0956710714653362,1.29199447665457
A,vertical_original,A-vertical_original-07,8,2414.854689,2.952509468452534,1.0887579590566816,1.4259383989799217,2.9120696669746677,1.0978420924495955,1.3398758736693999
A,vertical_original,A-vertical_original-07,9,2414.974550,2.9475695424670136,1.1131137456279456,1.430806427619014,2.9076357757580267,1.105623707292224,1.360780289517656
A,vertical_original,A-vertical_original-08,0,2414.974550,2.9475695424670136,1.1131137456279456,1.430806427619014,2.9076357757580267,1.105623707292224,1.360780289517656
A,vertical_original,A-vertical_original-08,1,2415.094466,2.88620123803356,1.1005577563957003,1.3113155977764794,2.9019705565321865,1.1168617074138165,1.3479640526715593
A,vertical_original,A-vertical_original-08,2,2415.214482,2.875465363950324,1.1470148882588416,1.3748687887418232,2.8958361968926147,1.128998891752746,1.2970608686786134
A,vertical_original,A-vertical_original-08,3,2415.334468,2.9021976111271046,1.1412727580539512,1.2708696460000244,2.889789733983968,1.139796100200069,1.2112184893878404
A,vertical_original,A-vertical_original-08,4,2415.454487,2.910904818409238,1.143683797219767,1.1040973159380976,2.884754269001774,1.148671758871019,1.104525923254497
A,vertical_original,A-vertical_original-08,5,2415.574740,2.8803612209628113,1.1661040820455477,0.9434524561505169,2.8814034449793073,1.1562595049263702,1.0004824453196342
A,vertical_original,A-vertical_original-08,6,2415.694488,2.863442052542583,1.171537975859235,0.8819571550696611,2.879900231623199,1.1624855018258018,0.92217145516685
A,vertical_original,A-vertical_original-08,7,2415.814821,2.8846786127160313,1.1410865356985034,0.883073665718516,2.8804048373488964,1.1658503910103608,0.8818549616251297
A,vertical_original,A-vertical_original-08,8,2415.934496,2.879958151208048,1.3528627011555199,0.5782716249144765,2.8832349290162567,1.164835280696875,0.8804650453704145
A,vertical_original,A-vertical_original-09,0,2415.934496,2.879958151208048,1.3528627011555199,0.5782716249144765,2.8832349290162567,1.164835280696875,0.8804650453704145
A,vertical_original,A-vertical_original-09,1,2416.054479,2.858372332580338,1.1955652905777132,0.793806772415538,2.8883557908393427,1.159418931891254,0.9131149608427238
A,vertical_original,A-vertical_original-09,2,2416.174497,2.9286553918155427,1.1124205286378819,0.9984105308592752,2.8948703472710173,1.1511886650982135,0.9718872544790902
A,vertical_original,A-vertical_original-09,3,2416.294520,2.9317941938766343,1.1575525542851957,1.091628244625997,2.901244258834044,1.142788914996588,1.047900463942043
A,vertical_original,A-vertical_original-09,4,2416.414502,2.895459345548871,1.1203799013436806,1.0767402917294877,2.9063613370402894,1.1370092048038232,1.1350346400146636
A,vertical_original,A-vertical_original-09,5,2416.534490,2.9085625085966877,1.139067727222985,1.220826510265628,2.9103245462111977,1.1351327662750208,1.2288270593271482
A,vertical_original,A-vertical_original-09,6,2416.654506,2.835978605164055,1.0763115724729029,1.2588807096989407,2.9139883969562708,1.1362387243228254,1.3196245056439455
A,vertical_original,A-vertical_original-09,7,2416.774494,2.9961705736199518,1.2446612935357817,1.5199472710401092,2.9179131842143273,1.1385514537788595,1.3888506483126888
A,vertical_original,A-vertical_original-09,8,2416.894821,2.9220886880809585,1.1657056490101507,1.461360372159484,2.9221492263808813,1.1405870709118762,1.4153781419828242
A,vertical_original,A-vertical_original-10,0,2416.894821,2.9220886880809585,1.1657056490101507,1.461360372159484,2.9221492263808813,1.1405870709118762,1.4153781419828242
A,vertical_original,A-vertical_original-10,1,2417.014710,2.9221693117183207,1.134314034144885,1.4889775322977319,2.926669347275167,1.141244990857585,1.3888995623419735
A,vertical_original,A-vertical_original-10,2,2417.134814,2.9065359579352736,1.0922566884523393,1.1956691410585987,2.9310540296744234,1.1406601986774754,1.3174672144798472
A,vertical_original,A-vertical_original-10,3,2417.254502,2.9485039362355145,1.1635923861954602,1.269848803639172,2.933542706138408,1.1408730106505327,1.220815800322174
A,vertical_original,A-vertical_original-10,4,2417.374518,2.9431351487256388,1.107190590858077,1.0650595239052605,2.9311727039511295,1.14414237822254,1.1166080051551015
A,vertical_original,A-vertical_original-10,5,2417.494508,2.937555109845329,1.1660105653862742,1.0827291128706664,2.921608041423872,1.1508523231462278,1.0138308806881613
A,vertical_original,A-vertical_original-10,6,2417.614522,2.910714951708283,1.1342392302288584,0.9463760934153647,2.905328645524385,1.1596090151667382,0.9185546480093351
A,vertical_original,A-vertical_original-10,7,2417.734515,2.881375980151059,1.1565288005699401,0.7832833770181233,2.8862988196120396,1.1683606996702844,0.8419506055814626
A,vertical_original,A-vertical_original-10,8,2417.854528,2.836014369889305,1.1890370422208563,0.7734446231376018,2.870260014090254,1.1747998101465182,0.7981803365362211
A,vertical_original,A-vertical_original-10,9,2417.974827,2.849045539105251,1.181757934060682,0.7916169203266529,2.861991081689843,1.1766370357463483,0.7961980212312921
A,vertical_original,A-vertical_original-11,0,2417.974827,2.849045539105251,1.181757934060682,0.7916169203266529,2.861991081689843,1.1766370357463483,0.7961980212312921
A,vertical_original,A-vertical_original-11,1,2418.094721,2.859809420037141,1.1794649279517186,0.681596426465146,2.863681850907451,1.1724150938444615,0.8361374140821757
A,vertical_original,A-vertical_original-11,2,2418.214542,2.8566514414074,1.1689456430744531,0.9331750358660009,2.874534874763616,1.1623488906138433,0.9097301175702174
A,vertical_original,A-vertical_original-11,3,2418.334508,2.918972554011398,1.094033523081854,1.079138519738234,2.890761330187418,1.1485251488854642,1.0036226289011774
A,vertical_original,A-vertical_original-11,4,2418.454495,2.928696824997489,1.1400629544043812,1.0365099417040142,2.906967276807016,1.134080506934051,1.1058016524074668
A,vertical_original,A-vertical_original-11,5,2418.574511,2.9018776776491504,1.0744028329386464,1.1336112945179777,2.919050936312545,1.1216355414200812,1.2059150995142853
A,vertical_original,A-vertical_original-11,6,2418.694611,2.9700807304806403,1.1800728941151655,1.3725743809621904,2.925855251963127,1.1120003662749318,1.2884505000535031
A,vertical_original,A-vertical_original-11,7,2418.814600,2.9228670951345124,1.0752051746441817,1.392894658244677,2.928382024732031,1.1048757457676555,1.334624812396273
A,vertical_original,A-vertical_original-11,8,2418.934535,2.9965737211434385,1.2166588973522532,1.4450396811456765,2.9280524737038234,1.1007423477058207,1.3349474499549179
A,vertical_original,A-vertical_original-12,0,2418.934535,2.9965737211434385,1.2166588973522532,1.4450396811456765,2.9280524737038234,1.1007423477058207,1.3349474499549179
A,vertical_original,A-vertical_original-12,1,2419.054833,2.900750654974156,1.0976089643966038,1.2428920277723357,2.925279187343337,1.100705213444217,1.2946492306459236
A,vertical_original,A-vertical_original-12,2,2419.174753,2.847730186939811,1.0586744963149164,1.2515517132780967,2.9194378725915375,1.1052708355926708,1.2264706664391039
A,vertical_original,A-vertical_original-12,3,2419.294746,2.9806572877911908,1.1130941171648983,1.074589141267979,2.9104122592997435,1.1147314558912909,1.1417948690401856
A,vertical_original,A-vertical_original-12,4,2419.414542,2.937205848128557,1.1511264208198488,1.0909783041712593,2.899279798203774,1.1296902975524554,1.0468042732751806
A,vertical_original,A-vertical_original-12,5,2419.534590,2.8947477538120805,1.1174782072813405,1.0051235220656465,2.8871225390089035,1.1500289313706702,0.9449545948210442
A,vertical_original,A-vertical_original-12,6,2419.654545,2.8785086589429385,1.157426820193089,0.8333671508412709,2.8746848683001702,1.1735715790979013,0.844837218838855
A,vertical_original,A-vertical_original-12,7,2419.774558,2.818602649529321,1.3076319186645844,0.5145049269400305,2.863219678197068,1.1962226766401387,0.7621906737860626
A,vertical_original,A-vertical_original-12,8,2419.894517,2.8506639567248953,1.2265491725591784,0.6563993517149215,2.8538689210100436,1.214588607673858,0.7085955614922962
A,vertical_original,A-vertical_original-12,9,2420.014583,2.8482426469167845,1.2476412078260348,0.6776902896173939,2.8462217640022125,1.2292938707919339,0.6804254286363124
A,vertical_original,A-vertical_original-12,10,2420.134832,2.854744086437605,1.1574662639637858,0.8080989157791054,2.8386885012459695,1.2445960084673484,0.6610541741484753
A,vertical_original,A-vertical_original-12,11,2420.254754,2.8473480135922977,1.1779313151282107,0.7639923731883808,2.8307016161227656,1.2640908863746396,0.6311188249378504
A,vertical_original,A-vertical_original-12,12,2420.374586,2.7300822466248973,1.2913403493134885,0.6483526012606848,2.824629104273338,1.2872234584714741,0.5789609787223877
A,vertical_original,A-vertical_original-12,13,2420.494544,2.815342974323846,1.3106900289196612,0.4382995245177603,2.8251280226991202,1.3096047407132998,0.5072282447060317
A,vertical_original,A-vertical_original-12,14,2420.614561,2.805780137100093,1.3398046586287882,0.46881258564443185,2.835890904688828,1.3258425182055706,0.4302044706832562
A,vertical_original,A-vertical_original-12,15,2420.734552,2.8524107450248963,1.3735490255454044,0.3250702839064773,2.856544060330879,1.3322621333087679,0.3644390573619343
A,vertical_original,A-vertical_original-12,16,2420.854541,2.8827012945402464,1.3449797765069507,0.3306441093499934,2.882104293532552,1.3284739615919066,0.32235064205829206
A,vertical_original,A-vertical_original-12,17,2420.974550,2.9266538379512683,1.2515136986705206,0.21841549827399143,2.904998930104697,1.3173820334019026,0.3118213737519322
A,vertical_original,A-vertical_original-12,18,2421.094543,2.9948498098961065,1.3039529067529272,0.23036399239396205,2.917928369523036,1.3032492674248177,0.3383120586965872
A,vertical_original,A-vertical_original-12,19,2421.214875,2.913971524682739,1.0763295972419178,0.6388400825369008,2.915991822813175,1.2891889980616837,0.4020953421615856
A,vertical_original,A-vertical_original-12,20,2421.334546,2.9772078950682404,1.3001688598659142,0.2975119298208463,2.8979128956285565,1.2763046335829913,0.4903026741685828
A,vertical_original,A-vertical_original-12,21,2421.454531,2.7708716637951825,1.2824212044596468,0.5627518260222597,2.8676079992196977,1.2644941331684516,0.5795431514393126
A,vertical_original,A-vertical_original-12,22,2421.574548,2.7817098700439877,1.1430678485708838,0.6890746745608208,2.8351720351019325,1.2532113649332384,0.6518401580928452
A,vertical_original,A-vertical_original-12,23,2421.694540,2.906922850748489,1.257312275960162,0.8570218113699704,2.8123289612753934,1.2420639530259558,0.7029191790232769
A,vertical_original,A-vertical_original-12,24,2421.814555,2.7710403329733366,1.2083065219439129,0.6595036157571119,2.804106581634187,1.2316337603529997,0.7363023075568602
A,vertical_original,A-vertical_original-12,25,2421.934573,2.8014415803058865,1.2620375473901524,0.7578875273711214,2.806814901625762,1.223063711304225,0.7573788851494321
A,vertical_original,A-vertical_original-12,26,2422.054563,2.820827042017918,1.1263906736292317,0.7534578444179579,2.8136035622310405,1.2169618711417125,0.772477438051808
A,vertical_original,A-vertical_original-12,27,2422.174550,2.8593627583101213,1.2385014088700042,0.841506130566665,2.8194643902524286,1.213537192099452,0.7867687712406802
A,vertical_original,A-vertical_original-12,28,2422.294878,2.8227709787710924,1.1864640647627016,0.7491005589263542,2.8221064080807254,1.2129056158396072,0.8007217028398789
A,vertical_original,A-vertical_original-12,29,2422.414768,2.8607485536447217,1.2173453879267786,0.8197591371648321,2.820891412718933,1.2147943275619582,0.8107830936010629
A,vertical_original,A-vertical_original-12,30,2422.534542,2.8115857575830736,1.2073949726033872,0.8956893970099347,2.8161293162999326,1.218502136262515,0.8139259099357385
A,vertical_original,A-vertical_original-12,31,2422.654556,2.7934692346688053,1.2258175981406318,0.7640667405902363,2.8092632205997514,1.2232064091811685,0.8104099967298214
A,vertical_original,A-vertical_original-12,32,2422.774541,2.8505011673581078,1.2461357320017743,0.8449046915709254,2.8029123647048912,1.2282267105358708,0.8033353758921614
A,vertical_original,A-vertical_original-12,33,2422.894562,2.774064414942546,1.25631972594613,0.7888621741048581,2.7996571994217954,1.2328080348730148,0.7966977608982901
A,vertical_original,A-vertical_original-12,34,2423.014846,2.7726760630342158,1.1777365634855106,0.7916197045993255,2.8004826008627446,1.235639433321334,0.7932881094225032
A,vertical_original,A-vertical_original-13,0,2423.014846,2.7726760630342158,1.1777365634855106,0.7916197045993255,2.8004826008627446,1.235639433321334,0.7932881094225032
A,vertical_original,A-vertical_original-13,1,2423.134562,2.834648935904381,1.2226556725727304,0.8453711672279326,2.8045549383488506,1.2355573737877594,0.7940049231680446
A,vertical_original,A-vertical_original-13,2,2423.254583,2.801006563757374,1.2485413065909745,0.7797472745471303,2.810119162833372,1.233215661230824,0.7983152227056051
A,vertical_original,A-vertical_original-13,3,2423.374881,2.8297932011031675,1.249397764297758,0.8305165663137909,2.8156117468520714,1.230803629622126,0.8045401760324771
A,vertical_original,A-vertical_original-13,4,2423.494803,2.8178534969831883,1.176978729670818,0.7328604155279896,2.820430284835609,1.2298360973646916,0.8103571478865419
A,vertical_original,A-vertical_original-13,5,2423.614790,2.79998602493162,1.2187041293429375,0.8107382808864523,2.8248439530062246,1.2306331284884557,0.8137965954897761
A,vertical_original,A-vertical_original-13,6,2423.734561,2.8705705463883593,1.2358967130527,0.818624903547446,2.8293561475138285,1.2335017337946965,0.8137891628103158
A,vertical_original,A-vertical_original-13,7,2423.854577,2.903649126113884,1.2738224089704953,0.896206039985258,2.8336837773183077,1.2384044784534065,0.8098879375187139
A,vertical_original,A-vertical_original-13,8,2423.974593,2.7891336550807537,1.1693735019892277,0.7429913915569166,2.8362922856992716,1.2434300278729096,0.8021679364139332
A,vertical_original,A-vertical_original-13,9,2424.094582,2.8260468816273767,1.2388464537380344,0.7786637389065343,2.8363449100985605,1.245134366500472,0.7919392525403457
A,vertical_original,A-vertical_original-13,10,2424.214568,2.867689167814097,1.282619731637048,0.8509970887561514,2.8353588171061284,1.2411786437035939,0.7815703018795453
A,vertical_original,A-vertical_original-13,11,2424.334555,2.816281886813181,1.2700475880082716,0.7596378169542405,2.8352014661942757,1.2323151824406606,0.7729651712725784
A,vertical_original,A-vertical_original-13,12,2424.454883,2.851394490861943,1.1966934050852602,0.8636044273992338,2.835874607247672,1.2217424285346212,0.7670765951377572
A,vertical_original,A-vertical_original-13,13,2424.574817,2.8305469542874,1.202632284490653,0.7370906747923408,2.8362058209857834,1.2130007449831919,0.7642415001356974
A,vertical_original,A-vertical_original-13,14,2424.694629,2.8442076079696874,1.214121330852185,0.7594364559115154,2.8352292956839436,1.2079424875971148,0.7639191654576512
A,vertical_original,A-vertical_original-13,15,2424.814594,2.824725145037506,1.1864922955170296,0.7713503702224813,2.8326794283111814,1.2059260536904697,0.7648954909362801
A,vertical_original,A-vertical_original-13,16,2424.934581,2.885780351341963,1.2118032296878798,0.9173529210471846,2.8290667648671826,1.2050642200990755,0.7660113177885481
A,vertical_original,A-vertical_original-13,17,2425.054646,2.7905088044955733,1.2176679648173776,0.7266516695822494,2.8253698272508045,1.2042459995680757,0.7665622054694059
A,vertical_original,A-vertical_original-13,18,2425.174584,2.8296258037108304,1.2052362653154778,0.8400218279016741,2.822528990359292,1.2039300630980136,0.7668002145947294
A,vertical_original,A-vertical_original-14,0,2425.174584,2.8296258037108304,1.2052362653154778,0.8400218279016741,2.822528990359292,1.2039300630980136,0.7668002145947294
A,vertical_original,A-vertical_original-14,1,2425.294571,2.7943889226749934,1.190341274853902,0.7495494709391839,2.8210865326578842,1.2056458431113009,0.7683016078455486
A,vertical_original,A-vertical_original-14,2,2425.414587,2.8197521289509915,1.2034793076974444,0.768956751170416,2.82108612861553,1.2111494718526277,0.7735145285766976
A,vertical_original,A-vertical_original-14,3,2425.534869,2.855225292231053,1.2827182142396827,0.8573404574906786,2.8224914822384033,1.221102823723234,0.7844839421235594
A,vertical_original,A-vertical_original-14,4,2425.654810,2.8248067394148335,1.192536702549683,0.7568879728024903,2.8257513649548858,1.2337226121406932,0.8010668339545686
A,vertical_original,A-vertical_original-14,5,2425.774828,2.8241120407008458,1.2510287681114143,0.7966738356224902,2.83162587091009,1.245695835141994,0.820073278077094
A,vertical_original,A-vertical_original-14,6,2425.894598,2.869206076595144,1.2621249459292379,0.9253330079317567,2.8399446132893837,1.2547721704428796,0.8361579931728937
A,vertical_original,A-vertical_original-14,7,2426.014613,2.8213929488863854,1.2314312920799657,0.8243464890055985,2.848366001765462,1.260424931411768,0.8432202225362954
A,vertical_original,A-vertical_original-15,0,2426.014613,2.8213929488863854,1.2314312920799657,0.8243464890055985,2.848366001765462,1.260424931411768,0.8432202225362954
A,vertical_original,A-vertical_original-15,1,2426.134603,2.863601868305774,1.261967983969875,0.8671712188441149,2.8533724155978586,1.2626594516368712,0.8368290210284474
