mount,hardware_s,dx_m,dy_m,dz_m,norm_m,diagnostic
A,2658.697135,0.0003719500423269295,0.0013047266754555586,7.641622689735783e-06,0.001356730233329254,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2658.817438,-0.07365324746403568,0.211729413250483,-0.45344833656840083,0.5058354863332959,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2658.937112,-0.15608108426473954,-0.11618535378510386,0.04543846663416795,0.19981240089016214,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2659.057129,-0.09944123398617721,-0.14637582506961744,-0.08615170922384019,0.19681605164135876,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2659.177119,0.01682884576660504,-0.16419196061898922,-0.06597478434417281,0.17774949268845747,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2659.297135,0.07503521534059221,-0.09493045545328704,-0.04667510670619712,0.12969441198375684,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2659.417123,0.13823027162040358,-0.0624641598251825,-0.10165656976430326,0.1826018549499461,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2659.537107,0.05003906272108427,-0.07157003101967319,-0.019756496182460892,0.08953488861650066,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2659.657125,0.1269298583505778,-0.10629236113619878,0.06366522081463244,0.17737676093046054,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2659.777146,0.09039319831483361,0.04029642086848639,0.19789857183613024,0.22126585044053912,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2659.897443,0.03140934917633009,0.0511683408623147,0.014310749067659612,0.06172150242144282,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2660.017367,-0.06947405750355218,0.07748023733428067,-0.09575817832933875,0.1414194490172295,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2660.137164,-0.008383791307718269,0.10245979415440876,-0.005054314181392461,0.10292639829849004,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2660.257120,0.00652009680802923,0.20132998254800527,-0.08587578621641734,0.21897699466714304,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2660.377135,-0.04734867704229684,0.0967068179912276,-0.04669103112572759,0.11736335991793952,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2660.497154,-0.020315217384609063,0.09319421987633647,-0.08815437070988108,0.12988095992484044,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2660.617142,-0.10210296975861066,-0.0022893777765886636,-0.03790013186721264,0.10893428147137066,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2660.737132,-0.029547883180088164,0.05081691933229071,-0.03885699698542033,0.07046490548899959,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2660.857150,-0.029287896461646756,0.027743838277006994,0.026785423976529943,0.04842479095557692,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2660.977566,0.014606415244857285,0.04866326690196199,-0.04261301908575943,0.06631236918916475,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2661.097465,-0.04672158849722896,0.001665811613206003,-0.09575782854545511,0.10656098482923226,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2661.217353,-0.04815032505835104,0.12976860154125225,-0.07576611150154433,0.15779368618947212,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2661.337158,0.027406804994952072,0.06214740991181711,0.05005070753615426,0.08437124417506477,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2661.457143,0.04910069738632483,0.12272870053402252,0.1270890469035031,0.18337076719432144,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2661.577159,-0.03743995928021038,-0.041409310379384,0.0440333646420108,0.07110146790816808,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2661.697151,-0.05205245463703134,0.04474088462419323,0.036661649961979625,0.07781568844796206,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
A,2661.817166,-0.008920337535087697,0.04044299175815991,0.002007791981013529,0.04146370982834877,POST_UPDATE_INTERPOLATED_RESIDUAL_PROXY_NOT_PREUPDATE_INNOVATION
