mount,temporal_region_only,segment_id,start_hardware_s,end_hardware_s,duration_s,start_plateau_center_V4_m,start_uncertainty_m,end_plateau_center_V4_m,end_uncertainty_m,signed_delta_p_V4_m,magnitude_V4_m,delta_p_N_m,magnitude_N_m,start_speed_mps,end_speed_mps,start_stationary_confidence,end_stationary_confidence,start_gyro_median_dps,end_gyro_median_dps,start_accel_norm_residual_g,end_accel_norm_residual_g,attitude_change_deg,gyro_saturated_or_clipped,acceptance_weight,decision
A,vertical_retry,A-vertical_retry-03,2490.815288,2492.255314,1.4400260000002163,"[2.860407978456084,1.2234300774229843,0.8107615354970352]",0.075,"[2.858954600286607,1.1449655831939212,1.4633085727465591]",0.08454526206822499,"[-0.005174787602570952,-0.047235126084969714,0.5709289149391158]",0.5729029250026141,"[-0.040574003825288266,-0.002291200352629218,0.5077063455294787]",0.5093301804098878,0.05093625261291379,0.027922357186704643,0.22772277227722773,0.0,8.763023002599681,17.130165733435405,0.026446164302078135,0.10396386009962277,12.073571607241991,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
A,vertical_retry,A-vertical_retry-04,2492.255314,2493.815515,1.560200999999779,"[2.858954600286607,1.1449655831939212,1.4633085727465591]",0.08454526206822499,"[2.877906736150055,1.247335694828301,0.886908471072492]",0.075,"[0.01993888073669492,0.06759795101304977,-0.5298204657156587]",0.5344873879123363,"[0.005365362353209235,0.008214390213056378,-0.43277085659785874]",0.4328820597347481,0.027922357186704643,0.015840766970939443,0.0,0.06930693069306931,17.035661337165006,14.55119372429684,0.10396386009962277,0.03952096562162666,8.909604844794837,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
A,vertical_retry,A-vertical_retry-05,2493.815515,2495.015349,1.1998340000000098,"[2.877906736150055,1.247335694828301,0.886908471072492]",0.075,"[2.8753408222960775,1.104017452566909,1.3578228257116167]",0.16984973401575315,"[-0.038903997153468595,-0.08699763896968449,0.4346552124057268]",0.44498007129789996,"[-0.02526028690531221,-0.006304568665740597,0.42959818238220215]",0.430386370586583,0.015840766970939443,0.061227952195229814,0.06930693069306931,0.0,13.655419971776805,14.336355583944378,0.03952096562162666,0.1362181859002909,5.673282941226906,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
A,vertical_retry,A-vertical_retry-06,2495.015349,2496.095352,1.0800030000000334,"[2.8753408222960775,1.104017452566909,1.3578228257116167]",0.16984973401575315,"[2.888445445213329,1.1513776317103979,0.9093109727029632]",0.08798877735034236,"[0.030353014908438336,0.03907644067151139,-0.42270410472671405]",0.4255902182644696,"[0.013654515706321221,0.006899228781635877,-0.36844265309847773]",0.368760130408916,0.061227952195229814,0.12772599530683498,0.0,0.0,14.458643948552412,23.95330459445904,0.1362181859002909,0.0657052331515855,5.052142982427158,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
A,vertical_retry,A-vertical_retry-07,2496.095352,2497.535377,1.4400250000003325,"[2.888445445213329,1.1513776317103979,0.9093109727029632]",0.08798877735034236,"[2.9584111112628158,1.070989009150217,1.322145164772495]",0.16102369066283184,"[0.04526660846530062,-0.06297063018419657,0.4413122795446641]",0.4480746524683732,"[-0.04778050090544643,0.009037589441468862,0.5549781954529107]",0.5571045249482874,0.12772599530683498,0.0641541038271608,0.0,0.0,23.95330459445904,12.554982416609407,0.0657052331515855,0.12369076720873262,3.0016864170434094,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
A,vertical_retry,A-vertical_retry-08,2497.535377,2501.015416,3.4800390000000334,"[2.9584111112628158,1.070989009150217,1.322145164772495]",0.16102369066283184,"[2.8213962901577854,1.2312669310841766,0.8539405942096052]",0.12507976258058334,"[-0.09356128435566369,0.1275708785399583,-0.49604480751330704]",0.520661592632539,"[0.042876133426654056,0.027081727488981387,-0.39360105475023416]",0.3968545994213807,0.0641541038271608,0.09172872886229087,0.0,1.0,12.693584361197729,0.07044869054940542,0.12369076720873262,0.005157166333390917,4.7362286440115255,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
A,vertical_retry,A-vertical_retry-09,2501.015416,2501.615629,0.6002129999997123,"[2.8213962901577854,1.2312669310841766,0.8539405942096052]",0.12507976258058334,"[2.824770306803864,1.2023154574818522,0.8104572873667425]",0.15598545176942866,"[0.009702685297850788,-0.009769045083962924,-0.06100619451787159]",0.06254064369187462,"[-7.969801461141432e-06,0.000374997884804299,7.710547156361667e-05]",0.00038292582191343016,0.09172872886229087,0.027151429075848138,1.0,1.0,0.07044869054940542,0.06636433119799066,0.005157166333390917,0.005668547963511239,0.009578204477087274,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,vertical_retry,A-vertical_retry-10,2501.615629,2502.215764,0.6001350000001366,"[2.824770306803864,1.2023154574818522,0.8104572873667425]",0.15598545176942866,"[2.846842053398228,1.2316760925053996,0.8683109733866875]",0.075,"[0.02106990750221316,0.017547690436693575,0.052275905544967305]",0.05903077792440303,"[-1.7167641259493192e-05,0.0002661365342410803,6.483595752534748e-05]",0.00027445780031272026,0.027151429075848138,0.03960550850999227,1.0,0.989247311827957,0.06636433119799066,0.06991789609360859,0.005661554235255606,0.0061575142195233745,0.007460063659933577,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,vertical_retry,A-vertical_retry-11,2502.215764,2502.695423,0.4796590000000833,"[2.846842053398228,1.2316760925053996,0.8683109733866875]",0.075,"[2.8371731312297532,1.239769760960013,0.763148293144813]",0.075,"[-0.00871173286160598,0.010039790320568232,-0.03428953196309803]",0.036775857316740865,"[-0.0006369669665076216,0.000339654739335665,0.0006016338095317641]",0.000939710327253459,0.03960550850999227,0.038123323922239195,0.989247311827957,1.0,0.0669233162756138,0.0632016022148631,0.0061575142195233745,0.005138071928497245,0.014954264684479933,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,vertical_retry,A-vertical_retry-12,2502.695423,2503.895448,1.200025000000096,"[2.8371731312297532,1.239769760960013,0.763148293144813]",0.075,"[2.840954588897781,1.2067549934576614,0.8581464521558796]",0.075,"[0.010404593921842231,-0.03712640895373864,0.06578864051829891]",0.07625464600747053,"[-0.00016043203045468677,0.0003891135219869726,-6.408282330755339e-05]",0.0004257398003851494,0.038123323922239195,0.02698663423715574,1.0,1.0,0.0632016022148631,0.03410603899157351,0.005144832100899777,0.005156098953869037,0.01289200470209565,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,vertical_retry,A-vertical_retry-13,2503.895448,2504.735443,0.8399949999998171,"[2.840954588897781,1.2067549934576614,0.8581464521558796]",0.075,"[2.7882747081983403,1.2155313021200342,0.7515035232068481]",0.08604142475309462,"[-0.03010508032169934,0.010256957107083853,-0.09708886431916264]",0.10216539827680064,"[-0.00012957321781083888,-7.457881831177991e-05,1.44394828867855e-05]",0.00015019892669614635,0.02698663423715574,0.07667962638896658,1.0,1.0,0.03410603899157351,0.03410603899157351,0.005146729684980311,0.005157166333390917,0.005864222586529735,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,vertical_retry,A-vertical_retry-14,2504.735443,2505.455770,0.7203269999999975,"[2.7882747081983403,1.2155313021200342,0.7515035232068481]",0.08604142475309462,"[2.8551307451901127,1.2291836432871674,0.8571981586641645]",0.1357945502742796,"[0.0392251873864673,0.018598874313946245,0.07584962628439673]",0.08739393147542963,"[6.821425347293494e-05,-1.815017981188336e-05,0.0001251254688926843]",0.00014366278700375968,0.07667962638896658,0.0491870762304277,1.0,0.9702970297029703,0.03410603899157351,0.06991789609360859,0.005157166333390917,0.005636603652688255,0.009456522715579844,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,vertical_retry,A-vertical_retry-15,2505.455770,2506.175469,0.719698999999764,"[2.8551307451901127,1.2291836432871674,0.8571981586641645]",0.1357945502742796,"[2.791564666081339,1.2188967835393043,0.7659859441670277]",0.075,"[-0.04670526717217616,-0.014627449395981706,-0.05635700981720748]",0.0746421919090884,"[1.829223492852634e-06,8.953637671324354e-05,-3.6856909608856655e-05]",9.684286550612851e-05,0.0491870762304277,0.01870755334246615,0.9702970297029703,1.0,0.06991789609360859,0.03410603899157351,0.005636603652688255,0.005156573344907711,0.008656828958382191,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,vertical_retry,A-vertical_retry-16,2506.175469,2508.815820,2.6403510000000097,"[2.791564666081339,1.2188967835393043,0.7659859441670277]",0.075,"[2.8235514251326146,1.2093060568776803,0.8193619425845371]",0.075,"[0.01914039969145298,0.0016840429991615835,0.03842835625282515]",0.04296428127486417,"[0.0007587527682759768,0.0007018217565469341,0.001046416360896509]",0.001470797994858905,0.01870755334246615,0.008415366044565761,1.0,1.0,0.03410603899157351,0.03410603899157351,0.005150643440833491,0.005145306497255753,0.013007257079742993,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,horizontal_1,A-horizontal_1-01,2552.255959,2556.456020,4.200061000000005,"[2.855900980623492,0.3086228617505679,0.9331385366986319]",0.1083178786017424,"[2.9205578729127675,0.6031005458397578,0.8721939863742123]",0.2422673244951018,"[0.029333531643738642,0.2361193482017031,-0.008798258453034613]",0.23809706429458077,"[0.0767651158884585,0.6208594876121066,0.03058828864472876]",0.6263345988986632,0.129181830684992,0.1569358877656355,0.8415841584158416,0.5247524752475248,0.7893199170285405,2.3520578721256133,0.006825636654690159,0.010888543336480039,0.7857308094865071,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,horizontal_1,A-horizontal_1-02,2556.456020,2557.296334,0.8403140000000349,"[2.9205578729127675,0.6031005458397578,0.8721939863742123]",0.2422673244951018,"[2.762871851963568,0.4248769248490619,0.7590725367640282]",0.08645194670505368,"[-0.11579970406359497,-0.12810237538548297,-0.09600338023179533]",0.19757641320904182,"[0.003251428593347443,0.04155811496284871,0.001712439514340332]",0.041720272725058516,0.1569358877656355,0.17842319677240367,0.5247524752475248,0.37623762376237624,2.3520578721256133,3.495882683248585,0.010888543336480039,0.008216126515899091,1.2512451749520896,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,horizontal_1,A-horizontal_1-03,2557.296334,2558.736012,1.4396779999997307,"[2.762871851963568,0.4248769248490619,0.7590725367640282]",0.08645194670505368,"[2.8614468868844725,1.2782041464699494,0.3951954251473611]",0.08230365367997217,"[0.10022171029455018,0.8065521734261336,-0.3524389106097454]",0.8858803448460569,"[0.022821523710466952,0.2456062477572262,0.013461201695657048]",0.24703128310589034,0.17842319677240367,0.07851648116839403,0.37623762376237624,0.5247524752475248,3.495882683248585,2.236130426655314,0.008216126515899091,0.006718241105164946,0.8942927388221131,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
A,horizontal_1,A-horizontal_1-04,2558.736012,2560.776259,2.040247000000363,"[2.8614468868844725,1.2782041464699494,0.3951954251473611]",0.08230365367997217,"[2.7860077992133423,0.5508765745168508,1.1963572769043846]",0.661267717949685,"[-0.08103674803476046,-0.7606152972242793,0.49352818276842014]",0.9103145896284027,"[-0.023097112013681132,-0.3236827507783704,-0.017194557903662408]",0.3249610015930028,0.07851648116839403,0.04562361137466371,0.5247524752475248,0.6831683168316832,2.1585074594227183,1.5008968736669055,0.006858433232563632,0.00983280206598347,1.1217171529946617,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
A,horizontal_1,A-horizontal_1-05,2560.776259,2564.016139,3.23987999999963,"[2.7860077992133423,0.5508765745168508,1.1963572769043846]",0.661267717949685,"[2.8516869726295884,1.128666902038305,0.8689641066540089]",0.14152241471689958,"[0.052654011439067006,0.5724636349082722,-0.05771921864644047]",0.5777703405455947,"[0.05589483280568244,0.6820410292562245,0.03657004383211995]",0.6853039953401325,0.04562361137466371,0.09050537111491999,0.693069306930693,0.9900990099009901,1.4476816632160108,0.4175547483518648,0.00983280206598347,0.0070922406936013704,2.0139715422818023,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
A,horizontal_1,A-horizontal_1-06,2564.016139,2566.776141,2.760001999999986,"[2.8516869726295884,1.128666902038305,0.8689641066540089]",0.14152241471689958,"[2.8125029993645887,0.5525939124446737,0.5373172056721398]",0.16333945522814716,"[-0.03357971449871,-0.5235325034480754,-0.28698937318854534]",0.5979772401317446,"[-0.014548299323458568,-0.5392010094918245,-0.03220304844575546]",0.5403576759697295,0.09050537111491999,0.11054728837440764,0.9900990099009901,0.5544554455445545,0.4175547483518648,2.1719189045948606,0.0070922406936013704,0.010861773949086606,1.6843278653579574,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
A,horizontal_1,A-horizontal_1-07,2566.776141,2572.416489,5.640348000000358,"[2.8125029993645887,0.5525939124446737,0.5373172056721398]",0.16333945522814716,"[2.81135354708494,1.0481488876368832,0.8634334895748137]",0.24139727179819212,"[0.020307896998553954,0.49848034330997837,0.05375083260611169]",0.5017810432377732,"[0.06687229358384167,0.28138855824557374,0.015846106129513864]",0.2896593230678998,0.11054728837440764,0.1510674452476842,0.5544554455445545,0.8118811881188119,2.1719189045948606,0.522170833011189,0.010861773949086606,0.006096495298623328,1.9545744374016676,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
A,horizontal_1,A-horizontal_1-08,2572.416489,2574.696487,2.2799979999999778,"[2.81135354708494,1.0481488876368832,0.8634334895748137]",0.24139727179819212,"[2.8164529693545934,0.49266747227878566,0.7390746308705697]",0.10741765742656151,"[-0.030278541955423233,-0.54037515441213,0.0826910277308669]",0.5475033366803043,"[-0.02870060941635449,-0.4127898796208338,-0.025910947142304935]",0.41459689685291173,0.1510674452476842,0.15544849066165017,0.8118811881188119,0.6336633663366337,0.5182321482880919,0.8273410550326652,0.006075759871407405,0.006424532142229378,3.7620591040730598,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
A,horizontal_1,A-horizontal_1-09,2574.696487,2577.096264,2.399776999999631,"[2.8164529693545934,0.49266747227878566,0.7390746308705697]",0.10741765742656151,"[2.8616672463950263,1.1263991384322967,0.8734188866104684]",0.09473407831612135,"[0.0690272925863602,0.6453848482368987,0.14959359021101604]",0.6660815353151512,"[0.04232750201570481,0.40957867058391023,0.025869998035193523]",0.4125718866119136,0.15544849066165017,0.024373760734596562,0.6237623762376238,1.0,0.8273410550326652,0.06636433119799066,0.006533617128140268,0.0051836132640203925,3.17425109747079,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
A,horizontal_1,A-horizontal_1-10,2577.096264,2577.696258,0.5999940000001516,"[2.8616672463950263,1.1263991384322967,0.8734188866104684]",0.09473407831612135,"[2.8701398838471546,1.191506957143199,0.7717036121477222]",0.07605827451479838,"[1.547788093381186e-05,0.028823291844640497,-0.060144856397513435]",0.06669472350496425,"[-0.0007586464804181636,-0.00041696805099615303,-6.045536144257368e-05]",0.0008677912701390524,0.024373760734596562,0.06485274782084106,1.0,1.0,0.06636433119799066,0.03410603899157351,0.005182308723219453,0.0051367673285893645,0.007510562771768201,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,horizontal_1,A-horizontal_1-11,2577.696258,2578.656457,0.9601990000001024,"[2.8701398838471546,1.191506957143199,0.7717036121477222]",0.07605827451479838,"[2.8954393848321334,1.1894843730232363,0.9030756350337027]",0.075,"[0.021748414695461182,0.01755210045701494,0.09953598962297594]",0.10338511983087348,"[9.317662409938482e-05,0.00036542320298237643,-6.826591301248279e-07]",0.00037711598557996066,0.06485274782084106,0.03644342430360741,1.0,1.0,0.03410603899157351,0.0632016022148631,0.0051367673285893645,0.006279422495713005,0.005995071123715775,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,horizontal_1,A-horizontal_1-12,2578.656457,2580.096468,1.4400110000001405,"[2.8954393848321334,1.1894843730232363,0.9030756350337027]",0.075,"[2.8478155689365163,1.1893019129420161,0.8358307659735208]",0.10868673999534807,"[-0.02120728218726997,-0.0129094467945563,-0.054310521133904555]",0.0597162904084662,"[0.0010410680702493,0.0003840873546508371,0.0009574506267504826]",0.001465625301896829,0.03644342430360741,0.03319224710666066,1.0,1.0,0.06636433119799066,0.03410603899157351,0.006279422495713005,0.005135699927405257,0.014184372725595881,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,horizontal_1,A-horizontal_1-13,2580.096468,2580.816317,0.7198489999996127,"[2.8478155689365163,1.1893019129420161,0.8358307659735208]",0.10868673999534807,"[2.8985227546331496,1.2241224730833722,0.8418510234854898]",0.10528640543043506,"[0.028623341658110313,0.0359786863432332,0.003385962844968171]",0.04610017682232004,"[0.0001719576014530097,-4.917018521703629e-05,-5.773890608537048e-05]",0.00018793856732370024,0.03319224710666066,0.012874014085638626,1.0,1.0,0.03410603899157351,0.03410603899157351,0.005127279278320351,0.0051367673285893645,0.0045613337882488125,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,horizontal_1,A-horizontal_1-14,2580.816317,2582.256336,1.4400190000001203,"[2.8985227546331496,1.2241224730833722,0.8418510234854898]",0.10528640543043506,"[2.8976027762154954,1.197826009925093,0.8429543390656599]",0.075,"[-0.001963689688647463,-0.027575958643623055,0.0012407007993137098]",0.027673613981219133,"[0.00039578214495389466,7.261900075514863e-05,-0.00010760590731466631]",0.00041652857864016307,0.012874014085638626,0.03279624390705317,1.0,1.0,0.03410603899157351,0.03410603899157351,0.0051367673285893645,0.0051367673285893645,0.010785277480823183,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,horizontal_1,A-horizontal_1-15,2582.256336,2582.736316,0.4799800000000687,"[2.8976027762154954,1.197826009925093,0.8429543390656599]",0.075,"[2.897703967427401,1.214103786531282,0.9135393806331478]",0.075,"[0.002998495857193806,0.004136877494184121,0.0427526566847819]",0.043056873857890816,"[1.1306621126576879e-05,1.686144490464149e-05,-6.567757171255414e-05]",6.874366466540686e-05,0.03279624390705317,0.04763864866238705,1.0,1.0,0.03410603899157351,0.03410603899157351,0.0051367673285893645,0.005150643440833491,0.0012768692252910514,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,horizontal_1,A-horizontal_1-16,2582.736316,2583.336349,0.6000330000001668,"[2.897703967427401,1.214103786531282,0.9135393806331478]",0.075,"[2.88851752076389,1.2473912045556688,0.8334910329284875]",0.075,"[-0.0007396326117032892,0.034812491029339476,-0.039486904642922815]",0.052646673459463854,"[1.4682186843913823e-05,-4.820498112403035e-05,-0.00010740384919707404]",0.00011863757262366566,0.04763864866238705,0.05185808636669686,1.0,1.0,0.03410603899157351,0.03410603899157351,0.005150643440833491,0.004660949830832317,0.00918519402177554,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,horizontal_2,A-horizontal_2-01,2606.136545,2606.616550,0.4800050000003466,"[2.750761312080954,1.0774382350447218,0.7443951938805257]",0.0753840917541741,"[2.9544458668804108,1.121475886409298,1.0113978843516112]",0.19769041361986955,"[0.06155699800154402,0.00475025376239091,0.049100899614422766]",0.07888426495008256,"[-0.002489559796891388,-0.0013056287971542158,-0.00012833621801591082]",0.0028140797293450806,0.06388543624849712,0.0905748703955872,1.0,0.7821782178217822,0.4290830088143311,0.3872354792839411,0.005199386214263635,0.005550952032053136,0.052883114213240774,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
