mount,temporal_region_only,segment_id,start_hardware_s,end_hardware_s,duration_s,start_plateau_center_V4_m,start_uncertainty_m,end_plateau_center_V4_m,end_uncertainty_m,signed_delta_p_V4_m,magnitude_V4_m,delta_p_N_m,magnitude_N_m,start_speed_mps,end_speed_mps,start_stationary_confidence,end_stationary_confidence,start_gyro_median_dps,end_gyro_median_dps,start_accel_norm_residual_g,end_accel_norm_residual_g,attitude_change_deg,gyro_saturated_or_clipped,acceptance_weight,decision
A,vertical_original,A-vertical_original-11,2417.974827,2418.934535,0.9597079999998641,"[2.849045539105251,1.181757934060682,0.7734446231376018]",0.08507190103402204,"[2.9228670951345124,1.0976089643966038,1.392894658244677]",0.15140330114892936,"[0.06606139201398031,-0.07589468804052757,0.5387494287236257]",0.5480648302323612,"[-0.018677259644359654,-0.0015649915578507456,0.5198104282996341]",0.5201482198330087,0.16125136314843777,0.16730134075054778,0.009900990099009901,0.0,28.246467752055196,15.349980465710741,0.07135560377609051,0.2756836859158074,11.09173965210967,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
A,vertical_original,A-vertical_original-12,2418.934535,2423.014846,4.080311000000165,"[2.9228670951345124,1.0976089643966038,1.392894658244677]",0.15140330114892936,"[2.774064414942546,1.2226556725727304,0.7916197045993255]",0.07738685511489353,"[-0.1275698728410788,0.1348970856155134,-0.5416593405324147]",0.5725959634421627,"[-0.016154498170381164,-0.0016572832550750232,-0.2684548930924799]",0.26894561536529876,0.16730134075054778,0.02594374467005415,0.0,1.0,15.349980465710741,0.03410603899157351,0.2642946321866544,0.005611648423519577,7.354216184755333,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
A,vertical_original,A-vertical_original-13,2423.014846,2425.174584,2.159737999999834,"[2.774064414942546,1.2226556725727304,0.7916197045993255]",0.07738685511489353,"[2.7943889226749934,1.2052362653154778,0.7495494709391839]",0.09001715352049534,"[0.02204638949654747,-0.03170937022332043,-0.026487894827773806]",0.04683093018722013,"[0.00019907598435940725,-0.00047967212604508626,0.0006567611371476118]",0.0008372883537472048,0.02594374467005415,0.02013283337660879,1.0,1.0,0.03410603899157351,0.03410603899157351,0.005611648423519577,0.005157996516679919,0.006648226348326902,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,vertical_original,A-vertical_original-14,2425.174584,2426.014613,0.8400289999999586,"[2.7943889226749934,1.2052362653154778,0.7495494709391839]",0.09001715352049534,"[2.863601868305774,1.261967983969875,0.8671712188441149]",0.075,"[0.025837011406169896,0.056494868313754276,0.076420007941566]",0.09848471413361569,"[4.1302237693366006e-05,-6.254683222419375e-05,9.107413046624493e-05]",0.00011795116913343143,0.02013283337660879,0.0649413670577557,1.0,1.0,0.03410603899157351,0.03410603899157351,0.005157166333390917,0.005146729684980311,0.004347552726996715,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,vertical_original,A-vertical_original-15,2426.014613,2427.094619,1.0800060000001395,"[2.863601868305774,1.261967983969875,0.8671712188441149]",0.075,"[2.8126432509031507,1.213142085843788,0.869009638737869]",0.10622582418799327,"[-0.03245137726512404,-0.05190883688455128,-0.07855086549381918]",0.09958844161316328,"[0.00014594959721154693,1.8184676622444597e-05,-9.56780801090243e-05]",0.00017546014477203803,0.0649413670577557,0.023350363324208537,1.0,1.0,0.03410603899157351,0.0632016022148631,0.005146729684980311,0.005179347382336497,0.0044586615180377065,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,vertical_original,A-vertical_original-16,2427.094619,2427.814846,0.72022700000025,"[2.8126432509031507,1.213142085843788,0.869009638737869]",0.10622582418799327,"[2.8117871483007093,1.2279757528508706,0.8162486155045731]",0.15051703640911404,"[0.005556582931279586,0.01581517874382521,0.04092750041735238]",0.044227319418925985,"[0.00017706861264825424,9.686037336938159e-05,-2.7768198332583676e-05]",0.0002037309459877689,0.023350363324208537,0.047224061976634674,1.0,1.0,0.0632016022148631,0.03410603899157351,0.00517981823153435,0.005157166333390917,0.016451616180937573,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,vertical_original,A-vertical_original-17,2427.814846,2428.294644,0.47979799999984607,"[2.8117871483007093,1.2279757528508706,0.8162486155045731]",0.15051703640911404,"[2.8292371671624066,1.2198077544292134,0.7580764757025511]",0.08471240671679182,"[0.012885797789814468,-0.0003255114688256455,-0.044407701235262054]",0.046240606304379483,"[1.4975772099564184e-05,-4.1168388257219665e-05,3.0106512199103192e-05]",5.315554551004078e-05,0.047224061976634674,0.04146611970662759,1.0,1.0,0.03410603899157351,0.03410603899157351,0.005157166333390917,0.005146729684980311,0.0031182667918484585,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,vertical_original,A-vertical_original-18,2428.294644,2430.334633,2.0399889999998777,"[2.8292371671624066,1.2198077544292134,0.7580764757025511]",0.08471240671679182,"[2.816990285563891,1.2489299749509977,0.8113309565184353]",0.075,"[-0.013743315706483905,0.015945386855494847,0.04606204824279991]",0.05064431238452647,"[0.00013217603580882825,-8.077035460672942e-06,-1.7411940386972326e-05]",0.00013356241466823328,0.04146611970662759,0.02521533163944568,1.0,1.0,0.03410603899157351,0.03410603899157351,0.005146729684980311,0.005157166333390917,0.01470032158986572,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,REJECT_T4_DISPLACEMENT
A,vertical_retry,A-vertical_retry-01,2487.455248,2489.135257,1.6800089999996999,"[2.912329660105528,1.2029781710802014,0.8906813027517257]",0.075,"[2.89064069380436,1.164222468304712,1.5194560627914813]",0.075,"[-0.016935662756309533,-0.034442267051069564,0.6577379529083168]",0.6588568138287983,"[-0.025289388544831638,-0.002349460421022925,0.5348431314119737]",0.535445840730701,0.05191635093269764,0.042428189844412025,0.3069306930693069,0.019801980198019802,6.4492913449439735,11.654220336910784,0.013313362359795411,0.05911940691935236,7.681076032474045,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
A,vertical_retry,A-vertical_retry-02,2489.135257,2490.815288,1.6800309999998717,"[2.89064069380436,1.164222468304712,1.5194560627914813]",0.075,"[2.860407978456084,1.2234300774229843,0.8107615354970352]",0.075,"[-0.0343445312330366,0.02556555923890791,-0.6972978154348134]",0.6986110420362522,"[0.024918426021010968,0.009967532416419117,-0.5318240850091738]",0.5325008329136038,0.042428189844412025,0.05093625261291379,0.019801980198019802,0.22772277227722773,11.654220336910784,8.763023002599681,0.05911940691935236,0.026446164302078135,10.331331933908332,False,EQUAL_TOTAL_WEIGHT_PER_ACCEPTED_SEGMENT,ACCEPT
