mount,dataset_role,hardware_s,x_m,y_m,z_m,sweep
A,HELDOUT,2670.817562,3.4535749140465333,1.0495718528640923,0.7228976238604531,22251
A,HELDOUT,2670.937544,3.739724334754768,1.1612040509441237,1.0038898463482435,22252
A,HELDOUT,2671.057470,3.6238720746960342,1.2077434228930473,0.9461616129026066,22253
A,HELDOUT,2671.177272,3.579305013436407,1.1848468314248175,0.9211595766844916,22254
A,HELDOUT,2671.297287,3.663184988946057,1.1861280352128385,0.9859467196541809,22255
A,HELDOUT,2671.417274,3.8084208184075603,1.286715452450974,1.2232977244786247,22256
A,HELDOUT,2671.537265,3.5604038862663967,1.1287655889869368,0.841690305058816,22257
A,HELDOUT,2671.657280,3.6165620678133377,1.112047359769778,0.8865395868450733,22258
A,HELDOUT,2671.777578,3.479707351944846,1.0966983856510895,0.8680125434671836,22259
A,HELDOUT,2671.897500,3.4427594392686642,1.076233367866161,0.6910159443534754,22260
A,HELDOUT,2672.017316,3.466682060307139,1.1877076349308155,1.027412918899684,22261
A,HELDOUT,2672.137257,3.3066492348611365,0.9779390171586586,0.4048345481160023,22262
A,HELDOUT,2672.257272,3.154775544729342,1.2145101679405796,1.1054214656550552,22263
A,HELDOUT,2672.377290,3.17210409689201,1.3068107999143814,1.128535517677248,22264
A,HELDOUT,2672.497273,2.985671090190436,1.294936704500163,1.3019313093350493,22265
A,HELDOUT,2672.617296,2.837208856110333,1.2160340150236078,0.9679825721728231,22266
A,HELDOUT,2672.737284,2.9262812611652156,1.2450237596708342,1.0728750584398967,22267
A,HELDOUT,2672.857583,2.8664983515599696,1.3025923451896528,1.2578308340902948,22268
A,HELDOUT,2672.977500,2.8342045263489037,1.2673952029234539,1.2142720751865546,22269
A,HELDOUT,2673.097493,2.75565220290154,0.9860786126493812,0.9977790232510889,22270
A,HELDOUT,2673.217286,2.802312441088394,1.1393086938729027,1.1971706934946578,22271
A,HELDOUT,2673.337464,2.9137303042957243,1.2802719149972108,1.165594477492961,22272
A,HELDOUT,2673.457266,2.8776596758151056,1.311483722568027,1.1476388121374657,22273
A,HELDOUT,2673.577284,2.7727906472574495,0.9440097270590222,1.137040099748939,22274
A,HELDOUT,2673.697298,2.8556719458494175,1.1375623125680545,1.1676243225710543,22275
A,HELDOUT,2673.817290,2.8568840377303593,1.0038013917399367,0.9134220809942978,22276
A,HELDOUT,2673.937589,2.907335656831136,0.9885258257869951,1.1324809194455256,22277
A,HELDOUT,2674.057511,3.0111456295926673,0.8999259561447484,0.9390256731075476,22278
A,HELDOUT,2674.177283,2.9847123158290674,0.6720990469505461,1.0918310168479561,22279
A,HELDOUT,2674.297298,3.0718972272544502,0.7036359996190694,0.8777779709490912,22280
A,HELDOUT,2674.417313,3.262755579242354,0.780265764852788,0.8085722659145033,22281
A,HELDOUT,2674.537297,3.2555198478183125,0.5278524338358143,1.087296190387478,22282
A,HELDOUT,2674.657311,3.3704649270446847,0.6243338871974682,0.7599563682061823,22283
A,HELDOUT,2674.777304,3.471425215648538,0.5222275427890081,0.8969793622570321,22284
A,HELDOUT,2674.897610,3.5529721733415354,0.5902199971413828,0.8639907214236201,22285
A,HELDOUT,2675.017624,3.545622735582794,0.5191312227942756,0.9360942105578393,22286
A,HELDOUT,2675.137296,3.4293449581212547,0.5378569105390519,0.8933538221266634,22287
A,HELDOUT,2675.257312,3.5009340097678843,0.5472499882995995,0.9584721870326616,22288
A,HELDOUT,2675.377303,3.52208360623326,0.5148528281160373,0.9874459627755967,22289
A,HELDOUT,2675.497287,3.5127247752340844,0.5424279910983123,1.0035075220167995,22290
A,HELDOUT,2675.617301,3.4395509091430934,0.4715220372866143,1.0285478854480918,22291
A,HELDOUT,2675.737291,3.3645690706176974,0.6720881102659358,0.919252868040769,22292
A,HELDOUT,2675.857431,3.2820459039553422,0.6923015571065465,1.050880010327303,22293
A,HELDOUT,2675.977327,3.239415197006723,0.6452299916528337,1.0585779085467903,22294
A,HELDOUT,2676.097625,3.149827419167988,0.7553007471948767,1.1475737669006305,22295
A,HELDOUT,2676.217542,3.1240180180206067,0.9526234670499351,1.4820539622147393,22296
A,HELDOUT,2676.337322,2.975141344368604,1.137463022088794,0.8734484643650579,22297
A,HELDOUT,2676.457335,2.7984522398541114,1.15678211269822,0.6913594681686828,22298
A,HELDOUT,2676.577321,2.7393502918745662,1.0575318959837352,0.6303070786873155,22299
A,HELDOUT,2676.697698,2.769187233876036,1.4491314582830235,1.4125224398683711,22300
A,HELDOUT,2676.817539,2.7210701587003228,1.1454146260053502,0.8616090123333001,22301
A,HELDOUT,2676.937315,2.6643005766292087,1.115528577752002,0.7254067803682825,22302
A,HELDOUT,2677.057377,2.7292397093672203,1.0692377571457368,0.6818809550680432,22303
A,HELDOUT,2677.177632,2.8030311877124525,1.5991983675758876,1.553663687439398,22304
A,HELDOUT,2677.297553,2.8948065518226604,1.113744333149603,0.16538351925467087,22305
A,HELDOUT,2677.417318,2.727147406353618,1.566163856241806,1.5672159720244876,22306
A,HELDOUT,2677.537312,2.6409315407290888,1.0493793148085673,0.49826981691011935,22307
A,HELDOUT,2677.657328,2.618847053620878,1.0918965493806012,0.29750203376462714,22308
A,HELDOUT,2677.777342,2.747474273124743,1.1783819776481186,1.05898676985592,22309
A,HELDOUT,2677.897334,2.856753814820198,1.2521297350904395,0.8355464285957062,22310
A,HELDOUT,2678.017349,2.755539723449367,1.1799615302108946,0.6976040360355614,22311
A,HELDOUT,2678.137335,2.9118144671186084,1.2988950122825513,1.0393157366161678,22312
A,HELDOUT,2678.257641,2.855882889270769,1.246175267924762,0.649936604336188,22313
A,HELDOUT,2678.377555,2.807922647541542,1.1848874594685015,0.7755062351703665,22314
A,HELDOUT,2678.497355,2.7522408495141275,1.1729480248728403,0.7350421943192432,22315
A,HELDOUT,2678.617344,2.8224054831997347,1.2186724156726234,0.6337446166261469,22316
A,HELDOUT,2678.737329,2.8465237855655805,1.228324098214123,0.8856824153842346,22317
A,HELDOUT,2678.857345,2.8240802034519437,1.2142235847353031,0.7583257093828129,22318
A,HELDOUT,2678.977339,2.841308165969807,1.2213544809104497,0.8136395669752642,22319
A,HELDOUT,2679.097357,2.7988650799059993,1.1770736990282558,0.7626368087864636,22320
A,HELDOUT,2679.217372,2.8234286073957384,1.2339560181917006,0.8170821887470646,22321
A,HELDOUT,2679.337670,2.856175572378356,1.1860305031219236,0.7713291419530194,22322
A,HELDOUT,2679.457564,2.886467569473108,1.252844343591145,0.8374215693012822,22323
A,HELDOUT,2679.577364,2.7405626756528623,1.1895617539393875,0.6592862978568201,22324
A,HELDOUT,2679.697347,2.837908418512914,1.2360736971486683,0.8136240253514104,22325
A,HELDOUT,2679.817370,2.9035903616037535,1.237857355178299,0.836569583769647,22326
A,HELDOUT,2679.937695,2.8035004489393387,1.1528694596120632,0.7574548017649072,22327
A,HELDOUT,2680.057373,2.8272408842301355,1.1685249372225046,0.792977513335809,22328
A,HELDOUT,2680.177361,2.83090370831981,1.162129368122227,0.8696315349323236,22329
A,HELDOUT,2680.297376,2.806096944744026,1.185119078980417,0.6733468426589567,22330
A,HELDOUT,2680.417674,2.898551231486912,1.268714814356074,0.8992554544739552,22331
A,HELDOUT,2680.537354,2.813752046424435,1.1827073187014598,0.776674351136407,22332
A,HELDOUT,2680.657369,2.802918011003189,1.2074808240226278,0.733646010120414,22333
A,HELDOUT,2680.777409,2.8566759050566857,1.2015619962184545,0.9137771314944837,22334
A,HELDOUT,2680.897367,2.8101106684537873,1.1879194202859118,0.8002391712408721,22335
A,HELDOUT,2681.017358,2.8581681936524697,1.2231882727737144,0.871078162218112,22336
A,HELDOUT,2681.137378,2.8778946255058444,1.2148704301227524,0.7644832527294567,22337
A,HELDOUT,2681.257364,2.872550359239757,1.1933618834837836,0.7745003364410151,22338
A,HELDOUT,2681.377379,2.8293848695673525,1.2159132714612506,0.821345423653276,22339
A,HELDOUT,2681.497678,2.8075285397194576,1.214412288413307,0.6914369959734944,22340
A,HELDOUT,2681.617596,2.802743992242738,1.1629029925074592,0.7078431117547144,22341
A,HELDOUT,2681.737650,2.8617589319925716,1.2412532561548728,0.758162997072218,22342
A,HELDOUT,2681.857596,2.8411088337063517,1.2127403864073807,0.8480960145849531,22343
A,HELDOUT,2681.977372,2.8490837118462418,1.21506454337914,0.8068483778751142,22344
A,HELDOUT,2682.097435,2.7916275532598873,1.1533612712823693,0.6866039554671495,22345
A,HELDOUT,2682.217377,2.810949321103439,1.171684286258995,0.7243321226147494,22346
A,HELDOUT,2682.337369,2.8064178026413082,1.1784103937376886,0.6926340859344814,22347
A,HELDOUT,2682.457377,2.8382565303682146,1.1901411045026977,0.7836159733334834,22348
A,HELDOUT,2682.577712,2.7775701103383836,1.1955222199676183,0.5950568755394305,22349
A,HELDOUT,2682.697609,2.7837094675229466,1.1562633825268718,0.68258897413477,22350
A,HELDOUT,2682.817373,2.853593576819117,1.212684630549676,0.8347410708099252,22351
A,HELDOUT,2682.937392,2.822496842587381,1.2196875985328453,0.6406087951053355,22352
A,HELDOUT,2683.057379,2.812002828691773,1.2287758333274357,0.7462829365392287,22353
A,HELDOUT,2683.177390,2.8214174957439697,1.2179235391146745,0.8124886827940109,22354
A,HELDOUT,2683.297534,2.849635558239004,1.2127742383424631,0.8211270642319324,22355
A,HELDOUT,2683.417398,2.9006686268962594,1.2565121339205354,0.8475865807993151,22356
A,HELDOUT,2683.537388,2.8166479072543407,1.2112683637294965,0.762900500806643,22357
A,HELDOUT,2683.657711,2.8054678781951856,1.1638846902913877,0.7302275069725597,22358
A,HELDOUT,2683.777636,2.8527074497021516,1.2854878712057016,0.8617580131614553,22359
A,HELDOUT,2683.897625,2.8272577634329736,1.1945755727411154,0.7400649580174444,22360
A,HELDOUT,2684.017827,2.7849077491150345,1.1418984537202974,0.8127456141642845,22361
A,HELDOUT,2684.137412,2.8635450224951415,1.2040073471823745,0.8071624665605733,22362
A,HELDOUT,2684.257427,2.8569456012722845,1.2242815730686107,0.8140449381127406,22363
A,HELDOUT,2684.377415,2.8459654964151384,1.2169620371905734,0.7493643694609219,22364
A,HELDOUT,2684.497404,2.836435253854092,1.2412248844325835,0.8478814343061831,22365
A,HELDOUT,2684.617390,2.841802046749157,1.1781911051103868,0.7020898681326493,22366
A,HELDOUT,2684.737691,2.8000452278314265,1.1477135931771911,0.7506365465116809,22367
A,HELDOUT,2684.857615,2.8469694956191236,1.277884600065987,0.7668641434847219,22368
A,HELDOUT,2684.977641,2.830946561436303,1.2383034052511932,0.8372715498436338,22369
A,HELDOUT,2685.097430,2.8604093749036346,1.1803682209955642,0.8262068315787544,22370
A,HELDOUT,2685.217412,2.863756734875357,1.1645939134695247,0.8766498619772691,22371
B,HELDOUT,3081.581793,2.949566323985264,0.9154744224797214,0.6596800876703495,25674
B,HELDOUT,3081.701810,2.948699260621905,1.0147785744873858,0.7599455064705437,25675
B,HELDOUT,3081.821800,2.8807079325341785,0.9348007221423523,0.9880211439545475,25676
B,HELDOUT,3081.941819,2.959727543729719,0.8944842610901697,0.5226677639464304,25677
B,HELDOUT,3082.061802,2.897585471508564,0.881470725933182,0.8663625534685028,25678
B,HELDOUT,3082.182046,2.9815503128453464,0.9094687918728389,0.5123187615897756,25679
B,HELDOUT,3082.301966,2.93463669066468,0.9910226944984953,0.9175210924960658,25680
B,HELDOUT,3082.421812,2.8584736030725106,0.7779977299908201,0.5006901468014615,25681
B,HELDOUT,3082.541782,2.9962203547025053,1.0832743218424532,1.2724879791558357,25682
B,HELDOUT,3082.661796,2.9893106377494,0.8235365498778406,0.8015678757239817,25683
B,HELDOUT,3082.781814,3.279279823608039,0.966524649701664,1.3576452650236779,25684
B,HELDOUT,3082.901798,3.281208757194371,1.0626815247968289,1.7130474018923183,25685
B,HELDOUT,3083.021815,3.372721701917104,1.394589771448583,1.5970515795090057,25686
B,HELDOUT,3083.141805,3.402691786377501,0.7798510312704102,1.5497856606805351,25687
B,HELDOUT,3083.262084,3.267483393362895,1.0351925449357897,0.8907612128190434,25688
B,HELDOUT,3083.381971,3.2584651038000882,0.7281915026627147,1.253685431932875,25689
B,HELDOUT,3083.501823,3.367881943263424,0.8322108631147356,1.099704838442585,25690
B,HELDOUT,3083.621806,3.3897574353981685,0.7302628975985695,1.280442954557076,25691
B,HELDOUT,3083.742026,3.4635444887802613,0.9030739070134753,1.1093438642533033,25692
B,HELDOUT,3083.861814,3.4690679900400494,0.8337815089294986,1.0736903417498977,25693
B,HELDOUT,3083.981832,3.3915209173825125,0.9315572057375362,0.6146493938505005,25694
B,HELDOUT,3084.101823,3.456816737949741,0.9840717225792787,0.9320396172815408,25695
B,HELDOUT,3084.221840,3.3608612342418103,0.8242308857525823,1.2351697066175482,25696
B,HELDOUT,3084.342085,3.3185208355554003,0.8252496567329092,1.2289545792706602,25697
B,HELDOUT,3084.461951,3.1198567610168393,1.0298210391744063,0.8815667394165594,25698
B,HELDOUT,3084.582455,3.1704455234628726,0.9495337261178023,1.038404999394078,25699
B,HELDOUT,3084.702106,3.001384282757191,1.3124830658615558,1.8379816486267768,25700
B,HELDOUT,3084.822061,2.76881144525065,0.9307137574698984,0.824347954690767,25701
B,HELDOUT,3084.941822,3.111819624212161,0.829400650127038,1.2932679431619607,25702
B,HELDOUT,3085.061837,2.9896142619020196,0.9384696450970977,1.110349731876035,25703
B,HELDOUT,3085.181824,2.827556287468889,0.8650120865468334,0.9483511076256523,25704
B,HELDOUT,3085.302121,2.640134172483691,0.7811617591509435,0.4427993469896013,25705
B,HELDOUT,3085.422087,2.843236024464195,1.0604727537594325,0.757279982812734,25706
B,HELDOUT,3085.541815,2.818992487404619,0.9567379150638442,0.9719218694431581,25707
B,HELDOUT,3085.661830,2.961950546750239,1.068565488804935,0.5425029023781449,25708
B,HELDOUT,3085.781816,2.8437742654711355,0.9658990810570169,0.999144176160653,25709
B,HELDOUT,3085.901835,2.8657236044017114,0.8449620948236736,0.6248603559116807,25710
B,HELDOUT,3086.021852,2.9496343460719237,1.1781811306512728,0.8733911098975473,25711
B,HELDOUT,3086.142035,2.7351719412420703,0.7918054670121285,0.6066487354601238,25712
B,HELDOUT,3086.261830,2.861504006631178,1.0255456601810848,1.3122887380868458,25713
B,HELDOUT,3086.381845,2.749541336255056,0.6354593101099885,1.037972046225781,25714
B,HELDOUT,3086.502092,2.9080489783276158,0.6407945297958372,0.892731945650281,25715
B,HELDOUT,3086.622018,2.8795558264572807,0.4279346237861399,1.2002016557172819,25716
B,HELDOUT,3086.741838,2.9194133450433664,0.5649604478579587,1.0703237734374909,25717
B,HELDOUT,3086.861856,2.9168430613342924,0.47908362672564414,0.9225081300240036,25718
B,HELDOUT,3086.982042,2.8795057386090823,0.42012471445127997,1.0721731842705982,25719
B,HELDOUT,3087.101828,2.9204146759498175,0.4545276737986257,0.8345027104825234,25720
B,HELDOUT,3087.221849,2.862365221021101,0.44185839053026255,1.1369697795807427,25721
B,HELDOUT,3087.341828,2.870051027717375,0.4666534946294404,1.1062725381434395,25722
B,HELDOUT,3087.461846,2.9875751126668515,0.6496972789247752,1.1065056380604117,25723
B,HELDOUT,3087.582123,2.8672992972679903,0.6278403415484076,1.2458436317408357,25724
B,HELDOUT,3087.702010,2.9010371691178176,0.6654558983310088,0.7379792829207715,25725
B,HELDOUT,3087.822277,3.0370070360268575,0.7886919546062467,1.270363409542373,25726
B,HELDOUT,3087.942020,2.7958488276710485,0.9549255447574655,1.1692082999083702,25727
B,HELDOUT,3088.062005,2.8510912535348205,1.082050479764443,0.7345690205543746,25728
B,HELDOUT,3088.181885,2.808630352373159,1.0073133976793014,0.9782371968031481,25729
B,HELDOUT,3088.301847,2.8489712523811876,0.8667353224825558,0.8132770265519552,25730
B,HELDOUT,3088.421866,2.7863776906401303,1.0454457776664414,1.0838414188059633,25731
B,HELDOUT,3088.541851,2.765196338986844,0.8175245753907332,1.1085665999149414,25732
B,HELDOUT,3088.662342,3.0349838542142638,1.0036573730278544,1.219768825238688,25733
B,HELDOUT,3088.782118,2.934872132656111,0.9082732406104453,1.0326275047341338,25734
B,HELDOUT,3088.902001,3.127379234229757,1.2306294975023897,1.8064186648881653,25735
B,HELDOUT,3089.021862,2.9676704519806156,0.9254975446872369,0.9407533544846924,25736
B,HELDOUT,3089.141850,2.9477742817339507,0.8441594327055675,0.6299583717831873,25737
B,HELDOUT,3089.261865,3.020088263381108,0.8110839047910466,1.1227570823217539,25738
B,HELDOUT,3089.381884,3.1606307328973156,0.7203413449512052,1.2162474199449873,25739
B,HELDOUT,3089.501927,3.2625648285478683,0.8329577627909273,0.6386760750666036,25740
B,HELDOUT,3089.621887,3.477514837118896,1.002775699964329,0.4373805718327873,25741
B,HELDOUT,3089.742135,3.3316439657154904,0.889127267827697,0.4919312533334729,25742
B,HELDOUT,3089.862050,3.4207778936277395,0.8577089510521706,0.26997163410445835,25743
B,HELDOUT,3089.981897,3.4947061733020477,0.8683169970351717,0.361973275320151,25744
B,HELDOUT,3090.101894,3.414658653393387,1.0275432913850409,0.4720614664619425,25745
B,HELDOUT,3090.221881,3.277013835354993,0.718739354987853,1.27900479996519,25746
B,HELDOUT,3090.342224,3.2664839442542504,0.8652445003525018,1.1900864808115705,25747
B,HELDOUT,3090.461884,3.130831303831994,0.9427651257153938,0.680796171309294,25748
B,HELDOUT,3090.581870,3.0210413214437293,0.7830606777253571,0.8830909064739764,25749
B,HELDOUT,3090.701888,2.9820155729771245,1.0071482575817283,1.2490573265031955,25750
B,HELDOUT,3090.822133,2.957098745265594,0.9524436458022867,1.2888855489841626,25751
B,HELDOUT,3090.942155,2.952784368691201,0.9790733782913787,1.0802738669774683,25752
B,HELDOUT,3091.062040,2.9492363750584913,1.051326497962152,1.101749988571113,25753
B,HELDOUT,3091.181902,2.940913491282472,1.0581622510501296,1.0806169164649748,25754
B,HELDOUT,3091.301884,2.954177707202865,1.0319844667086089,1.1969044670059188,25755
B,HELDOUT,3091.421903,2.6926788007238516,0.838421523904354,0.6242201681770759,25756
B,HELDOUT,3091.541887,2.9431906316679686,0.9665904691187287,1.614931132576331,25757
B,HELDOUT,3091.661901,2.9060788640298485,0.9764980624670927,1.5206893572242253,25758
B,HELDOUT,3091.781889,3.1577797267946774,0.503595842851653,0.13155154605201624,25759
B,HELDOUT,3091.902166,3.080911073228704,0.7748396215929056,0.6933438459447406,25760
B,HELDOUT,3092.022311,3.0104005992039804,0.4997459961295119,0.7015621545102692,25761
B,HELDOUT,3092.142046,3.1067753786657337,0.4836754528134467,0.5369543929829226,25762
B,HELDOUT,3092.261921,3.5083740021912027,0.3568856083338085,1.0589209644392654,25763
B,HELDOUT,3092.381890,3.447172129991997,0.5347388933306455,0.7607719238087023,25764
B,HELDOUT,3092.501908,3.478704159505377,0.5482999431794755,0.735221198478579,25765
B,HELDOUT,3092.621895,3.5256366407308057,0.46892469913177254,0.8813157956854509,25766
