mount,accepted_segments,endpoint_median_deg,endpoint_p95_deg,path_median_normalized,path_p95_normalized,fused_max_radius_m,imu_only_max_radius_m,stop_velocity_pre_zupt_mps,stop_velocity_post_zupt_mps,gravity_norm_residual_g,result
A,7,18.699628282699344,93.49956863569717,0.3602234007738817,1.6245264513470232,0.8862907990941714,314.3811860510892,0.060897356716790176,0.0025399970790119073,0.005145306497255753,FAIL
B,5,31.87933777114307,140.80492238854305,0.396042127758536,1.6809492174172314,1.1680133629792968,261.0614627514852,0.07567048872146616,0.0032724089196158558,0.0005006728887320122,FAIL
