host_elapsed_s,host_epoch_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
96.790,1777924641.322279,14099582,24600,H,7,0xa107,0xb102,0xe1,16119,7,1891,124,7029,20
97.489,1777924642.021779,14100283,24601,H,7,0xa107,0xb102,0xe1,4332,4,16,22,725,20
97.589,1777924642.122095,14100382,24602,H,7,0xa107,0xb102,0xe1,15530,7,1622,117,6090,20
97.689,1777924642.221839,14100482,24603,H,7,0xa107,0xb102,0xe1,16322,7,1884,123,5532,20
97.790,1777924642.322206,14100582,24604,H,7,0xa107,0xb102,0xe1,15870,7,1686,118,4950,20
98.789,1777924643.322154,14101582,24605,H,7,0xa107,0xb102,0xe1,16015,7,1789,121,5886,20
98.889,1777924643.422040,14101683,24606,H,7,0xa107,0xb102,0xe1,12805,6,535,74,4184,20
98.989,1777924643.522117,14101783,24607,H,7,0xa107,0xb102,0xe1,11507,6,256,54,2426,20
99.090,1777924643.622397,14101882,24608,H,7,0xa107,0xb102,0xe1,13668,6,1239,109,5773,20
99.789,1777924644.321756,14102582,24609,H,7,0xa107,0xb102,0xe1,15745,7,1788,122,5834,20
99.889,1777924644.422119,14102682,24610,H,7,0xa107,0xb102,0xe1,14917,7,1558,117,6944,20
100.689,1777924645.222037,14103482,24611,H,7,0xa107,0xb102,0xe1,15701,7,1783,122,6188,20
100.989,1777924645.521992,14103783,24612,H,7,0xa107,0xb102,0xe1,14002,7,924,93,4987,20
101.289,1777924645.822161,14104082,24613,H,7,0xa107,0xb102,0xe1,14420,7,1558,119,5631,20
101.789,1777924646.321828,14104582,24614,H,7,0xa107,0xb102,0xe1,15281,7,1651,119,6113,20
101.889,1777924646.422141,14104682,24615,H,7,0xa107,0xb102,0xe1,15510,7,1704,120,6083,20
102.689,1777924647.221778,14105482,24616,H,7,0xa107,0xb102,0xe1,16528,7,1939,124,6842,20
102.789,1777924647.321881,14105582,24617,H,7,0xa107,0xb102,0xe1,14255,7,1066,99,3051,20
103.289,1777924647.822016,14106082,24618,H,7,0xa107,0xb102,0xe1,14647,7,1427,113,6055,20
103.789,1777924648.321562,14106582,24619,H,7,0xa107,0xb102,0xe1,15218,7,1672,120,7131,20
103.889,1777924648.421873,14106682,24620,H,7,0xa107,0xb102,0xe1,15157,7,1583,117,6137,20
104.389,1777924648.921875,14107182,24621,H,7,0xa107,0xb102,0xe1,15482,7,1617,117,6061,20
104.789,1777924649.321806,14107582,24622,H,7,0xa107,0xb102,0xe1,16398,7,1742,118,6899,20
105.089,1777924649.621454,14107883,24623,H,7,0xa107,0xb102,0xe1,9048,6,105,39,1811,20
105.189,1777924649.721865,14107982,24624,H,7,0xa107,0xb102,0xe1,15210,7,1699,121,6090,20
105.681,1777924650.213952,14108475,24625,A,0,0xa100,0xb102,0xe1,18826,7,2034,119,5370,20
105.889,1777924650.421753,14108682,24626,H,7,0xa107,0xb102,0xe1,16080,7,1826,122,5868,20
106.157,1777924650.689717,14108950,24627,H,7,0xa107,0xb101,0xe1,16119,7,1891,124,4700,20
106.389,1777924650.921538,14109182,24628,H,7,0xa107,0xb102,0xe1,15983,7,1756,120,5915,20
