geometry,n,full_gdop_p90_median,full_gdop_p90_p90,full_hdop_p90_median,full_hdop_p90_p90,full_vdop_p90_median,full_vdop_p90_p90,full_cond_p95_median,full_cond_p95_p90,full_vdop_gt3_ratio_median,full_vdop_gt3_ratio_p90,center3m_vdop_p90_median,center3m_vdop_p90_p90,edge_ring_vdop_p90_median,edge_ring_vdop_p90_p90
true,500,1.8861321806907654,2.0046084403991697,0.9355027973651886,0.9641993045806885,1.7073829174041748,1.8445635914802552,17.734161376953125,21.468245887756346,0.0,0.0,1.496811032295227,1.6337509155273438,1.810650885105133,1.9550670266151429
v1-old,500,1.88587486743927,2.004815936088562,0.9355089962482452,0.964158046245575,1.7071599960327148,1.8438860535621644,17.710732460021973,21.450074768066408,0.0,0.0,1.4966195225715637,1.6360118985176086,1.8105438351631165,1.9547405242919922
v2,500,1.887181282043457,2.005254125595093,0.935177356004715,0.9641010940074921,1.7094300985336304,1.8460802674293517,17.753344535827637,21.4938756942749,0.0,0.0,1.5007343888282776,1.638519811630249,1.8132160305976868,1.9568036794662476
v3-lite,500,1.8861543536186218,2.0050808668136595,0.9355055689811707,0.9641772866249084,1.7073663473129272,1.8439764857292176,17.720304489135742,21.47432804107666,0.0,0.0,1.4972346425056458,1.6356528997421265,1.8117201924324036,1.9550180077552795
v3-full,500,1.886483073234558,2.004639720916748,0.9353650510311127,0.9641923308372498,1.7076131701469421,1.8444528341293336,17.720349311828613,21.465506553649902,0.0,0.0,1.4991228580474854,1.6341079950332642,1.8117416501045227,1.9543516278266906
v4-io,500,1.8874611854553223,2.0057370185852053,0.9349759817123413,0.9637107789516449,1.7110683917999268,1.8463181614875794,17.755704879760742,21.492451477050782,0.0,0.0,1.4972875118255615,1.638623344898224,1.8129944801330566,1.9564525961875916
