phase_bin_deg,n_samples,err3d_mean_mm,err3d_rmse_mm,err3d_p50_mm,err3d_p90_mm,err3d_p95_mm,err3d_max_mm,err_horizontal_xz_mean_mm,err_horizontal_xz_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p90_mm,err_horizontal_xz_p95_mm,err_horizontal_xz_max_mm,err_vertical_y_mean_mm,err_vertical_y_rmse_mm,err_vertical_y_p50_mm,err_vertical_y_p90_mm,err_vertical_y_p95_mm,err_vertical_y_max_mm,abs_radius_mean_mm,abs_radius_rmse_mm,abs_radius_p50_mm,abs_radius_p90_mm,abs_radius_p95_mm,abs_radius_max_mm
0-90,9669,117.03184683895593,140.48878801294057,101.0907820835898,198.1783509649976,240.0094671901841,867.1395944680427,76.03641266170757,91.93571716402975,64.5317060018436,143.29601252906778,177.42617888972688,478.55974031506025,77.05265304241031,106.23052041141699,61.238550599337714,152.08356875954118,191.97188855609096,775.3782763194691,70.37375770777297,88.50173319870932,59.617559027109905,145.32012934769773,177.5741812778731,337.0016626200194
180-270,10729,125.72923324717873,148.6752280283856,107.45866090374288,217.97582258453087,274.0042425675361,830.9389630327163,80.29932236962397,95.34691725490345,69.33099780684131,149.99469312694077,181.32333806889852,438.4354293427701,84.37516215678797,114.07580286493297,65.12248186765737,176.45372428683132,223.5594974150662,794.4897074855021,74.74297034045536,97.12884279530745,60.44400730505157,153.3606218557184,195.26668193327933,467.52019767015855
270-360,9644,115.84946025099359,135.08859689984715,100.62754592440743,201.92695540489126,246.12784845834605,740.2629765550076,77.23202486984236,91.99951756131662,66.94043115754491,140.73337224475677,169.26117686965353,585.7330173171831,74.22757279423224,98.9192487883647,57.928747789376814,158.2168774873783,199.1842399696883,592.7106604843026,67.28702893318723,86.09646657737724,55.055255232288204,138.8838046636021,171.20246179494518,472.5828477353615
90-180,10619,118.35334067489448,139.76900136976602,100.40913903584344,213.3724130413903,263.956276290578,804.8356964288723,76.85256623208717,94.06549296521925,63.61514238246572,149.5288418968354,184.6973408452475,438.4035574943461,78.00025352565928,103.37822196725931,62.08772049622098,162.2941538724786,204.2896664363218,730.9526689270709,73.39959946967875,94.96943985917231,58.32593169311605,156.17182429777358,187.78411964608102,490.244607472499
