row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L11:I7:T6,simulate_imu_prior,0.5955430799949681,,,,
R2:L11:I7:T6,cpu_golden,21.876854622008977,,,,
R2:L11:I7:T6,torch_gpu,2.5893941939866636,0,1,2.5893941939866636,2.5893941939866636
R2:L11:I7:T8,simulate_imu_prior,0.6690133350057295,,,,
R2:L11:I7:T8,cpu_golden,21.876719398991554,,,,
R2:L11:I7:T8,torch_gpu,2.535862611999619,0,1,2.535862611999619,2.535862611999619
R2:L11:I8:T6,simulate_imu_prior,0.6155099650059128,,,,
R2:L11:I8:T6,cpu_golden,22.10814754999592,,,,
R2:L11:I8:T6,torch_gpu,2.3967299590003677,0,1,2.3967299590003677,2.3967299590003677
R2:L11:I8:T8,simulate_imu_prior,0.6501533709961222,,,,
R2:L11:I8:T8,cpu_golden,22.39002159598749,,,,
R2:L11:I8:T8,torch_gpu,3.024324403013452,0,1,3.024324403013452,3.024324403013452
