metric,mean,std,p05,p95
sim3_scale,1.0097692719808806,0.0005759928828124375,1.0088271050980009,1.0107107894433152
dtag,49.028297424316406,0.0,49.028297424316406,49.028297424316406
v4_median,69.8902359008789,0.0,69.8902359008789,69.8902359008789
v5_median,92.886474609375,0.0,92.886474609375,92.886474609375
vicon_median,90.71135495605469,1.7668564515471779,87.73266906738282,93.52460594177246
