file,rows
a1_global_shift_results.csv,37
a1_sensitivity_summary.csv,7
a2_mc_per_sigma.csv,40
a2_ranking_probabilities.csv,5
a3_anchor_only.csv,5
a3_both.csv,5
a3_dominance.csv,5
a3_tag_only.csv,5
a4_best_fit.csv,2
a4_direction_dependent_sweep.csv,63
a5_valley_shape.csv,2
a5_valley_shift.csv,7
a6_robustness_summary.csv,6
output_row_counts.csv,15
phase_center_task_status.csv,7
