metric,mean,std,p05,p95
sim3_scale,1.0097886891321153,0.0005764817313219557,1.0088443532011373,1.0107429972754696
dtag,49.08220007171631,1.3848021873383944,46.69672470092773,51.337103271484374
v4_median,72.22299261627197,1.944732768883297,69.36693840026855,75.46137924194336
v5_median,92.9327591583252,3.4580059317598897,87.92766189575195,99.05170860290528
vicon_median,89.66230371246338,3.968658713100456,83.20524177551269,96.33457450866699
