metric,baseline_value,sensitivity_per_mm
sim3_scale,1.0097822709713298,5.702007011053901e-12
rigid_rmse,62.99191612196596,1.539610475234449e-09
d_tag_loo,49.028297424316406,0.19026323766348202
v4_median,69.8902587890625,0.5498786512854064
v5_median,92.88642120361328,0.5656541282516003
vicon_median,91.40422058105469,0.28840839530055357
v4_minus_v5,-22.99616241455078,0.6215152270688212
