version,ID,alignment,err_3d_mm,err_horizontal_xz_mm,err_vertical_y_mm,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,fit_det_2d,fit_vertical_shift_mm
v1-old,ID01,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",220.05508704173656,74.40062380671604,207.09608521195608,-468.4965213786329,-24.553284627876756,-373.27478420810576,-542.215344349341,182.54280058407932,-383.3240609304319,0.9999999999999998,35.804738700625315
v1-old,ID02,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",60.81333775006706,16.33872605698846,58.577368318646904,-529.5459107727888,1047.011631681353,-250.993862111442,-543.22998,1105.589,-259.92136,0.9999999999999998,35.804738700625315
v1-old,ID03,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",399.6144513964348,47.855821012997794,396.73861692560945,-593.2727184510436,2022.3000669256094,-283.6457600918543,-554.00287,1625.56145,-256.2951,0.9999999999999998,35.804738700625315
v1-old,ID04,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",331.7394402035958,89.60179667193515,319.4097278101534,-237.68208550237455,-137.2459378101534,512.4419440621352,-321.178815,182.16379,479.93382,0.9999999999999998,35.804738700625315
v1-old,ID05,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",127.65866320408264,72.15210146869927,105.31290777822028,-166.9544612914251,1208.8995243377972,543.5677360201632,-184.9818897969324,1103.586616559577,473.7040289339493,0.9999999999999998,35.804738700625315
v1-old,ID06,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",248.96889033685252,29.81080368469802,247.17771812854835,-218.71629082182676,1932.1302681285483,461.0569861590659,-193.231255,1684.95255,476.52298,0.9999999999999998,35.804738700625315
v1-old,ID07,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",238.1989072614823,60.82244462312408,230.30273478756448,354.1259963915152,-18.737379787564457,114.58612442854178,352.14755,211.565355,53.795866,0.9999999999999998,35.804738700625315
v1-old,ID08,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",90.67699997264987,90.60221839249024,3.681894403625165,476.03269345329886,1128.598505596375,-105.15547332464052,391.90054,1132.2804,-71.53192899999999,0.9999999999999998,35.804738700625315
v1-old,ID09,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",85.48962089672162,59.35482045699268,61.52625918730428,460.3291286619526,1629.7116091873045,-91.90065764467931,408.80994,1568.1853500000002,-62.4257885,0.9999999999999998,35.804738700625315
v1-old,ID10,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",187.64644441778879,72.33599766940928,173.14355761566617,111.82609313434125,65.50617238433384,-993.7480750773782,65.499245,238.64973,-938.19342,0.9999999999999998,35.804738700625315
v1-old,ID11,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",153.9649510169312,104.66417466947823,112.91862858892227,-143.80679985925076,1246.4184785889224,-1024.5951676189468,-63.9057945,1133.4998500000002,-956.990295,0.9999999999999998,35.804738700625315
v1-old,ID12,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",190.52057180667168,71.67958716723943,176.52230755651044,-7.014987074952842,1766.6523575565107,-1017.9449018012816,-43.6886845,1590.1300500000002,-956.35754,0.9999999999999998,35.804738700625315
v1-old,ID13,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",73.70871626381967,41.1983371089294,61.12014293765424,-149.5495047198042,1077.9774570623458,-207.50580214521437,-189.628155,1139.0976,-197.96616,0.9999999999999998,35.804738700625315
v1-old,ID14,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",24.557339786383935,21.18450636456894,12.420935048274487,-199.1114807471124,1145.0487350482745,-173.5101666815856,-198.69532,1132.6278,-194.690585,0.9999999999999998,35.804738700625315
v1-old,ID15,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",102.41076085168599,67.06367678361794,77.39785006370425,-157.52112148411993,1054.8572499362958,-236.07171750190355,-200.165335,1132.2551,-184.312585,0.9999999999999998,35.804738700625315
v1-old,ID16,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",86.33656304220868,22.42482410541444,83.37343330931321,-203.730346554765,1205.4306333093132,-173.67309076096376,-184.854655,1122.0572,-185.780155,0.9999999999999998,35.804738700625315
v1-old,ID17,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",121.24263854436994,19.150785882174166,119.7206114305129,-170.45698582059094,89.73804356948709,-311.8349460234965,-180.3984,209.458655,-328.203235,0.9999999999999998,35.804738700625315
v1-old,ID18,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",89.5714555883941,40.86104857384506,79.70834564629686,-319.0146952982227,127.19750435370312,-257.36484118187514,-295.4243,206.90585,-224.00141,0.9999999999999998,35.804738700625315
v1-old,ID19,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",233.19713974006623,79.25786861817623,219.31506160100335,-199.9048433352243,-13.354491601003353,-35.697633906698,-188.530555,205.96057,-114.135095,0.9999999999999998,35.804738700625315
v1-old,ID20,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",246.73434018008368,39.37429174189135,243.5723707113056,-41.802828240578265,-41.012240711305616,-211.9576856004271,-80.19599149999999,202.56013,-220.692665,0.9999999999999998,35.804738700625315
v1-old,ID21,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",152.8927206580025,22.38260672653116,151.2455055409298,-201.91451080877414,1749.8898055409297,-246.88926057374374,-212.053465,1598.6443,-226.934745,0.9999999999999998,35.804738700625315
v1-old,ID22,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",109.0600191905575,11.158153461397555,108.48771081176278,-223.07138707105446,1707.8089108117629,-240.57075549699675,-232.83767,1599.3212,-235.17408,0.9999999999999998,35.804738700625315
v1-old,ID23,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",276.312433886419,72.84081757026496,266.5385083171511,-196.4130689103108,1866.202758317151,-287.41312024587774,-230.87733,1599.6642499999998,-223.24148,0.9999999999999998,35.804738700625315
v1-old,ID24,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",212.7033143438047,64.19606083474591,202.78453024365785,-239.1984406368906,1802.3660302436579,-286.7366812920677,-218.202475,1599.5815,-226.071175,0.9999999999999998,35.804738700625315
v2,ID01,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",170.3864709801651,84.10074910741348,148.18439017874496,-460.7941146200601,34.358410405334354,-362.2641618376115,-542.215344349341,182.54280058407932,-383.3240609304319,1.000000000000001,96.55065953440887
v2,ID02,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",83.63516800274584,30.807972617329064,77.7541648405886,-520.7541213900381,1027.8348351594113,-238.85083659560632,-543.22998,1105.589,-259.92136,1.000000000000001,96.55065953440887
v2,ID03,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",364.1154175865161,61.7085926601416,358.84827840761295,-606.2374040782547,1984.4097284076129,-289.1509040188173,-554.00287,1625.56145,-256.2951,1.000000000000001,96.55065953440887
v2,ID04,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",258.59986474007314,101.13502132610714,238.003356079178,-227.1448873000868,-55.83956607917797,517.1616722071801,-321.178815,182.16379,479.93382,1.000000000000001,96.55065953440887
