eval_set,height,n,err_3d_median_mm,err_3d_median_ci95_low_mm,err_3d_median_ci95_high_mm,err_3d_p95_mm,err_3d_p95_ci95_low_mm,err_3d_p95_ci95_high_mm,err_3d_rms_mm,err_x_abs_median_mm,err_y_vertical_abs_median_mm,err_z_abs_median_mm,err_horizontal_median_mm,small_n_note
all8,high,8,103.40779404826543,46.00699924111722,174.18148716637876,294.71591108758383,138.5499678810124,359.61906242977136,162.6949618978859,24.739382305436507,85.4046280151224,12.089466859462277,28.99941886763064,bootstrap CI is descriptive; n is small
all8,low,8,147.7877137887851,57.24897662433697,187.67965791114057,259.90600388694133,166.10259586434051,298.79711325852645,166.78392561270294,29.64119448390413,135.04444805938667,23.58979907737362,53.13507338951681,bootstrap CI is descriptive; n is small
all8,mid,8,63.573710730226885,56.32872193721293,75.22721583194975,81.31554894844176,67.24883011552961,84.59388216501438,64.31623484964848,26.810402549578342,32.54319098940789,25.490278302647397,39.16044681904455,bootstrap CI is descriptive; n is small
