session_id,capture,anchor_id,anchor,range_column,n_rows,duration_s,median_range_mm,mean_range_mm,std_range_mm,mad_range_mm,p95_abs_residual_mm,max_abs_residual_mm,slope_mm_per_min,slope_ci95_low_mm_per_min,slope_ci95_high_mm_per_min,slope_se_mm_per_min,drift_over_capture_mm,r2,location,height,facing,source_tr_all,timestamp,elapsed_min_from_first_static,session_notes_path,session_notes
ID01,static_ID01_BSF66F_120s_20260528_110629,0,A,range_mm,1199,119.993348,1514.0,1512.8190158465388,24.84460002678633,28.1694,46.0,73.0,-1.0414919945203425,-3.4773168916438992,1.3943329026032143,1.242767804654876,-2.0828685222948926,0.0005863851933691,edge,low,ABEF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,2026-05-28 11:09:20+02:00,0.0,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629,duration_s=120; targets=BSF66F; rc=0
ID02,static_ID02_BSF66F_120s_20260528_111027,3,D,range_mm,1201,119.982309,2450.0,2448.89342214821,17.658061211743423,16.3086,36.0,56.0,-2.123671014803689,-3.849408988019004,-0.3979330415883733,0.8804785577629161,-4.246715865208663,0.0048285378644974,edge,mid,ABEF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,2026-05-28 11:13:18+02:00,3.966666666666667,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027,duration_s=120; targets=BSF66F; rc=0
ID02,static_ID02_BSF66F_120s_20260528_111027,4,E,range_mm,1201,119.982309,1699.0,1698.353039134055,21.286482351409934,22.239,41.0,74.0,-0.7416269003237995,-2.826591903517881,1.3433381028702818,1.0637576546908578,-1.4830351319560386,0.0004052195113413,edge,mid,ABEF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,2026-05-28 11:13:18+02:00,3.966666666666667,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027,duration_s=120; targets=BSF66F; rc=0
ID02,static_ID02_BSF66F_120s_20260528_111027,5,F,range_mm,1195,119.982309,1736.0,1748.8560669456067,88.97086751594284,71.1648,148.0,578.0,7.162160172771058,-1.5553082462829997,15.879628591825115,4.447687968905131,14.322208582615175,0.0021688825539669,edge,mid,ABEF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,2026-05-28 11:13:18+02:00,3.966666666666667,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027,duration_s=120; targets=BSF66F; rc=0
ID02,static_ID02_BSF66F_120s_20260528_111027,6,G,range_mm,1174,119.982309,2269.0,2287.0885860306644,91.37396616405158,28.1694,67.0,534.0,-12.157336368972423,-21.114085082125523,-3.200587655819323,4.569769751608725,-24.31108814731645,0.0060026887705902,edge,mid,ABEF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,2026-05-28 11:13:18+02:00,3.966666666666667,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027,duration_s=120; targets=BSF66F; rc=0
ID02,static_ID02_BSF66F_120s_20260528_111027,7,H,range_mm,1187,119.982309,2199.0,2198.82898062342,43.67061248906181,41.5128,76.70000000000005,438.0,1.960340071557632,-2.3585439105076325,6.279224053622896,2.203512235747584,3.920102136845165,0.0006674574453588,edge,mid,ABEF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,2026-05-28 11:13:18+02:00,3.966666666666667,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027,duration_s=120; targets=BSF66F; rc=0
ID03,static_ID03_BSF66F_120s_20260528_111354,0,A,range_mm,1200,119.987588,2209.0,2208.2225,31.90404353291288,35.5824,59.04999999999996,80.0,1.1138238618762113,-2.011155109379798,4.238802833132221,1.5943770261510253,2.2274173107228625,0.0004072089146539,edge,high,ABEF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,2026-05-28 11:16:45+02:00,7.416666666666667,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354,duration_s=120; targets=BSF66F; rc=0
ID03,static_ID03_BSF66F_120s_20260528_111354,1,B,range_mm,1201,119.987588,2435.0,2435.606161532057,22.941454546808554,23.7216,44.0,103.0,-0.1376348512461993,-2.385118500734528,2.1098487982421297,1.1466753313715965,-0.2752412304295042,1.2015766910455916e-05,edge,high,ABEF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,2026-05-28 11:16:45+02:00,7.416666666666667,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354,duration_s=120; targets=BSF66F; rc=0
ID03,static_ID03_BSF66F_120s_20260528_111354,2,C,range_mm,1198,119.987588,2544.0,2545.033388981636,22.26023548483587,22.239,44.0,68.0,3.5170495067945686,1.3426478159310655,5.691451197658072,1.1093886177875014,7.033371453281165,0.0083334348198806,edge,high,ABEF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,2026-05-28 11:16:45+02:00,7.416666666666667,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354,duration_s=120; targets=BSF66F; rc=0
ID03,static_ID03_BSF66F_120s_20260528_111354,3,D,range_mm,1201,119.987588,2978.0,2977.9966694421314,23.06375312710149,22.239,46.0,83.0,2.3047665059920504,0.0490575630000456,4.560475448984056,1.1508719096897984,4.609056232619562,0.0033337303235195,edge,high,ABEF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,2026-05-28 11:16:45+02:00,7.416666666666667,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354,duration_s=120; targets=BSF66F; rc=0
ID03,static_ID03_BSF66F_120s_20260528_111354,4,E,range_mm,1198,119.987588,1555.0,1554.0317195325542,24.69146498191344,25.2042,50.0,91.0,2.328309301347664,-0.0929106412685647,4.749529243963893,1.235316297253178,4.65613695311119,0.0029614593171662,edge,high,ABEF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,2026-05-28 11:16:45+02:00,7.416666666666667,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354,duration_s=120; targets=BSF66F; rc=0
ID03,static_ID03_BSF66F_120s_20260528_111354,5,F,range_mm,1188,119.987588,1594.0,1607.1565656565656,84.61914517187837,37.065,101.64999999999986,584.0,-19.65870607532677,-27.880332897632893,-11.437079253020638,4.194707562401086,-39.31334541965675,0.0181824574266742,edge,high,ABEF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,2026-05-28 11:16:45+02:00,7.416666666666667,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354,duration_s=120; targets=BSF66F; rc=0
ID03,static_ID03_BSF66F_120s_20260528_111354,6,G,range_mm,1156,119.987588,2240.0,2261.1167820069204,104.23870178680352,23.7216,77.0,565.0,5.175396246558625,-5.209123276671862,15.559915769789113,5.298224246546167,10.349721876147044,0.0008261554830746,edge,high,ABEF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,2026-05-28 11:16:45+02:00,7.416666666666667,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354,duration_s=120; targets=BSF66F; rc=0
ID03,static_ID03_BSF66F_120s_20260528_111354,7,H,range_mm,1173,119.987588,2140.0,2139.391304347826,33.93182311691795,28.1694,59.0,384.0,-1.0513158449997533,-4.415739243904177,2.313107553904671,1.7165425504614409,-2.1024142077950376,0.0003202294592042,edge,high,ABEF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,2026-05-28 11:16:45+02:00,7.416666666666667,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354,duration_s=120; targets=BSF66F; rc=0
ID04,static_ID04_BSF66F_120s_20260528_111732,0,A,range_mm,1199,119.981468,2464.0,2462.699749791493,18.254934322717244,17.7912,36.0,58.0,-0.5801998631546493,-2.372052278845421,1.2116525525361226,0.9142104161687612,-1.1602205219115655,0.0003363741809537,edge,low,BCGF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,2026-05-28 11:20:23+02:00,11.05,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732,duration_s=120; targets=BSF66F; rc=0
ID04,static_ID04_BSF66F_120s_20260528_111732,1,B,range_mm,1200,119.981468,1336.0,1336.935,24.598152539028888,23.7216,49.0,121.0,1.1877255414761454,-1.2215474708839869,3.596998553836277,1.2292209246735368,2.3750842341233804,0.0007787125291297,edge,low,BCGF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,2026-05-28 11:20:23+02:00,11.05,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732,duration_s=120; targets=BSF66F; rc=0
ID04,static_ID04_BSF66F_120s_20260528_111732,2,C,range_mm,1198,119.981468,1450.0,1451.661101836394,19.400497544210516,19.2738,38.0,65.0,-1.0603303350094315,-2.9616730393623985,0.841012369343535,0.9700728083433504,-2.1203331693227234,0.0009979502924813,edge,low,BCGF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,2026-05-28 11:20:23+02:00,11.05,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732,duration_s=120; targets=BSF66F; rc=0
ID04,static_ID04_BSF66F_120s_20260528_111732,3,D,range_mm,1201,119.981468,2568.0,2570.9691923397168,21.54231859669953,20.7564,41.0,214.0,0.1209052430024795,-1.9895374718788328,2.231347957883792,1.0767564871843431,0.2417731424055703,1.0515538666044932e-05,edge,low,BCGF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,2026-05-28 11:20:23+02:00,11.05,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732,duration_s=120; targets=BSF66F; rc=0
ID04,static_ID04_BSF66F_120s_20260528_111732,4,E,range_mm,1200,119.981468,2810.0,2810.1725,25.398151056392532,26.6868,51.0,83.0,0.9340369663086624,-1.5564103348171583,3.424484267434483,1.2706363781254189,1.8677854397329976,0.0004508508523402,edge,low,BCGF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,2026-05-28 11:20:23+02:00,11.05,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732,duration_s=120; targets=BSF66F; rc=0
ID04,static_ID04_BSF66F_120s_20260528_111732,5,F,range_mm,1178,119.981468,2276.0,2288.178268251273,83.94658623776122,42.9954,104.0,581.0,1.629560848742541,-6.594703408412061,9.853825105897142,4.1960531924258175,3.2586183804576003,0.0001282319297789,edge,low,BCGF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,2026-05-28 11:20:23+02:00,11.05,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732,duration_s=120; targets=BSF66F; rc=0
ID04,static_ID04_BSF66F_120s_20260528_111732,6,G,range_mm,1171,119.981468,2205.0,2227.189581554227,103.72889643854204,25.2042,349.5,547.0,-9.197102848986798,-19.421157665595167,1.0269519676215726,5.216354498269577,-18.39136501947364,0.0026521618875054,edge,low,BCGF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,2026-05-28 11:20:23+02:00,11.05,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732,duration_s=120; targets=BSF66F; rc=0
ID04,static_ID04_BSF66F_120s_20260528_111732,7,H,range_mm,1187,119.981468,3093.0,3094.379949452401,31.760233314893718,25.2042,56.0,337.0,-1.5473592778359324,-4.694307287726084,1.599588732054219,1.60558571933171,-3.094240627969584,0.000783171225234,edge,low,BCGF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,2026-05-28 11:20:23+02:00,11.05,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732,duration_s=120; targets=BSF66F; rc=0
ID05,static_ID05_BSF66F_120s_20260528_112057,0,A,range_mm,1196,119.889071,3074.0,3063.823578595318,56.71279352197849,34.099799999999995,80.0,329.0,2.290739669159516,-3.285710781571372,7.867190119890403,2.845127780985147,4.577244180639695,0.0005426350801798,edge,mid,BCGF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv,2026-05-28 11:23:47+02:00,14.45,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057,duration_s=120; targets=BSF66F; rc=0
ID05,static_ID05_BSF66F_120s_20260528_112057,1,B,range_mm,1197,119.889071,1617.0,1617.8563074352548,29.43130263289512,25.2042,51.0,335.0,0.5636486580346152,-2.325112684244305,3.4524100003135363,1.473857827693327,1.1262552330361115,0.0001223727488577,edge,mid,BCGF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv,2026-05-28 11:23:47+02:00,14.45,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057,duration_s=120; targets=BSF66F; rc=0
ID05,static_ID05_BSF66F_120s_20260528_112057,2,C,range_mm,1199,119.889071,1741.0,1741.630525437865,21.70669065803402,20.7564,43.0,117.0,2.2885007845607896,0.1631790494835701,4.413822519638009,1.0843478240189897,4.572770550729404,0.0037072997729727,edge,mid,BCGF,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv,2026-05-28 11:23:47+02:00,14.45,/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057,duration_s=120; targets=BSF66F; rc=0
