n,median_abs_mm,p95_abs_mm,max_abs_mm,rms_mm,script,timestamp,source,interpretation
28,3.5,9.649999999999999,11.0,5.124346648249762,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/scripts/bidirectional_pair_symmetry.py,2026-06-17T17:11:26,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/work/field_dataset_staged/sweep1000/pairs_all.csv,Small antisymmetric half-differences are consistent with clean bidirectional/CFO handling.
