file_id,anchor,short_long_mm,short_top_mm,short_4_mm,long_top_mm,long_4_mm,top_4_mm
ID01,A,84.5882575342841,52.27726067902266,51.162490478303525,60.64005252752425,87.91971103626804,90.32951717201853
ID01,B,86.85214115270914,53.40160431494551,99.25019860681653,61.834919245617975,60.93704247658889,106.26607817644586
ID01,C,84.24925688157731,52.9034966616206,122.21283454088324,61.16889314771436,118.92259725232586,150.9735819697168
ID01,D,84.92934119138621,56.461860856776504,59.3876032483454,62.02760884471457,57.78994263580824,80.4885993418503
ID01,E,86.80769598152004,53.12830706412537,132.95004330360345,61.81826243675902,107.18750736895589,150.1971406694881
ID01,F,84.32272118083003,53.02462984962752,106.28928646411165,59.47945181060428,128.07439468953214,144.92563749578622
ID01,G,85.16837398848011,52.45642128939133,49.36992739206333,60.68735718443255,57.76636595216992,50.54988826459369
ID01,H,85.25585296822752,55.01812982235963,60.498690771371336,60.28407418091469,66.9507537656598,60.32654428143568
ID02,A,84.60812395665624,52.30955745633606,50.99581423118078,60.734644342806796,87.98803551666906,90.31120596577775
ID02,B,86.88874044791159,53.27181298099422,99.43303165874623,61.803527908450505,60.90461028233332,106.23002212789054
ID02,C,84.52811967252754,53.32112540173565,122.13378414180163,61.19064054559745,118.81068908473193,151.00853363953155
ID02,D,84.86782049580407,56.50478346812087,59.42796066191912,61.898256127859526,57.80931691375983,80.55675077840796
ID02,E,86.81781213722772,53.04861735636929,132.95565667400155,61.83953174606432,107.27235227270819,150.21018015278625
ID02,F,84.35813706996505,53.047999972100854,106.26737864061353,59.46799853143701,128.17072911871318,144.9429375341467
ID02,G,84.82390517698556,52.354335421389926,49.370407759568984,60.57007918388433,57.668695219682526,50.56276892194402
ID02,H,85.2502164863024,55.03397283101954,60.46720295635817,60.2857737494513,66.95723232418605,60.33599031883869
ID03,A,84.61465692821832,52.32550783172673,51.0037979714994,60.96959513561985,87.93019157536285,90.413456535157
ID03,B,86.87641118084422,53.38676991755742,99.24830538430076,61.81588757758482,60.85023467977361,106.17309320464035
ID03,C,84.66050498512644,53.2948404826454,122.23774016108315,61.28703013322277,119.02920145307887,151.13083865979416
ID03,D,84.93552394525932,56.442236376491266,59.407151618239496,61.96192785955357,57.82144019746679,80.48405643829858
ID03,E,86.68408124247786,52.99651771097807,132.85417180417218,61.84916147986574,107.28413759111824,150.2397798735825
ID03,F,84.3560178125572,53.0534042588455,105.81988051304452,59.48700253177167,127.82470193281307,144.52544692602595
ID03,G,84.64087776603813,53.81958900952884,49.34718333322988,62.126056747797726,57.625056686805976,50.5787402425305
ID03,H,85.20703519539859,55.0318853112939,60.500175972086154,60.24818388941279,66.99645927078912,60.357649642609694
ID04,A,84.62373268368995,52.32341897088239,51.005155550748874,60.902442182544114,87.98545077729463,90.40108400107597
ID04,B,86.84559536990061,53.51269933963372,99.19940959173617,61.838546019319665,60.805370613166396,106.22982595917257
ID04,C,84.72135405096009,53.252447252298445,122.26569151418245,61.30194937501173,119.10689656556728,151.10531727252766
ID04,D,84.91812239708621,56.377407122273944,59.413562662877915,61.85377134309104,57.81720673747653,80.39279690961187
ID04,E,86.65328618859459,52.980134948417174,132.84821082830769,61.838200962673454,107.30934050766508,150.25324648635714
ID04,F,84.467393335032,53.06150084251313,105.74732423294444,59.55558963720366,127.83246134680545,144.4558767957452
ID04,G,84.85965377944568,52.499413234043736,49.31856797781651,60.63658573699615,57.713391399144896,50.617258483252535
ID04,H,85.25681985810228,55.04936652121359,60.49603579917384,60.27445994465633,66.95169729723064,60.345952025301635
ID05,A,84.6450398108039,52.301903119044326,50.9784923632135,60.98092145691869,88.00163331673531,90.39051491847489
ID05,B,86.90967277351463,53.40566605709638,99.35301433633559,61.83332313987417,60.9414328046601,106.28412749513168
ID05,C,85.29300916512497,53.6505124936661,122.09747538584135,62.12729547952025,118.45219240398265,151.21105412255747
ID05,D,84.99797360392637,56.16338153345564,59.54224581363674,61.9722122073574,57.8593390444828,80.39076324206366
ID05,E,86.77608757602809,52.98540081984852,132.8675246487739,61.91713173365271,107.3816652848848,150.2855113625148
ID05,F,84.37052253639884,53.033642585885914,106.22072889071629,59.49110178213615,128.1036530628031,144.87417455020244
ID05,G,84.56726983239378,53.76393068188505,49.343756215601616,62.09491581104374,57.65749504577879,50.54176294941544
ID05,H,85.26222088587332,55.0567021630737,60.522236200250504,60.2835362343237,67.01015756019784,60.36971229124345
