script,timestamp,drift_source,session_notes,static_session_span_h,joined_rows,median_abs_drift_over_capture_mm,p95_abs_drift_over_capture_mm,single_constant_dtag_verdict,verdict_note
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/scripts/static_drift_timeline_join.py,2026-06-17T17:11:25,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/temporal_drift_per_anchor_session.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/session_notes.csv,1.5133333333333334,192,3.0704222777987513,32.42414512270604,mostly_justified_with_FG_caution,"Within-capture drift is generally smaller than the tag-delay scale, but high-p95 F/G links should be flagged when using one scalar D_tag over the whole static timeline."
