facing,n,median_3d_mm,max_3d_mm,median_vertical_mm,max_vertical_mm,median_sigma3d_mm
ABEF,3,68.26562021551844,75.22721583194975,62.12598441182581,68.5111876030212,
ADHE,3,63.9292443092772,187.67965791114057,56.60898998253856,183.53876813042908,
BCGF,3,57.24897662433697,59.52777787372481,23.702728516777,52.288434082789536,
CDHG,3,138.5499678810124,152.37961378293443,122.41115165818746,142.43035462408767,
