grid_mm,mask,version,ID,location,height,facing,mean_x,mean_y,mean_z,gdop,hdop,vdop,cond,radial_p95,pct_ge8
40.0,all8,v4-io,ID01,edge,low,ABEF,1339.0175007439827,766.8834986068538,129.2331742499558,1.112518310546875,0.8298754692077637,0.7409477829933167,2.1396262645721436,115.1088534573236,91.75686927560366
40.0,all8,v4-io,ID02,edge,mid,ABEF,1507.0711124056868,716.4300850182786,-868.6103357405455,1.1999092102050781,0.7886354923248291,0.9043428897857666,3.3940563201904297,101.46588053410308,95.67027477102414
40.0,all8,v4-io,ID03,edge,high,ABEF,1491.619118581302,655.9971491365872,-1798.1047371148002,1.1044842004776,0.8503898978233337,0.7047852873802185,2.0147643089294434,115.56446212698349,92.2564529558701
40.0,all8,v4-io,ID04,edge,low,BCGF,2201.277217666929,1050.5786420763402,295.73289825998944,1.0820692777633667,0.8336294293403625,0.6898810863494873,1.6335126161575317,108.77067421221275,93.83846794338052
40.0,all8,v4-io,ID05,edge,mid,BCGF,2240.371048649451,1125.6909974307723,-902.227785676734,1.1540418863296509,0.7804202437400818,0.8501510620117188,2.592682361602783,92.9528493350123,91.5
40.0,all8,v4-io,ID06,edge,high,BCGF,2214.562607525611,1091.593316936203,-1671.1105257891245,1.091839075088501,0.819254994392395,0.7217575311660767,1.796094536781311,149.01037659410417,92.83930058284764
40.0,all8,v4-io,ID07,edge,low,CDHG,1767.346487139338,1616.57187591758,140.61404512006774,1.1137502193450928,0.8363834619522095,0.7354605793952942,2.1600160598754883,142.19247577249772,90.84096586178184
40.0,all8,v4-io,ID08,edge,mid,CDHG,1584.357224519253,1708.1238792672357,-953.384806564461,1.1944773197174072,0.7926045060157776,0.893618643283844,3.327666759490967,149.6550058641465,90.25811823480431
40.0,all8,v4-io,ID09,edge,high,CDHG,1615.989722214035,1698.2488648858075,-1385.5367770269222,1.1543951034545898,0.8125463724136353,0.8199977874755859,2.7593908309936523,101.40452454866414,93.42214820982517
40.0,all8,v4-io,ID10,edge,low,ADHE,703.3502828016352,1299.5397297098211,44.516674968173554,1.1074949502944946,0.807695209980011,0.7577424049377441,2.0058393478393555,89.18581012874685,90.75770191507078
40.0,all8,v4-io,ID11,edge,mid,ADHE,705.7250145406726,1091.165468050263,-971.8269565202183,1.1587071418762207,0.7788669466972351,0.8578861355781555,2.6230852603912354,82.23537267240161,91.84013322231472
40.0,all8,v4-io,ID12,edge,high,ADHE,711.3026756298295,1229.9314954331069,-1525.6999630850255,1.1183043718338013,0.8032029867172241,0.7781192064285278,2.158095598220825,80.4570476336421,91.3405495420483
40.0,all8,v4-io,ID13,center,mid,ABEF,1525.3772925082587,1084.9599717274798,-888.8486984598887,1.2004598379135132,0.7841906547546387,0.9089272022247314,3.3779397010803223,129.35301641611318,91.66666666666666
40.0,all8,v4-io,ID14,center,mid,BCGF,1544.141978313697,1067.0701924047007,-898.230295390281,1.1998858451843262,0.7842018604278564,0.9081593751907349,3.3695013523101807,72.22045437214963,91.9233971690258
40.0,all8,v4-io,ID15,center,mid,CDHG,1501.1107914784156,1075.307267215994,-880.1568814353286,1.2004598379135132,0.7841906547546387,0.9089272022247314,3.3779397010803223,91.79708064770448,95.58701082431308
40.0,all8,v4-io,ID16,center,mid,ADHE,1544.5546210976731,1060.9555672643671,-947.66847998736,1.19557785987854,0.785181999206543,0.9016073346138,3.311704635620117,73.17561402236818,89.75853455453789
40.0,all8,v4-io,ID17,center,low,ABEF,1380.5200175577754,1081.025698467634,24.809441588108047,1.1156188249588013,0.8159008622169495,0.7608620524406433,2.1881566047668457,111.70623027627964,92.49374478732275
40.0,all8,v4-io,ID18,center,low,BCGF,1455.2468479812926,924.1520545772048,-0.0205933887045523,1.123645544052124,0.8145484328269958,0.7740092277526855,2.311741590499878,75.1893906698287,92.91075896580485
40.0,all8,v4-io,ID19,center,low,CDHG,1651.1845802515977,1066.5794167760464,119.58967211377588,1.1050158739089966,0.8231481909751892,0.7372158765792847,2.016446352005005,217.46153630377552,89.84179850124896
40.0,all8,v4-io,ID20,center,low,ADHE,1469.8598522746754,1211.1129536321523,160.84592107231205,1.1007263660430908,0.8280519247055054,0.7252094149589539,1.9392859935760498,185.9268578972658,91.42381348875936
40.0,all8,v4-io,ID21,center,high,ABEF,1498.2269138185509,1051.0521127720715,-1478.9149026795692,1.1298249959945679,0.8078099489212036,0.7899035215377808,2.4035441875457764,97.70277988293402,91.3405495420483
40.0,all8,v4-io,ID22,center,high,BCGF,1479.5657250256318,1022.7501608879636,-1416.1742827184464,1.14231538772583,0.8021761775016785,0.8132636547088623,2.583923578262329,70.24702567172382,92.67277268942549
40.0,all8,v4-io,ID23,center,high,CDHG,1455.432405849321,1045.466187836488,-1540.5174101218654,1.1177587509155273,0.814128041267395,0.7658852338790894,2.221916675567627,129.18611830283794,93.75520399666944
40.0,all8,v4-io,ID24,center,high,ADHE,1471.085523982645,1015.6314445096888,-1474.1352226871666,1.1303939819335938,0.8081414699554443,0.7903783917427063,2.4120569229125977,128.86793089145365,92.5895087427144
