anchor,sessions,median_slope_mm_per_min,median_abs_slope_mm_per_min,p95_abs_slope_mm_per_min,median_drift_over_capture_mm,median_abs_drift_over_capture_mm,p95_abs_drift_over_capture_mm,median_mad_range_mm,median_p95_abs_residual_mm,worst_session,worst_slope_mm_per_min,worst_drift_over_capture_mm
A,24,-0.05267638174163065,0.714235711171162,2.4431952846659084,-0.10533194469989482,1.4278394847910205,4.885444872136091,22.238999999999997,42.5,ID06,3.3857068786279414,6.770653496776287
B,24,0.2684001171856572,1.3637808614889522,3.504157554532023,0.536745302440275,2.727341734733049,7.006843619576029,23.7216,47.0,ID09,-6.306700426799451,-12.611519985308284
C,24,-0.8474937807668805,1.015540174717071,4.641273328549303,-1.6948871843414246,2.0308430030801228,9.281981449082682,22.238999999999997,44.0,ID06,-6.877923476662132,-13.754302515607579
D,24,0.6966326608959109,1.4400888001165075,4.712184989609736,1.3923580261265847,2.8790399088465763,9.423482070212797,22.9803,46.60000000000002,ID16,9.486482752649176,18.97128639785113
E,24,0.15515295771849746,0.8280890479117253,3.032216781173261,0.30989283004310175,1.6547746883666543,6.063738885572564,24.462899999999998,48.049999999999955,ID23,3.5164523121472007,7.032602033572941
F,24,-4.076382137879273,6.761996823824267,19.22989787459433,-8.151794939899066,13.522585108549439,38.45543989265826,50.4084,104.625,ID08,-20.984081997314266,-41.963560087038324
G,24,5.8953301332677315,9.67888191522889,24.66566527371355,11.784009752863094,19.350522995661475,49.31495162428409,25.9455,73.10000000000002,ID01,-25.191851482382965,-50.38091002816492
H,24,-0.6537494093420958,2.4435405509619486,8.597617262463155,-1.3070520689587704,4.883333185650322,17.19429260780519,29.651999999999997,61.5,ID01,-23.917076629434533,-47.83150165230675
