lower_layer_vertical_mean_mm,upper_layer_vertical_mean_mm,layer_gap_mm,layer_gap_m,static_tag_vertical_min_mm,static_tag_vertical_max_mm,static_tag_vertical_coverage_mm,static_tag_vertical_coverage_m
245.47512625,1640.72675,1395.2516237500001,1.3952516237500001,182.16379,1684.95255,1502.78876,1.5027887599999998
