solver,sim3_median_mm,sim3_p95_mm,sim3_rmse_mm,sim3_scale,sim3_det
v1-old,41.012480542299315,77.74066465307239,50.06554740371965,0.9549735987772424,-1.0000000000000013
v2,48.83668453691092,94.93067189241896,60.31811978232067,0.9384686781209736,-0.9999999999999999
v3-lite,49.55781665761785,95.94816358768531,60.86467317763309,0.9385188444188903,-1.000000000000001
v3-full,122.63766763835748,178.2840703538388,125.28325436315949,0.9638652944615093,-1.0000000000000013
v4-io,61.13925872569261,95.20646390731744,67.12130071807093,0.9582672713308588,-1.0000000000000009
