anchor,trust_score,risk_score,pair_residual_median_abs_mm,raw_asymmetry_median_abs_mm,temporal_drift_p95_abs_slope_mm_per_min,opti_marker_fingerprint_flag,autopos_delay_differential_abs_mm,norm_pair_residual_risk,norm_raw_asymmetry_risk,norm_temporal_drift_risk,norm_delay_differential_risk,note
G,0.4648806492549309,0.5351193507450691,24.0469737811909,5.0,24.66566527371355,1,6.852607190214549,0.5256741171236553,0.0,1.0,0.14992263660169056,"heuristic composite, not a rigorous probability"
D,0.5590081433429589,0.4409918566570411,28.09217139710881,6.5,4.712184989609736,0,25.588669524096062,1.0,0.375,0.10210339831990325,0.7278558849653025,"heuristic composite, not a rigorous probability"
H,0.6032873066438827,0.39671269335611725,25.5901153907389,9.0,8.597617262463155,0,1.9922537279720416,0.706617565590014,1.0,0.27694590119057233,0.0,"heuristic composite, not a rigorous probability"
F,0.6157522675988043,0.3842477324011957,19.563862565662475,9.0,19.22989787459433,0,7.3688106743163075,0.0,1.0,0.7553931942849628,0.16584546772101566,"heuristic composite, not a rigorous probability"
C,0.6346463411769522,0.3653536588230478,19.563862565662475,9.0,4.641273328549303,0,25.588669524089454,0.0,1.0,0.09891240915014032,0.7278558849650987,"heuristic composite, not a rigorous probability"
A,0.7098855319238797,0.29011446807612035,20.20836682354343,6.5,2.4431952846659084,0,34.411330475903924,0.07557234038060164,0.375,0.0,1.0,"heuristic composite, not a rigorous probability"
E,0.7696999130301116,0.2303000869698883,22.42630285543737,8.0,3.032216781173261,0,3.2681037011960505,0.33563984915980666,0.75,0.026505671817653592,0.03935491387198124,"heuristic composite, not a rigorous probability"
B,0.8645725170826136,0.13542748291738635,21.54308806354948,6.5,3.504157554532023,0,2.7157667214173316,0.23207713709768912,0.375,0.04774276983562181,0.022317507653620804,"heuristic composite, not a rigorous probability"
