ID,anchor_id,anchor,n_ranges,median_range_mm,geom_range_mm,d_anchor_mm,d_tag_mm,rho_mm,theta_deg,theta_abs_deg,layer,anchor_layout_z_mm,delta_z_i_mm,delta_y_vicon_vertical_mm,tag_truth_source,source_v5_layout,opti_anchor_truth_source
ID07,4,E,1201,2955.0,2590.055619912922,109.62530494698989,49.621032516254864,205.69804262383335,-31.462081939512966,31.462081939512966,top,-1326.3747130504792,66.98787928657134,-67.48968469509055,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID07,5,F,1193,2527.0,2335.7680168988054,111.36188584987471,49.621032516254864,30.249064735065026,-36.933579550391684,36.933579550391684,top,-1378.0729960177282,-0.8078551770443028,-1.5888359752382257,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID07,6,G,1120,2232.0,1910.607937534578,100.04169098589358,49.621032516254864,171.72933896327353,-47.09221840801461,47.09221840801461,top,-1373.9617889643982,15.372162129036496,-15.681251693183867,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID07,7,H,1187,2391.0,2229.502589256584,109.67861862456729,49.621032516254864,2.197759602593756,-41.5699824996104,41.5699824996104,top,-1453.8877084696278,-30.738589762521542,32.4388971715332,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID08,0,A,1198,2510.0,2370.74685593809,99.63407516744715,49.621032516254864,-10.001963621792008,22.234084495566346,22.234084495566346,bottom,0.0,-3.440323989956749,3.440623502440701,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID08,1,B,1201,2657.0,2202.301702007462,113.68825825925543,49.621032516254864,291.38900721702754,24.037416855601382,24.037416855601382,bottom,0.0,-12.494147436912742,12.461488333325178,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID08,2,C,1201,1684.0,1628.9929213264736,127.33774979143755,49.621032516254864,-121.95170363416602,33.41437816264483,33.41437816264483,bottom,0.0,-14.86214460516902,15.954061408605071,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID08,3,D,1200,2000.0,1734.788672117293,124.5107442518789,49.621032516254864,91.07955111457332,29.070146356553682,29.070146356553682,bottom,-54.17128793413731,-20.016980444000758,20.464701947608063,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID08,4,E,1201,2321.0,2183.1853553563456,109.62530494698989,49.621032516254864,-21.431692819590303,-11.340615158935533,11.340615158935533,top,-1326.3747130504792,66.98787928657134,-67.48968469509055,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID08,5,F,1188,2218.5,2008.0277523961734,111.36188584987471,49.621032516254864,49.48932923769707,-13.859379173760694,13.859379173760694,top,-1378.0729960177282,-0.8078551770443028,-1.5888359752382257,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID08,6,G,1131,1640.0,1476.0346565833872,100.04169098589358,49.621032516254864,14.302619914464323,-18.849868519916054,18.849868519916054,top,-1373.9617889643982,15.372162129036496,-15.681251693183867,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID08,7,H,1171,1746.0,1648.99515600498,109.67861862456729,49.621032516254864,-62.29480714580205,-19.73501955693852,19.73501955693852,top,-1453.8877084696278,-30.738589762521542,32.4388971715332,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID09,0,A,1194,2671.5,2580.4038513672926,99.63407516744715,49.621032516254864,-58.15895905099466,31.106903501388153,31.106903501388153,bottom,0.0,-3.440323989956749,3.440623502440701,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID09,1,B,1199,2590.0,2412.346497186153,113.68825825925543,49.621032516254864,14.3442120383366,33.547508848606654,33.547508848606654,bottom,0.0,-12.494147436912742,12.461488333325178,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID09,2,C,1197,1984.0,1893.5324088010573,127.33774979143755,49.621032516254864,-86.49119110874969,44.75239055613988,44.75239055613988,bottom,0.0,-14.86214460516902,15.954061408605071,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID09,3,D,1200,2414.0,1990.0865794913777,124.5107442518789,49.621032516254864,249.78164374048848,39.99084979048808,39.99084979048808,bottom,-54.17128793413731,-20.016980444000758,20.464701947608063,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID09,4,E,1198,2263.0,2155.1935274706357,109.62530494698989,49.621032516254864,-51.43986493388042,0.1796108281628271,0.1796108281628271,top,-1326.3747130504792,66.98787928657134,-67.48968469509055,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID09,5,F,1195,2311.0,1948.3346538796857,111.36188584987471,49.621032516254864,201.68242775418474,-1.3217577198599724,1.3217577198599724,top,-1378.0729960177282,-0.8078551770443028,-1.5888359752382257,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID09,6,G,1161,1474.0,1382.2517854760408,100.04169098589358,49.621032516254864,-57.91450897818927,-1.6927332143809626,1.6927332143809626,top,-1373.9617889643982,15.372162129036496,-15.681251693183867,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID09,7,H,1184,1756.0,1566.6118912172738,109.67861862456729,49.621032516254864,30.088457641904093,-4.420833847952859,4.420833847952859,top,-1453.8877084696278,-30.738589762521542,32.4388971715332,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID10,0,A,1200,1513.0,1387.922454422135,99.63407516744715,49.621032516254864,-24.177562105836948,0.20730561593500743,0.20730561593500743,bottom,0.0,-3.440323989956749,3.440623502440701,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID10,1,B,1201,2574.0,2397.718784461655,113.68825825925543,49.621032516254864,12.971924762834597,0.11999893553942423,0.11999893553942423,bottom,0.0,-12.494147436912742,12.461488333325178,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID10,2,C,1201,2462.0,2287.3438107695447,127.33774979143755,49.621032516254864,-2.3025930772370984,0.12578945119389032,0.12578945119389032,bottom,0.0,-14.86214460516902,15.954061408605071,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID10,3,D,1199,1299.0,1112.2185993661067,124.5107442518789,49.621032516254864,12.649623865759558,-2.532757520086612,2.532757520086612,bottom,-54.17128793413731,-20.016980444000758,20.464701947608063,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID10,4,E,1201,2102.0,1908.159604064123,109.62530494698989,49.621032516254864,34.59405847263229,-43.826354328305946,43.826354328305946,top,-1326.3747130504792,66.98787928657134,-67.48968469509055,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID10,5,F,1173,3108.0,2753.623847198618,111.36188584987471,49.621032516254864,193.3932344352524,-29.909686454415812,29.909686454415812,top,-1378.0729960177282,-0.8078551770443028,-1.5888359752382257,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID10,6,G,1139,2820.0,2695.7180424475896,100.04169098589358,49.621032516254864,-25.38076594973804,-30.518742915972716,30.518742915972716,top,-1373.9617889643982,15.372162129036496,-15.681251693183867,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID10,7,H,1182,1989.0,1782.3005062697002,109.67861862456729,49.621032516254864,47.39984258947761,-54.38211622677269,54.38211622677269,top,-1453.8877084696278,-30.738589762521542,32.4388971715332,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID11,0,A,1201,1724.0,1546.0509836186854,99.63407516744715,49.621032516254864,28.693908697612535,35.463417999294336,35.463417999294336,bottom,0.0,-3.440323989956749,3.440623502440701,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID11,1,B,1199,2610.0,2490.243668256158,113.68825825925543,49.621032516254864,-43.55295903166819,21.11264683653417,21.11264683653417,bottom,0.0,-12.494147436912742,12.461488333325178,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID11,2,C,1198,2767.0,2515.0495333274835,127.33774979143755,49.621032516254864,74.99168436482412,20.894606650636852,20.894606650636852,bottom,0.0,-14.86214460516902,15.954061408605071,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID11,3,D,1201,1736.0,1502.456030520939,124.5107442518789,49.621032516254864,59.412192710927165,34.122377369967886,34.122377369967886,bottom,-54.17128793413731,-20.016980444000758,20.464701947608063,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID11,4,E,1201,1531.0,1312.311722267448,109.62530494698989,49.621032516254864,59.441940269307274,-19.098626036613155,19.098626036613155,top,-1326.3747130504792,66.98787928657134,-67.48968469509055,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID11,5,F,1194,2572.0,2369.2979279923543,111.36188584987471,49.621032516254864,41.71915364151614,-11.715235488039877,11.715235488039877,top,-1378.0729960177282,-0.8078551770443028,-1.5888359752382257,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID11,6,G,1137,2620.0,2439.1615459529366,100.04169098589358,49.621032516254864,31.175730544914906,-11.276643657367828,11.276643657367828,top,-1373.9617889643982,15.372162129036496,-15.681251693183867,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID11,7,H,1179,1474.0,1286.7650350345427,109.67861862456729,49.621032516254864,27.93531382463511,-25.64455883162031,25.64455883162031,top,-1453.8877084696278,-30.738589762521542,32.4388971715332,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID12,0,A,1199,2117.0,1856.7235848894559,99.63407516744715,49.621032516254864,111.0213074268421,46.81952697263276,46.81952697263276,bottom,0.0,-3.440323989956749,3.440623502440701,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID12,1,B,1201,2820.0,2689.9204722148233,113.68825825925543,49.621032516254864,-33.22976299033365,30.220770325400043,30.220770325400043,bottom,0.0,-12.494147436912742,12.461488333325178,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID12,2,C,1199,3010.0,2704.3700747503635,127.33774979143755,49.621032516254864,128.67114294194405,30.042608199358167,30.042608199358167,bottom,0.0,-14.86214460516902,15.954061408605071,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID12,3,D,1201,1966.0,1793.7022608851535,124.5107442518789,49.621032516254864,-1.8340376532872327,46.43736223957497,46.43736223957497,bottom,-54.17128793413731,-20.016980444000758,20.464701947608063,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID12,4,E,1201,1474.0,1251.8481929849918,109.62530494698989,49.621032516254864,62.90546955176347,1.2611108653959318,1.2611108653959318,top,-1326.3747130504792,66.98787928657134,-67.48968469509055,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID12,5,F,1190,2538.0,2320.642756965266,111.36188584987471,49.621032516254864,56.37432466860441,-0.5961824562564306,0.5961824562564306,top,-1378.0729960177282,-0.8078551770443028,-1.5888359752382257,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID12,6,G,1136,2496.0,2383.1445013757475,100.04169098589358,49.621032516254864,-36.80722487789594,-0.4816998057826733,0.4816998057826733,top,-1373.9617889643982,15.372162129036496,-15.681251693183867,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID12,7,H,1177,1270.0,1157.825806457036,109.67861862456729,49.621032516254864,-47.12545759785808,-4.95282073520957,4.95282073520957,top,-1453.8877084696278,-30.738589762521542,32.4388971715332,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID13,0,A,1199,2081.0,1959.50541783811,99.63407516744715,49.621032516254864,-27.76052552181192,27.095017016334477,27.095017016334477,bottom,0.0,-3.440323989956749,3.440623502440701,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID13,1,B,1199,2024.0,1868.9727438751042,113.68825825925543,49.621032516254864,-8.282034650614541,28.524221949207156,28.524221949207156,bottom,0.0,-12.494147436912742,12.461488333325178,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID13,2,C,1198,2018.0,1959.3502949921212,127.33774979143755,49.621032516254864,-118.30907729981365,27.097337801956765,27.097337801956765,bottom,0.0,-14.86214460516902,15.954061408605071,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID13,3,D,1199,2197.0,1957.045344982458,124.5107442518789,49.621032516254864,65.82287824940835,25.36351914666798,25.36351914666798,bottom,-54.17128793413731,-20.016980444000758,20.464701947608063,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID13,4,E,1195,1915.0,1719.4648726487344,109.62530494698989,49.621032516254864,36.28878988802085,-14.61581610545091,14.61581610545091,top,-1326.3747130504792,66.98787928657134,-67.48968469509055,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID13,5,F,1192,1877.0,1686.7628407585835,111.36188584987471,49.621032516254864,29.254240875286946,-16.730960384990215,16.730960384990215,top,-1378.0729960177282,-0.8078551770443028,-1.5888359752382257,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID13,6,G,1137,2053.0,1879.134813515102,100.04169098589358,49.621032516254864,24.20246298274956,-14.845852078183325,14.845852078183325,top,-1373.9617889643982,15.372162129036496,-15.681251693183867,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID13,7,H,1179,1974.0,1833.5822299782349,109.67861862456729,49.621032516254864,-18.88188111905702,-17.828857734188094,17.828857734188094,top,-1453.8877084696278,-30.738589762521542,32.4388971715332,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID14,0,A,1198,2130.0,1954.8688021374141,99.63407516744715,49.621032516254864,25.876090178883835,26.94417736880103,26.94417736880103,bottom,0.0,-3.440323989956749,3.440623502440701,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
