version,eval_set,method,ID,location,height,facing,tag_truth_source,tag_truth_corrected,tag_truth_permutation,tag_truth_shift_from_motive_mm,tag_ball_fingerprint_as_is_max_abs_dev_mm,tag_ball_fingerprint_corrected_max_abs_dev_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,anchor_fit_det,anchor_fit_scale,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,n_frames,pct_ge8
v1-old,all8,C_anchor_locked_OFFICIAL,ID01,edge,low,ABEF,reconstructed_from_relabelled_balls,True,"0,1,4,2,3",54.12208743140742,29.051378695780997,1.5155498742221383,55.17862762876564,-197.43397503101863,-5.4342873200448025,55.445580758711316,197.43397503101863,205.07166289426647,-487.0367167205753,-14.891174446939289,-388.75834825047673,-542.215344349341,182.54280058407934,-383.3240609304319,-1.0000000000000013,1.0,0.9549735987772424,889.8367413746068,40.066146139884225,1201,91.75686927560366
v1-old,all8,C_anchor_locked_OFFICIAL,ID02,edge,mid,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6572220380767959,0.6572220380767959,15.666509358103553,-50.03775322657975,10.596245906632873,18.913485738524777,50.03775322657975,53.49295926330373,-527.5634706418964,1055.5512467734202,-249.32511409336712,-543.22998,1105.589,-259.92136,-1.0000000000000013,1.0,0.9549735987772424,461.6346339824702,20.785746248015545,1201,95.67027477102414
v1-old,all8,C_anchor_locked_OFFICIAL,ID03,edge,high,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6213212809211015,0.6213212809211015,-18.57653852236035,406.718326429846,-10.051443872114817,21.12153657731872,406.718326429846,407.26639483424333,-572.5794085223604,2032.2797764298462,-266.3465438721148,-554.00287,1625.5614500000001,-256.2951,-1.0000000000000013,1.0,0.9549735987772424,813.3092827400905,36.6203900828485,1201,92.2564529558701
v1-old,all8,C_anchor_locked_OFFICIAL,ID04,edge,low,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.6855830977794,1.6855830977794,62.565850097124326,-328.3211129888138,15.084301497606248,64.35854061464195,328.3211129888138,334.56953684437553,-258.61296490287566,-146.1573229888138,495.0181214976062,-321.178815,182.16379,479.93381999999997,-1.0000000000000013,1.0,0.9549735987772424,1047.8906733259494,47.1827458947598,1201,93.83846794338052
v1-old,all8,C_anchor_locked_OFFICIAL,ID05,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,"3,4,2,0,1",2.0942332073721013,5.490229164285438,0.8401003929094628,22.876934784457973,94.12746716417428,73.98916504055052,77.44514632002554,94.12746716417428,121.89229164829445,-162.10495501247442,1197.714083723751,547.6931939744998,-184.9818897969324,1103.5866165595767,473.70402893394925,-1.0000000000000013,1.0,0.9549735987772424,705.9514108073571,31.786451466783824,1200,91.5
v1-old,all8,C_anchor_locked_OFFICIAL,ID06,edge,high,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.4652634113752043,1.4652634113752043,-6.7471463168471075,238.08016177987747,0.2582300584776931,6.752086061658639,238.08016177987747,238.17588899659148,-199.9784013168471,1923.0327117798774,476.78121005847765,-193.231255,1684.95255,476.52297999999996,-1.0000000000000013,1.0,0.9549735987772424,1013.9317064581626,45.653695827460496,1201,92.83930058284764
v1-old,all8,C_anchor_locked_OFFICIAL,ID07,edge,low,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,3.010748996927397,3.010748996927397,-16.705192486419833,-244.2225193904394,45.25972539827755,48.24423487978463,244.2225193904394,248.9420518444993,335.4423575135802,-32.65716439043939,99.05559139827756,352.14755,211.565355,53.795866000000004,-1.0000000000000013,1.0,0.9549735987772424,906.6934696461826,40.8251439503432,1201,90.84096586178184
v1-old,all8,C_anchor_locked_OFFICIAL,ID08,edge,mid,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,0.8379427491692439,0.8379427491692439,87.46251843955122,-16.77702895663583,-30.761587319444516,92.71444000909807,16.77702895663583,94.22014692629408,479.3630584395512,1115.5033710433643,-102.2935163194445,391.90054,1132.2804,-71.53192899999999,-1.0000000000000013,1.0,0.9549735987772424,557.6228692802323,25.107751043197045,1201,90.25811823480431
v1-old,all8,C_anchor_locked_OFFICIAL,ID09,edge,high,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,1.1233421057233244,1.1233421057233244,64.45386912529295,48.3635042611395,-18.587277136538617,67.08046002056696,48.3635042611395,82.69713816685642,473.26380912529294,1616.5488542611397,-81.01306563653861,408.80994,1568.1853500000002,-62.425788499999996,-1.0000000000000013,1.0,0.9549735987772424,828.1828777899989,37.2900945411905,1201,93.42214820982517
v1-old,all8,C_anchor_locked_OFFICIAL,ID10,edge,low,ADHE,motive_iantenna,False,"0,1,2,3,4",0.0,1.700334281718746,1.700334281718746,29.538113750334077,-164.69563129356055,-69.57093427759207,75.58184345585063,164.69563129356055,181.21055716312213,95.03735875033408,73.95409870643945,-1007.764354277592,65.499245,238.64973,-938.19342,-1.0000000000000013,1.0,0.9549735987772424,1028.888366883956,46.32714042074481,1201,90.75770191507078
