metric,median,minimum,maximum,vicon_layout_median,relative_median_difference_pct,spearman_sigma3d_vs_gdop_rho,spearman_sigma3d_vs_gdop_p,spearman_vertical_error_vs_vdop_rho,spearman_vertical_error_vs_vdop_p
GDOP,1.1400599751842089,1.112855671655266,1.1991697095238467,1.1388065063915542,-0.10994761854103974,-0.020869565217391303,0.92289170312162,,
HDOP,0.8037257825725532,0.7785380083004977,0.8197449592851563,0.8029555838428729,-0.09582854580265643,,,,
VDOP,0.8083028491774231,0.7703026918534334,0.9039982156247104,0.806950711308051,-0.16728109652813794,,,-0.557391304347826,0.004659335734393891
