anchor,sessions,first_timestamp,last_timestamp,elapsed_h,median_slope_mm_per_min,median_abs_slope_mm_per_min,p95_abs_slope_mm_per_min,median_abs_drift_over_capture_mm,p95_abs_drift_over_capture_mm,worst_session,worst_slope_mm_per_min
A,24,2026-05-28 11:09:20+02:00,2026-05-28 12:40:08+02:00,1.5133333333333334,-0.05267638174163065,0.714235711171162,2.4431952846659084,1.4278394847910207,4.885444872136091,ID06,3.3857068786279414
B,24,2026-05-28 11:09:20+02:00,2026-05-28 12:40:08+02:00,1.5133333333333334,0.26840011718565726,1.3637808614889522,3.504157554532023,2.727341734733049,7.006843619576029,ID09,-6.306700426799451
C,24,2026-05-28 11:09:20+02:00,2026-05-28 12:40:08+02:00,1.5133333333333334,-0.8474937807668805,1.015540174717071,4.641273328549303,2.0308430030801228,9.281981449082682,ID06,-6.877923476662132
D,24,2026-05-28 11:09:20+02:00,2026-05-28 12:40:08+02:00,1.5133333333333334,0.6966326608959109,1.4400888001165075,4.712184989609736,2.8790399088465763,9.423482070212797,ID16,9.486482752649176
E,24,2026-05-28 11:09:20+02:00,2026-05-28 12:40:08+02:00,1.5133333333333334,0.15515295771849746,0.8280890479117253,3.032216781173261,1.6547746883666543,6.063738885572564,ID23,3.5164523121472007
F,24,2026-05-28 11:09:20+02:00,2026-05-28 12:40:08+02:00,1.5133333333333334,-4.076382137879273,6.761996823824267,19.229897874594332,13.522585108549439,38.45543989265826,ID08,-20.984081997314263
G,24,2026-05-28 11:09:20+02:00,2026-05-28 12:40:08+02:00,1.5133333333333334,5.8953301332677315,9.678881915228892,24.66566527371355,19.35052299566148,49.31495162428409,ID01,-25.191851482382965
H,24,2026-05-28 11:09:20+02:00,2026-05-28 12:40:08+02:00,1.5133333333333334,-0.6537494093420958,2.4435405509619486,8.597617262463155,4.883333185650322,17.19429260780519,ID01,-23.917076629434533
