eval_set,n,mean_err_x_mm,mean_err_y_vertical_mm,mean_err_z_mm,mean_vector_norm_mm,rms_scatter_about_mean_mm,mean_vector_to_scatter_ratio,median_radial_component_mm,median_tangential_magnitude_mm,fraction_radial_outward
all8,24,22.559278672011345,-19.67807758355031,-6.33266872134831,30.598210482314716,136.15475886017012,0.22473111287824205,55.43729921888017,40.878023073772724,0.7916666666666666
