grid_mm,mask,n_grid_points,n_finite,n_nan,vdop_median,vdop_p90,vdop_p95,gdop_median,hdop_median,cond_p95,with_range_bias,device
50.0,all8,357840,357840,0,0.8064099550247192,0.918016254901886,0.950137197971344,1.172572135925293,0.8634841442108154,5.753213405609131,False,cuda
