case_id,case_label,condition,sample_keep_fraction,drop_percent,samples_kept,ate_p50_mm,ate_p95_mm,ate_rmse_mm,rpe_rmse_mm,rpe_p95_mm,median_effective_update_rate_hz,stress_input_note
original_selfcal,FULL original self-cal v4-io/T4,solved_sample_keep_100,1.0,0.0,40661,102.63336074100644,256.9324074144985,141.26598484796435,134.45088282493293,241.0244620122481,10.008998464966568,ROTO solved-sample thinning; not a raw range re-solve
original_selfcal,FULL original self-cal v4-io/T4,solved_sample_keep_75,0.75,25.0,30589,102.39312365809602,255.7733552856784,140.88310701395062,138.5655935861938,251.53252263684314,7.546273705283193,ROTO solved-sample thinning; not a raw range re-solve
original_selfcal,FULL original self-cal v4-io/T4,solved_sample_keep_50,0.5,50.0,20322,102.91065585130008,257.1155363494185,141.2035008015934,144.04090803138092,265.2906058549774,5.001779576274462,ROTO solved-sample thinning; not a raw range re-solve
original_selfcal,FULL original self-cal v4-io/T4,solved_sample_keep_25,0.25,75.0,10128,102.41197472583748,256.11159352634587,139.79397440540353,156.27540406319147,290.5380874848308,2.5023416190950636,ROTO solved-sample thinning; not a raw range re-solve
original_selfcal,FULL original self-cal v4-io/T4,solved_sample_keep_10,0.1,90.0,4067,101.23637421122233,250.48036298034646,137.45877238136802,169.28525583532985,306.12019415639816,1.0083211191243537,ROTO solved-sample thinning; not a raw range re-solve
vicon_truth_delaycal,FULL Vicon-truth+delaycal v4-io/T4,solved_sample_keep_100,1.0,0.0,40661,104.47503409732244,206.1889222480439,125.39509954748621,112.789191439667,198.21128459282414,10.008998464966568,ROTO solved-sample thinning; not a raw range re-solve
vicon_truth_delaycal,FULL Vicon-truth+delaycal v4-io/T4,solved_sample_keep_75,0.75,25.0,30404,104.78539225985736,205.36614876056544,125.4807362038514,118.15189754631014,207.44062756894235,7.513800421435068,ROTO solved-sample thinning; not a raw range re-solve
vicon_truth_delaycal,FULL Vicon-truth+delaycal v4-io/T4,solved_sample_keep_50,0.5,50.0,20499,103.9675438662058,205.90908539475862,124.82352981450117,123.72814376259362,220.90371270772766,5.016350230034611,ROTO solved-sample thinning; not a raw range re-solve
vicon_truth_delaycal,FULL Vicon-truth+delaycal v4-io/T4,solved_sample_keep_25,0.25,75.0,10111,104.00558309328883,207.59147836228388,126.14797988062519,137.7484153137588,239.88426343348794,2.5298207580038383,ROTO solved-sample thinning; not a raw range re-solve
vicon_truth_delaycal,FULL Vicon-truth+delaycal v4-io/T4,solved_sample_keep_10,0.1,90.0,3995,103.38029836316944,207.8429553068334,125.08746678221353,148.9052903073081,254.8085698820719,0.9953667384866463,ROTO solved-sample thinning; not a raw range re-solve
scale_to_vicon_delaycal,FULL Sim(3)-scale-to-Vicon+delaycal v4-io/T4,solved_sample_keep_100,1.0,0.0,40661,107.6817918768846,207.96216618655123,127.7562833974634,111.70832424921427,196.43430068802093,10.008998464966568,ROTO solved-sample thinning; not a raw range re-solve
scale_to_vicon_delaycal,FULL Sim(3)-scale-to-Vicon+delaycal v4-io/T4,solved_sample_keep_75,0.75,25.0,30558,107.61106201061551,207.4429736568682,127.67068371200152,116.9393344822658,206.21898756193875,7.519379743588287,ROTO solved-sample thinning; not a raw range re-solve
scale_to_vicon_delaycal,FULL Sim(3)-scale-to-Vicon+delaycal v4-io/T4,solved_sample_keep_50,0.5,50.0,20148,107.53013088743263,208.29112327061017,127.69417370970207,123.5571664674059,218.51872399539738,4.9713068465303705,ROTO solved-sample thinning; not a raw range re-solve
scale_to_vicon_delaycal,FULL Sim(3)-scale-to-Vicon+delaycal v4-io/T4,solved_sample_keep_25,0.25,75.0,10173,107.5746876959024,207.45615507787736,127.65816316284891,134.95974749525615,238.34605604377978,2.4959429943041664,ROTO solved-sample thinning; not a raw range re-solve
scale_to_vicon_delaycal,FULL Sim(3)-scale-to-Vicon+delaycal v4-io/T4,solved_sample_keep_10,0.1,90.0,4230,109.34982203886534,209.89640790665896,130.3289984562152,151.37777761543614,263.797811169782,1.0629355458786214,ROTO solved-sample thinning; not a raw range re-solve
one_baseline_EH_delaycal,FULL one-baseline E-H+delaycal v4-io/T4,solved_sample_keep_100,1.0,0.0,40661,104.3930619642778,207.44455636229537,126.68509529098871,113.35969229244704,198.91972727460936,10.008998464966568,ROTO solved-sample thinning; not a raw range re-solve
one_baseline_EH_delaycal,FULL one-baseline E-H+delaycal v4-io/T4,solved_sample_keep_75,0.75,25.0,30529,104.45140109256565,206.63087578788702,126.33640819877641,117.31098413194036,208.3312278394092,7.52258507912349,ROTO solved-sample thinning; not a raw range re-solve
one_baseline_EH_delaycal,FULL one-baseline E-H+delaycal v4-io/T4,solved_sample_keep_50,0.5,50.0,20448,104.03489420935082,207.0592675174889,126.5773001266269,124.43774654519372,219.1558648457232,5.045673406618283,ROTO solved-sample thinning; not a raw range re-solve
one_baseline_EH_delaycal,FULL one-baseline E-H+delaycal v4-io/T4,solved_sample_keep_25,0.25,75.0,10169,104.44686474273033,209.260635032201,126.5524144457515,134.5558503035844,238.39051999575298,2.5272355124149883,ROTO solved-sample thinning; not a raw range re-solve
one_baseline_EH_delaycal,FULL one-baseline E-H+delaycal v4-io/T4,solved_sample_keep_10,0.1,90.0,4121,103.27341728942864,204.4838177676725,125.36097497977508,147.69734737030055,264.07028705987256,1.026641775133037,ROTO solved-sample thinning; not a raw range re-solve
