row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L18:I0:T6,S00,load_imu_prior_cache,L18:I0,0.0035889600003429223,,,,
R4:L18:I0:T6,S00,load_track_tensors_cache,L18:I0,1.2599994079209864e-06,,,,
R4:L18:I0:T6,S00,torch_gpu,,9.555699527998513,0,1,9.555699527998513,9.555699527998513
R4:L18:I0:T8,S00,torch_gpu,,9.881926093999937,0,1,9.881926093999937,9.881926093999937
R4:L18:I1:T6,S00,load_imu_prior_cache,L18:I1,0.003451089000009233,,,,
R4:L18:I1:T6,S00,load_track_tensors_cache,L18:I1,9.600007615517825e-07,,,,
R4:L18:I1:T6,S00,torch_gpu,,7.123287255999458,0,1,7.123287255999458,7.123287255999458
R4:L18:I1:T8,S00,torch_gpu,,4.158291252999334,0,1,4.158291252999334,4.158291252999334
R4:L18:I3:T6,S00,load_imu_prior_cache,L18:I3,0.0032864379973034374,,,,
R4:L18:I3:T6,S00,load_track_tensors_cache,L18:I3,7.899980118963867e-07,,,,
R4:L18:I3:T6,S00,torch_gpu,,4.101845948000118,0,1,4.101845948000118,4.101845948000118
R4:L18:I3:T8,S00,torch_gpu,,4.089145558002201,0,1,4.089145558002201,4.089145558002201
R4:L18:I4:T6,S00,load_imu_prior_cache,L18:I4,0.0036957909978809766,,,,
R4:L18:I4:T6,S00,load_track_tensors_cache,L18:I4,7.199996616691351e-07,,,,
R4:L18:I4:T6,S00,torch_gpu,,4.106212945996958,0,1,4.106212945996958,4.106212945996958
R4:L18:I4:T8,S00,torch_gpu,,3.5965989920005086,0,1,3.5965989920005086,3.5965989920005086
